task_type,arrival_time,est_m1,est_m2,est_m3,ext_m1-1,ext_m2-1,ext_m3-1
T1,3.824,102.51,104.75,9.47,97.68,95.14,10.09
T1,4.385,102.48,92.23,9.44,104.84,105.71,9.75
T3,7.379,95.91,1.04,9.16,94.34,1.06,9.8
T2,10.685,105.34,10.08,0.92,95.14,10.0,1.0
T3,15.367,96.57,0.94,9.15,93.88,0.98,9.81
T1,16.444,92.8,92.75,10.26,95.96,97.15,10.86
T1,17.257,93.74,107.12,9.56,98.32,100.56,10.28
T2,26.048,96.17,9.91,1.08,94.79,9.36,0.99
T3,27.422,102.44,0.97,10.67,103.09,0.92,9.72
T1,33.21,106.05,97.2,9.91,108.27,101.16,10.55
T3,35.002,104.93,0.96,10.67,104.5,0.94,10.84
T1,37.607,103.47,97.16,9.34,96.54,94.3,9.2
T2,38.506,99.7,9.77,1.07,96.74,9.67,1.02
T3,38.746,93.61,1.06,9.96,106.16,0.94,10.12
T3,39.44,105.01,0.92,9.28,103.09,0.96,10.11
T1,46.81,95.22,94.43,9.32,95.79,95.96,10.59
T1,48.209,95.93,105.73,10.04,108.55,98.33,9.94
T2,58.735,99.92,10.41,0.99,106.08,9.19,0.98
T2,59.297,103.08,9.77,0.92,94.37,9.2,1.07
T1,62.205,102.19,95.96,10.14,106.69,100.15,10.07
T1,62.599,96.17,93.61,10.18,98.64,92.59,10.29
T3,63.076,99.99,1.05,10.22,99.8,0.97,10.22
T2,63.202,101.92,10.53,0.96,95.29,9.4,1.08
T1,71.016,92.8,105.43,9.66,107.9,108.2,9.91
T2,80.348,100.68,9.88,1.05,94.75,10.02,0.98
T3,83.939,104.26,1.08,9.22,102.07,0.93,10.78
T1,84.631,107.45,100.52,9.59,101.79,98.44,9.24
T2,85.074,96.2,9.17,0.96,97.05,10.82,1.0
T3,88.294,96.29,0.99,10.47,102.41,0.98,10.32
T1,90.137,92.38,107.47,10.4,108.64,91.47,10.77
T1,91.797,108.31,101.6,10.81,108.36,92.87,10.53
T3,94.457,100.73,0.99,9.58,97.44,1.04,9.23
T2,99.55,92.97,9.34,1.06,96.59,10.38,1.08
T2,104.16,94.88,10.2,0.92,103.58,9.71,1.04
T3,104.402,104.48,1.05,9.33,93.61,1.07,10.17
T2,107.153,98.2,10.13,1.04,108.34,10.32,1.02
T1,108.972,98.32,103.63,9.35,102.51,101.11,9.85
T2,110.447,107.58,9.73,1.08,105.82,9.73,1.07
T2,111.678,99.44,10.41,1.06,105.29,9.23,1.07
T2,115.06,92.32,9.8,1.04,94.47,10.0,0.92
T3,115.169,97.52,1.04,9.64,107.43,1.0,9.6
T3,118.584,93.76,1.02,9.51,108.46,0.95,9.41
T3,119.262,93.61,1.08,10.74,97.74,0.94,9.53
T3,127.624,97.77,0.93,9.32,108.54,0.97,10.83
T3,131.392,94.78,0.99,9.95,105.81,1.01,9.98
T3,132.022,100.38,1.0,10.31,97.52,1.0,9.32
T2,132.469,92.16,9.32,0.95,102.12,10.01,0.95
T3,138.207,99.96,0.98,10.44,102.82,1.06,9.23
T2,142.923,107.32,10.23,0.95,95.73,9.91,0.92
T1,152.977,99.32,107.18,10.0,97.94,96.18,10.18
T3,153.707,106.64,1.04,9.59,94.21,0.99,9.54
T2,160.548,96.5,10.65,1.0,99.18,10.46,0.92
T1,163.227,101.18,100.94,9.92,107.82,101.09,10.18
T1,166.462,102.75,95.22,9.99,98.14,102.29,9.84
T1,172.718,97.84,102.13,10.45,93.28,97.77,10.28
T3,173.461,99.59,1.04,10.4,92.57,1.01,9.14
T3,173.799,106.25,1.06,10.72,102.28,0.96,9.81
T1,173.83,101.35,107.12,10.63,93.41,107.06,9.58
T1,180.238,106.78,98.67,10.08,107.39,107.09,10.55
T1,182.194,102.76,103.57,9.18,96.64,102.88,9.32
T1,186.534,98.95,107.4,9.57,99.06,97.7,10.41
T1,188.787,92.02,101.06,9.5,95.55,98.81,9.86
T2,189.321,96.74,10.47,0.93,98.9,9.8,0.94
T3,189.504,96.03,1.08,9.33,96.46,0.92,10.36
T1,204.852,102.09,99.98,10.8,93.4,97.2,9.4
T3,205.442,93.32,1.09,9.48,104.81,1.06,9.54
T2,208.883,94.75,9.66,0.98,97.05,10.32,1.03
T3,209.097,99.54,1.01,10.18,98.64,0.92,10.83
T3,213.192,101.42,0.96,10.56,92.15,1.02,10.6
T3,213.369,107.52,1.0,10.55,102.46,0.93,9.63
T1,215.826,107.53,97.57,9.37,107.51,108.04,10.25
T2,216.957,105.32,10.86,0.92,103.94,10.46,0.96
T3,218.965,98.07,0.96,10.83,99.8,1.0,9.81
T1,222.557,95.8,97.63,9.44,98.72,101.3,9.7
T3,226.432,100.62,1.02,9.97,101.78,1.0,10.13
T2,230.116,96.3,9.57,0.98,94.37,10.53,1.02
T3,231.029,94.59,1.01,10.44,98.56,1.0,10.57
T2,231.362,104.46,9.5,0.93,93.8,10.16,0.95
T1,233.631,93.25,96.07,9.6,97.6,108.28,10.02
T2,236.279,105.87,9.94,0.96,101.91,9.89,1.0
T3,237.355,106.05,1.0,9.55,100.27,1.01,9.58
T1,239.92,104.23,93.61,10.18,108.48,94.88,9.46
T2,239.954,101.87,10.54,0.98,95.92,10.15,1.01
T1,240.502,102.75,98.44,10.36,94.9,94.84,10.81
T1,240.549,91.9,91.91,9.25,94.28,103.28,10.74
T2,240.847,96.2,9.84,0.99,106.7,9.44,1.0
T1,241.214,98.25,91.55,9.84,99.41,96.65,10.55
T2,241.758,98.89,9.91,1.02,100.3,10.52,0.99
T2,250.103,99.52,10.25,0.97,99.52,10.34,1.06
T1,255.698,108.58,102.87,10.3,97.62,98.0,10.02
T1,257.365,101.88,106.15,9.89,103.35,106.26,10.12
T1,260.193,100.87,92.18,9.93,105.08,99.41,9.47
T2,264.468,107.31,10.58,1.08,99.82,10.15,1.07
T2,265.52,105.06,9.75,1.06,99.93,10.46,1.01
T2,269.379,97.32,9.89,1.06,100.32,9.34,0.97
T1,274.661,106.78,106.67,9.56,97.16,100.88,9.94
T1,276.328,104.04,103.64,9.49,101.18,100.38,10.72
T1,279.64,104.2,106.57,10.74,94.13,103.11,10.38
T1,285.954,107.51,107.09,9.48,94.15,98.19,10.42
T1,291.097,103.92,94.12,9.6,104.01,92.41,10.65
