task_type,arrival_time,est_m1,est_m2,est_m3,ext_m1-1,ext_m2-1,ext_m3-1
T2,1.082,105.88,10.18,1.03,97.29,9.38,0.92
T1,4.617,106.0,101.15,9.58,93.51,105.3,10.48
T2,5.374,93.68,10.0,0.92,106.17,10.62,0.94
T3,5.829,91.5,0.98,10.75,106.15,0.97,10.2
T3,8.912,99.11,1.0,10.36,97.1,1.04,10.06
T1,10.088,91.4,104.77,10.8,98.68,108.2,9.8
T1,15.021,108.64,97.71,9.61,98.65,98.51,9.94
T3,24.406,105.18,1.04,9.43,105.18,0.96,9.92
T2,24.458,93.3,10.58,0.97,102.01,9.64,0.92
T3,24.681,93.49,0.93,9.76,108.39,1.03,10.8
T1,25.301,108.41,105.45,9.15,106.77,98.03,9.19
T3,25.898,93.43,1.05,10.0,105.85,1.0,9.38
T1,33.346,104.62,103.31,10.69,95.15,96.13,10.53
T2,33.827,91.91,9.82,0.92,93.64,9.84,1.08
T1,35.757,92.8,96.19,10.28,95.93,102.82,9.46
T3,37.28,102.59,1.0,9.83,99.3,1.01,10.38
T1,55.579,99.73,98.39,10.47,91.8,97.04,9.9
T2,60.342,97.15,10.27,0.98,92.47,10.26,1.0
T3,67.114,91.84,0.97,9.18,96.03,0.96,10.42
T3,69.686,92.87,0.92,10.36,93.82,1.06,10.13
T1,70.522,93.76,103.63,9.34,103.0,100.95,9.83
T2,72.985,99.22,9.71,0.99,102.93,9.84,0.94
T1,76.536,97.34,97.05,9.24,107.48,102.86,10.61
T3,78.012,99.24,0.93,10.08,96.07,1.06,10.27
T1,94.492,108.64,106.88,10.67,103.52,100.82,9.18
T2,100.688,95.43,10.86,1.06,105.88,10.34,0.93
T1,102.691,107.59,104.23,10.26,101.24,101.78,9.2
T1,109.289,99.06,94.53,9.34,97.51,94.94,9.6
T2,119.809,95.64,10.35,0.95,105.88,9.75,0.96
T1,123.367,94.0,97.94,9.76,106.54,102.08,9.82
T1,123.939,97.17,94.89,10.84,93.84,106.68,10.48
T1,124.452,99.47,99.36,10.47,107.79,103.23,10.65
T1,129.813,99.84,106.15,9.52,94.42,105.4,9.38
T2,131.729,95.73,9.78,0.99,106.81,9.71,1.0
T1,133.678,98.4,105.42,9.19,103.31,98.55,9.49
T3,135.813,92.22,1.08,9.72,98.1,1.04,10.75
T1,136.973,107.17,108.26,10.25,98.99,108.28,9.42
T1,139.866,103.34,101.91,10.35,94.62,92.95,9.85
T3,140.798,107.76,0.94,9.84,93.14,0.91,10.23
T1,142.298,93.67,107.47,9.91,108.39,96.13,10.74
T3,145.043,99.77,0.96,9.8,101.68,0.96,9.18
T3,148.494,98.06,1.01,9.82,107.66,0.98,9.36
T3,149.587,102.17,1.0,10.78,95.85,1.03,9.15
T3,154.004,92.33,1.07,9.98,100.45,1.02,9.19
T2,154.053,103.58,9.78,0.97,108.64,10.29,0.96
T1,154.379,107.58,97.1,9.72,107.27,94.53,9.38
T2,155.144,102.43,10.74,0.95,104.9,9.33,0.99
T3,159.314,103.55,0.96,9.55,103.67,1.03,10.01
T1,161.075,99.94,107.0,9.46,106.71,107.99,10.65
T3,163.913,95.07,0.96,10.62,96.61,1.0,10.44
T1,164.415,98.83,103.19,9.8,104.63,97.08,9.76
T1,169.906,103.55,96.43,10.41,106.26,104.79,10.02
T2,173.54,100.02,9.78,0.92,94.79,10.43,1.05
T1,175.332,93.74,107.0,9.72,107.51,104.0,9.38
T1,175.701,95.31,101.64,10.09,107.97,92.03,9.89
T1,176.981,102.73,107.22,9.58,93.85,94.86,9.86
T1,178.186,105.94,101.78,10.44,104.05,94.41,10.7
T1,180.923,107.21,102.41,10.57,93.46,95.54,9.66
T3,182.381,104.0,0.96,9.38,101.98,1.06,10.74
T3,184.034,91.86,1.06,10.44,102.52,0.98,9.19
T1,202.484,107.64,105.64,10.79,101.14,104.44,9.99
T1,203.835,94.79,98.35,10.78,103.52,97.74,10.72
T3,209.204,96.0,1.0,10.39,101.27,1.05,10.01
T2,209.577,97.04,10.49,1.07,104.48,9.82,1.03
T3,218.81,103.39,0.94,9.84,91.53,1.03,10.18
T2,220.059,105.82,10.46,1.08,107.46,10.36,1.04
T2,222.862,92.28,10.78,0.97,94.17,9.71,0.94
T1,228.739,96.05,108.07,9.26,96.04,104.02,10.78
T3,229.455,106.06,1.05,9.46,107.02,0.93,9.21
T2,230.136,106.61,10.2,1.05,97.16,9.98,1.0
T3,230.701,104.93,1.0,9.3,104.87,0.95,10.44
T2,231.969,105.69,9.67,1.02,104.99,9.15,0.96
T1,233.185,107.67,101.84,10.78,102.26,93.97,10.24
T3,233.331,105.85,1.03,10.55,98.89,1.05,9.47
T2,236.728,99.22,9.28,0.98,95.97,9.14,0.93
T3,237.182,93.65,1.03,10.44,97.78,1.03,9.92
T3,241.816,102.99,0.97,9.29,102.7,0.96,10.47
T1,246.285,93.84,103.39,10.7,98.14,103.39,10.49
T2,250.962,93.94,9.56,1.01,96.27,9.93,0.94
T2,256.618,103.15,9.48,0.94,97.95,10.45,0.92
T2,257.694,96.59,9.82,0.93,96.24,9.54,1.03
T1,263.023,96.39,101.46,10.47,101.51,108.05,10.48
T1,265.962,94.47,100.06,10.02,108.15,97.11,9.66
T1,268.336,107.67,107.18,9.65,94.6,103.22,9.89
T2,268.4,93.57,10.86,0.99,93.21,10.37,0.95
T2,272.185,97.48,9.33,0.92,105.7,10.45,1.02
T1,280.681,105.3,96.97,9.67,99.71,108.2,9.23
T2,290.759,94.17,9.99,0.97,98.69,9.56,1.02
T3,293.092,102.14,0.96,9.81,103.97,0.98,10.82
T2,302.246,100.0,10.22,0.95,106.44,9.56,1.0
T1,311.269,92.22,105.3,10.64,96.4,93.63,10.4
T1,315.144,103.88,98.87,9.38,99.41,98.39,9.55
T3,316.026,101.98,1.0,10.3,104.1,0.94,10.58
T3,316.277,91.84,1.02,9.27,106.15,0.95,10.52
T3,319.401,99.77,1.05,10.83,93.88,1.08,10.18
T2,328.598,95.82,9.69,1.07,92.64,10.22,0.92
T2,328.604,98.89,9.84,1.0,104.47,10.72,0.97
T2,353.929,98.64,9.67,1.08,98.89,9.43,0.93
T2,361.117,92.82,10.01,1.08,95.01,9.48,0.92
T2,366.269,98.9,10.87,1.03,105.51,9.88,0.92
