task_type,arrival_time,est_m1,est_m2,est_m3,ext_m1-1,ext_m2-1,ext_m3-1
T3,6.215,107.37,0.96,9.68,96.35,0.92,9.14
T3,8.6,93.92,0.96,10.34,107.12,1.01,9.23
T3,12.282,92.33,0.93,10.07,104.15,1.07,10.22
T2,14.929,93.54,9.54,1.02,103.58,9.15,1.04
T3,22.2,93.09,0.94,10.78,104.2,1.03,9.16
T3,22.924,100.63,0.93,10.29,98.22,1.01,9.87
T2,25.631,103.59,9.43,1.02,95.25,10.09,0.96
T3,26.616,108.0,0.99,9.54,103.42,0.91,9.22
T1,30.126,95.11,105.62,9.94,100.3,101.54,9.33
T3,30.149,98.58,1.04,9.38,96.8,0.97,10.35
T1,31.944,93.69,107.0,9.54,102.73,92.26,10.65
T2,32.184,106.38,9.58,1.09,101.02,9.3,1.08
T2,32.826,95.34,9.77,0.92,108.21,10.32,1.06
T2,33.846,99.53,9.45,1.03,97.66,9.94,0.95
T2,39.048,93.22,10.16,0.99,102.39,9.71,1.04
T2,47.929,102.98,9.95,0.97,107.68,10.07,1.0
T1,50.638,98.88,97.42,10.65,96.9,104.38,10.69
T1,51.016,104.49,100.49,9.35,107.13,104.2,9.57
T1,62.107,92.49,104.83,9.72,102.29,93.87,9.58
T3,64.004,101.27,1.05,9.48,105.82,0.95,9.72
T2,66.856,99.33,9.62,1.01,104.88,10.61,0.94
T1,70.6,100.29,107.94,9.78,97.13,106.66,10.66
T2,70.988,102.11,9.98,0.98,100.65,10.09,0.98
T3,74.223,91.67,0.95,10.15,106.25,0.93,9.69
T2,80.294,108.51,9.25,0.98,94.43,9.48,1.08
T1,85.876,91.92,97.23,10.79,102.51,93.56,9.54
T2,87.735,99.85,9.67,0.92,105.84,10.86,1.01
T1,92.576,92.9,104.23,10.61,104.42,96.36,9.94
T2,93.061,108.26,10.47,1.03,92.65,10.49,0.97
T1,95.657,95.96,106.05,10.39,105.16,97.26,10.77
T2,95.75,98.14,10.72,1.07,99.75,10.44,1.03
T2,100.035,94.18,9.48,1.01,99.85,9.71,1.06
T2,102.423,92.81,10.65,1.04,92.1,9.9,1.07
T1,104.709,98.96,105.96,10.6,105.6,105.36,9.2
T2,106.7,108.24,9.92,0.93,99.36,9.2,1.04
T3,107.984,96.97,1.05,9.67,96.35,1.06,10.57
T3,115.374,98.35,1.03,9.58,108.15,1.06,10.39
T2,118.41,108.24,10.0,1.08,106.24,9.2,0.93
T3,120.963,99.15,0.94,10.5,98.69,0.96,9.21
T1,123.6,105.63,93.52,10.45,99.66,103.6,10.78
T1,124.779,94.58,95.44,9.4,95.07,92.84,9.43
T2,128.304,101.8,10.08,1.08,107.62,10.65,0.94
T1,129.987,92.38,96.8,10.22,102.76,103.75,10.82
T3,131.77,94.03,1.02,10.73,97.99,0.96,10.57
T2,131.807,105.71,9.76,0.95,96.6,10.2,1.0
T1,132.621,104.62,97.15,9.89,96.82,97.33,10.62
T1,142.045,107.25,104.53,10.1,98.22,96.67,10.25
T2,142.074,97.04,9.75,1.0,100.51,9.86,1.07
T1,149.923,92.88,104.14,9.76,98.69,96.97,10.22
T1,150.659,101.46,94.67,10.23,100.4,100.47,9.32
T3,157.153,108.33,1.08,9.68,97.1,0.96,9.95
T3,163.79,97.93,0.96,10.6,103.39,0.98,9.89
T3,166.231,96.5,1.02,9.8,98.32,1.05,9.3
T2,170.257,93.54,9.77,1.04,107.24,9.78,0.94
T3,172.342,108.55,0.94,9.9,104.63,1.04,10.4
T2,172.685,104.64,10.71,0.95,100.82,9.85,0.92
T1,172.821,97.1,103.36,9.85,105.09,91.95,10.56
T3,179.877,98.25,0.94,10.13,95.29,1.04,10.67
T2,180.506,106.02,9.22,1.03,107.88,9.93,0.95
T2,181.619,102.42,9.84,0.93,99.59,10.17,1.06
T3,182.901,104.12,0.96,9.61,98.17,1.08,10.23
T1,185.217,108.47,105.43,9.96,104.75,101.21,10.37
T1,194.542,93.58,107.04,9.32,99.22,99.82,10.33
T1,195.833,107.65,96.48,9.34,100.6,94.97,9.75
T1,195.84,100.71,101.37,10.84,97.68,98.31,9.32
T2,198.315,91.67,10.16,1.03,104.64,9.93,1.02
T2,210.135,106.7,10.48,1.06,95.29,9.83,0.92
T2,217.753,102.47,10.07,0.96,91.73,9.63,1.07
T2,219.704,96.4,10.24,1.07,93.3,9.39,1.08
T2,221.503,107.97,9.75,1.01,102.68,10.33,1.04
T2,226.411,104.0,9.97,1.07,96.4,9.3,0.98
T1,227.495,107.78,98.38,9.18,95.26,105.8,10.72
T3,229.906,102.77,0.92,9.28,107.94,1.02,9.75
T1,231.2,98.25,99.08,9.83,101.96,104.22,10.02
T1,232.933,96.74,108.5,9.36,103.28,101.64,10.28
T3,239.645,100.24,1.02,10.49,92.87,1.08,9.9
T1,243.468,93.0,104.78,9.98,107.97,93.27,9.31
T3,245.157,101.31,1.05,10.69,92.85,0.97,10.41
T1,251.534,97.32,105.23,10.8,105.09,108.07,9.82
T1,254.511,106.74,93.63,9.42,105.46,104.6,10.01
T1,256.335,100.18,107.28,10.61,108.36,106.84,9.57
T1,258.814,100.36,101.89,10.86,101.54,98.37,10.39
T1,259.959,105.36,104.83,10.32,96.26,102.52,10.37
T1,266.793,102.46,106.87,9.98,102.26,99.28,9.91
T1,266.933,103.84,102.77,9.98,103.49,103.63,9.49
T3,275.453,104.87,0.96,9.57,105.0,0.96,10.81
T3,281.451,93.22,0.92,10.25,94.99,1.08,10.71
T1,283.766,101.04,96.25,10.77,94.93,99.55,10.73
T3,286.398,97.82,0.91,10.21,92.18,0.98,10.14
T3,286.858,93.17,0.94,9.37,99.91,1.04,10.37
T1,288.249,98.42,100.15,9.76,93.83,107.98,10.48
T1,299.827,93.4,108.05,10.16,94.01,100.88,10.82
T3,305.12,96.63,1.0,10.2,96.91,0.98,9.25
T1,307.199,98.49,105.84,9.94,107.43,100.62,10.82
T3,308.829,100.36,1.0,9.31,101.61,1.06,9.54
T3,317.815,104.63,0.93,10.56,107.23,0.99,9.17
T1,318.712,101.83,97.7,10.53,99.56,100.56,10.53
T1,326.707,101.38,100.08,9.24,99.41,91.47,9.15
T1,338.858,98.64,107.04,9.76,98.55,107.72,10.17
T3,342.599,101.98,1.05,10.2,106.66,0.94,10.06
