task_type,arrival_time,est_m1,est_m2,est_m3,ext_m1-1,ext_m2-1,ext_m3-1
T1,4.585,101.25,99.76,10.52,91.61,94.82,10.33
T3,6.607,93.49,0.96,9.56,101.0,1.0,9.2
T3,9.904,108.43,1.04,9.8,92.42,1.04,9.57
T1,10.856,105.94,106.4,9.7,95.67,98.87,10.03
T1,16.061,91.56,105.16,10.32,91.9,92.65,10.81
T3,20.597,107.12,1.08,9.36,97.97,1.0,9.31
T3,21.845,105.96,1.0,9.87,105.99,0.94,10.07
T1,22.364,103.7,92.36,10.44,93.74,94.3,10.39
T1,22.462,98.29,107.21,9.56,103.13,95.52,9.15
T3,29.099,108.16,0.95,9.41,92.14,1.06,9.43
T2,34.635,98.06,10.08,1.04,99.87,9.56,1.08
T1,39.497,97.68,106.23,10.61,97.68,93.42,9.79
T3,41.982,103.58,0.96,9.32,105.36,1.01,9.33
T2,47.681,97.57,10.34,0.98,98.26,9.66,0.97
T3,52.309,102.41,0.96,9.44,96.5,1.05,9.68
T1,57.089,95.9,97.33,9.57,98.78,97.59,9.35
T1,62.306,102.28,101.25,9.65,106.65,104.94,10.36
T1,66.453,107.85,107.97,9.27,100.44,100.83,9.67
T1,73.311,103.04,94.59,10.4,91.91,104.34,10.41
T3,73.96,106.56,0.96,9.14,104.35,0.93,9.36
T1,75.418,105.35,97.2,9.57,107.03,102.69,9.47
T2,76.338,103.58,10.3,1.03,96.88,10.44,0.96
T1,87.476,105.91,98.72,10.84,93.4,98.19,10.36
T1,89.46,92.46,93.42,9.36,100.6,98.55,10.7
T2,94.927,105.47,9.36,1.04,94.99,10.01,1.06
T3,95.141,99.63,0.93,9.75,91.62,0.96,9.53
T2,96.369,93.96,9.14,1.0,96.25,9.59,1.03
T3,98.844,99.3,0.98,9.82,95.51,0.95,10.78
T1,99.238,95.9,94.89,9.53,103.78,94.41,10.63
T3,102.16,107.43,0.97,10.34,102.89,1.04,9.51
T3,104.236,105.18,1.05,9.2,98.09,1.03,10.72
T1,104.662,95.03,93.05,10.59,95.26,106.79,9.3
T3,105.387,100.38,1.05,9.55,98.74,1.0,10.39
T3,110.963,106.84,1.04,10.64,95.36,0.94,10.32
T1,112.259,95.92,100.47,9.57,101.18,107.36,10.3
T2,112.444,96.39,9.36,0.92,107.21,10.15,0.98
T1,115.815,104.37,93.62,9.98,100.76,101.13,9.28
T3,118.568,93.17,1.06,9.21,91.62,0.92,9.67
T2,119.631,102.55,10.64,0.98,104.04,9.96,0.98
T2,122.617,93.36,10.58,1.01,101.7,9.46,1.0
T3,128.235,106.58,1.01,10.28,91.4,1.06,10.0
T1,128.281,97.13,95.93,10.2,103.38,99.32,9.2
T2,129.197,99.06,9.2,0.95,94.88,10.74,1.06
T3,130.886,96.59,1.09,9.27,105.31,0.94,9.48
T3,131.144,94.91,0.99,10.68,107.47,0.93,10.28
T2,132.262,102.67,9.6,1.06,106.1,10.04,1.09
T1,132.574,103.88,103.49,9.47,98.14,108.6,9.99
T1,133.75,99.94,106.67,9.3,103.0,103.94,9.39
T3,133.955,94.44,0.97,10.72,107.27,1.0,9.81
T1,134.351,105.33,95.33,10.69,98.29,95.55,9.35
T2,136.323,101.14,9.66,0.98,100.53,9.92,0.98
T1,138.132,91.38,95.58,9.2,99.22,95.64,9.91
T3,141.475,92.72,1.05,10.72,105.84,1.01,9.23
T1,147.466,103.78,105.81,9.82,108.47,95.47,10.34
T3,153.048,106.3,0.98,10.5,104.89,1.04,9.65
T2,155.644,106.16,10.43,0.92,97.15,9.79,0.92
T2,160.712,97.92,10.28,1.0,107.83,10.43,1.0
T2,161.372,99.55,9.69,0.92,105.72,9.9,1.07
T1,163.481,106.05,101.72,10.32,95.34,93.32,9.65
T1,163.537,92.79,95.75,9.74,97.27,104.79,10.68
T1,169.179,96.7,95.1,10.85,107.29,97.65,10.1
T3,171.154,102.44,1.0,9.93,107.93,0.97,9.19
T2,171.212,102.54,10.39,0.92,98.89,9.8,0.95
T2,174.982,96.49,10.5,0.91,102.43,10.77,0.98
T3,175.948,103.97,0.95,10.4,93.14,0.93,9.87
T2,178.772,97.18,10.59,0.93,100.07,10.86,1.03
T2,178.951,100.32,9.45,1.03,93.21,10.58,0.92
T2,185.79,102.57,9.86,1.01,99.49,9.62,0.97
