task_type_id,arrival_time,est_m1,est_m2,est_m3,est_m4,est_m5,est_m6,est_m7,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1,ext_m5-1,ext_m6-1,ext_m7-1
3,0.244,103.655,115.168,111.111,115.908,10.576,109.291,10.682,102.714,105.997,96.325,117.736,11.904,113.596,10.456
1,0.289,1.057,97.791,0.922,10.656,10.706,1.053,110.308,1.07,101.896,1.023,10.963,10.814,1.084,113.666
4,0.532,10.133,113.354,10.922,0.969,107.496,1.044,99.971,10.974,110.14,11.786,0.977,106.202,1.011,92.694
4,0.685,9.646,97.459,10.661,1.07,93.758,1.124,101.353,10.189,104.781,10.876,1.059,106.429,1.048,96.807
1,0.759,1.085,102.524,0.937,10.57,10.416,1.06,111.154,0.979,100.895,0.963,10.49,10.172,0.94,99.593
3,0.787,106.285,101.11,112.051,112.762,11.156,113.185,10.227,104.283,100.372,111.401,103.138,11.371,110.302,10.086
4,1.008,10.12,99.109,11.566,0.922,104.362,1.034,102.153,9.904,97.646,10.442,1.058,104.705,1.079,98.347
2,1.011,1.127,100.304,97.062,96.264,115.739,1.068,11.25,1.072,94.453,102.571,107.011,103.54,1.016,10.591
4,1.19,11.168,106.204,11.418,0.918,100.553,1.039,92.978,10.747,96.754,11.666,1.079,108.719,0.988,93.572
4,1.208,9.917,108.08,11.003,1.02,101.682,1.046,108.354,9.707,101.435,10.913,1.017,110.486,1.019,101.066
3,1.322,116.21,108.179,100.703,116.776,11.367,105.486,10.276,115.616,106.585,105.567,101.379,11.304,105.194,11.373
3,1.508,116.054,117.503,104.711,112.064,11.496,115.447,10.286,106.122,114.297,102.711,100.753,10.619,114.908,11.463
1,1.671,1.073,109.729,0.956,11.667,10.302,0.926,109.367,0.98,101.699,0.93,10.3,10.431,0.929,115.729
4,2.07,10.394,105.619,10.454,1.048,96.862,0.966,100.839,11.191,109.768,11.522,0.997,100.341,1.035,108.287
4,2.293,10.947,109.51,10.216,0.928,108.46,1.065,93.466,10.082,102.292,10.031,1.035,96.242,1.013,99.517
1,2.32,1.075,95.134,0.996,11.193,9.68,0.991,112.18,1.053,97.129,0.979,10.099,10.493,1.056,109.14
4,2.406,9.881,110.055,10.958,0.967,103.022,1.005,101.774,10.437,103.317,11.605,1.055,106.104,1.131,106.159
4,2.601,10.789,110.336,11.623,0.991,94.552,1.066,105.674,9.909,111.278,10.126,0.957,102.808,1.062,108.51
1,2.732,1.027,103.443,1.069,11.582,10.983,1.017,107.82,0.933,105.114,0.982,10.633,10.38,0.978,107.685
2,2.755,0.995,101.657,98.333,93.415,98.92,1.136,10.953,1.013,108.228,103.209,107.938,115.29,1.149,11.187
4,2.86,9.794,99.464,11.322,1.012,93.882,1.094,104.327,11.022,96.658,10.664,1.074,97.917,0.984,103.215
2,3.173,1.06,99.98,99.705,107.728,114.989,1.099,10.939,1.104,95.053,111.463,92.388,98.687,1.066,10.48
3,3.519,117.716,110.206,96.983,109.438,11.031,114.675,10.536,105.544,113.513,98.85,105.309,10.438,100.526,11.482
1,4.246,1.078,102.205,0.963,11.122,9.274,0.935,109.534,1.072,100.049,0.937,10.461,10.242,0.924,110.418
3,4.489,116.656,113.907,107.524,114.411,11.146,103.248,10.803,108.982,106.168,103.475,114.054,10.818,108.814,11.62
2,4.518,0.981,98.343,113.694,109.064,108.588,1.009,11.253,1.134,107.282,108.002,101.398,115.484,1.038,9.851
3,5.062,105.978,108.785,110.841,103.262,11.419,109.291,11.085,107.8,109.96,101.704,110.484,10.918,114.161,10.996
2,5.152,1.084,101.493,109.26,101.171,108.146,1.005,10.017,1.061,95.823,105.499,100.7,112.666,1.038,11.38
1,5.189,1.006,105.348,0.992,11.798,9.36,1.044,100.966,1.064,97.943,0.974,11.811,9.335,0.98,115.246
1,5.727,0.934,102.236,1.056,11.198,9.717,1.077,116.505,1.0,94.077,0.938,11.714,10.633,0.972,113.13
1,5.766,0.942,97.58,0.998,10.728,10.536,1.044,108.999,0.97,99.09,0.982,11.178,10.618,1.021,113.13
2,5.934,1.12,105.62,97.815,100.362,109.197,1.112,10.366,1.12,97.427,103.304,100.58,108.601,1.157,10.877
3,6.215,115.783,112.636,103.49,115.115,11.212,98.56,11.013,106.88,105.155,110.753,114.103,11.929,108.875,10.48
3,6.278,117.257,112.101,105.706,106.916,10.649,109.571,10.491,116.549,105.997,107.904,109.623,11.325,103.813,10.652
2,6.723,1.022,107.592,100.915,100.428,113.727,1.005,9.9,0.993,104.002,102.75,104.402,100.795,1.155,11.48
2,6.864,0.996,93.857,109.115,103.79,101.834,1.062,10.742,1.067,103.103,106.498,100.548,106.991,1.024,11.506
2,7.031,0.998,103.379,110.471,107.803,113.171,1.034,9.882,0.978,95.053,100.494,94.683,108.658,1.117,9.861
4,7.23,10.773,109.51,10.565,0.986,98.388,1.088,104.825,11.333,104.277,10.262,0.943,110.62,0.965,96.922
4,7.277,9.99,104.046,10.746,1.075,94.193,1.049,104.183,10.021,111.187,11.635,1.007,106.118,1.023,95.502
2,7.327,1.076,100.8,109.749,102.034,115.857,1.064,10.947,1.064,94.46,101.618,106.333,105.895,1.133,11.126
2,7.904,0.996,101.504,104.184,99.138,102.235,1.158,10.886,1.031,107.812,108.671,103.981,112.671,1.113,10.54
1,7.943,1.077,102.906,1.012,11.108,9.955,0.987,99.913,1.082,96.268,0.942,10.164,10.948,1.021,104.737
2,7.944,1.076,102.386,104.422,100.744,104.793,1.133,9.977,1.07,101.329,108.919,102.928,100.709,1.122,10.945
1,8.014,0.997,107.237,1.006,11.019,10.06,1.042,103.181,0.994,94.364,0.961,10.794,10.944,0.965,116.173
1,8.247,1.0,101.504,0.919,10.705,9.342,0.999,103.38,0.958,110.349,1.032,10.905,10.751,1.054,102.025
1,8.407,1.004,103.796,1.045,10.882,9.683,0.985,110.073,1.058,101.84,1.047,10.309,10.783,1.035,115.714
3,8.899,101.995,104.985,98.134,114.757,11.409,99.682,11.28,113.595,105.465,99.725,108.057,10.408,102.274,11.236
3,9.024,112.614,111.334,112.605,112.233,11.047,106.748,10.899,114.752,114.494,107.004,109.425,10.798,105.194,11.415
2,9.386,0.977,102.855,108.748,94.653,104.191,1.127,10.274,0.991,96.678,112.593,98.356,109.135,1.134,11.504
3,10.111,118.377,115.571,111.706,110.511,11.02,105.76,10.922,106.732,108.179,97.148,108.276,11.039,102.559,11.675
4,10.272,10.458,108.652,10.442,0.962,100.543,1.133,95.502,11.063,105.984,10.251,0.985,95.723,1.127,101.493
4,10.467,10.41,109.272,11.592,1.054,97.403,1.137,108.723,9.766,112.683,11.778,0.986,102.65,1.002,93.966
4,10.597,10.824,109.955,10.63,1.012,100.249,1.121,103.016,10.478,105.369,10.018,1.049,104.582,1.054,93.959
3,10.602,114.464,103.507,102.301,117.976,11.793,114.05,10.862,105.271,99.517,96.614,119.237,10.875,99.794,10.681
1,11.142,0.987,106.171,1.065,10.866,10.536,1.087,98.574,1.021,106.157,1.058,11.805,9.333,0.964,107.387
2,11.153,1.138,107.508,97.285,92.016,112.794,1.121,10.661,0.989,101.915,97.135,97.991,103.176,1.15,10.724
2,11.437,1.082,108.519,111.287,93.006,105.603,1.108,10.2,1.101,99.867,102.513,94.558,114.63,1.023,10.759
2,11.504,1.13,101.493,105.707,99.427,102.347,1.03,10.889,1.112,94.603,101.698,108.096,109.219,1.139,10.839
2,11.849,1.072,109.367,97.308,97.254,114.803,1.09,10.735,1.146,103.635,101.173,102.119,101.932,0.983,10.876
2,12.571,0.969,108.75,112.812,101.671,113.134,1.082,11.449,1.036,109.55,98.895,101.63,102.618,1.028,11.306
3,12.719,108.099,100.904,106.883,107.102,10.758,99.556,11.573,112.646,103.108,100.007,108.301,10.238,114.235,10.417
2,12.936,1.066,103.34,102.828,106.877,114.989,0.991,11.223,1.042,107.105,112.82,108.209,105.391,1.113,10.279
2,13.072,1.007,105.572,111.287,100.605,102.84,1.16,11.064,1.035,102.343,98.555,99.196,112.676,1.1,10.072
3,13.082,107.474,108.697,105.94,113.17,10.231,100.963,10.11,112.455,100.096,99.177,104.798,10.067,102.559,11.414
1,13.679,0.974,101.116,1.08,10.146,10.246,0.978,100.663,0.976,95.434,0.93,11.08,9.327,1.057,112.18
2,13.759,1.096,92.87,113.056,101.537,105.148,1.08,10.247,0.982,95.229,102.375,108.367,107.202,0.985,11.262
4,13.849,10.911,108.911,11.231,1.009,98.012,1.014,99.65,10.344,106.245,11.502,0.948,102.14,1.068,91.569
3,13.976,116.141,116.679,109.053,111.567,10.83,105.54,11.194,105.351,111.906,110.128,115.311,11.666,109.889,11.498
3,14.067,103.395,101.364,107.004,113.078,11.4,106.236,10.124,117.396,115.47,99.725,115.406,10.853,111.374,10.589
1,14.101,1.082,100.007,0.999,10.465,10.418,1.003,105.167,0.918,101.289,1.028,10.099,10.088,0.968,105.342
3,14.169,112.614,116.176,95.919,117.159,10.653,111.42,11.485,103.006,107.626,99.126,110.743,10.618,101.509,11.798
2,14.297,0.968,103.074,102.386,92.861,103.318,1.052,10.619,1.148,103.131,102.666,94.038,113.171,1.092,10.066
3,15.131,115.387,116.534,100.14,100.915,11.371,98.12,10.078,116.781,114.987,101.752,100.907,10.938,104.821,11.66
4,15.581,10.133,105.557,10.725,1.078,97.585,0.965,96.555,10.643,109.83,11.36,1.084,110.246,1.135,97.838
1,15.71,1.086,92.96,0.947,10.776,10.992,0.993,107.517,0.931,98.917,1.08,10.835,10.856,1.087,104.737
3,16.478,109.138,110.724,107.128,115.222,10.283,105.54,11.441,101.801,112.919,106.241,113.465,10.188,102.972,11.592
1,16.48,1.025,106.159,1.042,10.7,9.912,0.949,110.155,1.029,97.12,0.993,10.921,10.785,0.979,100.603
4,16.865,11.253,103.708,11.733,1.07,109.329,1.041,100.508,10.712,97.354,10.222,0.919,110.221,1.123,104.764
2,17.218,1.092,101.443,102.703,107.728,102.323,1.034,10.689,1.088,105.887,103.457,92.289,107.642,1.131,10.15
4,17.971,10.746,110.685,11.249,0.98,100.0,1.058,98.109,11.447,111.038,11.778,0.917,95.437,1.016,103.479
3,18.554,102.986,115.088,108.611,101.425,11.083,102.408,10.412,113.949,112.44,103.457,107.932,11.172,109.764,10.81
2,19.051,1.13,105.638,97.603,95.359,112.394,1.157,11.126,1.109,105.025,97.547,106.206,114.81,1.124,11.08
4,19.39,11.434,99.736,10.542,0.954,107.897,1.016,96.169,11.262,97.589,10.184,1.033,108.241,0.962,99.517
2,19.423,1.13,94.129,111.008,92.081,104.532,1.106,10.275,1.04,109.503,100.948,108.956,101.785,1.054,10.146
4,19.674,10.505,103.711,10.722,0.983,108.568,1.004,98.889,10.631,97.652,10.618,0.997,103.022,0.984,94.861
