task_type,arrival_time,est_m1,est_m2,est_m3,est_m4,est_m5,est_m6,est_m7,est_m8,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1,ext_m5-1,ext_m6-1,ext_m7-1,ext_m8-1
T3,0.049,1.02,10.11,99.28,105.8,94.74,100.95,103.43,97.35,1.01,10.09,106.14,101.29,99.88,104.74,104.69,97.17
T2,0.077,1.06,10.21,100.04,106.6,109.84,93.67,103.4,113.51,0.93,9.74,106.14,114.28,92.48,95.38,110.66,115.59
T3,0.197,1.0,10.11,103.24,94.75,100.98,113.92,106.46,112.51,0.98,10.81,100.96,110.04,100.85,99.9,101.28,104.06
T1,0.41,0.99,11.14,110.16,105.5,100.7,104.98,105.52,112.39,1.04,10.65,101.03,109.47,102.06,104.21,101.97,108.19
T3,0.463,0.98,10.89,102.03,101.06,108.27,103.64,112.09,112.83,1.08,9.99,109.85,94.26,106.31,113.36,99.92,97.5
T2,0.803,1.08,10.47,117.58,103.6,101.28,103.15,95.65,112.76,1.02,9.57,110.47,98.63,107.85,110.25,97.65,102.66
T2,0.854,0.93,10.0,105.61,111.24,97.82,96.43,107.61,109.79,0.92,9.86,105.59,101.03,94.74,105.58,108.15,110.61
T1,0.94,0.95,11.21,104.36,96.42,101.77,97.17,100.13,105.84,0.92,10.06,98.47,98.28,107.25,105.19,102.58,108.24
T2,0.955,1.04,11.23,115.36,104.01,102.41,96.54,106.0,100.9,0.96,9.81,113.19,100.17,104.88,109.87,106.3,112.15
T4,1.455,1.12,9.9,111.8,92.2,113.97,94.55,108.21,112.25,1.18,10.7,98.41,98.86,116.97,93.23,102.83,106.27
T1,1.49,1.05,10.65,111.61,96.28,98.69,96.23,106.21,109.32,1.07,9.96,100.16,102.28,95.49,107.79,98.95,103.71
T1,1.585,1.07,10.55,113.03,102.92,109.83,101.73,102.24,111.01,0.96,10.22,98.16,105.99,99.83,98.97,106.06,111.42
T3,1.734,1.04,10.33,115.68,97.65,104.57,99.9,105.55,109.55,0.96,9.32,112.14,96.6,100.97,106.86,109.93,100.23
T4,1.76,1.19,10.58,111.22,91.76,102.3,103.18,109.42,107.61,1.02,10.3,100.03,94.51,116.76,105.02,114.92,103.08
T1,1.794,1.0,11.2,96.49,103.14,110.52,98.7,97.94,107.02,0.95,11.1,108.67,109.52,97.37,108.13,115.35,99.7
T3,1.971,0.99,10.34,103.88,94.1,105.93,108.46,95.76,98.91,1.05,10.01,101.63,98.95,100.34,111.34,103.2,96.41
T3,2.136,1.02,9.81,102.9,109.89,96.6,108.4,98.01,102.14,1.08,9.53,114.0,102.13,98.95,111.91,102.36,103.94
T4,2.206,1.06,10.26,99.72,104.36,111.64,92.21,106.04,112.43,1.12,9.61,102.84,98.33,111.54,107.55,111.12,99.38
