task_type,arrival_time,est_m1,est_m2,est_m3,est_m4,est_m5,est_m6,est_m7,est_m8,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1,ext_m5-1,ext_m6-1,ext_m7-1,ext_m8-1
T6,0.124,1.11,112.34,11.09,149.81,27.57,102.0,11.36,9.91,1.08,104.48,10.16,143.31,25.12,107.62,11.19,10.92
T4,0.332,0.98,107.06,10.85,154.85,24.75,102.1,10.1,11.22,0.94,99.09,10.99,157.84,23.3,95.39,10.41,10.2
T7,0.62,1.0,106.21,10.12,169.93,27.11,106.41,10.9,10.54,1.03,106.66,10.13,152.45,24.49,96.55,9.92,11.78
T6,1.928,1.0,100.45,11.07,151.79,27.27,110.95,10.97,11.11,1.12,111.6,10.7,143.05,24.58,105.06,10.24,10.19
T5,3.434,1.01,114.83,11.79,169.63,26.31,100.57,10.61,11.13,1.02,116.84,10.29,160.76,24.86,102.15,10.19,11.38
T3,3.68,1.06,107.14,9.68,146.75,27.63,107.38,11.08,11.0,1.01,99.69,10.62,151.92,24.62,113.64,10.41,10.2
T7,3.959,1.02,108.89,11.7,151.83,23.94,102.69,10.82,11.14,0.99,114.45,11.7,165.31,26.73,110.22,10.16,11.66
T5,4.651,1.02,114.28,11.55,154.86,27.48,108.62,10.72,9.63,1.04,115.08,11.06,158.98,28.44,104.42,11.27,10.22
T9,4.847,0.99,112.98,11.09,169.22,25.28,107.78,10.3,11.13,1.01,99.89,10.78,175.44,23.06,102.57,11.14,11.28
T4,5.6,1.09,99.04,10.19,152.9,26.0,107.12,9.94,10.63,0.99,108.86,9.55,150.25,26.23,95.75,10.12,10.92
T2,7.069,1.12,108.63,11.17,161.43,25.34,106.66,11.05,10.58,1.03,112.18,10.19,161.15,26.54,110.02,10.04,10.9
T10,7.122,1.06,97.62,10.97,162.21,24.51,104.66,9.31,10.1,0.96,108.63,9.66,161.55,23.72,110.0,9.73,11.22
T9,7.41,0.93,100.73,10.83,174.65,25.47,109.44,11.06,11.1,1.0,115.71,10.53,170.04,26.62,106.3,10.47,11.43
T9,9.225,0.93,111.59,10.31,171.46,25.76,96.16,10.12,10.46,1.06,103.8,10.46,152.18,23.93,94.74,10.14,11.33
T2,10.982,0.95,108.18,9.86,142.3,27.05,109.38,10.28,9.92,1.01,114.9,10.98,146.62,27.66,99.82,10.81,11.47
T4,11.259,1.04,93.48,10.34,175.09,22.99,99.35,11.44,9.83,0.96,99.77,9.59,159.78,23.07,99.28,10.24,10.87
T8,11.719,1.08,97.95,9.41,162.65,23.82,105.23,10.13,9.58,1.15,102.85,10.44,169.78,27.62,102.19,10.07,10.07
T3,14.373,1.06,114.3,10.02,160.13,24.18,102.76,11.26,11.29,1.05,116.6,9.62,155.96,26.77,110.15,10.58,10.17
T1,14.813,1.06,112.2,11.07,142.99,24.62,103.52,9.87,10.71,1.01,106.71,10.29,142.22,25.82,111.23,9.48,9.85
T5,16.407,1.1,100.8,10.69,152.72,24.89,103.97,10.85,9.65,1.04,113.58,10.56,164.59,24.44,102.31,9.98,11.02
T10,19.665,1.06,100.49,9.81,147.64,24.07,113.85,10.66,11.04,1.08,106.76,10.16,158.76,27.31,113.99,9.41,10.35
T5,19.782,1.09,102.02,11.46,153.56,24.82,95.56,10.77,10.95,0.93,115.7,9.98,152.96,26.64,99.05,11.14,11.28
T9,22.232,1.05,117.84,10.38,166.05,26.34,108.78,10.0,10.42,0.99,117.6,11.04,160.28,25.33,104.94,10.3,10.57
T3,22.819,1.15,105.03,10.81,146.47,26.17,101.7,11.16,9.8,1.16,117.0,9.29,161.97,24.36,102.38,9.96,10.07
T10,22.978,1.06,107.97,9.77,164.96,26.35,111.26,10.74,10.98,1.13,96.64,10.05,146.59,27.5,107.44,10.03,10.86
T9,24.967,1.04,104.69,11.51,156.69,24.72,110.0,10.83,10.63,1.08,114.34,11.75,166.49,23.99,110.12,11.67,11.38
T10,26.281,0.97,109.2,10.4,152.86,24.53,115.82,10.52,10.76,1.02,94.7,10.6,140.28,26.87,110.03,9.65,10.03
T8,26.327,1.0,101.53,10.42,151.63,24.78,107.18,11.0,9.64,1.06,107.76,10.33,169.81,25.68,95.93,9.58,9.59
T4,28.954,0.93,93.48,10.03,161.54,24.07,96.64,11.42,11.07,0.99,105.36,10.19,174.54,27.29,101.63,11.04,11.21
T8,29.346,1.18,109.21,10.06,169.95,25.6,108.46,10.31,10.36,1.1,93.86,10.4,158.0,26.17,105.14,10.89,10.24
T10,31.348,1.04,106.09,10.72,164.22,25.69,108.98,9.68,9.92,0.98,100.96,10.82,139.31,25.47,116.15,9.96,10.01
T3,33.501,1.05,117.56,10.23,141.92,26.11,113.8,10.16,10.68,1.04,112.85,9.22,168.12,24.91,106.63,10.96,11.31
T7,33.805,1.16,106.91,10.67,146.26,24.81,95.74,10.77,10.02,1.02,115.87,11.08,147.79,24.67,108.19,9.38,11.75
T9,34.499,1.05,107.55,11.41,159.34,25.44,102.49,11.36,10.34,1.03,117.42,10.04,150.59,27.23,100.59,10.64,11.43
T4,34.729,0.96,93.91,10.52,162.61,23.64,105.17,10.04,10.34,1.03,104.97,11.22,169.59,24.79,99.06,9.88,10.68
T10,35.631,0.99,98.02,9.61,142.6,23.79,113.49,9.16,10.39,1.06,100.48,11.06,143.17,25.77,116.59,10.8,10.63
T1,35.975,1.04,99.21,11.48,140.9,27.05,106.45,9.85,11.31,1.08,99.94,10.32,154.44,25.53,107.04,9.72,11.37
T4,37.546,0.99,103.04,10.53,155.24,26.6,97.94,11.1,10.67,1.0,107.09,10.07,162.17,26.36,92.99,10.4,10.07
