task_type_id,arrival_time,est_m1,est_m2,est_m3,est_m4,est_m5,est_m6,est_m7,est_m8,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1,ext_m5-1,ext_m6-1,ext_m7-1,ext_m8-1
3,0.015,95.7,115.76,108.5,110.18,112.26,1.04,101.67,98.64,109.84,114.17,107.92,101.68,109.32,1.12,100.19,107.94
2,0.738,95.67,103.17,102.62,101.62,109.44,1.03,108.52,106.11,109.56,115.14,114.89,98.76,103.57,1.04,103.0,104.79
1,1.069,102.91,112.83,104.56,103.11,111.14,1.16,103.85,100.39,108.09,107.34,104.99,109.87,108.9,1.09,100.8,107.38
2,1.537,100.49,109.02,113.34,97.03,106.32,1.05,103.64,111.77,107.62,108.46,101.31,108.14,93.89,1.08,97.86,106.63
3,1.735,104.86,102.29,109.42,106.53,105.8,1.1,110.95,100.1,94.67,113.2,104.31,110.86,95.77,1.15,100.07,96.46
4,2.537,115.45,97.24,97.74,112.74,105.81,1.01,107.42,110.31,113.44,111.8,113.54,99.75,117.5,1.06,109.17,103.48
1,2.605,102.78,117.04,104.98,106.63,100.13,1.03,99.43,114.49,104.75,113.02,96.15,103.22,110.13,1.12,102.35,113.5
2,2.742,95.35,101.11,100.88,95.39,107.45,1.06,107.44,106.34,104.34,101.26,115.99,107.62,97.24,1.05,102.88,109.9
4,3.184,111.61,97.98,100.41,105.22,115.0,0.96,110.05,102.28,106.49,106.21,113.82,115.25,115.44,1.02,97.04,107.05
3,3.409,101.2,108.22,113.15,98.66,96.06,1.05,109.86,99.15,94.5,109.58,112.73,110.05,104.18,1.09,99.03,103.12
2,3.5,106.53,116.74,105.7,96.87,100.11,1.08,101.02,110.85,107.54,114.14,112.96,103.49,95.04,1.11,110.9,104.05
3,3.595,106.87,105.28,99.76,100.76,108.81,1.11,110.12,94.88,97.95,102.86,97.84,111.64,111.45,1.03,108.54,97.23
4,3.663,109.48,96.93,104.14,107.46,114.04,0.99,105.86,96.49,106.0,103.56,103.08,109.0,105.48,1.06,101.81,111.82
1,3.851,109.94,108.76,102.2,95.39,110.8,1.03,103.83,111.79,102.16,108.41,100.0,95.59,104.94,1.16,101.3,105.16
2,3.875,95.96,101.93,99.62,95.84,100.56,0.96,108.72,111.42,112.45,103.24,111.34,98.7,101.07,1.01,110.39,113.6
2,3.944,107.33,104.22,98.81,108.72,103.32,0.96,94.46,111.58,111.57,112.71,111.45,107.85,96.99,1.03,93.57,106.99
3,3.96,109.16,113.49,97.78,110.04,107.8,1.04,115.61,108.36,104.91,103.01,109.38,97.55,98.38,1.0,100.41,94.44
4,4.115,104.75,115.02,96.79,106.95,105.2,1.07,102.89,100.61,110.0,103.7,103.8,114.56,112.7,1.09,98.0,105.54
4,4.295,98.13,97.67,101.12,108.29,105.53,1.06,111.21,101.86,104.48,114.22,101.13,116.19,105.86,1.03,96.88,106.42
1,5.874,102.78,114.22,96.33,107.89,103.88,1.16,96.77,109.59,100.12,113.3,107.43,98.78,101.91,1.04,108.46,111.57
1,5.93,107.62,116.71,92.97,102.98,110.84,1.07,98.34,102.9,113.79,106.08,102.13,103.44,111.11,1.14,112.23,112.87
2,6.308,110.9,112.19,107.67,101.85,95.38,1.06,97.6,108.23,97.22,112.02,107.11,96.06,106.59,0.98,94.42,97.94
1,6.32,100.25,104.1,98.48,95.07,106.07,1.14,105.04,112.85,109.62,99.78,92.47,102.11,113.9,1.09,112.2,101.0
3,6.795,95.66,115.46,99.92,106.9,109.91,0.99,113.62,97.39,111.19,100.36,108.59,99.04,101.02,1.03,102.52,100.07
4,6.915,108.01,113.01,97.76,114.46,111.61,0.94,100.46,104.3,99.05,98.26,111.49,103.4,100.6,1.06,96.16,106.64
