task_type_id,arrival_time,est_m1,est_m2,est_m3,est_m4,est_m5,est_m6,est_m7,est_m8,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1,ext_m5-1,ext_m6-1,ext_m7-1,ext_m8-1
2,0.018,109.85,109.17,99.01,110.39,102.71,1.06,10.0,104.02,111.98,115.26,96.47,112.97,101.6,1.02,9.54,111.7
3,0.049,97.66,112.05,114.09,105.3,108.11,0.98,10.45,110.28,104.95,108.66,107.59,98.5,110.49,0.95,10.43,101.46
3,1.192,111.72,113.43,108.74,102.06,109.17,1.06,9.65,111.3,109.3,106.58,109.82,104.92,111.12,1.06,10.09,106.28
1,1.306,111.64,106.41,116.34,113.82,117.04,1.05,9.74,105.86,109.21,116.42,117.89,114.58,107.09,1.11,10.51,97.41
1,2.129,105.92,109.53,104.65,103.68,109.66,1.15,10.99,113.44,107.26,101.86,105.2,116.05,112.57,1.13,10.96,98.84
2,2.239,106.12,99.89,103.97,99.62,113.0,1.12,9.95,112.42,110.68,102.14,113.3,106.94,107.44,1.01,10.44,105.74
1,2.263,99.93,109.33,117.0,103.7,115.64,1.05,10.51,109.74,104.54,116.04,102.03,113.93,112.62,1.11,11.07,114.18
2,2.575,110.02,101.46,112.85,104.57,111.17,1.13,9.88,103.76,105.9,114.65,97.39,107.66,103.75,1.11,9.9,107.56
1,2.77,113.58,105.59,104.27,108.9,112.57,0.99,10.41,112.92,98.01,108.2,118.22,114.58,111.22,1.1,10.96,97.45
3,2.795,108.0,108.54,110.98,107.88,105.82,1.1,10.37,98.47,109.86,119.11,107.91,92.26,109.49,1.1,10.22,94.77
4,2.859,107.05,114.99,102.46,101.85,113.75,1.08,10.6,110.31,96.76,102.17,99.95,105.86,107.08,1.03,10.17,98.04
2,2.93,103.2,106.22,104.94,109.36,102.77,1.13,10.45,109.32,107.58,110.18,96.63,103.52,110.64,1.01,9.94,110.21
4,3.724,112.62,106.0,110.96,110.4,101.71,1.14,10.35,109.54,100.83,111.65,107.32,100.26,104.57,0.98,9.85,109.81
4,3.784,97.48,115.91,102.04,106.14,102.16,1.04,10.94,104.44,99.92,103.08,103.2,101.25,103.27,1.06,10.7,109.8
1,4.29,103.31,107.58,116.03,110.36,104.14,1.09,10.31,106.08,109.95,117.76,112.72,110.2,107.03,1.03,10.22,99.15
3,4.405,104.32,116.3,107.74,95.25,118.35,0.97,10.88,106.08,103.32,100.67,106.48,99.52,103.05,0.96,10.2,102.34
2,4.5,109.34,116.35,98.77,100.57,107.11,1.1,10.61,104.69,95.14,108.95,104.14,104.79,115.13,1.06,10.61,110.9
2,4.892,98.39,113.71,105.06,95.89,98.62,1.0,10.52,117.23,104.73,109.7,111.0,99.2,116.34,1.09,9.48,110.16
1,5.005,111.84,103.49,111.13,103.11,100.45,1.1,10.38,106.24,111.29,109.08,106.6,109.37,112.83,1.16,10.51,107.48
1,5.207,101.5,107.84,111.79,105.84,114.21,1.15,9.44,102.68,97.82,110.09,105.09,112.93,114.91,1.03,11.08,110.68
4,6.181,101.87,105.12,111.47,100.93,96.59,1.03,10.6,99.67,104.34,108.06,99.07,112.33,102.87,1.06,9.84,112.42
2,6.893,99.11,109.68,113.08,103.52,114.89,1.0,10.24,112.61,99.61,100.92,111.59,100.25,109.87,1.08,10.54,115.68
1,7.128,106.34,116.21,101.04,103.3,104.62,1.06,10.97,97.61,112.11,112.99,100.3,111.86,112.46,1.05,10.26,108.3
4,7.206,112.46,112.2,106.1,113.15,96.93,1.07,9.46,108.45,111.32,113.74,97.29,101.35,106.84,1.05,10.08,106.47
2,7.486,95.14,101.15,108.27,98.38,105.23,0.99,10.75,113.2,101.08,112.48,114.47,105.6,108.32,1.12,10.27,111.64
3,7.766,99.88,104.02,109.27,102.91,110.78,1.04,10.51,94.66,104.79,104.69,99.71,100.3,113.22,0.98,10.97,95.78
2,8.281,102.92,111.71,105.06,111.61,107.62,1.1,9.7,106.12,96.13,109.71,112.11,112.44,114.65,1.12,10.52,115.31
3,8.353,110.58,106.63,109.44,98.08,105.62,0.95,10.02,108.72,113.41,102.67,109.51,99.9,115.11,0.96,11.24,94.37
2,8.723,99.54,103.86,102.44,107.33,111.72,0.99,9.68,115.97,99.83,113.68,106.92,96.65,108.02,1.03,9.77,102.69
2,8.842,97.42,115.12,107.6,111.47,104.04,1.16,9.94,103.76,94.89,113.24,111.67,105.59,109.38,1.08,10.24,114.0
2,8.995,101.91,102.73,108.03,110.81,109.0,1.09,10.33,101.2,98.19,106.84,111.45,97.86,109.5,1.0,9.6,105.06
2,9.583,98.82,112.46,99.93,101.05,100.25,1.09,9.49,109.31,101.2,106.92,105.7,98.86,111.95,1.08,10.12,99.28
4,9.983,105.45,103.57,98.95,108.67,110.89,1.02,9.65,95.44,97.94,106.26,109.88,99.46,97.92,1.05,9.98,106.77
4,10.123,100.06,107.71,102.34,100.31,114.01,1.09,10.76,100.5,102.47,115.41,99.32,103.55,104.81,1.06,10.71,104.48
3,10.132,107.4,116.27,114.53,95.32,109.79,1.07,9.89,110.77,103.28,101.76,98.21,96.76,104.88,1.01,10.07,96.95
1,10.237,100.81,105.06,99.58,100.41,113.2,1.09,10.75,113.77,103.5,108.89,103.16,109.98,103.52,0.99,9.68,97.8
3,10.415,109.86,108.79,108.56,108.0,103.6,1.04,10.06,106.84,102.81,107.36,110.04,108.47,115.7,0.93,10.96,96.01
3,10.467,112.15,112.58,105.04,108.83,116.71,0.98,10.76,96.45,103.08,108.26,98.86,105.75,105.64,1.02,9.9,93.78
2,10.9,95.77,106.44,99.3,111.42,104.2,1.02,10.55,111.53,108.91,99.7,102.04,109.58,109.6,1.09,10.75,101.9
4,10.972,103.02,115.92,107.32,99.34,97.5,0.96,9.8,101.9,109.7,113.02,95.17,96.21,110.27,0.99,10.63,98.38
3,11.135,97.19,119.25,115.28,104.96,115.76,1.01,11.13,105.45,95.38,113.13,104.47,95.78,100.84,1.01,9.62,104.38
2,11.517,107.58,107.4,97.88,109.24,98.17,1.08,9.88,108.54,111.98,102.85,99.99,99.72,99.9,1.14,10.6,102.26
3,12.185,97.81,109.84,112.16,96.76,113.19,1.1,10.09,104.38,111.81,116.65,110.36,96.74,113.51,1.09,10.04,102.11
2,12.415,97.14,99.7,97.38,103.15,110.29,1.02,10.77,117.02,106.0,110.86,109.44,105.94,103.3,1.1,9.73,104.13
2,12.825,111.3,111.12,110.54,102.31,110.6,1.05,10.09,108.54,108.85,102.15,101.32,108.06,114.16,1.15,10.49,102.88
4,13.159,97.73,108.8,99.67,106.35,99.82,0.98,10.54,102.1,96.14,101.98,99.1,99.6,100.96,1.11,10.39,100.58
2,13.431,97.91,102.8,105.87,98.55,111.32,1.06,9.52,105.36,112.21,101.09,96.43,110.8,103.16,0.99,10.53,109.57
2,13.638,110.39,101.69,102.64,95.61,107.85,1.03,9.9,102.41,98.26,107.3,105.29,113.15,101.46,1.1,9.95,108.14
2,14.164,97.42,101.86,111.52,106.94,103.68,1.0,9.36,109.83,106.23,99.98,105.24,106.39,99.24,1.1,10.53,105.86
2,14.306,103.04,116.39,99.97,107.88,102.56,1.02,9.89,112.34,102.6,107.88,102.94,111.46,99.42,1.03,9.44,106.8
2,14.344,110.52,98.9,99.47,113.43,98.82,1.08,10.01,112.6,107.58,108.81,105.28,104.36,111.1,1.11,10.18,104.34
1,14.386,104.07,112.5,100.01,111.78,111.02,1.04,10.0,112.8,106.82,113.48,107.34,117.39,105.07,1.03,9.87,114.38
2,14.429,102.39,103.82,100.62,97.82,100.95,1.04,9.53,103.0,105.12,104.49,111.29,100.95,105.28,1.1,10.74,115.92
1,14.6,106.03,102.4,117.59,113.77,114.7,1.06,10.72,101.37,100.29,100.54,106.24,110.75,101.83,1.0,11.02,106.86
2,14.669,105.12,111.3,99.33,109.7,103.11,1.08,9.76,111.64,106.35,106.73,112.82,106.53,99.64,1.11,10.66,113.52
3,14.724,99.66,110.17,108.87,93.45,112.59,1.05,11.17,102.56,96.27,117.48,113.91,105.84,103.0,1.07,9.78,108.59
2,15.457,99.77,106.64,102.95,110.89,111.19,1.12,9.85,115.75,107.71,116.65,106.01,96.83,102.84,1.1,9.3,99.6
3,16.066,105.65,116.59,112.74,106.71,101.2,1.01,11.35,95.5,96.91,119.03,109.16,108.16,104.0,1.1,11.25,111.06
3,16.35,113.35,108.71,111.32,92.61,100.18,1.01,10.4,102.79,105.78,116.59,101.45,96.32,105.57,0.95,9.85,98.27
2,16.522,107.04,114.82,107.71,99.98,116.2,1.01,10.14,107.13,99.79,100.59,105.41,109.14,105.5,1.11,9.53,116.87
3,17.08,113.02,112.87,102.85,108.7,117.0,1.09,11.1,101.25,112.22,114.85,110.81,108.54,115.49,0.98,10.57,102.22
4,17.321,102.69,104.29,100.4,98.88,113.45,1.05,11.17,100.76,99.12,100.64,109.82,107.2,100.43,1.04,9.67,108.7
2,17.41,95.37,115.53,112.67,101.22,106.72,1.04,9.66,103.52,104.07,107.46,109.17,110.78,114.89,1.08,10.76,116.5
4,18.062,108.21,105.12,106.18,100.36,111.21,0.96,9.52,104.8,113.68,109.3,94.67,113.49,100.66,0.99,9.47,95.89
1,18.133,109.06,104.28,117.53,116.2,115.29,1.05,9.46,100.98,106.41,100.06,104.77,115.18,113.58,1.04,9.68,107.29
