task_type_id,arrival_time,est_m1,est_m2,est_m3,est_m4,est_m5,est_m6,est_m7,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1,ext_m5-1,ext_m6-1,ext_m7-1
2,0.227,0.972,93.461,99.452,93.157,103.176,1.121,10.405,0.991,98.503,99.577,101.689,104.987,1.055,11.197
1,1.098,0.962,96.51,0.99,11.295,10.523,1.068,116.325,1.034,110.121,0.947,11.019,9.721,1.073,113.174
3,1.124,117.819,102.759,108.611,103.138,10.756,97.667,10.623,103.291,103.238,96.877,117.101,10.351,110.998,10.047
3,1.421,117.842,115.711,103.803,113.913,10.248,110.676,10.505,101.047,108.912,96.669,103.074,11.494,113.0,10.081
2,1.897,1.095,101.003,97.551,100.58,113.05,1.013,9.79,1.036,103.649,102.783,107.887,106.264,1.064,10.281
4,2.847,10.699,101.872,11.515,1.001,100.12,1.103,104.757,10.746,98.053,11.003,1.043,99.858,1.114,97.942
2,3.161,1.012,96.405,107.759,102.804,111.419,1.073,10.337,1.041,99.59,104.853,106.146,99.731,1.139,11.55
1,3.751,1.019,101.657,0.982,10.88,10.385,0.939,106.47,0.917,100.633,0.97,10.656,10.093,1.016,98.556
3,3.914,105.404,107.328,104.898,110.056,11.53,110.278,10.392,117.729,103.738,112.012,118.572,10.73,112.654,11.536
1,4.249,0.986,101.172,0.925,10.901,10.9,1.069,112.789,0.943,100.636,0.93,10.272,9.594,1.084,115.465
4,4.357,9.729,98.36,11.094,1.002,96.968,0.993,105.685,11.223,107.985,10.61,0.992,98.044,1.001,100.563
4,4.447,11.434,100.289,11.374,0.951,94.735,1.137,101.702,10.96,102.292,11.515,1.061,97.993,0.964,96.222
1,5.127,1.059,94.533,0.96,10.048,9.632,1.087,99.953,1.033,96.268,0.923,11.067,9.946,0.937,101.998
4,5.245,11.063,112.752,11.804,0.92,105.502,1.062,100.319,11.162,98.865,11.219,0.943,102.445,1.046,107.181
3,5.474,111.986,110.937,107.478,117.931,11.146,102.432,10.71,117.925,107.458,101.305,103.816,11.692,100.483,10.534
2,6.518,1.142,96.787,107.96,92.016,98.687,0.989,11.077,0.982,100.801,114.443,103.984,106.005,1.079,11.319
3,6.58,103.853,116.595,96.324,117.523,10.213,102.398,11.127,105.077,100.322,101.433,104.847,10.868,102.068,10.575
4,6.877,10.168,108.087,10.594,0.931,93.981,1.049,108.737,10.713,108.32,10.188,1.035,105.995,1.04,108.51
2,7.32,1.071,96.651,101.618,93.422,100.218,1.16,10.698,1.101,98.503,97.222,100.033,103.201,1.152,11.005
4,7.365,11.416,99.667,10.976,1.083,100.298,1.038,94.212,11.392,108.121,11.833,0.964,103.71,1.015,108.182
4,7.588,10.19,100.881,10.619,0.975,103.327,1.042,104.654,9.763,104.046,10.577,0.932,95.867,1.05,100.839
2,8.104,1.106,105.165,114.571,107.045,108.671,1.054,11.526,1.102,103.847,111.88,101.437,105.256,1.009,10.157
3,8.4,116.588,113.533,109.267,109.13,10.576,105.252,10.723,105.039,103.478,98.707,102.344,11.937,110.315,11.601
1,8.952,1.045,96.604,1.071,10.322,10.484,1.024,111.339,0.925,99.887,0.988,10.723,9.734,0.988,115.216
1,8.965,0.987,108.958,0.943,10.118,10.386,1.068,99.006,0.93,93.717,1.069,10.339,10.255,1.04,108.904
4,9.71,11.25,99.428,11.795,0.919,106.104,1.103,92.748,11.224,113.354,10.956,0.991,110.486,1.011,96.922
2,9.878,1.073,93.523,105.018,102.97,105.905,1.034,10.746,1.134,94.127,103.375,107.814,103.538,0.984,10.454
