task_type_id,arrival_time,est_m1,est_m2,est_m3,est_m4,est_m5,est_m6,est_m7,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1,ext_m5-1,ext_m6-1,ext_m7-1
2,0.206,1.087,104.933,106.6,102.697,98.914,1.057,10.086,1.135,95.482,107.283,97.139,116.641,1.053,10.674
3,0.412,113.236,108.544,103.671,104.861,10.049,102.733,10.391,117.413,101.262,100.14,103.476,10.687,105.828,11.09
4,0.59,11.218,109.172,10.656,0.968,108.322,1.127,98.322,10.959,99.185,10.483,0.977,98.404,1.113,104.654
3,0.712,111.158,111.907,102.296,110.902,10.736,111.722,11.285,114.521,102.281,105.557,106.051,11.362,107.375,11.853
1,0.739,1.06,102.635,0.947,10.563,9.418,1.047,98.425,1.086,93.213,1.058,11.577,10.61,0.917,110.774
2,0.896,1.074,100.254,101.681,106.777,107.605,1.026,11.385,0.98,96.651,112.192,96.805,104.657,1.083,10.594
1,1.099,0.952,106.186,1.077,11.406,10.098,1.057,115.883,1.043,98.23,0.941,11.075,10.264,1.022,116.855
1,1.15,0.928,100.307,1.022,10.128,10.233,0.974,104.143,0.926,103.204,1.064,10.18,9.613,1.067,113.91
3,1.417,112.761,116.336,102.919,109.237,10.818,102.418,11.778,101.611,117.62,98.646,115.12,10.916,112.848,11.832
3,2.433,111.995,101.046,102.898,117.434,11.929,112.436,10.764,114.521,109.31,110.145,118.172,10.388,100.993,11.517
1,2.558,1.034,99.473,0.967,11.527,9.608,1.077,112.516,1.059,93.728,0.936,10.014,9.418,0.985,99.688
3,2.89,114.092,104.513,97.441,118.054,10.828,99.794,11.094,111.414,116.41,97.429,112.222,11.864,105.561,11.72
3,3.117,117.582,117.221,104.752,104.444,10.536,115.113,11.615,113.023,107.267,110.128,103.136,10.231,99.827,11.047
2,3.178,1.012,101.495,103.232,108.926,115.52,1.047,11.259,1.072,107.355,110.721,94.956,112.661,1.062,10.04
2,3.603,1.134,93.841,112.899,94.866,114.935,1.049,9.795,1.123,96.915,103.288,102.143,110.698,1.132,10.291
3,3.748,104.941,100.213,102.238,108.77,11.494,112.224,10.243,116.961,109.99,96.846,111.475,10.263,111.572,10.103
1,3.811,0.922,105.71,0.919,10.777,10.916,1.007,98.354,1.005,102.344,1.004,10.957,9.261,1.027,109.048
4,4.169,11.393,104.786,10.811,0.917,110.825,0.974,98.86,10.603,113.404,10.595,0.964,108.957,1.029,103.033
1,4.437,1.074,100.083,0.963,10.653,10.191,0.976,116.302,0.986,106.364,1.072,10.793,9.471,0.99,106.867
2,5.565,1.0,104.305,100.513,96.671,113.988,0.989,11.145,1.017,100.053,102.777,97.19,102.212,1.151,11.422
2,5.614,1.018,98.794,110.164,95.088,117.007,1.02,10.066,1.007,93.938,107.182,108.411,99.055,1.071,10.953
4,5.768,10.033,109.593,11.691,0.988,110.526,1.065,102.079,9.836,110.79,11.097,1.024,102.611,1.125,98.322
4,7.19,10.049,100.332,11.25,0.944,95.31,1.087,94.097,10.071,97.623,11.412,0.975,98.044,1.058,107.181
3,8.806,112.121,103.303,113.592,109.13,11.395,104.383,11.096,116.964,112.505,113.417,117.952,10.384,101.196,11.013
2,9.341,1.07,97.463,108.26,95.869,98.972,1.009,11.309,0.996,101.429,97.531,97.75,101.924,1.088,11.121
2,9.64,1.113,93.783,111.156,106.436,113.848,1.027,10.143,1.068,95.335,105.852,99.921,109.751,1.055,10.759
1,9.82,1.043,96.968,1.03,10.414,10.108,0.929,114.048,1.058,94.258,1.005,11.262,10.691,1.009,103.38
1,9.921,1.059,106.755,0.956,10.214,10.027,1.031,110.616,1.019,104.923,0.94,11.401,9.549,0.946,108.232
4,10.203,9.863,109.553,11.538,1.017,105.979,1.08,101.796,9.8,100.022,10.48,0.93,110.14,1.137,104.645
2,10.84,1.019,95.867,97.295,100.964,110.228,1.137,10.599,1.025,106.052,97.248,96.146,102.424,1.156,10.192
3,10.931,109.64,114.268,109.071,114.343,10.314,115.617,10.081,112.682,108.882,106.685,100.336,10.114,113.348,11.492
1,11.958,0.917,99.757,0.969,11.112,10.523,0.932,106.863,1.025,107.441,0.967,10.7,10.411,1.005,105.582
2,12.102,1.097,101.689,102.513,95.333,113.804,1.073,9.879,1.089,105.26,109.006,95.37,101.178,1.044,10.876
4,12.271,11.416,111.431,11.373,0.984,96.662,1.013,99.352,10.292,99.538,11.658,1.006,106.844,1.031,107.453
4,12.843,10.45,111.811,11.69,0.991,103.626,1.101,106.678,10.243,111.078,10.731,0.927,109.232,1.023,105.488
1,12.865,1.033,109.369,0.991,11.798,10.282,1.004,104.447,1.006,102.893,1.012,10.54,9.665,1.039,113.358
4,13.316,11.151,100.439,10.51,0.948,110.396,0.984,91.949,11.262,101.606,11.666,0.976,95.31,1.119,100.337
1,13.62,0.925,101.56,0.936,11.771,9.354,0.937,109.279,1.043,104.693,0.997,11.689,9.676,0.953,113.813
4,13.869,9.746,104.075,10.541,0.937,95.552,1.119,108.742,9.763,100.998,10.707,1.075,110.967,1.104,100.458
3,13.966,115.698,112.823,113.546,106.089,11.113,113.698,11.762,106.032,101.906,110.381,117.891,10.409,112.146,11.221
1,14.039,1.083,98.444,1.02,11.023,10.179,0.988,114.136,1.051,104.676,1.083,11.542,10.357,1.076,114.136
4,15.678,9.707,101.045,10.703,1.058,94.299,1.048,94.307,10.227,102.28,10.034,1.014,100.883,0.992,94.097
3,15.685,117.82,111.987,96.87,110.629,11.02,114.831,11.348,101.421,111.307,97.304,102.375,10.142,110.537,11.705
4,15.743,9.993,108.978,11.207,1.06,101.337,1.075,102.124,9.987,109.768,10.698,1.066,111.036,0.981,101.196
4,15.936,10.081,99.961,10.812,1.083,96.899,0.964,95.698,11.005,108.789,11.749,1.014,97.907,0.966,100.508
1,16.131,0.922,110.118,0.982,11.189,9.881,0.954,104.767,1.053,93.176,0.964,10.164,10.92,1.015,116.302
1,16.375,1.041,94.626,1.025,10.757,9.268,1.002,106.893,0.946,97.135,1.065,11.495,10.746,1.036,112.011
3,17.759,108.805,100.764,107.583,111.102,10.551,115.083,10.541,105.937,112.069,97.404,105.995,10.471,109.637,10.438
4,18.743,10.397,105.481,11.023,0.92,107.167,0.97,101.196,9.718,112.26,10.364,1.058,103.664,1.092,104.934
1,18.754,1.038,104.158,0.986,11.393,10.262,1.027,108.313,1.031,106.832,1.02,10.565,9.902,1.044,109.939
2,18.912,0.973,107.769,107.366,103.471,102.072,1.012,10.159,1.142,103.847,99.352,98.535,102.398,1.02,10.299
4,19.41,10.953,99.053,10.859,0.945,106.24,1.111,108.741,11.198,96.197,11.541,0.944,97.617,1.094,102.898
3,20.155,110.659,110.724,110.018,110.11,10.994,103.467,11.688,104.813,103.384,107.463,101.929,10.184,115.233,10.054
4,20.437,10.301,100.874,11.693,0.936,101.085,1.137,104.645,10.584,112.401,11.292,1.077,93.973,1.12,101.055
2,20.568,1.053,98.67,97.161,99.759,111.884,1.072,10.346,0.977,94.59,104.924,100.098,101.735,1.004,9.853
2,20.578,0.995,102.157,101.969,97.645,106.033,1.032,11.445,0.991,105.138,104.334,94.194,99.875,0.996,10.989
4,21.051,10.289,109.044,11.09,1.026,99.991,1.112,108.63,10.548,101.793,11.022,0.954,105.482,1.001,97.489
2,21.583,1.014,108.791,112.278,95.714,114.09,0.994,10.522,0.969,93.424,100.166,106.824,109.219,1.102,10.595
4,21.826,10.406,110.435,11.774,1.085,96.195,0.966,108.295,10.993,96.825,11.166,0.95,104.804,1.058,100.325
2,22.159,1.012,102.585,98.895,103.884,109.863,1.131,9.879,1.055,94.162,101.173,96.681,112.096,1.054,10.297
4,22.216,10.512,109.557,10.384,0.96,102.65,1.05,96.834,9.909,108.446,10.367,1.067,99.446,1.08,107.885
4,22.275,9.912,111.029,10.914,0.919,94.552,1.072,97.747,9.805,109.557,10.057,1.056,108.146,1.058,97.479
4,22.288,10.397,99.209,10.604,0.917,97.822,1.034,97.822,10.094,106.245,11.879,1.052,105.567,1.057,95.197
1,22.317,0.952,94.771,0.979,10.324,9.313,1.019,114.755,0.942,93.275,1.065,10.309,9.296,1.086,102.783
3,22.483,103.728,110.538,96.091,108.73,10.565,114.845,10.716,102.866,107.098,107.41,105.505,10.433,104.921,11.095
4,24.017,10.45,103.827,11.78,1.079,98.388,1.067,107.118,11.393,111.659,11.684,0.95,105.162,1.083,101.427
1,24.103,0.98,94.744,1.072,11.306,10.159,0.999,104.412,1.033,108.921,0.943,10.168,10.78,0.958,114.413
4,24.341,10.156,99.595,11.691,1.08,99.615,0.972,101.209,10.324,101.203,11.34,0.958,110.823,1.037,104.934
4,24.525,10.79,112.446,10.385,0.96,107.788,1.058,104.327,10.025,111.659,11.007,0.954,94.435,0.976,107.046
4,24.543,10.223,96.345,10.856,1.073,104.892,1.056,108.638,10.836,96.477,11.592,0.953,94.558,1.139,96.578
4,24.843,9.948,110.055,11.692,1.053,102.339,0.965,93.161,10.184,110.684,9.99,1.017,95.112,1.105,106.74
2,25.249,1.013,106.923,103.63,105.556,114.753,1.131,10.741,1.049,100.889,108.737,97.028,107.863,1.102,10.525
1,25.904,1.006,104.054,0.976,10.058,9.439,0.982,110.073,0.98,101.172,1.02,11.527,9.913,1.066,110.711
1,26.481,1.067,96.48,0.977,10.633,10.577,1.018,112.27,0.964,105.742,0.973,10.927,9.914,1.078,112.961
2,27.385,0.992,104.602,113.508,104.241,104.862,1.126,10.923,1.027,99.207,111.497,96.146,99.207,1.054,11.538
2,27.417,1.131,107.426,113.904,106.261,105.326,1.08,9.838,1.117,99.393,96.857,100.95,109.205,1.144,10.509
3,27.726,103.057,105.376,98.13,112.128,11.536,113.168,10.118,107.181,105.22,113.592,102.738,11.231,114.729,11.018
2,27.777,0.998,96.787,103.75,109.002,99.262,1.093,11.011,1.129,94.381,107.918,101.979,101.619,0.988,9.999
