task_type,m1_1,m2_1,m3_1,m4_1
T2,34.143,66.453,117.822,126.993
T2,38.97,62.256,124.708,136.194
T2,38.226,71.174,126.429,118.754
T1,32.234,54.234,117.383,116.918
T2,35.738,66.652,131.84,134.092
T4,46.701,73.269,151.21,162.674
T3,37.28,78.174,129.135,138.772
T4,41.17,73.884,145.772,162.299
T2,33.852,66.874,124.984,119.969
T2,36.035,69.114,130.887,125.992
T3,39.292,74.84,137.223,149.23
T2,34.796,67.064,134.938,122.194
T1,31.118,54.445,106.07,112.189
T1,32.502,59.892,112.669,111.017
T1,33.758,59.234,113.791,120.348
T4,41.045,78.155,156.353,140.034
T4,41.82,82.044,137.517,151.254
T2,37.367,64.67,124.63,137.008
T4,40.835,76.336,160.067,152.696
T2,36.11,62.504,117.21,132.563
T3,40.973,66.991,135.568,129.642
T3,37.033,68.219,148.153,146.622
T4,44.226,84.508,159.456,145.062
T1,33.907,61.072,102.653,108.841
T3,41.192,72.125,131.66,134.855
T1,32.682,56.466,119.269,107.104
T4,47.074,73.735,154.707,142.956
T3,41.998,68.869,145.801,129.411
T3,39.558,69.202,146.958,138.369
T1,34.355,57.844,114.139,102.431
T2,35.781,65.371,134.709,118.245
T3,42.645,77.616,146.771,141.892
T3,37.678,76.998,144.671,132.382
T2,38.181,70.714,118.185,127.325
T1,34.041,53.337,105.949,102.551
T1,32.02,55.712,107.042,114.823
T3,42.775,66.721,136.247,139.812
T2,38.642,63.823,122.603,121.07
T4,44.138,77.613,148.849,148.912
T4,43.448,85.217,144.464,145.841
T2,34.067,66.891,126.145,135.534
T3,41.854,77.582,127.256,149.146
T4,43.443,73.868,159.759,155.869
T4,43.273,81.488,150.623,150.744
T2,37.94,69.697,128.48,132.565
T4,42.315,73.246,141.498,153.08
T3,38.443,74.323,132.42,140.127
T2,35.033,61.261,120.767,125.737
T3,43.012,69.174,136.681,138.3
T2,39.792,70.482,134.408,130.632
T1,32.975,56.57,108.758,103.888
T4,41.03,73.749,145.021,151.761
T3,42.71,74.943,144.598,136.328
T1,32.888,60.304,102.114,101.842
T2,36.281,66.372,136.93,117.808
T3,37.629,75.087,151.137,129.877
T3,42.268,72.981,151.117,149.014
T4,40.573,74.891,159.335,160.575
T3,42.551,70.287,128.637,134.875
T4,45.851,83.083,159.794,160.484
T4,43.175,83.022,158.621,138.986
T2,33.791,64.917,124.251,122.995
T1,32.18,53.614,120.438,115.811
T1,31.77,62.446,104.91,120.228
T2,37.43,67.191,134.065,118.125
T1,32.55,53.967,109.834,116.066
T2,39.026,71.2,123.51,121.508
T4,39.888,76.869,153.937,160.461
T4,40.665,77.515,156.953,137.778
T4,43.061,75.773,153.611,148.692
T4,43.112,81.512,137.265,155.813
T2,34.578,66.612,128.178,127.669
T3,41.185,67.346,132.185,143.532
T1,29.657,56.833,110.491,119.84
T3,40.029,69.695,136.431,130.46
T2,34.974,62.783,116.488,117.28
T2,36.835,61.343,117.252,119.977
T4,44.93,73.14,154.073,158.115
T3,42.514,74.038,143.574,144.723
T3,40.903,73.224,133.737,131.354
T2,37.343,63.98,128.279,116.354
T2,39.795,67.998,128.808,117.894
T3,40.953,72.289,150.446,146.171
T3,43.67,77.543,150.326,144.602
T3,42.932,78.927,143.687,143.454
T4,41.417,75.557,155.83,156.006
T3,37.574,79.075,130.147,132.361
T3,38.543,76.873,127.857,144.422
T4,40.236,73.603,161.676,146.011
T2,35.016,66.268,118.932,128.58
T3,39.68,72.139,146.269,146.292
T3,42.666,69.748,144.543,149.338
T1,31.8,53.599,111.151,105.435
T4,46.863,79.802,154.391,160.708
T1,30.175,54.267,112.798,110.815
T4,46.011,79.514,141.174,154.127
T4,43.715,72.967,138.988,162.659
T3,37.35,66.778,133.588,135.061
T4,46.375,80.445,141.339,162.014
T3,40.016,76.3,149.095,141.779
T2,39.792,66.466,117.063,123.813
T3,41.162,77.188,145.752,139.663
T3,37.315,73.929,144.737,136.199
T2,38.06,71.013,129.743,132.294
T2,36.979,71.869,125.521,124.019
T3,39.814,76.666,150.984,148.95
T1,33.651,60.639,114.089,117.886
T2,38.048,71.797,120.113,122.951
T2,35.834,70.835,128.703,115.72
T2,35.749,66.344,118.428,134.607
T3,40.294,71.94,127.817,146.77
T4,44.204,71.966,146.702,143.246
T1,33.889,60.025,115.084,120.282
T1,32.089,63.207,117.028,103.448
T2,39.316,69.258,123.976,120.465
T3,39.725,75.339,149.229,147.337
T2,34.505,65.365,127.734,129.338
T4,41.387,80.716,137.315,153.62
T2,36.461,67.066,116.413,128.022
T1,30.105,60.23,112.706,117.572
T3,39.7,73.796,129.913,150.056
T1,33.095,57.287,119.936,116.008
T1,30.472,53.343,105.549,116.692
T2,35.146,69.608,125.759,117.284
T1,29.864,62.016,109.413,103.799
T1,34.366,56.045,112.609,102.794
T1,30.165,53.822,109.554,115.708
T4,46.008,73.363,139.456,151.944
T4,40.095,79.847,149.057,137.612
T1,33.537,53.427,116.75,106.335
T4,47.122,82.329,141.454,142.812
T1,31.561,57.285,112.281,112.917
