task_type,arrival_time,est_m1,est_m2,est_m3,est_m4,est_m5,est_m6,est_m7,est_m8,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1,ext_m5-1,ext_m6-1,ext_m7-1,ext_m8-1
T9,0.154,10.96,29.18,25.42,97.02,10.02,103.74,104.36,98.59,11.06,27.67,25.12,99.78,9.52,110.31,106.69,100.12
T5,0.884,10.09,25.88,23.75,117.18,10.71,94.77,94.37,107.3,10.22,26.47,26.7,103.06,9.44,101.62,98.48,97.78
T1,1.012,9.2,25.45,25.82,109.6,10.23,109.36,106.54,102.87,9.77,24.91,26.15,108.52,9.99,118.76,109.72,108.67
T8,1.811,10.22,25.71,27.75,105.84,10.65,106.33,96.62,107.3,10.13,25.33,25.97,106.35,11.04,111.75,105.05,108.88
T1,2.697,10.48,26.6,26.42,100.74,10.01,117.16,108.7,105.62,9.44,25.98,25.17,100.01,10.84,110.2,97.28,107.67
T9,3.213,10.0,28.68,27.43,105.7,10.1,107.86,99.43,111.16,10.62,27.01,26.53,99.83,10.34,99.17,104.0,98.18
T4,4.068,9.82,24.82,26.73,97.62,10.18,92.83,94.11,113.85,9.31,24.51,29.25,92.64,11.67,98.84,106.56,103.12
T7,5.364,10.51,24.88,25.66,97.42,10.51,107.45,100.62,115.14,10.38,26.7,24.72,104.76,9.52,100.7,107.28,114.03
T7,5.365,11.09,28.69,25.82,108.04,10.13,107.19,114.22,99.95,9.72,28.17,27.5,98.73,9.58,109.61,101.04,109.89
T4,5.681,10.15,25.64,27.0,109.03,10.04,108.4,95.92,112.84,9.31,25.18,26.6,95.98,10.27,93.75,96.89,116.17
T3,7.174,10.26,25.88,23.48,109.45,9.54,106.46,93.36,105.72,10.28,23.68,25.63,100.66,9.35,92.34,100.62,109.31
T2,9.108,11.18,25.0,26.46,106.91,10.97,117.13,105.42,106.98,10.04,27.86,25.71,103.99,10.72,106.14,100.24,116.22
T1,11.364,10.92,23.74,24.22,99.3,10.03,112.29,101.1,100.07,10.12,27.74,24.99,105.69,10.78,116.25,110.26,107.75
