task_type,arrival_time,est_m1,est_m2,est_m3,ext_m1-1,ext_m2-1,ext_m3-1
T2,0.333,101.63,10.11,1.01,98.61,10.07,1.01
T1,0.994,99.5,101.22,10.04,98.33,100.23,10.02
T1,1.092,100.31,99.53,9.99,101.17,101.51,9.95
T3,1.926,101.59,0.99,9.99,100.48,0.99,10.0
T3,2.241,101.01,1.01,10.08,100.81,1.0,9.85
T2,2.608,101.4,10.02,0.99,99.93,9.9,1.0
T1,4.203,98.35,98.7,10.13,98.32,100.36,10.1
T3,9.771,99.94,1.01,9.87,101.67,0.98,9.96
T3,10.067,98.53,0.98,9.99,100.04,0.99,9.9
T1,10.657,101.6,100.17,10.01,101.54,100.76,9.91
T3,10.892,101.31,1.0,9.97,99.51,0.99,9.96
T2,11.117,98.76,10.02,1.0,98.37,10.14,1.01
T2,11.263,99.58,9.95,1.01,99.18,10.02,1.01
T2,12.8,101.66,10.17,0.99,100.88,10.16,1.01
T2,13.148,99.01,10.01,1.01,101.64,10.09,0.99
T1,13.382,100.28,98.4,10.11,101.66,100.43,10.13
T2,15.547,100.65,10.11,1.0,101.21,10.06,1.01
T1,16.704,98.6,101.52,9.97,98.66,101.32,10.08
T1,16.769,99.1,99.39,10.12,100.35,101.34,9.94
T3,17.066,98.84,1.01,10.16,99.95,1.02,9.88
T3,18.478,99.11,0.99,10.01,98.29,1.01,10.06
T1,20.11,100.82,101.45,10.01,98.31,101.52,10.1
T2,22.816,99.37,10.15,0.99,99.32,10.15,1.0
T2,25.272,101.44,9.85,1.01,99.54,9.99,1.0
T3,25.839,100.29,0.99,9.99,101.29,1.0,10.1
T2,31.112,100.18,9.92,0.98,99.7,10.07,0.99
T2,31.593,101.37,9.85,0.99,101.0,10.1,1.01
T1,34.33,99.14,99.41,10.05,100.29,100.0,10.12
T3,42.468,99.33,1.01,9.93,100.14,0.99,10.03
T1,43.842,98.6,98.53,9.87,98.54,98.46,10.15
T2,45.063,101.17,9.91,1.0,99.5,9.86,1.0
T2,46.016,101.09,9.91,0.99,100.72,10.0,1.02
T3,46.086,98.31,1.0,9.92,99.39,1.01,9.93
T2,47.324,99.64,10.04,0.99,101.72,9.99,1.01
T3,48.778,100.99,0.99,9.95,101.34,1.01,9.96
T1,50.388,101.09,99.67,10.06,101.6,98.29,10.11
T1,50.963,101.02,101.69,10.07,98.44,99.46,9.99
T3,50.996,100.41,0.99,10.02,100.33,0.99,9.83
T2,51.891,99.43,10.13,1.01,98.4,9.93,0.99
T3,52.371,98.94,1.01,9.89,100.43,0.99,9.85
T3,54.913,98.82,0.99,9.96,98.42,0.98,9.91
T3,59.288,100.18,1.02,10.06,101.56,1.01,9.95
T3,59.768,99.04,0.99,9.98,99.83,0.99,9.99
T1,62.18,100.18,101.32,9.93,98.32,100.18,10.07
T2,65.177,101.12,10.07,1.0,100.76,10.04,0.98
T3,67.906,98.58,0.98,9.98,100.55,1.0,9.92
T3,70.425,100.11,1.0,9.9,98.64,0.99,9.85
T1,71.91,101.21,98.76,9.97,99.62,101.08,9.84
T1,72.812,99.13,101.27,10.06,100.88,101.65,9.96
T2,74.662,98.57,9.97,1.01,99.06,9.98,1.0
T1,77.815,98.67,100.92,10.16,100.09,100.43,10.12
T1,77.919,100.79,100.77,10.03,98.98,98.73,9.89
T1,78.539,98.61,98.52,10.08,100.82,99.92,9.97
T3,79.543,98.49,1.01,10.15,100.17,1.0,9.9
T1,80.441,101.62,99.48,10.12,98.45,99.49,10.07
T1,81.3,98.94,100.86,9.99,100.01,98.3,9.88
T3,82.928,100.83,1.01,10.17,101.17,0.98,10.05
T1,88.415,98.79,99.62,9.93,101.08,101.67,9.99
T3,89.176,101.32,1.01,10.12,99.6,1.01,9.9
T1,96.941,100.78,101.52,10.04,99.23,101.67,10.1
T3,97.867,100.24,1.0,10.12,98.8,1.01,9.96
T2,98.147,101.56,10.02,1.0,98.9,9.87,0.99
T1,99.054,99.75,99.73,9.94,99.62,100.47,10.14
T1,100.973,100.61,101.58,10.11,101.5,100.15,10.13
T3,101.518,101.16,0.98,10.07,101.59,0.99,10.02
T1,101.565,99.26,101.09,9.98,98.27,101.14,10.04
T1,102.004,100.48,98.4,10.15,99.62,99.13,9.84
T3,104.856,99.98,0.99,10.0,100.18,0.99,9.87
T3,106.618,101.15,1.01,9.98,100.93,1.0,10.16
T2,107.642,99.89,9.9,1.0,99.14,10.01,1.0
T1,108.24,98.36,101.53,9.9,100.82,100.37,10.13
T3,110.503,101.22,1.01,10.1,101.13,1.01,9.9
T2,110.875,99.57,9.97,1.01,99.85,9.96,0.98
T1,112.816,99.27,99.61,9.99,100.03,98.42,9.85
T1,113.103,98.68,99.27,10.09,99.57,100.44,9.83
T3,113.616,99.19,1.0,10.16,100.35,1.01,10.05
T2,114.378,100.1,10.17,0.99,100.87,10.04,1.01
T1,116.37,99.31,98.33,9.93,98.71,98.34,9.93
T1,118.938,100.63,100.95,9.86,101.31,99.67,10.01
T3,119.457,100.12,0.98,10.12,101.02,1.01,10.06
T3,120.159,100.02,1.0,9.98,99.45,0.99,10.08
T2,122.708,101.34,10.15,1.0,100.41,10.14,1.0
T2,124.812,101.43,10.09,1.0,101.72,10.01,0.99
T1,128.357,100.44,99.02,10.03,101.07,98.83,9.83
T3,129.174,98.31,1.0,9.92,101.59,1.02,9.87
T1,134.684,98.6,98.98,9.91,98.96,101.09,9.93
T2,137.645,101.32,9.85,1.01,99.14,10.17,1.0
T1,139.291,100.62,99.94,9.95,99.49,100.28,9.98
T1,143.31,98.81,101.21,9.94,99.56,100.23,10.12
T2,153.936,100.11,9.9,0.99,99.92,10.09,0.99
T1,158.2,100.38,98.85,10.03,100.38,100.34,9.99
T2,163.471,98.72,9.94,1.01,100.36,10.0,0.99
T2,168.319,101.2,10.17,1.01,99.41,10.07,1.0
T2,169.543,100.49,9.84,1.0,101.05,9.84,0.99
T2,171.909,100.72,10.06,1.01,98.96,10.07,0.99
T2,174.135,100.5,10.0,1.01,98.32,10.16,0.99
T1,179.79,99.23,99.11,9.97,100.28,100.95,9.97
T1,181.853,100.82,101.06,10.11,98.35,101.56,9.93
T1,183.224,99.34,99.01,9.92,101.39,101.22,9.83
T1,191.183,99.12,100.32,9.98,100.36,98.85,10.09
