task_type,arrival_time,est_m1,est_m2,est_m3,est_m4,est_m5,est_m6,est_m7,est_m8,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1,ext_m5-1,ext_m6-1,ext_m7-1,ext_m8-1
T7,0.002,174.12,101.64,1.04,105.15,27.23,10.46,1.01,5.13,152.52,112.45,1.11,100.84,26.25,10.7,1.1,5.59
T2,0.011,155.06,103.0,1.13,101.17,26.36,10.49,1.04,5.64,155.71,109.84,1.14,97.87,26.78,10.97,1.12,5.32
T4,0.019,153.88,107.08,1.02,101.77,27.46,9.57,0.97,5.84,171.63,95.59,1.0,111.55,27.62,10.78,1.01,5.3
T9,0.036,149.99,95.93,1.1,99.34,23.56,11.18,0.96,5.22,149.9,101.37,0.96,113.82,25.16,10.77,1.05,5.27
T5,0.039,151.55,100.51,1.03,100.1,25.97,11.21,0.97,5.45,165.22,102.02,1.11,101.62,28.84,10.33,1.01,4.68
T8,0.044,146.18,110.07,1.12,98.69,23.18,11.54,1.1,5.53,140.48,117.45,1.02,95.18,26.34,10.93,1.1,5.68
T10,0.048,154.63,106.84,1.06,104.83,25.51,10.39,1.16,5.13,168.0,94.44,1.02,109.17,27.45,10.11,1.16,5.85
T1,0.07,162.17,109.92,1.03,116.94,24.32,10.26,1.0,5.05,162.87,99.63,1.06,117.88,26.93,10.2,1.06,5.42
T8,0.072,162.03,102.33,1.05,106.24,23.21,11.7,1.06,5.72,156.3,111.26,1.06,99.65,25.06,9.97,1.05,5.78
T5,0.093,145.93,108.8,1.07,113.49,25.66,9.99,1.06,4.6,161.24,100.17,1.1,104.75,27.08,10.91,1.01,4.84
T10,0.115,149.4,98.45,1.18,98.26,25.52,11.24,1.12,5.83,162.1,105.35,1.04,110.76,26.15,9.92,1.08,5.25
T1,0.115,170.98,103.56,1.08,102.06,26.47,9.95,1.07,5.41,174.21,98.4,1.07,101.25,26.78,10.2,0.99,4.84
T4,0.115,148.26,101.33,1.14,108.28,26.75,10.48,1.02,5.55,166.4,99.43,1.03,98.4,27.28,9.46,0.99,5.58
T6,0.128,164.06,102.05,1.01,100.93,26.61,10.55,1.03,5.2,166.02,102.31,1.03,110.79,28.01,10.27,1.05,5.5
T10,0.134,168.6,91.76,1.04,105.87,27.38,9.89,1.15,5.84,160.29,97.69,1.1,100.39,23.42,9.68,1.02,5.55
T5,0.145,165.48,102.4,1.01,115.08,27.43,11.22,1.01,5.03,160.72,102.54,1.01,112.3,26.96,10.6,1.07,4.89
T6,0.16,164.14,104.72,1.09,109.98,27.5,10.46,1.03,5.28,142.48,108.94,0.99,110.98,26.5,10.49,1.0,4.69
T2,0.169,160.47,103.75,1.03,103.76,24.62,10.95,1.08,5.47,155.74,105.71,1.12,106.18,27.11,11.09,1.03,5.03
T1,0.175,166.29,108.63,1.19,116.33,28.3,9.51,1.15,4.97,165.17,101.57,1.01,102.57,25.2,10.98,1.14,4.85
T10,0.176,170.07,105.6,1.19,113.9,25.02,10.01,1.01,5.68,164.49,98.67,1.12,100.93,24.08,9.6,1.18,5.72
T10,0.181,156.07,97.36,1.18,109.21,27.38,10.53,1.09,5.73,152.31,107.71,1.02,114.66,24.35,10.28,1.09,5.48
