task_type_id,arrival_time,est_m1,est_m2,ext_m1-1,ext_m2-1
1,0.238,1.963,1.057,1.901,1.045
1,0.992,1.943,1.035,1.975,1.009
2,1.266,3.038,5.983,3.05,5.957
1,1.601,1.907,1.075,1.963,1.052
2,1.846,3.019,5.946,3.042,5.998
2,2.128,3.064,5.979,3.086,5.968
2,2.817,3.067,5.956,3.07,6.0
2,3.01,3.01,5.916,3.005,5.964
2,3.704,3.053,5.988,3.037,5.947
2,4.872,3.001,5.923,3.002,5.935
2,5.474,3.036,5.968,3.04,5.941
2,5.602,3.037,5.907,3.005,5.937
2,6.641,3.026,5.92,3.046,5.937
2,7.105,3.067,5.973,3.021,5.989
2,7.473,3.028,5.959,3.01,5.937
2,9.305,3.082,5.934,3.015,5.987
2,9.31,3.003,5.991,3.048,5.96
1,11.022,1.977,1.044,1.982,1.09
1,11.344,1.96,1.068,1.925,1.06
1,11.378,1.9,1.037,1.985,1.044
2,11.64,3.074,5.906,3.031,5.911
2,12.402,3.093,5.949,3.091,5.905
2,12.781,3.095,5.97,3.093,5.975
2,12.927,3.072,5.947,3.073,5.947
2,13.033,3.09,5.901,3.037,5.938
2,13.203,3.005,5.967,3.042,5.936
2,14.107,3.086,5.969,3.089,5.944
1,14.932,1.929,1.014,1.952,1.046
1,14.981,1.911,1.02,1.918,1.05
1,15.062,1.903,1.062,1.996,1.05
2,16.95,3.05,5.973,3.012,5.971
2,17.423,3.084,5.966,3.019,5.969
1,17.85,1.922,1.098,1.988,1.082
2,18.5,3.076,5.908,3.071,5.907
2,18.752,3.024,5.911,3.026,5.979
1,18.814,1.914,1.088,1.905,1.025
2,18.927,3.091,5.93,3.043,5.985
2,19.018,3.001,5.942,3.076,5.961
2,19.183,3.04,5.914,3.075,5.91
2,19.935,3.027,5.909,3.095,5.987
2,20.436,3.073,5.928,3.012,5.938
1,20.73,1.942,1.068,1.929,1.013
2,21.535,3.039,5.929,3.05,5.952
2,21.597,3.001,5.979,3.068,5.937
2,21.888,3.064,5.906,3.052,5.975
2,22.296,3.007,5.955,3.001,5.966
2,22.81,3.043,5.981,3.074,5.984
2,23.211,3.087,5.914,3.1,5.915
2,23.544,3.072,5.995,3.057,5.938
2,23.842,3.05,5.991,3.049,5.967
2,24.608,3.056,5.997,3.079,5.923
2,27.026,3.041,5.966,3.012,5.903
2,27.225,3.04,5.979,3.021,5.991
2,27.741,3.024,5.941,3.06,5.964
2,28.098,3.003,5.911,3.008,5.977
2,29.121,3.04,5.947,3.037,5.948
1,29.145,1.964,1.026,1.965,1.054
1,29.606,1.993,1.087,1.918,1.066
2,29.695,3.021,5.908,3.041,5.915
2,29.904,3.033,5.978,3.013,5.95
2,29.933,3.086,5.986,3.088,5.978
1,29.938,1.938,1.092,1.912,1.039
2,30.643,3.001,5.962,3.034,5.949
2,30.702,3.064,5.987,3.015,5.922
2,30.826,3.062,5.996,3.073,5.913
2,31.99,3.062,5.993,3.062,5.929
2,32.807,3.027,5.939,3.019,5.978
