task_type_id,arrival_time,est_m1,est_m2,est_m3,est_m4,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1
1,0.37,2.117,1.74,4.252,0.788,2.402,1.952,3.625,0.623
1,1.07,2.559,1.794,3.777,0.776,2.393,1.675,4.395,0.843
1,1.569,2.565,1.425,4.831,0.812,2.026,1.743,4.347,0.644
2,1.899,2.33,1.999,3.705,1.01,2.321,1.963,4.167,0.923
1,2.193,2.25,1.651,4.032,0.836,2.015,1.949,3.613,0.766
1,3.586,1.912,1.448,3.778,0.661,2.399,1.951,3.653,0.773
1,7.229,2.25,1.754,3.783,0.861,2.146,1.852,4.713,0.838
1,7.357,2.428,1.667,4.86,0.817,2.511,1.655,4.26,0.63
2,7.546,2.272,2.082,4.541,0.808,2.421,1.77,3.951,0.821
1,11.933,1.961,1.817,4.916,0.705,2.431,1.869,4.414,0.702
1,12.535,2.24,1.939,3.672,0.801,2.273,1.535,3.877,0.613
2,12.762,2.056,1.818,3.978,0.822,2.329,1.723,3.63,0.867
2,15.523,2.473,1.736,3.751,0.727,1.904,1.811,4.841,0.786
1,16.562,2.625,1.405,4.079,0.751,2.502,1.854,4.412,0.742
1,18.256,1.881,1.649,4.967,0.83,1.954,1.98,4.258,0.653
1,19.427,1.897,1.95,5.003,0.844,2.126,1.475,3.61,0.633
1,19.813,2.259,1.594,4.611,0.772,2.418,1.781,4.225,0.859
2,19.97,2.442,1.991,4.727,0.807,2.329,1.582,4.929,0.821
1,23.346,2.497,1.445,4.072,0.69,2.391,1.905,4.486,0.723
2,26.504,2.042,1.548,4.678,0.938,2.577,2.039,4.85,0.862
2,27.956,2.023,2.14,4.196,0.9,2.1,1.543,4.177,0.75
1,29.23,2.233,1.585,3.684,0.832,1.909,1.535,4.784,0.816
1,29.807,1.886,1.799,4.236,0.64,2.455,1.844,3.737,0.768
2,30.414,2.231,1.702,4.771,0.797,2.491,1.866,4.933,0.967
1,31.663,1.945,1.456,4.252,0.773,2.521,1.864,4.076,0.739
1,32.129,2.328,1.855,3.896,0.773,2.226,1.754,4.508,0.814
1,32.138,2.228,1.452,3.778,0.612,2.291,1.546,4.205,0.822
1,32.722,1.939,1.708,4.575,0.754,2.037,1.752,4.529,0.752
1,32.859,2.525,1.875,4.061,0.776,2.325,1.758,4.331,0.674
1,32.983,2.309,1.821,4.352,0.694,2.095,1.556,3.773,0.837
1,33.526,1.965,1.451,4.225,0.845,2.082,1.696,3.674,0.659
1,33.831,2.192,1.604,4.889,0.804,2.002,1.962,4.591,0.615
1,34.878,2.486,1.849,4.48,0.744,1.882,1.462,4.584,0.855
2,36.813,2.447,1.829,4.837,0.867,2.428,1.92,4.665,0.861
1,38.12,2.431,1.985,4.759,0.855,2.444,1.708,4.369,0.768
1,39.578,2.45,1.41,4.08,0.711,2.225,1.881,3.984,0.691
1,39.67,2.412,1.682,4.895,0.861,2.309,1.566,3.986,0.666
1,40.83,2.471,1.885,3.888,0.66,2.477,1.672,3.989,0.647
1,42.238,2.242,1.742,3.726,0.863,1.949,1.779,4.723,0.668
2,43.453,2.55,1.889,4.118,0.928,2.568,1.999,4.179,0.936
1,47.425,2.492,1.647,4.909,0.848,1.86,1.744,3.881,0.623
2,47.443,2.29,1.522,3.922,0.794,2.52,1.884,4.082,0.8
1,47.461,2.38,1.567,4.431,0.612,2.351,1.775,4.986,0.702
1,48.635,2.273,1.958,4.924,0.706,2.386,1.835,4.593,0.649
2,49.085,1.982,2.028,5.101,0.99,2.263,1.609,4.174,0.736
1,49.408,2.593,1.712,4.401,0.808,2.586,1.854,4.121,0.617
1,56.252,2.428,1.738,4.564,0.751,2.272,1.783,4.998,0.795
1,58.023,2.309,1.715,4.757,0.715,1.954,1.608,4.771,0.689
2,58.119,2.176,2.113,4.286,0.982,2.334,1.907,3.64,0.791
1,58.841,2.557,1.829,4.548,0.715,2.103,1.603,4.829,0.775
1,60.057,2.428,1.65,4.363,0.689,2.576,1.976,4.674,0.847
2,62.088,2.306,1.585,4.444,0.968,2.417,1.995,4.038,0.89
1,62.257,2.482,1.845,4.07,0.776,2.035,1.906,4.411,0.693
1,62.655,2.474,1.555,3.61,0.64,2.103,1.598,3.997,0.818
1,64.298,2.087,1.608,4.027,0.76,2.068,1.447,4.104,0.722
1,64.724,2.337,1.622,4.305,0.723,1.996,1.888,4.536,0.691
1,65.608,2.162,1.741,4.079,0.71,2.017,1.687,4.252,0.623
2,67.818,2.333,1.854,4.469,0.895,2.391,2.022,4.585,0.952
1,69.842,2.279,1.738,4.132,0.814,2.049,1.885,4.683,0.629
1,70.82,2.207,1.613,3.625,0.687,2.351,1.855,3.863,0.79
1,71.222,2.337,1.463,4.264,0.773,2.383,1.418,4.471,0.824
1,72.52,2.482,1.773,4.455,0.775,2.617,1.948,4.878,0.633
1,72.655,2.223,1.423,4.666,0.86,1.953,1.688,4.068,0.809
2,72.793,1.91,1.967,3.946,0.82,2.243,1.826,4.036,0.933
1,73.492,1.937,1.478,3.632,0.86,2.447,1.684,4.809,0.799
2,75.537,2.132,1.718,4.712,0.929,1.892,1.517,5.105,0.863
2,76.133,1.989,1.543,4.361,0.949,2.63,1.824,3.649,0.772
1,76.349,2.264,1.522,4.373,0.713,2.428,1.44,4.613,0.822
1,77.198,2.418,1.87,4.714,0.635,1.88,1.638,4.681,0.842
1,82.516,1.881,1.495,4.77,0.772,2.103,1.406,4.681,0.66
1,83.036,2.391,1.591,3.901,0.766,2.565,1.656,4.487,0.667
1,83.949,2.317,1.448,3.775,0.621,2.439,1.678,4.553,0.695
2,85.357,2.262,1.932,3.915,0.893,2.109,1.843,3.797,0.785
1,85.788,2.404,1.743,4.184,0.752,2.101,1.92,4.271,0.823
1,86.428,2.602,1.738,4.347,0.697,2.431,1.444,3.803,0.734
2,90.28,2.371,1.867,5.091,0.866,2.151,1.912,4.028,0.829
1,90.597,2.581,1.804,3.881,0.841,2.522,1.548,3.999,0.771
1,91.044,1.907,1.512,4.889,0.823,2.228,1.803,4.312,0.707
1,93.885,2.474,1.73,4.72,0.837,2.302,1.579,3.632,0.651
2,94.947,2.045,1.91,3.893,0.914,2.151,1.747,4.038,1.007
1,95.442,2.373,1.453,4.698,0.863,1.854,1.758,3.803,0.815
2,97.646,2.007,1.83,4.559,0.787,2.439,1.627,3.631,1.009
1,98.032,2.525,1.412,5.099,0.652,1.945,1.86,4.896,0.821
2,98.292,2.054,1.636,4.536,0.852,2.562,1.919,4.275,0.732
1,99.269,2.245,1.583,5.051,0.841,2.269,1.86,3.65,0.703
1,99.553,2.177,1.586,4.031,0.765,2.171,1.851,4.784,0.759
1,100.029,2.309,1.851,3.773,0.799,1.995,1.736,4.98,0.734
1,101.113,2.185,1.611,4.694,0.637,2.446,1.68,3.624,0.83
1,103.254,2.624,1.945,4.596,0.806,2.277,1.569,3.773,0.688
1,105.363,2.101,1.535,4.246,0.634,1.868,1.512,4.915,0.687
2,105.452,1.902,1.721,4.119,0.844,2.297,1.798,4.767,0.791
2,105.729,2.501,1.6,4.007,0.863,1.984,1.635,4.37,0.953
1,107.503,1.906,1.61,4.899,0.697,2.584,1.684,4.267,0.729
1,107.506,2.266,1.482,4.912,0.765,2.612,1.475,3.676,0.676
2,107.538,2.382,1.557,3.848,0.917,2.375,1.636,4.75,0.83
1,107.915,2.238,1.826,4.457,0.742,2.56,1.714,4.128,0.822
1,107.916,2.22,1.948,4.084,0.688,2.202,1.517,4.417,0.702
