task_type_id,arrival_time,est_m1,est_m2,est_m3,est_m4,est_m5,est_m6,est_m7,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1,ext_m5-1,ext_m6-1,ext_m7-1
3,0.057,10.388,104.342,1.097,93.695,111.899,102.319,107.468,10.028,97.291,1.083,109.802,104.747,109.833,104.243
4,0.142,10.633,10.048,107.786,106.546,106.84,103.761,117.043,11.131,10.995,103.226,105.031,103.115,105.485,109.283
2,0.45,109.009,103.608,10.797,103.893,115.57,104.875,97.82,97.663,109.276,9.585,105.377,111.861,116.32,106.664
2,0.46,114.25,111.779,10.451,98.249,100.51,107.552,100.884,110.669,105.212,10.801,108.033,112.55,100.105,95.914
2,0.484,107.053,100.44,9.946,108.128,107.936,114.732,95.768,108.07,111.934,10.182,96.625,114.122,116.859,108.361
3,0.64,10.279,98.606,0.992,104.282,96.542,113.22,97.23,10.9,107.254,0.935,99.244,100.896,96.944,98.926
1,0.732,0.97,111.044,106.861,96.702,99.805,0.997,1.013,1.046,105.655,101.901,105.805,98.043,0.965,0.926
2,0.981,112.669,101.774,10.059,105.712,105.079,106.521,103.772,111.53,99.24,9.85,107.638,103.484,99.541,93.874
4,1.366,11.114,10.035,96.743,100.908,113.08,108.529,100.632,10.953,10.294,101.619,95.071,111.863,109.509,110.045
3,1.37,9.763,91.997,1.033,99.744,99.227,111.982,94.265,10.228,96.712,0.953,104.89,111.088,97.828,106.209
2,1.828,112.084,105.002,10.245,105.951,103.52,108.29,100.483,102.067,107.157,10.147,105.288,105.764,104.032,93.82
1,1.897,0.995,108.457,100.552,111.637,104.686,0.933,1.036,0.925,108.099,99.079,102.453,105.96,0.975,1.045
4,1.984,10.577,10.644,112.744,104.763,104.007,109.769,117.043,10.01,11.441,101.721,93.632,96.099,97.36,105.948
1,2.022,1.007,99.032,108.784,104.254,97.771,0.959,1.019,1.053,106.719,100.293,104.947,105.892,1.03,0.932
4,2.043,10.624,11.436,104.375,107.353,102.166,97.63,117.061,10.224,11.325,107.13,101.032,106.551,106.13,115.922
4,2.117,11.217,10.387,108.152,110.848,107.911,112.09,102.949,10.499,10.766,103.832,102.956,98.958,112.304,114.713
2,2.26,96.759,108.215,10.654,100.685,113.816,112.921,102.275,110.678,110.768,10.153,109.081,98.145,116.391,96.837
4,2.369,11.39,10.93,104.052,102.218,107.956,108.529,114.496,10.574,11.41,107.257,94.313,107.647,111.726,109.413
1,2.409,1.069,94.416,108.721,112.213,100.945,0.979,0.952,1.045,95.635,101.775,102.805,105.892,1.083,1.007
4,2.564,10.172,9.852,110.538,93.997,97.832,110.004,104.719,11.466,9.852,110.069,95.399,103.259,111.949,105.966
2,2.647,96.598,107.265,9.702,103.683,104.811,113.074,103.187,105.785,104.954,10.141,102.453,109.658,104.028,96.389
4,2.881,9.688,9.81,97.111,102.931,98.248,98.341,101.518,11.057,11.104,101.495,100.606,108.897,109.102,103.018
3,2.994,10.915,96.826,1.042,105.138,104.4,106.827,106.553,10.785,97.17,0.959,97.498,110.779,105.232,95.8
2,3.652,98.143,104.462,9.943,97.21,115.432,112.818,93.395,100.594,108.801,11.157,104.552,110.563,109.41,95.784
1,3.764,1.052,95.271,105.21,99.852,102.054,1.052,0.961,0.987,99.935,98.748,104.67,106.365,0.984,0.93
