task_type_id,arrival_time,est_m1,est_m2,est_m3,est_m4,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1
4,0.166,2.045,1.608,4.258,1.021,2.113,1.737,4.288,0.811
3,0.483,2.102,1.497,4.37,0.793,1.763,1.783,4.682,0.878
1,0.819,2.42,1.445,4.555,0.782,1.891,1.983,4.031,0.847
4,0.949,1.85,1.626,3.721,1.022,1.909,1.577,4.285,0.755
2,1.015,2.063,1.512,4.308,1.002,2.348,1.65,4.313,0.88
2,1.172,2.015,2.117,4.446,0.943,2.263,1.578,5.119,0.83
4,1.186,2.116,1.843,4.068,1.042,2.07,1.741,4.554,0.894
2,1.191,2.293,1.995,4.972,0.863,2.09,1.612,4.838,0.998
1,1.253,2.202,1.755,3.69,0.843,1.955,1.562,4.45,0.677
1,1.444,1.955,1.523,5.047,0.705,2.162,1.465,3.877,0.797
2,1.822,2.007,2.142,4.24,0.839,2.312,1.994,4.279,0.876
2,2.318,2.443,1.88,4.179,0.914,2.059,2.053,4.504,0.839
4,2.413,2.015,1.498,4.739,0.936,1.911,1.611,4.614,0.873
1,2.535,2.174,1.948,4.932,0.701,2.043,1.787,3.848,0.696
2,2.854,2.008,1.632,3.893,1.005,2.255,1.992,3.826,0.918
4,2.99,2.083,1.792,4.33,0.879,2.346,1.658,4.945,0.86
3,3.437,2.231,1.531,5.133,0.971,2.016,1.29,4.744,0.79
3,3.639,1.912,1.556,4.243,0.788,2.218,1.596,4.972,0.737
4,3.812,2.176,1.392,4.578,0.97,2.056,1.897,3.771,1.019
3,3.918,2.095,1.772,5.968,0.937,1.951,1.605,4.851,0.778
4,4.417,1.753,1.411,4.11,0.886,2.353,1.608,4.066,1.049
2,4.491,2.059,1.96,4.764,0.863,1.979,2.078,4.742,0.829
1,4.554,2.197,1.959,4.225,0.698,2.248,1.908,4.524,0.765
2,4.587,2.568,2.013,4.673,0.865,2.229,2.034,4.176,0.73
1,4.928,2.369,1.836,4.04,0.649,2.614,1.921,3.729,0.703
3,5.347,2.248,1.557,4.964,0.872,1.92,1.399,4.898,1.001
3,5.364,1.753,1.275,5.202,0.891,1.794,1.703,4.93,0.909
4,5.387,1.955,1.732,4.925,0.879,1.822,1.374,4.089,0.809
4,5.55,1.884,1.364,4.188,1.058,2.146,1.54,4.851,0.786
1,5.619,2.61,1.444,3.848,0.863,2.235,1.445,4.696,0.719
2,5.734,2.312,1.806,3.978,0.981,2.056,1.796,3.954,0.719
3,5.898,1.957,1.739,5.202,0.958,2.28,1.578,4.907,0.851
3,6.118,2.075,1.511,4.964,0.854,1.923,1.56,4.265,0.826
1,6.375,1.909,1.777,3.685,0.751,2.032,1.558,4.978,0.691
2,6.568,2.525,1.695,4.492,0.897,1.918,1.588,4.474,0.741
1,6.593,1.856,1.948,4.211,0.633,2.087,1.743,4.774,0.636
2,7.041,2.115,1.953,3.63,0.744,2.045,1.777,4.797,0.786
4,7.308,2.045,1.736,4.805,0.903,2.063,1.843,4.415,0.799
2,7.322,2.641,1.755,4.85,0.747,2.361,1.805,3.773,0.964
3,7.362,1.947,1.307,5.068,0.885,2.202,1.463,5.091,0.824
4,7.379,2.255,1.607,3.842,0.809,2.042,1.659,4.749,0.886
4,7.465,1.935,1.556,4.743,0.852,1.787,1.343,4.018,0.906
3,7.56,2.081,1.495,4.637,1.011,1.927,1.645,4.285,0.782
2,7.615,2.24,2.095,4.033,0.933,2.276,1.953,4.089,0.745
1,8.311,2.167,1.687,4.828,0.725,1.854,1.656,4.268,0.664
1,8.576,2.422,1.906,4.751,0.817,2.101,1.489,3.628,0.685
2,8.616,2.056,1.655,4.21,0.838,2.192,1.732,4.58,0.895
1,8.793,2.117,1.725,4.028,0.803,2.312,1.73,4.005,0.846
2,9.206,2.635,2.027,4.331,0.749,2.278,1.532,4.993,0.953
4,9.224,2.147,1.505,4.011,1.036,2.414,1.4,3.917,0.986
3,9.441,1.836,1.279,5.008,0.791,2.255,1.362,5.098,0.956
3,9.602,2.218,1.644,4.863,1.009,2.04,1.466,5.26,0.785
1,9.691,2.1,1.418,4.134,0.76,2.053,1.591,3.65,0.61
1,9.704,2.031,1.682,4.352,0.814,2.267,1.46,4.523,0.646
4,9.723,2.118,1.534,4.046,0.776,2.327,1.477,3.688,0.882
1,9.773,2.082,1.467,4.564,0.78,2.14,1.413,3.64,0.74
1,9.93,2.381,1.746,4.268,0.669,1.857,1.621,4.352,0.664
4,10.01,2.223,1.761,4.435,0.973,1.789,1.524,3.868,0.801
3,10.028,2.406,1.566,5.81,0.752,2.091,1.269,5.422,0.959
2,10.082,2.22,2.13,4.772,1.018,2.076,1.956,4.474,0.738
1,10.167,2.351,1.807,4.492,0.669,2.592,1.875,4.661,0.777
3,10.182,2.115,1.27,5.655,0.735,2.218,1.477,4.458,0.958
4,10.723,2.011,1.837,4.138,0.824,1.97,1.832,4.205,0.981
4,10.914,2.433,1.429,4.925,0.877,2.249,1.342,4.976,0.811
1,10.927,2.434,1.55,4.77,0.836,2.068,1.524,4.825,0.661
3,10.957,2.43,1.395,5.629,0.827,2.143,1.56,5.747,0.984
3,11.134,1.767,1.495,5.215,0.751,2.267,1.574,5.488,0.74
4,11.233,2.153,1.826,3.847,0.923,1.931,1.71,3.889,0.876
1,11.491,2.482,1.929,3.838,0.817,2.337,1.473,4.716,0.806
3,11.732,2.381,1.284,5.057,0.93,2.319,1.401,4.933,0.993
1,11.881,2.555,1.518,5.097,0.838,2.081,1.518,4.932,0.806
1,12.095,2.308,1.856,4.024,0.692,2.452,1.87,4.241,0.761
1,12.152,2.272,1.598,4.936,0.661,2.424,1.682,4.896,0.704
2,12.554,2.364,1.929,4.678,0.983,2.155,1.946,3.936,0.866
3,12.702,1.927,1.311,5.541,0.94,1.824,1.423,4.41,0.947
1,12.855,2.177,1.552,4.725,0.689,1.89,1.716,4.999,0.773
4,12.899,2.369,1.427,4.699,0.829,1.851,1.89,4.164,0.762
4,12.9,2.158,1.692,4.452,0.772,2.182,1.799,4.753,0.843
1,13.014,1.972,1.633,4.485,0.815,2.429,1.607,3.944,0.696
