task_type,arrival_time,est_m1,est_m2,est_m3,ext_m1-1,ext_m2-1,ext_m3-1
T2,2.165,15.0,15.0,15.0,14.79,15.08,14.92
T2,10.747,15.0,15.0,15.0,15.21,15.1,15.04
T3,11.658,5.0,5.0,5.0,5.03,4.99,5.05
T1,12.311,10.0,10.0,10.0,10.11,9.98,10.0
T4,14.933,2.0,2.0,2.0,1.98,2.02,1.99
T3,17.824,5.0,5.0,5.0,4.99,5.0,5.05
T1,26.9,10.0,10.0,10.0,9.83,10.0,10.05
T1,40.056,10.0,10.0,10.0,9.84,9.84,9.98
T3,48.812,5.0,5.0,5.0,4.99,4.96,5.01
T2,48.916,15.0,15.0,15.0,14.74,14.8,15.1
T3,49.362,5.0,5.0,5.0,5.03,5.0,4.99
T3,51.796,5.0,5.0,5.0,5.07,5.07,4.91
T4,52.779,2.0,2.0,2.0,2.03,1.98,2.02
T1,67.469,10.0,10.0,10.0,9.95,9.86,10.09
T2,67.655,15.0,15.0,15.0,15.26,15.17,14.83
T3,74.559,5.0,5.0,5.0,5.08,4.99,4.99
T1,88.922,10.0,10.0,10.0,10.03,9.99,10.12
T4,90.101,2.0,2.0,2.0,2.0,1.97,2.03
T4,90.261,2.0,2.0,2.0,2.01,1.99,1.99
T1,95.353,10.0,10.0,10.0,10.13,9.99,10.17
T2,120.684,15.0,15.0,15.0,14.83,15.13,14.87
T4,122.231,2.0,2.0,2.0,1.99,1.99,2.02
T3,134.228,5.0,5.0,5.0,4.95,4.97,5.0
T3,139.372,5.0,5.0,5.0,5.03,5.04,4.96
T2,145.97,15.0,15.0,15.0,14.78,15.05,15.03
T1,148.211,10.0,10.0,10.0,10.11,10.16,9.97
T3,156.024,5.0,5.0,5.0,5.04,4.93,4.97
T4,175.265,2.0,2.0,2.0,2.03,1.99,2.03
T1,188.059,10.0,10.0,10.0,9.86,9.99,10.09
T2,201.376,15.0,15.0,15.0,15.25,14.94,15.08
T4,201.965,2.0,2.0,2.0,1.98,1.98,2.03
T1,204.095,10.0,10.0,10.0,9.84,10.01,9.83
T4,214.294,2.0,2.0,2.0,2.0,1.98,1.99
T4,222.038,2.0,2.0,2.0,2.03,2.0,1.97
T4,223.936,2.0,2.0,2.0,1.99,1.99,2.03
T2,239.618,15.0,15.0,15.0,15.07,14.85,15.19
T1,251.978,10.0,10.0,10.0,10.13,9.86,10.01
T2,263.459,15.0,15.0,15.0,14.97,15.11,14.84
T3,271.626,5.0,5.0,5.0,4.94,4.92,4.94
T4,272.635,2.0,2.0,2.0,2.03,2.0,1.97
T1,273.841,10.0,10.0,10.0,9.89,9.85,10.17
T4,281.21,2.0,2.0,2.0,2.0,2.03,1.97
T3,281.596,5.0,5.0,5.0,5.02,4.95,5.07
T3,290.086,5.0,5.0,5.0,4.93,5.02,5.04
T1,291.438,10.0,10.0,10.0,9.92,9.83,10.14
T3,296.988,5.0,5.0,5.0,4.96,5.02,4.95
T3,299.173,5.0,5.0,5.0,4.92,5.04,5.0
T4,303.834,2.0,2.0,2.0,2.02,1.97,2.01
T3,308.008,5.0,5.0,5.0,5.0,4.97,4.97
T2,308.107,15.0,15.0,15.0,14.79,15.04,14.92
T2,310.287,15.0,15.0,15.0,14.76,15.08,14.92
T3,318.627,5.0,5.0,5.0,4.96,4.94,4.99
T3,327.826,5.0,5.0,5.0,5.01,5.08,4.99
T1,328.978,10.0,10.0,10.0,9.92,10.05,10.01
T1,330.503,10.0,10.0,10.0,10.14,9.94,10.14
T1,331.872,10.0,10.0,10.0,9.87,10.14,9.92
T1,346.167,10.0,10.0,10.0,10.15,10.1,10.17
T2,347.08,15.0,15.0,15.0,15.12,15.23,14.76
T1,356.476,10.0,10.0,10.0,10.09,10.05,9.89
T3,364.761,5.0,5.0,5.0,5.0,4.93,5.02
T1,365.262,10.0,10.0,10.0,10.06,10.12,9.93
T4,367.137,2.0,2.0,2.0,2.02,1.99,1.98
T3,368.067,5.0,5.0,5.0,5.06,4.98,4.98
T1,372.976,10.0,10.0,10.0,10.06,9.98,9.83
T1,379.461,10.0,10.0,10.0,9.89,9.93,10.1
T1,411.677,10.0,10.0,10.0,9.96,9.87,9.84
T3,418.408,5.0,5.0,5.0,4.97,5.06,5.05
T2,419.154,15.0,15.0,15.0,15.14,15.07,14.81
T1,429.532,10.0,10.0,10.0,9.95,10.11,10.03
T4,431.633,2.0,2.0,2.0,2.01,1.99,2.0
T3,437.62,5.0,5.0,5.0,4.92,5.03,4.93
T1,438.439,10.0,10.0,10.0,9.85,10.17,9.84
T2,440.118,15.0,15.0,15.0,15.12,14.79,15.12
T4,443.641,2.0,2.0,2.0,2.0,1.98,2.01
T2,445.724,15.0,15.0,15.0,15.18,15.18,14.88
T4,450.331,2.0,2.0,2.0,2.01,2.02,1.98
T1,453.082,10.0,10.0,10.0,10.0,9.96,10.17
T3,458.909,5.0,5.0,5.0,4.92,4.98,5.01
T2,460.272,15.0,15.0,15.0,15.23,14.8,14.78
