task_type,arrival_time,est_m1,est_m2,est_m3,ext_m1-1,ext_m2-1,ext_m3-1
T2,2.222,15.0,15.0,15.0,15.2,15.2,15.03
T2,4.965,15.0,15.0,15.0,15.06,15.11,15.13
T2,6.794,15.0,15.0,15.0,14.76,14.93,14.82
T4,8.846,2.0,2.0,2.0,1.98,1.98,1.99
T2,9.249,15.0,15.0,15.0,15.09,14.75,14.81
T1,9.405,10.0,10.0,10.0,9.86,9.91,9.95
T4,13.626,2.0,2.0,2.0,1.97,2.01,2.02
T3,13.787,5.0,5.0,5.0,4.99,5.03,4.92
T1,17.981,10.0,10.0,10.0,10.12,9.87,9.84
T4,21.792,2.0,2.0,2.0,2.02,1.98,2.0
T3,33.082,5.0,5.0,5.0,4.98,5.01,4.99
T2,36.793,15.0,15.0,15.0,15.16,14.94,14.82
T3,40.21,5.0,5.0,5.0,4.97,5.08,4.93
T3,46.251,5.0,5.0,5.0,5.05,5.03,4.94
T2,46.453,15.0,15.0,15.0,15.0,15.12,15.22
T4,52.69,2.0,2.0,2.0,2.02,2.01,1.99
T3,54.376,5.0,5.0,5.0,4.98,5.04,4.98
T2,63.805,15.0,15.0,15.0,15.17,15.18,14.92
T2,64.831,15.0,15.0,15.0,14.8,15.18,14.86
T1,70.783,10.0,10.0,10.0,10.09,10.1,9.92
T1,71.374,10.0,10.0,10.0,10.11,9.94,10.02
T1,71.424,10.0,10.0,10.0,9.86,10.02,10.12
T2,76.144,15.0,15.0,15.0,15.18,14.9,14.93
T2,90.085,15.0,15.0,15.0,14.76,14.83,15.15
T4,95.264,2.0,2.0,2.0,2.0,1.98,1.98
T3,100.906,5.0,5.0,5.0,4.99,4.93,4.97
T1,102.065,10.0,10.0,10.0,10.15,10.15,10.11
T1,102.919,10.0,10.0,10.0,10.16,10.13,9.94
T3,109.92,5.0,5.0,5.0,4.92,4.94,4.98
T3,110.047,5.0,5.0,5.0,5.02,5.02,5.08
T1,115.92,10.0,10.0,10.0,10.17,10.16,10.07
T2,122.883,15.0,15.0,15.0,15.03,15.19,14.84
T1,124.9,10.0,10.0,10.0,9.96,9.87,10.03
T4,135.123,2.0,2.0,2.0,2.02,1.98,2.0
T4,145.476,2.0,2.0,2.0,2.02,1.97,2.0
T2,156.527,15.0,15.0,15.0,14.99,15.19,15.05
T2,164.579,15.0,15.0,15.0,14.82,15.22,14.82
T4,164.652,2.0,2.0,2.0,2.02,1.99,2.0
