task_type,arrival_time,est_m1,est_m2,est_m3,ext_m1-1,ext_m2-1,ext_m3-1
T1,2.024,10.0,10.0,10.0,10.16,10.08,9.89
T1,5.393,10.0,10.0,10.0,9.86,9.87,9.94
T4,8.137,2.0,2.0,2.0,2.03,1.99,1.97
T4,11.361,2.0,2.0,2.0,2.01,2.02,2.01
T3,14.348,5.0,5.0,5.0,5.01,5.08,5.06
T2,18.216,15.0,15.0,15.0,14.97,14.9,14.89
T1,22.727,10.0,10.0,10.0,10.0,10.17,10.1
T4,32.63,2.0,2.0,2.0,2.01,2.03,2.03
T2,32.931,15.0,15.0,15.0,15.22,15.15,15.03
T2,38.6,15.0,15.0,15.0,15.04,15.1,14.93
T1,38.752,10.0,10.0,10.0,10.11,9.84,10.05
T3,45.531,5.0,5.0,5.0,4.92,4.99,5.0
T2,46.835,15.0,15.0,15.0,14.79,15.23,15.04
T3,61.98,5.0,5.0,5.0,4.99,5.06,5.0
T4,64.587,2.0,2.0,2.0,2.0,2.01,2.02
T1,66.019,10.0,10.0,10.0,9.96,9.93,10.05
T3,69.022,5.0,5.0,5.0,5.02,4.95,5.04
T2,84.309,15.0,15.0,15.0,14.76,15.24,14.95
T1,100.431,10.0,10.0,10.0,10.13,10.06,9.95
T3,102.125,5.0,5.0,5.0,5.04,5.0,4.95
T2,105.387,15.0,15.0,15.0,15.02,15.21,14.86
T4,109.092,2.0,2.0,2.0,2.01,1.98,2.02
T3,109.884,5.0,5.0,5.0,4.93,5.06,5.0
T4,116.12,2.0,2.0,2.0,1.99,2.0,1.97
T3,116.157,5.0,5.0,5.0,4.98,4.92,4.94
T1,122.384,10.0,10.0,10.0,10.12,9.99,9.99
T3,124.942,5.0,5.0,5.0,5.03,5.02,5.06
T3,126.392,5.0,5.0,5.0,5.02,4.99,5.08
T2,131.827,15.0,15.0,15.0,15.22,14.9,15.01
T4,133.92,2.0,2.0,2.0,2.0,1.99,1.99
T4,144.015,2.0,2.0,2.0,1.97,2.02,1.98
T4,144.866,2.0,2.0,2.0,2.03,1.99,2.02
T2,146.167,15.0,15.0,15.0,14.87,15.13,15.13
T1,147.561,10.0,10.0,10.0,10.06,10.03,10.12
T1,147.988,10.0,10.0,10.0,9.9,10.08,10.03
T4,149.289,2.0,2.0,2.0,2.0,1.99,1.98
T1,156.796,10.0,10.0,10.0,9.94,10.17,10.04
T1,159.866,10.0,10.0,10.0,10.0,9.87,9.85
T3,183.93,5.0,5.0,5.0,4.95,5.04,5.04
T2,193.09,15.0,15.0,15.0,15.18,14.94,14.89
T4,197.594,2.0,2.0,2.0,2.03,2.02,1.97
T3,211.933,5.0,5.0,5.0,4.93,5.02,4.92
T4,220.959,2.0,2.0,2.0,2.02,2.02,1.99
T1,221.644,10.0,10.0,10.0,10.0,9.9,10.16
T4,236.034,2.0,2.0,2.0,2.03,2.0,1.99
T1,256.577,10.0,10.0,10.0,9.95,10.17,10.02
T4,259.74,2.0,2.0,2.0,1.97,2.0,2.0
T1,261.946,10.0,10.0,10.0,10.01,10.03,9.92
T4,265.511,2.0,2.0,2.0,2.03,1.99,1.98
T1,268.233,10.0,10.0,10.0,10.06,9.96,10.14
T4,269.276,2.0,2.0,2.0,2.03,1.99,2.02
T3,272.513,5.0,5.0,5.0,5.05,5.08,4.97
T2,278.862,15.0,15.0,15.0,14.85,14.84,15.06
T4,287.024,2.0,2.0,2.0,1.99,1.98,1.97
T3,293.431,5.0,5.0,5.0,4.99,5.01,4.94
T2,309.128,15.0,15.0,15.0,14.84,14.86,15.09
T4,315.488,2.0,2.0,2.0,2.0,1.98,1.98
T1,318.884,10.0,10.0,10.0,9.9,10.0,10.02
T3,318.936,5.0,5.0,5.0,4.99,5.01,4.97
T3,325.626,5.0,5.0,5.0,4.92,5.09,5.02
T1,325.8,10.0,10.0,10.0,10.15,9.84,9.9
T4,331.653,2.0,2.0,2.0,2.01,2.03,1.97
T4,342.411,2.0,2.0,2.0,2.0,2.03,2.02
T2,359.27,15.0,15.0,15.0,15.03,15.11,15.11
T1,360.107,10.0,10.0,10.0,10.01,9.94,10.12
T2,369.543,15.0,15.0,15.0,14.75,14.9,14.79
T4,372.277,2.0,2.0,2.0,2.01,2.01,1.97
T3,372.696,5.0,5.0,5.0,5.05,5.05,5.05
T4,383.477,2.0,2.0,2.0,1.98,2.03,1.99
T3,394.45,5.0,5.0,5.0,5.05,4.93,5.04
T2,397.434,15.0,15.0,15.0,15.26,14.78,14.94
T1,399.978,10.0,10.0,10.0,9.98,9.84,9.9
T3,403.901,5.0,5.0,5.0,5.02,5.04,5.0
T1,405.434,10.0,10.0,10.0,9.95,9.84,10.11
T1,412.845,10.0,10.0,10.0,10.12,10.11,10.06
T2,413.745,15.0,15.0,15.0,15.19,14.84,14.75
T4,416.928,2.0,2.0,2.0,2.0,1.99,2.0
T3,417.253,5.0,5.0,5.0,4.95,5.05,4.99
T3,419.219,5.0,5.0,5.0,5.06,5.03,4.96
T3,421.72,5.0,5.0,5.0,5.06,4.99,5.02
T3,423.287,5.0,5.0,5.0,4.92,5.0,5.0
T2,426.169,15.0,15.0,15.0,15.22,15.12,14.85
T3,429.171,5.0,5.0,5.0,5.04,4.95,4.96
T3,429.195,5.0,5.0,5.0,5.08,4.93,4.95
