task_type,arrival_time,est_m1,est_m2,est_m3,ext_m1-1,ext_m2-1,ext_m3-1
T3,0.876,5.0,5.0,5.0,5.08,5.0,4.94
T3,2.426,5.0,5.0,5.0,4.99,5.01,4.97
T2,3.004,15.0,15.0,15.0,14.89,15.08,15.22
T2,4.897,15.0,15.0,15.0,15.15,15.19,15.21
T1,13.944,10.0,10.0,10.0,10.07,9.85,9.91
T2,17.487,15.0,15.0,15.0,14.83,15.13,14.82
T2,30.919,15.0,15.0,15.0,14.96,14.74,14.88
T2,35.793,15.0,15.0,15.0,15.25,15.25,15.04
T2,37.982,15.0,15.0,15.0,15.16,14.85,15.19
T2,40.916,15.0,15.0,15.0,14.84,15.21,14.75
T4,44.81,2.0,2.0,2.0,1.97,1.97,1.99
T2,51.871,15.0,15.0,15.0,15.01,15.1,15.05
T1,57.039,10.0,10.0,10.0,10.13,10.02,10.03
T3,65.821,5.0,5.0,5.0,4.96,5.0,5.06
T3,71.49,5.0,5.0,5.0,4.93,4.93,5.03
T4,77.971,2.0,2.0,2.0,2.03,1.99,1.98
T3,78.495,5.0,5.0,5.0,4.93,4.92,5.08
T3,82.936,5.0,5.0,5.0,5.03,4.93,4.99
T3,88.128,5.0,5.0,5.0,5.05,4.94,5.04
T4,89.224,2.0,2.0,2.0,2.0,1.98,1.97
T3,89.271,5.0,5.0,5.0,5.04,4.97,4.96
T4,94.354,2.0,2.0,2.0,2.03,2.0,2.0
T1,95.857,10.0,10.0,10.0,9.88,9.97,9.99
T1,98.071,10.0,10.0,10.0,9.89,9.84,10.12
T2,120.44,15.0,15.0,15.0,15.07,14.78,15.24
T3,123.576,5.0,5.0,5.0,4.96,5.08,5.06
T2,127.614,15.0,15.0,15.0,15.15,15.21,14.84
T1,132.068,10.0,10.0,10.0,9.87,9.87,9.87
T1,137.298,10.0,10.0,10.0,9.87,10.12,10.05
T4,182.817,2.0,2.0,2.0,2.0,2.01,2.01
T2,185.388,15.0,15.0,15.0,14.96,14.9,14.91
T1,188.156,10.0,10.0,10.0,10.12,10.07,9.93
T2,189.883,15.0,15.0,15.0,15.15,14.88,15.13
T4,191.528,2.0,2.0,2.0,1.97,1.98,2.02
T1,193.35,10.0,10.0,10.0,9.98,10.09,10.01
T3,203.584,5.0,5.0,5.0,4.96,4.99,5.07
T3,207.349,5.0,5.0,5.0,4.97,4.95,4.97
T4,207.801,2.0,2.0,2.0,2.0,1.98,2.0
T1,218.251,10.0,10.0,10.0,10.01,9.87,9.87
T2,225.132,15.0,15.0,15.0,14.75,14.85,14.78
T1,230.283,10.0,10.0,10.0,10.06,10.17,10.07
T3,236.57,5.0,5.0,5.0,5.02,5.08,4.92
T4,239.004,2.0,2.0,2.0,2.01,2.02,2.01
T3,247.47,5.0,5.0,5.0,5.06,5.05,5.05
T2,256.099,15.0,15.0,15.0,15.13,15.2,14.87
T3,260.811,5.0,5.0,5.0,4.97,4.96,5.03
T1,261.413,10.0,10.0,10.0,10.15,9.93,10.15
T4,263.889,2.0,2.0,2.0,2.01,1.98,1.97
T1,267.248,10.0,10.0,10.0,10.11,9.96,9.89
T4,267.843,2.0,2.0,2.0,2.0,2.03,2.0
T3,274.778,5.0,5.0,5.0,4.92,5.06,5.08
T2,275.925,15.0,15.0,15.0,14.83,14.93,14.82
T4,279.581,2.0,2.0,2.0,2.0,2.02,1.98
T4,287.719,2.0,2.0,2.0,1.98,1.98,2.01
T4,294.788,2.0,2.0,2.0,2.03,1.98,2.03
T1,301.833,10.0,10.0,10.0,10.1,10.1,9.84
T3,302.342,5.0,5.0,5.0,5.05,4.93,5.07
T2,306.224,15.0,15.0,15.0,15.22,14.89,15.09
T1,325.778,10.0,10.0,10.0,9.96,9.97,10.07
T3,326.592,5.0,5.0,5.0,4.95,5.06,4.99
T1,330.759,10.0,10.0,10.0,10.15,10.17,10.13
T4,334.521,2.0,2.0,2.0,1.98,1.98,2.0
T2,336.15,15.0,15.0,15.0,14.91,15.26,14.99
T1,337.646,10.0,10.0,10.0,10.17,10.12,9.99
T3,343.005,5.0,5.0,5.0,5.08,5.0,5.03
T2,350.827,15.0,15.0,15.0,14.83,14.91,15.18
T3,368.477,5.0,5.0,5.0,5.0,4.98,4.96
T1,372.175,10.0,10.0,10.0,9.86,9.84,9.83
T1,372.226,10.0,10.0,10.0,9.98,10.16,10.15
T4,375.561,2.0,2.0,2.0,2.03,2.03,2.03
