task_type,arrival_time,est_m1,est_m2,est_m3,ext_m1-1,ext_m2-1,ext_m3-1
T2,4.488,15.0,15.0,15.0,15.09,14.92,15.02
T1,8.783,10.0,10.0,10.0,9.95,9.99,9.94
T2,12.468,15.0,15.0,15.0,14.77,14.91,14.93
T1,17.119,10.0,10.0,10.0,10.13,10.07,10.17
T3,18.944,5.0,5.0,5.0,4.92,5.05,5.04
T2,19.502,15.0,15.0,15.0,14.81,15.13,14.98
T2,21.462,15.0,15.0,15.0,15.02,14.76,15.24
T3,22.648,5.0,5.0,5.0,4.96,4.93,4.92
T2,29.563,15.0,15.0,15.0,14.76,14.92,15.11
T3,34.104,5.0,5.0,5.0,4.95,4.96,4.93
T4,49.871,2.0,2.0,2.0,2.03,2.02,1.99
T2,55.399,15.0,15.0,15.0,14.93,15.19,15.22
T3,63.434,5.0,5.0,5.0,5.06,4.94,5.01
T4,64.651,2.0,2.0,2.0,2.02,2.01,2.01
T4,65.531,2.0,2.0,2.0,2.01,1.97,2.01
T3,70.434,5.0,5.0,5.0,5.05,4.93,5.02
T1,71.212,10.0,10.0,10.0,10.02,10.0,9.96
T3,73.665,5.0,5.0,5.0,5.07,5.0,5.0
T3,74.119,5.0,5.0,5.0,5.07,5.0,5.05
T4,76.473,2.0,2.0,2.0,2.01,2.02,2.0
T2,76.531,15.0,15.0,15.0,15.23,15.21,15.02
T3,85.022,5.0,5.0,5.0,5.08,5.03,5.01
T3,90.476,5.0,5.0,5.0,5.06,5.07,5.05
T2,90.589,15.0,15.0,15.0,15.1,15.24,15.11
T3,98.715,5.0,5.0,5.0,4.99,4.99,4.96
T4,101.523,2.0,2.0,2.0,2.02,2.01,2.01
T4,104.878,2.0,2.0,2.0,2.01,1.98,2.0
T4,105.912,2.0,2.0,2.0,1.97,1.98,1.98
T1,120.238,10.0,10.0,10.0,9.87,10.0,9.83
T4,129.743,2.0,2.0,2.0,2.0,1.97,2.03
T2,149.463,15.0,15.0,15.0,14.79,15.11,14.89
T1,156.576,10.0,10.0,10.0,10.09,10.1,9.84
T1,157.802,10.0,10.0,10.0,10.04,10.01,10.08
T1,163.508,10.0,10.0,10.0,10.16,10.07,10.02
T2,169.209,15.0,15.0,15.0,14.75,14.88,15.1
T4,171.6,2.0,2.0,2.0,2.0,2.02,2.03
T4,175.389,2.0,2.0,2.0,2.03,2.01,2.03
T4,175.865,2.0,2.0,2.0,2.02,1.98,1.98
T1,177.739,10.0,10.0,10.0,9.85,9.84,9.87
T1,179.615,10.0,10.0,10.0,10.0,10.1,9.94
T3,192.297,5.0,5.0,5.0,4.92,4.95,4.93
T4,193.896,2.0,2.0,2.0,2.01,2.03,2.02
T3,197.726,5.0,5.0,5.0,5.07,5.08,4.92
T3,199.419,5.0,5.0,5.0,5.04,4.96,5.01
T1,210.372,10.0,10.0,10.0,9.87,10.17,10.04
T1,220.559,10.0,10.0,10.0,10.07,10.0,10.07
T3,221.568,5.0,5.0,5.0,5.04,5.06,4.93
T4,225.663,2.0,2.0,2.0,2.02,2.0,2.03
T4,230.432,2.0,2.0,2.0,2.02,2.02,1.99
T1,232.252,10.0,10.0,10.0,10.12,9.92,10.17
T3,240.986,5.0,5.0,5.0,4.93,5.08,4.99
T4,243.442,2.0,2.0,2.0,1.99,1.98,1.99
T3,247.397,5.0,5.0,5.0,5.08,4.99,5.02
T4,252.2,2.0,2.0,2.0,2.01,1.99,1.99
T3,259.952,5.0,5.0,5.0,5.05,5.02,4.98
T1,261.499,10.0,10.0,10.0,10.14,10.06,9.9
T3,262.472,5.0,5.0,5.0,5.02,5.01,4.92
T3,264.008,5.0,5.0,5.0,4.93,5.0,5.05
T2,266.504,15.0,15.0,15.0,14.75,15.04,14.87
T2,268.087,15.0,15.0,15.0,14.76,14.89,15.2
T4,272.041,2.0,2.0,2.0,2.0,2.0,2.0
T2,276.477,15.0,15.0,15.0,15.07,14.9,14.8
T1,278.198,10.0,10.0,10.0,10.02,10.12,10.04
T2,283.809,15.0,15.0,15.0,15.26,15.22,14.86
T1,283.829,10.0,10.0,10.0,9.99,10.05,10.07
T4,285.338,2.0,2.0,2.0,1.99,2.01,2.03
T1,299.578,10.0,10.0,10.0,9.86,10.0,9.85
T1,302.701,10.0,10.0,10.0,9.95,9.87,9.85
T4,307.592,2.0,2.0,2.0,2.03,1.99,2.0
T2,308.581,15.0,15.0,15.0,14.95,15.22,15.0
T3,310.216,5.0,5.0,5.0,5.0,5.01,4.99
T4,314.141,2.0,2.0,2.0,2.01,2.01,2.01
T1,314.619,10.0,10.0,10.0,10.05,10.09,10.05
T4,315.079,2.0,2.0,2.0,2.0,2.03,1.98
T1,327.144,10.0,10.0,10.0,9.85,10.02,10.16
T3,341.81,5.0,5.0,5.0,4.92,5.07,4.97
T1,352.425,10.0,10.0,10.0,9.85,9.86,9.9
T4,358.434,2.0,2.0,2.0,2.0,2.0,2.02
T2,358.436,15.0,15.0,15.0,14.81,14.84,14.93
T2,360.123,15.0,15.0,15.0,14.79,15.02,15.23
T4,360.319,2.0,2.0,2.0,1.99,2.0,2.0
T2,361.421,15.0,15.0,15.0,15.05,15.12,14.94
T3,378.533,5.0,5.0,5.0,4.99,5.08,5.08
T2,378.875,15.0,15.0,15.0,15.1,15.01,14.88
T4,388.3,2.0,2.0,2.0,2.02,1.98,2.02
T2,400.999,15.0,15.0,15.0,14.92,15.0,15.0
T2,401.187,15.0,15.0,15.0,14.9,14.85,15.15
T2,412.148,15.0,15.0,15.0,15.23,15.12,14.77
T3,412.303,5.0,5.0,5.0,5.08,4.99,4.93
T1,414.102,10.0,10.0,10.0,10.15,10.13,9.94
T4,417.076,2.0,2.0,2.0,2.01,1.99,2.03
T2,422.212,15.0,15.0,15.0,14.96,14.74,14.88
T2,423.732,15.0,15.0,15.0,14.91,14.92,15.03
