task_type_id,arrival_time,est_m1,est_m2,est_m3,est_m4,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1
2,0.368,2.56,2.066,4.174,0.752,2.242,1.574,4.598,0.895
2,0.563,2.146,1.815,3.964,0.719,2.2,1.656,3.894,0.729
2,0.911,2.629,1.757,4.085,0.848,2.592,2.073,4.798,0.771
2,1.438,2.421,1.665,4.848,1.009,2.082,2.056,4.977,0.895
2,1.572,2.562,2.095,3.888,0.759,2.485,1.991,5.046,0.72
2,2.299,2.637,2.127,4.01,0.895,2.188,1.617,4.082,0.814
2,2.941,2.127,2.007,3.658,0.765,2.646,1.621,3.658,0.758
2,3.116,2.035,1.52,4.886,0.726,2.577,1.804,3.796,0.837
2,3.414,2.531,1.68,4.269,0.928,2.438,1.676,4.944,0.856
2,3.501,2.224,2.028,3.657,0.899,2.424,1.913,4.695,0.792
2,4.229,2.34,1.598,4.269,0.859,2.582,1.839,3.999,0.822
2,4.438,2.016,1.942,4.087,0.886,2.446,2.081,4.201,1.01
2,4.624,1.984,1.664,3.63,0.92,1.994,1.583,3.75,0.996
2,4.912,2.57,2.081,4.032,0.747,2.14,1.867,3.82,0.727
2,6.839,1.945,1.718,4.075,0.873,2.179,1.583,5.047,0.954
2,7.127,2.209,1.591,3.855,0.921,1.992,1.692,4.774,0.845
2,7.251,2.625,1.565,4.268,0.986,2.49,1.99,4.245,0.747
2,7.918,2.596,1.967,4.664,0.937,2.263,1.825,4.028,0.843
2,7.995,2.068,1.655,4.007,0.75,2.272,1.802,3.848,0.85
2,8.337,2.005,2.111,4.64,1.004,2.151,1.673,4.123,0.72
2,8.901,2.188,1.644,4.011,0.914,2.03,1.784,4.891,0.756
2,9.009,2.227,1.528,4.572,0.913,2.323,1.795,4.767,0.785
2,9.062,2.368,1.53,3.922,0.758,2.281,2.133,4.304,0.943
2,9.201,2.296,1.721,3.778,0.963,1.906,2.119,4.929,0.935
2,9.208,2.394,1.686,3.984,0.867,2.508,1.539,4.805,0.972
2,10.128,2.144,1.777,3.674,0.952,2.466,1.941,5.001,0.953
2,10.845,2.008,1.576,5.011,1.014,2.462,1.656,5.074,0.741
2,10.898,2.143,1.583,4.028,0.72,2.226,1.664,3.693,0.728
2,11.176,2.641,1.596,4.527,0.74,1.915,1.758,4.33,0.836
2,11.207,1.912,1.732,4.304,0.98,2.097,1.9,3.835,0.783
2,11.619,2.202,1.747,4.24,0.888,2.063,1.694,4.702,0.784
2,11.64,2.119,2.012,3.679,0.803,2.234,1.721,4.06,0.744
2,12.398,2.307,1.586,4.156,0.766,2.132,1.766,4.727,0.839
