task_type,m1_1,m2_1,m3_1,m4_1
T2,28.79,60.225,114.536,123.451
T2,32.86,56.421,121.229,132.395
T2,32.232,64.504,122.903,115.441
T1,26.694,48.272,112.067,111.624
T2,30.135,60.405,128.163,130.352
T4,40.509,68.308,151.21,162.674
T3,31.915,71.928,127.448,136.959
T4,35.712,68.881,145.772,162.299
T2,28.545,60.606,121.498,116.623
T2,30.385,62.637,127.236,122.478
T3,33.637,68.861,135.43,147.28
T2,29.341,60.779,131.175,118.786
T1,25.77,48.46,101.267,107.109
T1,26.916,53.308,107.567,105.99
T1,27.956,52.722,108.639,114.899
T4,35.603,72.863,156.353,140.034
T4,36.275,76.489,137.517,151.254
T2,31.508,58.609,121.154,133.187
T4,35.42,71.167,160.067,152.696
T2,30.449,56.646,113.941,128.866
T3,35.076,61.639,133.797,127.948
T3,31.703,62.768,146.218,144.707
T4,38.362,78.786,159.456,145.062
T1,28.079,54.358,98.005,103.913
T3,35.263,66.362,129.94,133.094
T1,27.065,50.259,113.869,102.254
T4,40.832,68.742,154.707,142.956
T3,35.953,63.366,143.896,127.72
T3,33.865,63.673,145.038,136.561
T1,28.451,51.485,108.971,97.792
T2,30.171,59.245,130.952,114.947
T3,36.507,71.415,144.854,140.038
T3,32.255,70.846,142.781,130.653
T2,32.195,64.086,114.889,123.773
T1,28.19,47.473,101.152,97.907
T1,26.517,49.587,102.195,109.623
T3,36.619,61.391,134.467,137.985
T2,32.583,57.841,119.183,117.693
T4,38.285,72.357,148.849,148.912
T4,37.687,79.446,144.464,145.841
T2,28.726,60.622,122.627,131.754
T3,35.83,71.383,125.593,147.198
T4,37.683,68.866,159.759,155.869
T4,37.536,75.97,150.623,150.744
T2,31.992,63.165,124.896,128.867
T4,36.704,68.286,141.498,153.08
T3,32.91,68.385,130.69,138.297
T2,29.54,55.519,117.399,122.23
T3,36.821,63.647,134.896,136.493
T2,33.553,63.877,130.66,126.989
T1,27.308,50.351,103.833,99.184
T4,35.589,68.754,145.021,151.761
T3,36.563,68.956,142.709,134.547
T1,27.235,53.675,97.49,97.23
T2,30.593,60.151,133.111,114.523
T3,32.213,69.088,149.163,128.18
T3,36.185,67.15,149.143,147.068
T4,35.193,69.819,159.335,160.575
T3,36.427,64.672,126.956,133.113
T4,39.771,77.457,159.794,160.484
T4,37.45,77.4,158.621,138.986
T2,28.493,58.833,120.785,119.564
T1,26.649,47.72,114.984,110.567
T1,26.31,55.581,100.159,114.784
T2,31.562,60.894,130.326,114.831
T1,26.956,48.034,104.86,110.811
T2,32.907,64.528,120.065,118.119
T4,34.599,71.664,153.937,160.461
T4,35.273,72.266,156.953,137.778
T4,37.351,70.642,153.611,148.692
T4,37.396,75.993,137.265,155.813
T2,29.157,60.369,124.603,124.109
T3,35.258,61.965,130.458,141.657
T1,24.56,50.586,105.488,114.414
T3,34.268,64.126,134.649,128.756
T2,29.49,56.899,113.239,114.009
T2,31.06,55.594,113.982,116.63
T4,38.973,68.187,154.073,158.115
T3,36.395,68.123,141.699,142.833
T3,35.016,67.373,131.99,129.638
T2,31.488,57.984,124.701,113.109
T2,33.555,61.625,125.216,114.606
T3,35.059,66.514,148.48,144.261
T3,37.385,71.347,148.363,142.713
T3,36.753,72.621,141.81,141.58
T4,35.925,70.441,155.83,156.006
T3,32.166,72.757,128.447,130.632
T3,32.996,70.731,126.187,142.536
T4,34.901,68.618,161.676,146.011
T2,29.526,60.057,115.615,124.994
T3,33.969,66.375,144.359,144.381
T3,36.525,64.175,142.655,147.388
T1,26.334,47.706,106.118,100.661
T4,40.649,74.398,154.391,160.708
T1,24.989,48.301,107.69,105.797
T4,39.911,74.13,141.174,154.127
T4,37.918,68.026,138.988,162.659
T3,31.974,61.443,131.843,133.297
T4,40.226,74.998,141.339,162.014
T3,34.256,70.203,147.147,139.927
T2,33.553,60.237,113.798,120.36
T3,35.237,71.021,143.848,137.839
T3,31.945,68.022,142.846,134.42
T2,32.093,64.358,126.124,128.604
T2,31.181,65.133,122.021,120.56
T3,34.084,70.54,149.012,147.004
T1,27.867,53.973,108.923,112.548
T2,32.082,65.068,116.763,119.522
T2,30.216,64.197,125.114,112.492
T2,30.144,60.126,115.125,130.853
T3,34.494,66.192,126.147,144.853
T4,38.343,67.093,146.702,143.246
T1,28.065,53.426,109.873,114.836
T1,26.574,56.259,111.729,98.764
T2,33.151,62.767,120.519,117.106
T3,34.008,69.319,147.279,145.412
T2,29.095,59.239,124.172,125.731
T4,35.899,75.25,137.315,153.62
T2,30.745,60.78,113.166,124.452
T1,24.931,53.609,107.603,112.249
T3,33.986,67.9,128.216,148.096
T1,27.407,50.989,114.505,110.755
T1,25.235,47.479,100.77,111.408
T2,29.635,63.084,122.252,114.013
T1,24.731,55.198,104.459,99.099
T1,28.459,49.884,107.51,98.139
T1,24.981,47.905,104.593,110.468
T4,39.907,68.395,139.456,151.944
T4,34.779,74.44,149.057,137.612
T1,27.773,47.553,111.464,101.52
T4,40.874,76.753,141.454,142.812
T1,26.136,50.987,107.196,107.804
T1,25.997,52.535,109.648,111.896
T1,25.963,48.847,104.848,114.449
T4,37.554,76.311,142.343,151.802
T2,32.576,55.226,124.858,129.083
T1,26.339,47.546,113.972,115.218
T1,28.337,49.258,97.071,106.27
T3,36.171,61.606,145.774,144.546
T1,26.18,52.489,113.535,106.443
T2,29.762,62.381,126.077,127.93
T1,25.273,49.909,98.153,107.345
T1,25.038,54.932,101.761,113.256
T4,34.796,73.388,161.662,162.024
T4,40.02,70.04,155.634,148.289
T3,34.252,70.087,145.368,126.258
T2,28.706,57.68,112.606,129.698
T1,28.653,48.452,111.976,109.53
T1,25.186,50.181,102.588,108.063
T2,30.877,64.863,117.912,116.588
T4,36.649,68.089,142.048,151.69
T3,35.022,65.265,135.627,135.76
T3,33.804,71.568,149.044,135.641
T2,31.437,60.889,123.606,130.546
T1,24.99,50.919,96.898,111.495
T2,31.897,57.005,119.779,126.586
T3,31.919,67.904,127.981,128.065
T2,29.194,56.114,125.882,124.48
T2,33.042,56.538,120.771,116.668
T3,32.292,62.877,136.571,128.721
T2,29.468,56.35,121.268,118.572
T4,38.983,67.389,141.915,138.75
T4,38.347,70.201,139.42,159.471
T4,35.665,69.073,141.454,159.42
T4,38.322,71.707,150.546,137.421
T3,31.653,65.039,146.821,145.582
T3,33.897,63.797,125.943,139.856
T3,33.716,62.836,144.073,139.914
T3,34.183,72.762,125.496,138.906
T2,29.097,58.428,132.761,128.981
T4,34.975,74.682,154.111,149.554
T3,34.331,69.907,142.65,133.566
T3,34.275,61.548,136.09,130.615
T2,33.448,59.046,113.054,124.339
T1,25.598,52.579,113.344,107.301
T4,35.361,74.487,149.994,149.898
T3,37.242,72.183,145.753,135.878
T2,30.138,56.592,119.448,114.632
T1,28.715,52.024,109.506,99.328
T3,32.355,69.559,148.487,143.255
T3,33.935,67.692,127.875,137.44
T1,28.928,54.853,110.568,96.994
T4,36.817,78.936,146.168,137.074
T2,31.371,62.926,121.756,127.953
T4,38.261,68.394,154.37,147.078
T4,39.944,73.185,139.431,156.763
T3,34.218,64.641,141.023,129.818
T2,28.493,56.298,133.422,125.321
T1,24.993,48.178,107.742,97.446
T2,30.875,59.8,119.12,124.229
T4,37.902,78.768,149.92,137.972
T3,32.811,64.603,131.818,130.389
