task_type,arrival_time,est_m1,est_m2,est_m3,est_m4,est_m5,est_m6,est_m7,est_m8,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1,ext_m5-1,ext_m6-1,ext_m7-1,ext_m8-1
T3,0.004,24.84,10.9,96.57,108.67,168.68,26.49,98.3,106.06,24.58,9.56,101.27,105.69,161.0,27.78,108.38,100.32
T9,0.009,28.11,10.79,103.48,100.08,177.53,27.39,101.74,102.3,27.14,10.06,115.8,95.78,171.4,24.73,114.35,113.15
T3,0.012,26.25,10.8,105.28,95.24,160.82,24.42,98.64,102.99,23.37,9.86,109.78,99.7,159.84,25.58,107.6,113.72
T2,0.015,26.76,9.96,97.57,109.13,166.52,26.44,98.8,106.7,26.4,11.1,92.32,97.12,150.44,24.58,108.36,95.63
T7,0.018,27.66,9.74,101.21,105.09,165.26,27.3,108.41,101.24,27.75,10.58,98.84,100.4,151.63,27.25,107.29,107.7
T9,0.022,27.14,10.27,100.71,101.38,171.55,24.89,110.46,101.14,27.53,10.82,112.79,101.41,156.7,27.18,104.14,115.47
T2,0.024,25.58,10.72,96.11,100.68,163.51,24.3,94.86,93.96,27.53,9.81,98.15,101.34,147.92,25.93,93.78,96.49
T5,0.063,26.06,10.02,96.0,96.91,163.32,28.21,108.44,98.78,27.21,11.09,102.26,100.12,171.02,26.46,94.86,104.01
T5,0.064,26.06,10.36,99.98,109.94,162.23,26.82,98.36,92.58,25.27,9.83,96.19,115.02,159.0,25.57,103.32,105.9
T10,0.065,23.7,10.7,94.49,100.29,161.26,25.03,103.87,96.19,23.8,9.57,93.89,99.1,152.92,27.9,114.08,109.23
T5,0.067,26.54,11.38,92.81,108.93,170.72,27.86,107.83,102.21,23.67,11.4,99.53,112.74,152.36,26.65,94.54,95.49
T1,0.07,25.93,10.54,103.16,102.11,149.78,27.05,107.56,100.55,27.9,9.76,100.22,100.56,140.16,27.86,107.1,105.69
T10,0.076,23.72,9.99,97.24,97.56,168.16,27.23,111.41,103.09,27.34,10.11,98.52,109.09,150.19,27.65,100.9,106.06
T2,0.087,29.36,11.07,98.86,97.45,171.03,26.38,102.83,93.93,27.45,11.06,95.36,97.82,156.94,24.11,93.59,105.56
T9,0.095,28.51,11.59,102.9,107.92,150.74,24.6,114.95,99.01,26.05,11.51,113.97,93.22,177.84,24.93,107.75,110.56
T5,0.148,23.64,10.21,93.45,110.2,150.2,26.58,101.8,106.02,25.03,11.18,104.16,98.84,161.17,25.0,105.12,107.55
T6,0.149,24.46,10.1,104.21,98.74,155.79,25.16,108.9,94.41,27.57,9.67,111.05,99.98,142.49,26.68,107.66,104.64
T2,0.155,29.72,10.87,108.06,110.24,154.2,24.29,97.5,102.51,28.44,9.76,96.55,112.72,154.92,26.92,101.26,99.42
T9,0.16,27.15,9.87,106.03,96.1,166.53,23.79,103.52,109.38,25.36,11.49,114.1,100.82,159.6,23.87,108.84,113.6
T2,0.179,27.64,9.52,102.99,112.26,149.45,23.79,105.31,100.82,26.92,9.76,93.35,111.73,160.36,24.33,96.83,98.37
T2,0.19,25.17,11.0,98.15,111.78,169.58,26.04,94.8,99.98,28.1,9.64,101.4,101.37,155.32,26.55,104.97,98.89
T2,0.205,25.63,9.61,94.13,97.27,145.76,26.82,106.12,99.59,25.6,9.88,94.24,111.68,173.24,26.19,98.11,102.51
T5,0.206,26.91,11.29,102.96,105.92,153.35,25.93,97.56,105.23,25.83,11.58,104.02,114.5,167.29,24.23,108.87,101.69
T4,0.224,23.76,11.43,95.88,97.81,160.47,25.05,105.24,105.49,25.78,11.57,103.08,108.34,159.04,25.94,109.73,100.48
T10,0.244,24.12,9.41,104.23,95.24,156.66,26.99,101.34,99.84,24.07,10.42,95.37,95.73,147.54,27.78,117.79,103.36
T6,0.256,28.34,10.96,109.68,94.95,154.69,26.49,93.9,102.14,24.65,9.68,107.06,95.98,157.64,25.67,100.66,107.44
T8,0.258,24.39,9.41,103.87,109.25,150.46,25.44,105.02,110.44,27.24,9.81,101.63,112.4,170.66,27.01,100.67,104.84
T2,0.259,25.32,10.41,106.13,102.16,151.3,26.06,99.61,105.61,28.01,10.96,97.5,102.88,151.05,24.34,97.52,94.06
T1,0.285,27.89,9.51,109.02,116.67,155.86,25.4,113.75,94.44,23.94,9.99,112.87,112.49,153.65,25.16,110.96,96.57
T6,0.322,27.93,10.56,113.53,93.41,149.9,26.54,99.22,95.2,26.77,10.25,109.12,91.9,158.85,26.28,105.41,101.58
T6,0.328,24.5,10.07,111.8,94.52,163.54,26.06,102.86,102.06,27.69,10.38,106.52,97.5,166.09,27.02,94.77,93.17
T3,0.329,24.36,10.76,112.97,104.48,167.06,23.9,107.47,109.56,25.93,10.8,98.92,103.92,167.17,26.53,114.36,115.18
T6,0.338,28.72,10.47,110.21,96.0,161.21,27.16,108.02,107.38,26.98,10.76,107.93,98.05,159.12,27.4,94.1,93.06
T3,0.357,24.76,10.28,107.95,102.38,160.23,27.8,109.38,110.4,27.04,9.41,108.19,105.05,158.34,25.41,97.83,115.31
T10,0.359,24.52,10.02,99.51,93.88,149.42,24.82,105.09,109.23,26.98,9.6,95.57,99.81,165.4,25.27,116.87,104.66
T10,0.368,25.86,11.02,101.31,95.24,158.97,25.61,114.52,103.3,25.17,10.9,91.65,103.49,148.75,26.99,114.98,99.88
T9,0.372,26.51,10.49,107.24,108.77,165.38,26.19,109.79,103.06,24.84,10.46,107.29,104.19,170.63,27.18,115.34,107.72
T6,0.39,25.24,9.88,104.36,98.5,150.34,24.49,92.39,105.15,25.59,10.89,106.68,105.27,156.49,28.09,102.58,95.87
T4,0.39,23.86,11.2,103.08,103.42,162.02,26.3,110.86,103.63,24.34,11.35,98.16,111.16,145.18,24.83,99.55,113.87
T3,0.392,26.69,9.46,102.15,99.18,174.19,25.79,106.11,109.52,24.33,10.55,103.74,94.43,153.08,24.81,114.72,114.76
T3,0.415,23.07,9.98,109.42,107.14,149.66,27.59,107.36,105.86,25.88,10.83,113.22,95.04,158.39,23.89,111.56,114.24
T3,0.441,24.46,9.73,113.25,99.2,153.36,27.04,113.45,108.69,23.22,9.37,107.05,100.46,162.76,26.04,109.0,114.76
T3,0.446,25.88,9.99,112.18,97.7,169.09,26.6,106.26,104.81,25.7,10.26,104.61,107.71,160.55,23.74,99.62,106.92
T4,0.446,23.36,11.23,102.68,110.57,154.3,26.61,111.33,105.66,25.59,10.81,92.11,99.67,159.04,23.85,111.01,111.2
T4,0.472,23.82,11.37,98.85,101.42,147.88,26.93,108.47,106.07,25.98,10.1,95.35,95.88,166.19,24.1,116.12,112.42
T6,0.479,25.11,10.15,98.21,96.6,147.1,26.22,101.89,108.27,28.68,9.99,110.38,107.69,141.99,27.45,106.89,106.4
T1,0.479,24.19,10.11,99.84,101.12,144.5,24.19,107.06,102.88,24.33,10.3,111.38,110.12,155.88,27.06,112.25,102.99
T1,0.49,26.77,9.94,115.19,111.95,157.23,27.28,108.18,105.82,24.59,9.71,99.29,99.52,141.71,24.32,114.11,99.28
T10,0.494,25.03,10.56,96.6,107.98,159.32,28.42,100.27,108.95,25.15,10.7,96.45,95.82,170.2,27.45,113.23,105.49
T5,0.518,25.07,9.87,103.64,101.38,155.22,27.93,104.18,101.35,23.74,10.38,101.69,110.15,144.69,26.37,100.14,104.72
T7,0.521,26.73,10.92,96.41,109.57,165.45,28.23,96.69,113.12,25.37,10.74,92.43,113.33,156.15,24.97,100.31,103.72
T10,0.548,25.17,10.84,98.14,95.42,170.97,26.58,106.2,110.74,25.12,11.0,101.08,97.23,150.92,28.32,110.78,102.24
T9,0.549,27.05,10.82,105.64,97.04,167.77,25.01,108.61,113.1,25.81,10.88,101.87,107.3,176.67,23.66,106.12,100.41
T9,0.573,27.89,10.8,112.03,105.36,172.82,27.41,109.68,102.48,28.3,11.42,104.12,99.71,161.9,26.98,113.01,113.29
T9,0.583,27.64,10.28,111.84,96.2,176.39,23.96,115.42,104.29,27.47,11.28,115.48,108.82,172.96,27.62,105.56,113.84
T2,0.602,29.14,10.51,102.52,101.28,156.12,24.86,96.35,105.15,26.93,10.26,96.8,95.9,169.69,27.04,108.6,102.85
T5,0.607,24.24,11.44,93.36,106.98,170.31,28.52,101.25,108.16,26.58,11.2,105.51,106.76,148.61,25.36,102.14,96.94
T8,0.608,25.13,10.26,113.16,102.67,161.64,27.34,96.96,109.07,27.85,9.86,107.54,112.13,173.03,24.52,92.9,103.85
T3,0.618,23.66,9.42,106.4,105.13,157.54,27.21,101.21,108.22,23.85,10.01,102.91,102.67,170.93,26.01,99.56,111.34
T8,0.619,27.5,10.49,114.03,98.84,168.95,26.25,96.58,102.8,26.84,9.94,109.49,104.65,152.87,24.91,96.77,109.03
T2,0.638,26.36,10.51,102.85,104.68,159.73,23.83,107.74,96.12,29.68,9.52,105.78,100.03,155.83,26.95,110.76,101.96
T1,0.66,25.66,11.05,114.58,113.36,144.71,24.52,98.65,103.16,26.57,10.4,114.22,110.61,155.72,25.76,105.08,104.95
T6,0.669,28.91,10.45,113.75,104.39,148.76,25.85,97.15,104.06,28.24,9.24,111.88,91.58,156.97,26.12,96.28,94.41
T1,0.686,24.48,10.73,112.48,116.21,163.55,26.78,104.75,106.18,25.08,9.48,99.0,116.54,160.05,25.67,115.31,103.07
T5,0.697,26.64,9.9,105.37,97.15,159.06,25.15,106.09,101.4,27.79,11.58,107.14,107.09,167.75,27.76,96.2,108.09
T7,0.704,23.57,10.73,103.46,104.27,145.66,27.06,97.89,101.0,25.81,9.54,101.71,105.28,150.56,27.02,102.7,114.29
T6,0.71,24.92,9.98,110.68,101.8,146.6,26.46,93.4,109.03,26.54,10.26,108.37,94.1,153.91,26.6,108.96,93.66
T5,0.75,24.86,11.4,106.5,107.8,149.88,24.23,104.47,102.76,24.52,10.88,91.68,111.46,164.44,27.13,106.57,109.36
T8,0.752,27.44,11.15,102.11,115.46,157.38,27.66,105.85,111.11,27.54,10.37,99.22,101.06,156.62,25.06,93.1,100.63
T8,0.762,24.34,9.79,109.2,103.15,171.45,27.23,100.25,116.91,24.37,9.57,98.41,103.19,170.96,27.4,102.66,101.77
T8,0.768,27.88,10.9,111.78,112.18,162.07,25.47,100.59,102.87,27.0,10.44,110.1,104.81,165.07,24.09,102.79,109.63
T8,0.772,26.88,10.11,111.25,101.96,148.6,27.78,92.06,107.13,26.26,11.01,103.76,114.82,163.96,26.41,98.78,109.63
T5,0.781,27.67,10.08,95.04,107.97,166.53,28.18,104.64,103.43,25.06,9.92,102.44,106.38,167.17,27.5,96.47,106.26
T6,0.803,25.09,9.72,100.86,103.01,156.3,25.85,106.52,106.56,25.72,10.84,105.89,96.82,166.69,27.98,91.99,102.22
T10,0.804,24.5,9.72,107.69,97.71,152.66,27.89,117.49,99.34,25.66,9.93,99.75,103.88,164.03,26.58,108.16,101.48
T10,0.826,25.78,9.96,107.06,100.81,156.56,28.52,108.7,99.25,27.62,9.75,104.93,105.81,154.56,24.05,104.27,108.89
T6,0.877,28.97,9.68,106.91,107.98,153.28,24.92,93.58,106.26,25.96,9.38,105.15,91.4,149.77,27.03,92.08,109.02
