task_type,m1_1,m2_1,m3_1,m4_1
T2,34.975,67.349,118.273,127.479
T2,39.919,63.095,125.185,136.715
T2,39.157,72.134,126.913,119.208
T1,33.102,55.103,118.127,117.66
T2,36.609,67.551,132.345,134.605
T4,47.657,73.974,151.21,162.674
T3,38.11,79.065,129.362,139.017
T4,42.013,74.595,145.772,162.299
T2,34.677,67.775,125.463,120.428
T2,36.913,70.046,131.388,126.475
T3,40.167,75.693,137.464,149.493
T2,35.644,67.968,135.455,122.662
T1,31.956,55.317,106.743,112.901
T1,33.377,60.851,113.384,111.722
T1,34.667,60.183,114.513,121.112
T4,41.885,78.907,156.353,140.034
T4,42.676,82.834,137.517,151.254
T2,38.277,65.542,125.107,137.533
T4,41.67,77.07,160.067,152.696
T2,36.99,63.347,117.659,133.071
T3,41.885,67.755,135.807,129.87
T3,37.858,68.996,148.414,146.88
T4,45.131,85.321,159.456,145.062
T1,34.82,62.05,103.304,109.532
T3,42.108,72.947,131.892,135.093
T1,33.562,57.371,120.026,107.783
T4,48.037,74.444,154.707,142.956
T3,42.932,69.654,146.058,129.639
T3,40.439,69.991,147.217,138.613
T1,35.281,58.771,114.863,103.08
T2,36.653,66.253,135.225,118.698
T3,43.594,78.5,147.03,142.142
T3,38.516,77.875,144.926,132.615
T2,39.112,71.667,118.637,127.812
T1,34.958,54.191,106.622,103.202
T1,32.883,56.604,107.721,115.551
T3,43.727,67.482,136.487,140.058
T2,39.583,64.683,123.072,121.533
T4,45.04,78.359,148.849,148.912
T4,44.337,86.036,144.464,145.841
T2,34.897,67.792,126.628,136.053
T3,42.785,78.466,127.48,149.409
T4,44.332,74.578,159.759,155.869
T4,44.159,82.272,150.623,150.744
T2,38.865,70.636,128.972,133.072
T4,43.181,73.951,141.498,153.08
T3,39.298,75.17,132.653,140.374
T2,35.886,62.087,121.23,126.218
T3,43.969,69.963,136.922,138.544
T2,40.762,71.433,134.923,131.133
T1,33.864,57.476,109.448,104.547
T4,41.869,74.458,145.021,151.761
T3,43.661,75.797,144.853,136.568
T1,33.774,61.271,102.762,102.488
T2,37.165,67.267,137.454,118.259
T3,38.466,75.942,151.404,130.105
T3,43.209,73.812,151.384,149.277
T4,41.403,75.611,159.335,160.575
T3,43.498,71.088,128.863,135.112
T4,46.789,83.882,159.794,160.484
T4,44.059,83.82,158.621,138.986
T2,34.614,65.792,124.727,123.466
T1,33.046,54.473,121.202,116.546
T1,32.626,63.446,105.575,120.991
T2,38.342,68.097,134.578,118.578
T1,33.427,54.832,110.53,116.803
T2,39.976,72.16,123.982,121.974
T4,40.704,77.609,153.937,160.461
T4,41.497,78.26,156.953,137.778
T4,43.942,76.502,153.611,148.692
T4,43.994,82.296,137.265,155.813
T2,35.421,67.51,128.668,128.158
T3,42.102,68.113,132.418,143.785
T1,30.456,57.744,111.192,120.6
T3,40.92,70.489,136.671,130.69
T2,35.826,63.629,116.934,117.729
T2,37.733,62.17,117.701,120.436
T4,45.849,73.843,154.073,158.115
T3,43.46,74.882,143.827,144.979
