task_type,m1_1,m2_1,m3_1,m4_1
T2,28.086,59.342,114.047,122.924
T2,32.057,55.594,120.712,131.83
T2,31.445,63.558,122.379,114.949
T1,25.973,47.437,111.293,110.853
T2,29.399,59.52,127.616,129.795
T4,39.689,67.595,151.21,162.674
T3,31.206,71.035,127.192,136.685
T4,34.989,68.162,145.772,162.299
T2,27.848,59.717,120.98,116.125
T2,29.643,61.718,126.693,121.956
T3,32.89,68.005,135.159,146.985
T2,28.624,59.887,130.615,118.279
T1,25.074,47.622,100.567,106.369
T1,26.188,52.386,106.824,105.258
T1,27.201,51.811,107.888,114.105
T4,34.882,72.102,156.353,140.034
T4,35.541,75.69,137.517,151.254
T2,30.738,57.75,120.637,132.618
T4,34.703,70.424,160.067,152.696
T2,29.705,55.816,113.455,128.316
T3,34.297,60.873,133.529,127.692
T3,30.999,61.988,145.925,144.417
T4,37.586,77.963,159.456,145.062
T1,27.321,53.418,97.327,103.195
T3,34.48,65.538,129.68,132.827
T1,26.334,49.39,113.082,101.547
T4,40.005,68.024,154.707,142.956
T3,35.155,62.579,143.608,127.464
T3,33.113,62.882,144.747,136.288
T1,27.682,50.596,108.218,97.117
T2,29.434,58.376,130.393,114.457
T3,35.696,70.527,144.563,139.757
T3,31.539,69.966,142.495,130.391
T2,31.408,63.146,114.398,123.245
T1,27.429,46.653,100.453,97.231
T1,25.801,48.73,101.488,108.866
T3,35.805,60.628,134.198,137.709
T2,31.787,56.993,118.674,117.191
T4,37.51,71.602,148.849,148.912
T4,36.924,78.616,144.464,145.841
T2,28.024,59.732,122.103,131.191
T3,35.034,70.496,125.342,146.903
T4,36.92,68.147,159.759,155.869
T4,36.776,75.177,150.623,150.744
T2,31.21,62.238,124.363,128.317
T4,35.961,67.573,141.498,153.08
T3,32.179,67.535,130.428,138.02
T2,28.818,54.705,116.898,121.708
T3,36.003,62.857,134.625,136.22
T2,32.733,62.94,130.102,126.447
T1,26.57,49.481,103.116,98.499
T4,34.869,68.037,145.021,151.761
T3,35.751,68.099,142.423,134.277
T1,26.5,52.747,96.816,96.558
T2,29.846,59.269,132.542,114.034
T3,31.498,68.229,148.864,127.923
T3,35.381,66.315,148.844,146.773
T4,34.48,69.09,159.335,160.575
T3,35.618,63.868,126.702,132.846
T4,38.966,76.648,159.794,160.484
T4,36.692,76.591,158.621,138.986
T2,27.797,57.97,120.27,119.054
T1,25.929,46.895,114.19,109.803
T1,25.599,54.621,99.467,113.991
T2,30.791,60.001,129.769,114.341
T1,26.228,47.204,104.136,110.045
T2,32.103,63.581,119.552,117.615
T4,33.899,70.916,153.937,160.461
T4,34.559,71.511,156.953,137.778
T4,36.595,69.905,153.611,148.692
T4,36.639,75.199,137.265,155.813
T2,28.445,59.484,124.071,123.579
T3,34.475,61.195,130.197,141.373
T1,23.897,49.711,104.759,113.623
T3,33.507,63.33,134.379,128.498
T2,28.77,56.064,112.756,113.522
T2,30.301,54.778,113.495,116.133
T4,38.184,67.475,154.073,158.115
T3,35.587,67.277,141.415,142.547
T3,34.239,66.536,131.725,129.379
T2,30.719,57.134,124.169,112.626
T2,32.736,60.722,124.681,114.116
T3,34.28,65.687,148.183,143.972
T3,36.555,70.461,148.066,142.427
T3,35.937,71.718,141.526,141.297
T4,35.198,69.705,155.83,156.006
T3,31.452,71.853,128.189,130.37
T3,32.263,69.852,125.934,142.25
T4,34.194,67.902,161.676,146.011
T2,28.804,59.176,115.122,124.461
T3,33.215,65.551,144.069,144.091
T3,35.714,63.378,142.369,147.092
T1,25.623,46.882,105.384,99.965
T4,39.826,73.622,154.391,160.708
T1,24.314,47.466,106.946,105.066
T4,39.103,73.356,141.174,154.127
T4,37.151,67.315,138.988,162.659
T3,31.264,60.679,131.579,133.03
T4,39.412,74.215,141.339,162.014
T3,33.496,69.331,146.852,139.647
T2,32.733,59.354,113.313,119.846
T3,34.455,70.138,143.56,137.563
T3,31.235,67.177,142.56,134.151
T2,31.309,63.414,125.586,128.055
T2,30.42,64.178,121.5,120.046
T3,33.327,69.664,148.713,146.71
T1,27.114,53.041,108.171,111.77
T2,31.299,64.114,116.265,119.012
T2,29.478,63.255,124.58,112.012
T2,29.407,59.244,114.634,130.294
T3,33.728,65.37,125.895,144.563
T4,37.566,66.392,146.702,143.246
T1,27.307,52.503,109.113,114.042
T1,25.856,55.286,110.957,98.081
T2,32.342,61.847,120.004,116.606
T3,33.253,68.458,146.984,145.121
T2,28.385,58.37,123.642,125.194
T4,35.172,74.465,137.315,153.62
T2,29.994,59.889,112.683,123.921
T1,24.258,52.683,106.859,111.473
T3,33.231,67.056,127.959,147.799
T1,26.667,50.108,113.714,109.99
