task_type,m1_1,m2_1,m3_1,m4_1
T2,0.248,0.845,4.694,5.059
T2,0.283,0.792,4.968,5.426
T2,0.277,0.905,5.037,4.731
T1,0.185,0.546,3.703,3.688
T2,0.259,0.848,5.252,5.342
T4,0.567,1.559,10.081,10.845
T3,0.346,1.269,6.568,7.059
T4,0.5,1.572,9.718,10.82
T2,0.246,0.85,4.979,4.779
T2,0.262,0.879,5.214,5.019
T3,0.364,1.215,6.98,7.59
T2,0.253,0.853,5.376,4.868
T1,0.179,0.548,3.346,3.539
T1,0.187,0.603,3.554,3.502
T1,0.194,0.596,3.59,3.796
T4,0.499,1.663,10.424,9.336
T4,0.508,1.746,9.168,10.084
T2,0.271,0.822,4.965,5.458
T4,0.496,1.625,10.671,10.18
T2,0.262,0.795,4.669,5.281
T3,0.38,1.088,6.896,6.594
T3,0.343,1.108,7.536,7.458
T4,0.537,1.798,10.63,9.671
T1,0.195,0.615,3.238,3.434
T3,0.382,1.171,6.697,6.859
T1,0.188,0.569,3.762,3.379
T4,0.572,1.569,10.314,9.53
T3,0.389,1.118,7.416,6.582
T3,0.367,1.124,7.475,7.038
T1,0.197,0.582,3.601,3.231
T2,0.26,0.831,5.366,4.711
T3,0.395,1.26,7.465,7.217
T3,0.349,1.25,7.359,6.733
T2,0.277,0.899,4.708,5.072
T1,0.196,0.537,3.342,3.235
T1,0.184,0.561,3.377,3.622
T3,0.397,1.083,6.93,7.111
T2,0.281,0.812,4.884,4.823
T4,0.536,1.652,9.923,9.927
T4,0.528,1.814,9.631,9.723
T2,0.247,0.851,5.025,5.399
T3,0.388,1.26,6.473,7.586
T4,0.528,1.572,10.651,10.391
T4,0.526,1.734,10.042,10.05
T2,0.275,0.886,5.118,5.281
T4,0.514,1.559,9.433,10.205
T3,0.356,1.207,6.735,7.127
T2,0.254,0.779,4.811,5.009
T3,0.399,1.123,6.952,7.034
T2,0.289,0.896,5.354,5.204
T1,0.19,0.57,3.431,3.277
T4,0.498,1.569,9.668,10.117
T3,0.396,1.217,7.355,6.934
T1,0.189,0.607,3.221,3.213
T2,0.263,0.844,5.455,4.693
T3,0.349,1.219,7.687,6.606
T3,0.392,1.185,7.686,7.579
T4,0.493,1.594,10.622,10.705
T3,0.394,1.141,6.543,6.86
T4,0.557,1.768,10.653,10.699
T4,0.524,1.767,10.575,9.266
T2,0.245,0.826,4.95,4.9
T1,0.185,0.54,3.799,3.653
T1,0.183,0.629,3.309,3.793
T2,0.272,0.854,5.341,4.706
T1,0.187,0.543,3.465,3.661
T2,0.283,0.905,4.92,4.841
T4,0.485,1.636,10.262,10.697
T4,0.494,1.65,10.464,9.185
T4,0.523,1.613,10.241,9.913
T4,0.524,1.735,9.151,10.388
T2,0.251,0.847,5.106,5.086
T3,0.382,1.094,6.723,7.301
T1,0.17,0.572,3.486,3.78
T3,0.371,1.132,6.939,6.636
T2,0.254,0.798,4.641,4.672
T2,0.267,0.78,4.671,4.779
T4,0.546,1.557,10.272,10.541
T3,0.394,1.202,7.303,7.361
T3,0.379,1.189,6.802,6.681
T2,0.271,0.814,5.11,4.635
T2,0.289,0.865,5.131,4.697
T3,0.38,1.174,7.652,7.435
T3,0.405,1.259,7.646,7.355
T3,0.398,1.282,7.308,7.297
T4,0.503,1.608,10.389,10.4
T3,0.348,1.284,6.62,6.732
T3,0.357,1.248,6.503,7.346
T4,0.489,1.566,10.778,9.734
T2,0.254,0.843,4.738,5.122
T3,0.368,1.171,7.44,7.441
T3,0.395,1.133,7.352,7.596
T1,0.183,0.54,3.506,3.326
T4,0.569,1.698,10.293,10.714
T1,0.173,0.546,3.558,3.496
T4,0.559,1.692,9.412,10.275
T4,0.531,1.553,9.266,10.844
T3,0.346,1.084,6.795,6.87
T4,0.563,1.712,9.423,10.801
T3,0.371,1.239,7.584,7.211
T2,0.289,0.845,4.663,4.932
T3,0.382,1.253,7.414,7.104
T3,0.346,1.2,7.362,6.928
T2,0.276,0.903,5.169,5.27
T2,0.268,0.914,5.0,4.941
T3,0.369,1.245,7.68,7.576
T1,0.193,0.611,3.599,3.719
T2,0.276,0.913,4.785,4.898
T2,0.26,0.901,5.127,4.61
T2,0.26,0.844,4.718,5.362
T3,0.374,1.168,6.501,7.465
T4,0.537,1.532,9.78,9.55
T1,0.195,0.604,3.63,3.794
T1,0.184,0.637,3.692,3.263
T2,0.285,0.881,4.939,4.799
T3,0.368,1.223,7.59,7.494
T2,0.25,0.831,5.089,5.152
T4,0.503,1.718,9.154,10.241
T2,0.265,0.853,4.638,5.1
T1,0.173,0.607,3.555,3.709
T3,0.368,1.198,6.608,7.632
T1,0.19,0.577,3.783,3.66
T1,0.175,0.537,3.33,3.681
T2,0.255,0.885,5.01,4.672
T1,0.172,0.625,3.452,3.274
T1,0.198,0.564,3.552,3.243
T1,0.173,0.542,3.456,3.65
T4,0.559,1.561,9.297,10.13
T4,0.487,1.699,9.937,9.174
T1,0.193,0.538,3.683,3.354
T4,0.572,1.752,9.43,9.521
T1,0.181,0.577,3.542,3.562
T1,0.18,0.594,3.623,3.697
T1,0.18,0.553,3.464,3.782
T4,0.526,1.742,9.49,10.12
T2,0.28,0.775,5.117,5.29
T1,0.183,0.538,3.766,3.807
T1,0.197,0.557,3.207,3.511
T3,0.392,1.087,7.513,7.449
T1,0.182,0.594,3.751,3.517
T2,0.256,0.875,5.167,5.243
T1,0.175,0.565,3.243,3.547
T1,0.174,0.621,3.362,3.742
T4,0.487,1.675,10.777,10.802
T4,0.56,1.599,10.376,9.886
T3,0.371,1.237,7.492,6.507
T2,0.247,0.809,4.615,5.315
T1,0.199,0.548,3.7,3.619
T1,0.175,0.568,3.39,3.571
T2,0.266,0.91,4.832,4.778
T4,0.513,1.554,9.47,10.113
T3,0.379,1.152,6.99,6.997
T3,0.366,1.263,7.681,6.991
T2,0.271,0.854,5.065,5.35
T1,0.173,0.576,3.202,3.684
T2,0.275,0.8,4.909,5.187
T3,0.346,1.198,6.596,6.6
T2,0.251,0.787,5.159,5.101
T2,0.284,0.793,4.949,4.781
T3,0.35,1.11,7.038,6.634
T2,0.254,0.791,4.97,4.859
T4,0.546,1.538,9.461,9.25
T4,0.537,1.603,9.295,10.631
T4,0.499,1.577,9.43,10.628
T4,0.537,1.637,10.036,9.161
T3,0.343,1.148,7.567,7.503
T3,0.367,1.126,6.491,7.208
T3,0.365,1.109,7.425,7.211
T3,0.37,1.284,6.468,7.159
T2,0.25,0.82,5.441,5.286
T4,0.49,1.705,10.274,9.97
T3,0.372,1.234,7.352,6.884
T3,0.371,1.086,7.014,6.732
T2,0.288,0.829,4.633,5.095
T1,0.178,0.595,3.745,3.545
T4,0.495,1.7,10.0,9.993
T3,0.403,1.274,7.512,7.003
T2,0.259,0.794,4.895,4.698
T1,0.199,0.589,3.618,3.282
T3,0.35,1.228,7.653,7.383
T3,0.367,1.195,6.59,7.083
T1,0.201,0.621,3.653,3.205
T4,0.516,1.802,9.745,9.138
T2,0.27,0.883,4.99,5.243
T4,0.536,1.561,10.291,9.805
T4,0.559,1.671,9.295,10.451
T3,0.371,1.141,7.268,6.69
T2,0.245,0.79,5.468,5.136
T1,0.173,0.545,3.56,3.22
T2,0.266,0.839,4.882,5.091
T4,0.531,1.798,9.995,9.198
T3,0.355,1.14,6.794,6.72
T3,0.397,1.257,6.955,7.211
T4,0.529,1.814,9.661,9.301
T3,0.399,1.247,7.501,7.545
T4,0.516,1.561,9.888,10.685
T2,0.265,0.86,5.237,4.855
T4,0.542,1.58,10.529,10.834
T3,0.366,1.223,6.77,7.572
T2,0.264,0.853,4.927,5.129
T3,0.403,1.239,7.586,7.643
T4,0.56,1.795,9.674,10.318
T3,0.375,1.204,6.789,6.971
T4,0.534,1.692,10.726,9.829
T3,0.404,1.177,7.576,6.542
T3,0.382,1.183,6.691,7.406
T3,0.404,1.113,6.543,7.668
T4,0.497,1.568,9.998,9.969
T4,0.544,1.704,10.6,10.685
T2,0.255,0.901,5.081,5.398
T1,0.192,0.596,3.62,3.653
T3,0.359,1.115,6.75,6.935
T2,0.244,0.823,5.418,4.854
T2,0.251,0.828,4.982,5.015
T4,0.518,1.733,9.377,10.785
T4,0.484,1.742,10.383,10.151
T1,0.201,0.628,3.338,3.799
T1,0.182,0.61,3.546,3.308
T2,0.28,0.839,5.317,4.739
T3,0.386,1.095,7.211,6.927
T3,0.348,1.148,7.198,6.75
T1,0.183,0.558,3.639,3.726
T3,0.367,1.207,7.151,7.044
T1,0.196,0.574,3.788,3.782
T1,0.189,0.596,3.425,3.749
T2,0.266,0.807,4.659,5.287
T2,0.286,0.771,5.369,4.767
T3,0.35,1.108,7.609,6.576
T3,0.358,1.159,7.539,6.833
T2,0.269,0.914,4.7,5.023
T3,0.37,1.259,7.028,7.419
T4,0.541,1.616,9.527,9.642
T1,0.173,0.595,3.388,3.537
T3,0.35,1.19,6.934,7.283
