task_type_id,arrival_time,est_m1,est_m2,est_m3,est_m4,est_m5,est_m6,est_m7,est_m8,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1,ext_m5-1,ext_m6-1,ext_m7-1,ext_m8-1
3,0.094,115.23,113.13,11.02,9.51,110.89,0.99,10.19,1.14,113.76,113.05,10.55,9.71,107.54,0.95,9.93,1.04
3,0.176,101.72,101.4,10.86,11.08,101.41,0.98,10.82,1.05,109.13,101.96,10.95,10.31,103.75,1.02,11.76,1.11
2,0.552,97.8,101.83,10.28,10.59,108.48,0.95,9.48,1.08,108.81,98.11,10.16,9.53,110.88,1.02,9.91,1.08
4,0.867,101.87,116.02,10.98,9.87,111.3,1.05,10.67,1.01,110.13,117.3,10.51,11.07,107.26,1.0,9.42,1.01
4,0.919,98.36,114.74,10.21,10.8,97.27,0.96,9.44,1.01,96.03,107.1,10.66,11.13,111.45,1.0,9.27,1.04
4,0.943,111.27,101.47,11.09,10.48,107.2,1.09,9.87,0.98,109.63,115.42,11.1,10.99,107.63,0.96,9.57,1.08
1,1.365,105.08,100.9,10.73,9.47,113.05,1.03,9.76,0.92,111.1,106.37,10.4,10.29,98.95,1.02,10.63,1.04
2,1.552,106.05,108.08,9.83,10.53,108.17,1.0,10.84,1.07,109.65,108.3,10.22,9.79,101.51,0.98,9.32,1.02
3,1.881,103.11,102.41,10.82,9.45,99.47,1.04,11.53,1.18,111.93,108.19,10.26,10.03,101.06,0.92,10.29,1.14
2,2.092,100.37,108.05,9.96,10.78,106.21,1.07,10.56,0.99,111.22,109.48,9.4,10.76,113.35,1.01,10.65,1.14
4,2.351,98.5,114.74,9.44,10.27,102.84,1.03,10.03,1.1,101.61,108.35,9.9,10.7,105.5,0.96,9.98,1.05
3,2.367,105.5,113.13,10.33,10.79,95.19,0.98,11.61,1.12,109.08,108.32,9.74,10.68,101.59,0.94,10.72,1.1
1,2.553,107.81,106.09,9.77,10.69,100.95,1.14,11.31,0.94,103.91,96.74,9.64,10.03,100.75,1.09,11.36,1.01
2,2.607,115.66,108.6,9.89,10.39,105.14,0.96,10.75,1.04,105.9,103.69,10.24,9.88,116.15,0.91,10.33,1.12
3,2.652,103.38,111.35,10.76,10.57,106.66,0.92,10.42,1.14,107.67,116.91,10.27,9.93,101.31,1.0,10.44,1.13
3,2.81,110.2,118.38,10.09,9.79,110.44,0.93,10.36,1.12,100.84,118.41,10.26,9.98,95.65,1.03,11.4,1.05
2,3.029,108.53,105.8,10.06,10.9,114.94,1.07,9.41,1.11,105.54,108.92,10.55,10.08,101.04,1.04,10.11,1.09
1,3.089,108.76,99.56,10.53,10.87,97.25,1.15,10.34,1.06,114.08,92.57,10.91,10.93,98.95,1.01,9.84,1.02
2,3.304,109.34,108.09,9.63,9.47,114.74,0.94,10.54,1.02,98.37,96.91,10.06,10.9,100.17,0.98,9.29,1.05
4,3.421,109.93,104.85,10.71,11.59,111.55,0.98,10.72,1.0,107.88,111.62,9.49,11.38,108.28,1.06,10.0,1.11
3,3.557,97.7,117.01,10.82,9.6,109.23,0.94,10.4,1.0,97.62,102.26,9.54,10.16,98.71,1.07,11.03,1.12
1,3.591,110.49,103.38,9.76,9.65,103.49,0.99,10.69,1.06,101.94,103.7,9.6,10.94,112.24,1.16,9.95,0.97
1,3.616,97.02,103.57,9.44,9.36,106.95,1.12,9.57,1.0,100.52,96.21,10.79,9.51,107.32,1.05,9.87,0.94
1,3.77,113.45,109.02,9.62,10.12,98.86,1.1,10.96,1.0,98.34,99.58,11.01,9.36,97.23,1.07,9.7,1.06
4,3.781,104.9,101.59,10.4,9.99,113.93,1.07,10.49,1.08,111.54,109.4,10.76,10.83,102.22,1.08,9.3,1.1
