task_type_id,arrival_time,est_m1,est_m2,est_m3,est_m4,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1
2,1.409,2.327,1.569,4.051,0.813,2.417,2.105,3.978,0.737
1,1.637,2.095,1.679,4.134,0.783,1.909,1.605,4.688,0.844
1,3.121,2.453,1.541,4.833,0.718,2.56,1.501,4.297,0.668
2,3.231,2.482,1.834,3.743,0.955,2.218,1.532,3.639,0.83
2,4.241,2.615,2.042,4.746,0.815,1.904,1.571,4.231,0.901
1,5.813,2.142,1.932,4.425,0.79,2.469,1.868,4.78,0.726
1,7.71,2.114,1.92,4.311,0.751,2.34,1.505,4.169,0.659
2,11.376,2.364,1.984,4.612,1.007,2.554,1.595,3.669,0.76
2,15.113,2.364,1.583,3.948,0.993,2.334,1.841,3.984,0.865
2,15.171,2.188,1.856,4.809,0.807,2.439,1.609,3.831,0.956
1,17.167,2.095,1.822,4.196,0.768,2.565,1.505,4.784,0.734
1,17.531,2.215,1.708,3.727,0.662,1.891,1.696,3.64,0.804
2,17.789,1.968,1.688,4.331,0.735,2.541,1.918,4.995,0.823
1,18.048,2.102,1.672,4.045,0.689,1.991,1.754,4.044,0.758
1,18.532,1.881,1.653,4.206,0.796,2.183,1.851,4.597,0.84
1,19.11,2.521,1.542,3.707,0.747,2.428,1.463,4.479,0.689
2,19.444,2.15,1.792,4.125,0.803,2.333,1.732,4.999,0.746
1,19.669,2.575,1.668,3.729,0.746,2.302,1.675,4.009,0.733
1,20.261,2.456,1.622,5.036,0.626,2.315,1.534,4.075,0.627
1,20.274,2.332,1.738,3.958,0.854,2.315,1.911,4.659,0.831
1,20.455,2.233,1.872,4.888,0.784,2.431,1.704,4.835,0.761
2,20.967,1.94,2.13,4.344,0.913,2.377,1.753,3.848,0.738
2,21.435,1.97,2.141,5.057,0.72,1.913,1.652,4.201,0.744
1,22.88,2.44,1.439,3.608,0.732,2.117,1.898,4.19,0.681
1,23.85,2.358,1.528,3.871,0.635,2.157,1.898,3.619,0.836
1,24.518,1.868,1.451,4.475,0.668,2.326,1.601,3.888,0.775
2,25.291,1.876,1.526,4.365,0.744,2.01,2.017,4.143,0.856
1,25.403,2.171,1.876,4.986,0.703,2.213,1.891,4.045,0.616
1,25.482,2.233,1.663,3.805,0.701,1.965,1.727,4.246,0.619
2,25.87,2.22,1.612,4.397,0.967,1.982,1.865,3.707,1.003
2,26.662,1.915,2.09,3.707,0.933,2.08,1.737,4.453,0.831
2,27.176,2.019,1.721,4.462,0.81,2.548,1.726,5.109,0.745
1,27.838,2.241,1.567,4.632,0.813,2.592,1.876,4.508,0.695
1,29.382,2.24,1.405,4.025,0.651,1.988,1.655,3.874,0.666
1,29.543,2.063,1.818,4.902,0.806,2.015,1.584,4.354,0.672
1,32.461,2.381,1.538,4.774,0.739,2.095,1.552,5.049,0.612
1,34.157,2.176,1.478,4.386,0.796,2.223,1.668,3.734,0.83
1,35.031,2.475,1.955,4.971,0.674,2.483,1.44,5.019,0.614
2,36.747,2.479,1.65,3.682,0.753,2.104,1.761,5.003,0.945
2,36.932,2.488,2.078,4.541,0.753,2.535,1.512,3.66,0.817
1,38.451,2.147,1.424,4.917,0.633,2.446,1.676,4.119,0.734
1,39.566,2.018,1.622,5.1,0.811,2.108,1.793,4.721,0.821
1,39.877,2.331,1.968,4.465,0.704,2.223,1.607,3.672,0.648
2,40.967,2.261,1.82,4.767,0.867,2.264,1.546,4.389,0.954
2,41.882,1.948,1.825,4.107,0.719,2.552,1.804,5.124,0.883
2,43.873,2.276,1.957,4.332,1.015,2.172,1.944,4.652,0.998
1,44.823,1.92,1.87,3.791,0.773,1.881,1.654,4.311,0.811
2,44.923,2.516,1.658,4.395,0.959,2.602,1.858,3.975,0.845
1,46.575,2.225,1.615,3.726,0.816,2.486,1.505,4.974,0.833
2,46.822,1.891,1.692,4.295,0.955,1.892,2.036,4.935,0.858
2,47.649,2.623,1.982,4.872,0.924,1.908,1.875,4.64,0.912
2,48.141,2.49,1.919,4.83,0.805,2.547,2.07,4.42,0.83
1,48.456,2.173,1.86,3.652,0.687,2.301,1.659,4.922,0.736
1,50.287,2.098,1.448,3.664,0.661,2.327,1.661,4.548,0.803
1,50.618,2.306,1.598,4.303,0.659,2.309,1.757,3.769,0.83
2,50.623,2.386,1.629,4.933,0.735,2.137,1.864,4.345,0.903
1,51.808,1.999,1.406,4.393,0.786,2.499,1.95,3.763,0.808
2,52.919,2.117,1.52,4.861,0.951,2.076,1.975,4.248,0.72
1,53.865,2.279,1.842,4.005,0.707,2.173,1.559,4.566,0.66
1,54.119,2.361,1.659,3.664,0.843,1.921,1.441,4.025,0.668
2,55.507,1.94,1.935,3.628,1.01,2.368,2.089,4.821,0.998
2,56.422,2.488,1.767,3.714,0.738,2.361,1.75,4.444,0.882
2,56.558,2.541,1.598,5.063,0.719,2.35,1.706,4.504,0.742
1,58.905,1.976,1.836,4.981,0.857,2.041,1.956,4.618,0.786
1,63.108,2.563,1.826,4.88,0.821,2.476,1.79,3.922,0.816
2,63.424,2.25,1.736,4.72,0.829,2.27,1.907,3.642,0.755
2,63.837,1.885,2.133,4.999,0.924,2.629,1.746,3.722,0.966
2,66.341,1.933,1.97,4.189,0.895,2.442,1.998,4.686,0.908
2,67.57,2.471,1.721,4.135,0.984,2.486,2.005,4.978,0.884
2,67.847,2.17,1.994,4.627,0.944,1.871,2.098,4.306,0.969
2,68.993,2.646,1.719,4.919,0.966,2.052,1.846,4.338,0.793
2,69.598,1.973,1.974,3.789,0.91,2.024,1.697,4.149,0.744
1,69.939,1.928,1.694,4.345,0.762,2.082,1.866,4.042,0.691
2,70.113,2.301,1.661,4.933,0.952,2.022,1.953,4.131,0.736
2,70.212,2.329,1.604,3.831,0.995,2.045,1.949,4.081,0.759
2,70.606,2.639,2.127,4.465,0.969,2.281,2.032,4.233,1.003
1,71.137,1.905,1.576,3.698,0.765,2.358,1.567,3.783,0.716
2,71.802,2.629,1.695,4.441,0.766,2.555,1.836,4.881,0.803
1,75.267,1.873,1.687,5.049,0.701,2.6,1.67,4.389,0.761
1,75.336,2.333,1.873,4.205,0.619,1.882,1.814,4.566,0.784
1,75.457,2.528,1.579,3.726,0.714,2.479,1.647,4.169,0.719
1,78.068,2.418,1.988,4.901,0.723,2.446,1.842,4.354,0.759
2,78.096,2.436,1.553,3.958,0.742,2.529,1.966,4.564,0.86
1,80.281,1.877,1.639,3.933,0.693,2.486,1.948,4.079,0.704
1,80.931,2.057,1.865,4.568,0.746,2.049,1.608,4.176,0.675
1,80.979,2.061,1.545,4.357,0.696,1.903,1.622,3.897,0.83
2,81.11,2.592,1.776,4.809,0.913,1.972,1.695,4.427,0.996
1,83.239,2.347,1.603,4.791,0.762,2.379,1.457,4.789,0.727
2,84.233,2.485,1.52,5.083,0.978,2.544,1.966,4.674,0.883
1,86.028,2.055,1.702,4.052,0.653,2.186,1.707,4.549,0.671
1,86.49,2.373,1.74,3.881,0.697,2.433,1.813,3.853,0.636
1,87.431,2.503,1.876,4.941,0.616,1.949,1.989,4.325,0.736
1,89.52,2.063,1.685,4.967,0.641,2.272,1.735,3.8,0.671
2,89.55,2.628,1.955,3.854,0.966,2.277,1.561,4.785,0.913
1,89.595,2.167,1.796,4.933,0.821,2.568,1.406,4.617,0.661
2,89.626,2.321,2.0,4.231,0.805,2.579,1.921,3.946,0.931
2,92.794,2.043,1.792,3.725,0.905,1.926,1.614,4.713,0.999
1,93.804,2.171,1.691,4.169,0.617,2.316,1.882,4.253,0.661
1,94.169,2.069,1.856,4.34,0.703,1.993,1.951,4.353,0.682
1,95.084,2.443,1.929,4.982,0.832,1.913,1.707,4.699,0.708
1,96.007,2.175,1.55,4.919,0.834,2.228,1.738,3.933,0.742
2,99.582,2.481,1.69,4.392,0.722,2.082,2.022,4.5,0.886
2,101.584,2.146,2.098,4.844,0.795,2.151,2.027,3.734,1.012
2,101.606,2.206,1.721,4.392,0.821,2.492,1.823,4.846,0.802
1,103.835,2.53,1.899,4.199,0.853,2.119,1.551,4.081,0.779
2,104.735,1.983,2.027,5.034,0.758,2.592,1.547,3.64,0.749
2,105.102,2.341,1.732,3.94,0.951,2.375,2.03,4.237,0.891
1,105.208,2.142,1.541,4.631,0.766,2.122,1.754,4.986,0.84
2,109.563,2.361,1.847,4.394,0.908,1.906,2.122,4.49,0.955
2,110.14,2.417,1.98,4.024,0.972,1.905,1.519,4.627,0.771
2,110.322,2.035,2.054,3.642,0.771,1.866,1.933,3.626,0.823
1,111.531,1.976,1.899,4.083,0.785,2.373,1.482,3.797,0.806
2,111.616,2.008,1.949,3.911,0.795,2.262,1.52,4.293,0.96
1,111.949,2.441,1.647,3.672,0.824,2.585,1.495,4.292,0.762
1,113.338,1.867,1.616,4.258,0.714,1.961,1.858,3.627,0.675
1,113.518,2.192,1.515,4.136,0.773,2.174,1.509,3.946,0.683
2,121.011,2.086,1.513,3.683,0.719,2.263,1.538,4.769,0.817
2,123.462,2.599,2.078,4.383,0.778,1.952,1.697,4.112,0.828
1,124.444,2.414,1.434,4.165,0.755,2.103,1.738,4.108,0.664
1,125.602,2.552,1.907,4.541,0.684,2.575,1.636,4.078,0.682
1,125.681,2.177,1.596,4.516,0.801,1.899,1.859,3.864,0.694
2,126.012,2.642,1.974,3.635,0.736,2.549,1.937,3.997,0.719
1,126.692,2.022,1.662,4.325,0.741,2.574,1.905,4.444,0.818
2,127.078,1.883,1.762,4.15,0.932,1.88,1.787,4.151,0.918
1,127.504,2.324,1.662,4.199,0.668,1.963,1.583,4.838,0.704
2,130.144,1.969,2.036,4.894,0.954,2.277,2.12,5.1,0.78
1,130.734,2.069,1.678,4.252,0.854,2.539,1.921,3.673,0.844
1,131.566,2.012,1.639,4.233,0.669,2.202,1.654,3.888,0.647
1,132.576,1.946,1.49,4.597,0.759,2.59,1.462,3.783,0.841
2,134.725,2.251,1.883,4.941,0.84,2.57,2.089,4.586,0.757
1,136.687,2.581,1.95,4.411,0.753,2.57,1.86,4.597,0.631
1,136.766,2.327,1.434,3.839,0.678,1.929,1.646,4.119,0.706
1,137.743,2.191,1.882,4.085,0.72,2.162,1.902,4.711,0.691
2,141.199,2.581,2.113,3.69,0.775,2.537,1.777,4.943,0.977
1,142.69,2.285,1.905,4.08,0.617,2.429,1.852,4.517,0.618
2,142.831,2.106,1.821,4.664,0.866,2.613,1.924,3.827,0.821
1,148.38,2.183,1.467,4.817,0.792,2.011,1.8,4.836,0.734
1,150.324,2.096,1.535,3.982,0.855,2.521,1.767,4.48,0.798
1,152.072,2.156,1.955,3.806,0.782,2.318,1.708,4.177,0.835
1,153.007,2.044,1.723,4.675,0.84,2.552,1.689,4.371,0.781
1,153.076,2.419,1.485,4.011,0.799,2.233,1.978,4.279,0.852
1,153.246,2.479,1.752,4.515,0.655,2.372,1.445,4.26,0.685
2,155.769,2.629,1.72,3.67,0.913,2.364,1.643,3.63,0.782
1,156.181,2.309,1.848,4.515,0.765,1.9,1.453,4.606,0.69
2,159.796,2.129,1.912,3.652,0.886,2.249,2.035,3.976,0.899
2,160.679,1.868,1.88,5.056,0.923,2.184,1.78,4.062,0.988
1,162.484,2.202,1.689,3.902,0.722,1.995,1.837,4.583,0.738
1,163.373,2.009,1.706,4.349,0.664,2.177,1.547,4.275,0.675
2,163.584,2.57,2.059,4.178,0.991,2.508,1.676,4.769,0.92
1,163.832,2.378,1.567,4.606,0.632,2.291,1.671,5.037,0.732
1,165.195,1.982,1.976,4.492,0.738,1.949,1.663,3.881,0.764
1,165.69,2.455,1.86,3.626,0.762,2.38,1.585,4.045,0.862
1,165.867,2.472,1.798,4.052,0.716,2.379,1.489,3.65,0.736
1,166.995,1.89,1.479,4.027,0.739,2.167,1.567,4.088,0.776
2,170.376,1.912,2.01,3.932,0.866,2.404,1.544,4.447,0.771
1,170.627,2.145,1.719,4.833,0.612,2.511,1.882,4.725,0.64
1,170.736,2.452,1.988,3.673,0.744,2.032,1.61,3.845,0.701
2,173.651,2.624,1.673,4.642,1.017,2.508,1.953,5.134,0.961
2,174.617,2.529,1.626,4.119,0.848,2.195,1.966,4.582,0.913
1,174.625,2.541,1.473,4.478,0.682,2.6,1.566,4.516,0.687
2,174.672,2.301,1.664,4.492,0.848,2.635,1.661,4.398,0.965
1,174.796,2.509,1.697,4.631,0.75,1.904,1.479,4.431,0.633
