task_type_id,arrival_time,est_m1,est_m2,ext_m1-1,ext_m2-1
1,2.328,1.923,1.047,1.967,1.043
2,2.613,3.028,5.902,3.014,5.947
1,3.816,1.972,1.06,1.917,1.055
2,4.124,3.084,5.946,3.021,5.915
1,4.609,1.997,1.05,1.999,1.084
1,4.961,1.941,1.09,1.98,1.078
1,8.417,1.967,1.099,1.913,1.029
1,8.484,1.97,1.037,1.995,1.006
2,8.693,3.074,5.926,3.073,5.982
1,8.936,1.915,1.091,1.944,1.076
2,9.882,3.009,5.902,3.075,5.946
1,10.162,1.975,1.051,1.94,1.058
1,10.531,1.998,1.085,1.998,1.022
1,11.203,1.991,1.065,1.983,1.058
2,12.292,3.059,5.96,3.005,5.969
1,13.615,1.905,1.016,1.984,1.097
1,13.731,1.939,1.004,1.968,1.022
2,15.18,3.06,5.947,3.043,5.946
2,16.14,3.066,5.973,3.007,5.954
1,18.875,1.923,1.054,1.987,1.095
2,19.912,3.078,5.987,3.023,5.917
1,19.985,1.999,1.058,1.992,1.062
2,21.179,3.062,5.915,3.009,5.901
1,23.03,1.988,1.092,1.921,1.05
1,23.459,1.945,1.097,1.957,1.077
2,24.67,3.077,5.943,3.015,5.973
1,24.935,1.94,1.091,1.922,1.081
1,26.218,1.978,1.027,1.919,1.069
1,26.789,1.903,1.076,1.941,1.052
2,28.115,3.072,5.992,3.043,5.93
2,29.872,3.05,5.975,3.053,5.93
2,29.895,3.077,5.947,3.037,5.941
2,30.025,3.066,5.933,3.075,5.931
2,30.502,3.037,5.954,3.039,5.905
2,32.729,3.057,5.902,3.021,5.975
2,33.51,3.01,5.913,3.023,5.96
2,33.522,3.064,5.953,3.027,5.913
2,36.255,3.075,5.953,3.041,5.976
2,36.337,3.086,5.941,3.016,5.97
1,37.375,1.901,1.049,1.928,1.024
1,39.26,1.984,1.046,1.914,1.004
1,40.095,1.962,1.079,1.981,1.095
2,40.541,3.051,5.941,3.083,5.991
1,40.773,1.939,1.029,1.925,1.091
2,42.136,3.048,5.927,3.001,5.997
2,42.468,3.076,5.912,3.039,5.909
2,42.921,3.006,5.926,3.09,5.961
2,43.03,3.078,5.946,3.078,5.937
1,43.425,1.974,1.094,1.951,1.054
2,43.759,3.084,5.997,3.086,5.988
1,44.612,1.941,1.063,1.987,1.016
2,47.76,3.001,5.907,3.082,5.919
2,48.311,3.014,5.952,3.086,5.951
2,48.341,3.019,5.948,3.056,5.928
1,48.893,1.917,1.084,1.994,1.096
2,49.758,3.05,5.946,3.094,5.95
1,50.843,1.905,1.065,1.998,1.087
1,51.102,1.97,1.027,1.979,1.007
1,52.86,1.98,1.024,1.966,1.028
1,53.442,1.978,1.039,1.939,1.086
1,56.17,1.989,1.043,1.96,1.081
1,57.994,1.987,1.011,1.996,1.07
