task_type_id,arrival_time,est_m1,est_m2,est_m3,est_m4,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1
2,0.225,2.297,1.542,4.977,1.006,2.361,1.832,4.987,0.827
1,1.847,2.122,1.714,4.624,0.744,2.373,1.405,4.287,0.713
2,2.247,2.554,1.932,4.837,0.845,2.041,1.999,4.72,0.811
1,2.39,2.228,1.741,4.955,0.863,1.913,1.842,4.76,0.746
2,4.38,2.447,1.898,4.111,0.765,2.623,1.536,3.7,0.933
1,4.918,2.072,1.902,4.042,0.803,2.028,1.93,4.611,0.617
1,6.344,2.41,1.942,4.771,0.695,2.565,1.866,4.554,0.738
1,6.72,2.142,1.814,5.112,0.768,1.988,1.836,3.937,0.852
2,7.485,2.49,2.071,4.832,0.744,2.116,2.025,3.777,1.008
2,7.585,1.885,1.644,4.266,0.861,2.011,1.736,4.98,0.899
2,7.663,2.629,2.099,3.674,0.868,2.231,1.848,3.898,1.0
2,8.222,2.474,1.856,3.75,0.982,2.196,1.622,3.657,0.949
1,10.472,2.503,1.985,4.895,0.843,2.622,1.959,4.052,0.729
2,10.689,2.369,1.547,4.647,0.895,2.569,1.547,4.773,0.964
1,11.622,1.863,1.538,5.055,0.822,2.335,1.68,4.446,0.663
1,12.389,2.211,1.585,4.977,0.689,2.24,1.851,4.322,0.693
2,12.605,1.88,1.821,5.056,0.896,2.361,1.826,4.226,0.856
1,13.319,2.359,1.838,4.389,0.624,2.252,1.603,4.556,0.718
2,14.143,2.276,1.862,5.001,0.83,1.892,1.688,3.768,0.877
1,14.565,2.115,1.927,5.043,0.738,2.406,1.82,4.298,0.758
2,15.856,2.643,2.065,3.975,0.73,2.466,1.612,4.897,0.729
1,16.188,2.145,1.782,4.297,0.799,2.466,1.898,4.279,0.838
2,17.215,1.973,1.687,5.092,0.817,2.169,1.935,4.641,0.779
1,17.972,2.19,1.51,3.69,0.789,2.466,1.9,3.847,0.736
1,19.936,2.194,1.879,4.677,0.734,2.078,1.546,4.774,0.751
1,21.287,2.331,1.712,4.997,0.65,2.559,1.733,4.977,0.63
1,21.684,2.6,1.421,4.925,0.707,2.431,1.498,3.982,0.688
2,22.172,2.422,2.069,4.369,0.886,2.19,1.563,4.584,0.842
1,22.357,1.913,1.641,3.615,0.837,2.585,1.69,4.663,0.786
1,22.785,2.052,1.469,3.824,0.74,2.21,1.448,4.005,0.76
1,24.879,1.946,1.76,5.111,0.751,2.325,1.847,4.354,0.852
1,25.443,2.22,1.656,4.241,0.647,1.858,1.801,4.386,0.829
2,27.55,2.408,1.873,3.632,0.863,2.025,1.592,4.409,0.971
1,29.016,1.861,1.446,4.019,0.808,2.272,1.867,4.079,0.695
1,29.052,2.399,1.651,5.044,0.75,2.261,1.479,4.861,0.855
2,29.661,2.258,1.884,5.034,0.94,2.473,2.069,3.776,0.829
1,29.887,2.249,1.42,4.606,0.64,2.528,1.973,3.933,0.852
2,30.219,2.622,2.051,4.447,0.966,2.222,1.734,3.97,1.003
2,30.694,2.137,1.908,3.778,0.815,2.001,1.811,3.63,0.934
2,31.819,2.262,1.82,5.048,0.758,2.224,1.543,4.61,0.865
2,32.616,1.878,1.903,4.374,0.867,2.316,1.908,4.245,0.856
1,32.838,2.14,1.509,3.846,0.798,1.963,1.718,4.081,0.817
2,32.939,2.209,1.723,4.578,0.869,2.438,2.088,4.66,0.9
1,33.322,2.216,1.806,4.996,0.667,1.964,1.881,4.575,0.758
1,33.904,1.993,1.443,3.719,0.722,2.193,1.501,4.996,0.752
2,34.628,2.215,1.956,3.904,0.721,2.025,1.784,5.056,0.895
2,35.39,1.898,1.898,3.669,0.833,2.422,1.618,3.662,0.742
1,35.881,2.614,1.825,3.76,0.675,2.596,1.866,4.339,0.797
1,35.915,2.571,1.501,4.591,0.691,2.576,1.948,3.673,0.758
1,38.206,2.185,1.844,4.322,0.843,2.173,1.462,3.775,0.706
1,39.406,2.572,1.851,4.354,0.729,2.114,1.469,3.848,0.794
2,41.103,2.542,1.656,5.1,0.738,2.137,1.63,3.893,0.73
1,41.127,2.157,1.518,3.626,0.656,1.95,1.897,4.267,0.673
2,41.529,2.008,1.585,4.813,0.868,1.87,2.105,5.096,0.738
2,42.712,2.293,1.579,5.022,0.783,2.587,2.013,4.131,0.932
2,43.159,2.173,1.853,3.751,0.816,2.408,2.069,5.035,0.763
1,43.446,2.109,1.41,3.696,0.757,2.205,1.793,4.437,0.712
2,44.987,2.192,1.615,4.555,0.839,2.535,2.087,3.652,0.843
2,45.376,2.063,1.665,4.357,0.73,1.912,1.749,4.56,0.741
1,45.561,2.455,1.895,4.71,0.861,2.585,1.601,4.87,0.759
1,48.294,2.092,1.722,3.693,0.702,2.226,1.651,4.639,0.722
1,48.495,1.998,1.985,3.684,0.652,1.949,1.771,4.483,0.774
2,48.89,2.071,1.601,4.622,0.759,1.897,1.656,3.875,0.961
1,49.361,1.997,1.782,3.956,0.853,2.219,1.422,5.033,0.765
2,51.348,2.297,1.811,3.779,0.873,1.898,1.516,3.778,0.787
2,52.268,1.979,2.006,4.002,1.003,2.094,1.715,4.098,0.868
2,54.141,2.055,1.657,4.897,0.847,2.624,1.726,4.614,0.904
1,54.254,2.03,1.627,4.258,0.801,1.983,1.984,3.626,0.757
1,54.343,2.042,1.419,4.411,0.702,2.078,1.669,3.76,0.616
1,54.572,2.011,1.682,4.425,0.649,2.252,1.463,5.008,0.716
1,59.868,2.246,1.865,4.223,0.831,2.358,1.641,4.674,0.787
2,59.926,2.37,2.081,4.508,0.837,2.319,1.909,3.926,0.804
2,60.727,2.196,2.037,5.092,0.868,2.491,2.123,3.855,0.945
2,61.371,1.997,1.652,4.37,0.899,2.232,2.119,3.82,0.901
2,61.403,2.636,1.531,5.05,0.955,2.115,2.03,4.252,0.812
2,61.864,1.951,1.832,3.732,0.847,2.188,1.589,4.307,0.886
2,62.542,2.097,1.743,4.764,0.807,1.898,1.985,3.722,0.842
1,63.281,1.913,1.434,4.632,0.716,1.923,1.736,4.241,0.753
2,64.062,1.9,1.581,3.675,0.962,2.483,1.665,4.715,0.804
1,64.369,1.92,1.828,4.027,0.698,2.525,1.651,4.414,0.684
2,64.741,2.14,1.532,3.894,0.794,1.932,1.654,4.97,0.898
1,64.958,1.89,1.907,3.846,0.807,2.436,1.795,4.549,0.799
2,65.397,2.192,1.588,4.841,0.929,2.222,1.898,4.65,0.729
2,65.678,2.469,1.643,4.846,0.815,2.537,2.063,5.057,0.759
2,66.054,2.191,1.96,4.521,0.964,2.497,1.781,4.592,0.862
2,68.042,2.379,2.097,4.874,0.765,2.375,1.807,4.48,0.998
