task_type_id,arrival_time,est_m1,est_m2,est_m3,est_m4,est_m5,est_m6,est_m7,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1,ext_m5-1,ext_m6-1,ext_m7-1
1,0.428,110.105,101.445,112.067,98.34,10.776,1.028,107.94,112.225,114.485,102.219,108.205,10.899,1.012,102.451
2,0.608,1.059,10.772,0.934,11.305,108.912,98.98,1.071,1.0,9.649,0.961,11.21,97.978,109.645,1.053
2,0.615,1.014,11.051,1.087,11.371,109.218,110.311,0.941,1.048,9.508,1.01,10.469,102.869,105.765,0.93
1,1.545,112.558,113.351,113.82,100.963,11.054,1.023,95.29,118.283,108.648,106.823,103.095,10.085,1.107,100.09
3,2.813,9.536,1.044,104.767,110.747,102.899,1.05,0.992,10.476,1.027,105.987,108.992,97.005,1.093,1.081
2,3.26,1.031,10.871,0.996,11.232,97.361,100.023,1.077,1.039,10.213,1.007,9.973,111.942,99.456,0.991
2,3.775,0.986,9.519,1.088,10.437,107.989,99.71,1.036,1.09,10.033,0.939,9.916,94.37,114.303,0.999
4,3.791,9.341,105.168,110.668,111.837,1.052,100.753,103.601,10.559,94.373,111.099,104.723,1.114,108.557,115.808
3,4.599,10.864,1.107,101.8,112.182,95.094,0.967,1.067,10.589,1.106,109.381,99.267,108.937,1.08,1.032
1,4.717,107.487,109.857,103.997,100.539,10.862,1.094,105.549,117.425,116.125,103.054,106.483,10.226,0.967,103.376
3,5.015,10.677,1.048,111.315,112.019,108.898,0.994,1.079,10.115,1.084,103.953,108.914,104.628,1.049,0.95
4,5.057,10.841,103.425,102.86,108.378,0.993,106.778,105.053,10.02,99.867,98.904,101.206,1.086,108.717,109.533
2,5.277,1.019,9.577,1.059,11.373,100.586,110.492,1.036,1.026,10.254,1.067,11.304,108.818,111.867,1.046
3,5.672,9.305,1.001,101.701,105.193,98.857,1.123,1.018,10.8,1.022,101.911,108.252,103.454,0.972,1.074
2,6.126,1.076,10.786,0.998,9.887,111.028,97.386,1.003,0.972,10.833,0.958,10.139,106.375,109.814,1.036
4,6.471,10.776,98.836,112.575,106.239,1.01,108.108,105.026,10.319,99.111,99.709,104.395,0.989,98.686,107.041
1,6.51,117.853,111.054,99.882,106.457,10.162,1.058,109.586,114.282,112.81,100.349,109.434,10.169,1.122,104.854
1,6.834,103.156,113.769,116.339,110.433,10.329,1.108,104.236,110.223,104.255,110.064,95.689,11.25,1.131,112.692
3,7.042,10.978,1.136,100.499,96.009,109.672,1.066,1.029,10.87,1.084,95.362,107.089,98.621,0.973,1.063
1,7.268,107.944,117.085,113.724,97.363,11.342,1.026,98.583,113.062,105.909,100.407,106.164,10.397,1.106,99.607
1,8.054,111.386,106.999,111.654,103.29,10.411,1.051,97.684,108.905,113.306,115.178,104.172,11.386,0.992,107.074
1,8.133,109.856,118.694,100.407,109.157,9.936,0.969,110.406,117.34,107.396,115.746,102.252,9.771,1.05,109.777
3,8.169,9.869,1.098,105.643,101.54,104.073,1.072,1.083,10.729,1.03,99.415,111.758,106.098,1.006,1.059
3,8.346,10.14,1.102,101.009,108.398,98.314,1.083,0.976,9.35,1.019,97.949,105.326,101.757,1.05,0.926
2,9.027,1.099,10.562,0.99,10.323,101.765,102.367,1.017,1.112,10.81,1.037,9.754,94.37,109.821,0.919
1,10.926,103.731,103.455,106.485,103.237,11.103,1.062,98.192,101.824,101.008,102.889,112.437,10.879,0.995,101.36
4,11.107,10.613,93.022,111.717,97.75,1.066,105.078,109.698,9.985,106.428,101.808,111.878,1.093,103.877,105.424
2,11.42,1.003,9.724,0.934,10.277,107.174,98.056,0.961,1.137,9.757,0.985,10.08,100.275,111.303,0.934
1,11.899,111.912,103.453,100.456,96.883,9.771,1.025,95.25,101.222,114.015,103.709,106.339,11.109,0.998,98.101
4,12.11,10.631,101.991,107.314,100.956,1.037,97.756,103.856,10.538,92.652,101.804,115.373,1.062,100.285,117.441
4,12.143,10.54,95.078,105.599,109.461,1.045,106.778,106.531,10.406,104.568,98.721,107.681,1.096,102.46,110.248
2,13.844,0.971,10.701,1.057,11.33,112.001,97.962,0.961,0.974,10.81,1.067,10.863,99.813,98.872,0.967
4,14.0,10.506,100.137,97.079,102.742,1.081,93.164,104.577,9.796,101.823,98.282,102.8,1.083,98.747,111.548
3,14.033,10.71,1.157,112.26,97.244,98.851,0.975,1.062,9.387,1.15,95.39,101.094,95.025,1.113,0.95
3,14.177,10.679,1.121,97.672,107.378,107.911,1.02,0.943,10.25,1.018,103.931,108.36,111.48,0.983,0.958
1,14.299,114.206,108.309,102.132,108.728,9.947,1.019,104.864,112.173,100.613,107.641,111.176,11.15,0.968,99.608
4,14.627,9.451,107.489,99.686,108.36,1.034,105.341,101.994,9.888,107.689,111.722,98.751,1.083,94.449,111.726
3,15.3,10.095,0.986,105.186,110.186,111.778,0.993,0.936,10.531,1.043,105.115,108.218,106.346,1.124,1.032
2,15.735,1.01,11.222,0.98,11.146,100.78,99.011,0.933,1.105,9.875,1.019,9.937,108.118,101.045,1.021
2,16.475,1.059,9.679,0.982,10.757,111.918,97.534,1.056,1.098,11.125,1.083,11.126,107.085,109.943,0.951
2,16.886,1.055,10.922,0.947,10.106,98.784,108.796,1.021,1.014,10.497,0.991,9.666,99.173,108.751,0.926
4,16.928,9.811,108.707,114.752,99.754,1.01,104.0,114.104,9.878,101.795,112.788,113.331,1.0,94.417,105.772
3,17.044,9.509,1.012,102.28,108.236,106.997,1.059,1.041,9.849,0.987,99.82,110.492,96.502,1.124,0.997
3,17.92,9.867,1.164,95.959,109.689,99.478,1.07,0.98,10.633,1.105,110.765,96.363,107.44,1.081,0.923
2,18.02,1.038,10.342,1.086,11.358,98.394,110.16,0.942,1.059,10.724,1.093,10.781,94.343,114.312,1.03
3,18.129,9.642,1.001,106.196,99.03,112.236,1.049,1.063,10.909,1.126,103.549,109.105,108.19,1.137,1.057
4,18.392,10.77,102.714,108.6,99.026,1.048,105.276,108.855,9.481,95.955,114.754,105.119,0.959,96.752,101.149
1,18.47,104.536,116.539,116.002,103.019,11.226,1.08,98.583,116.707,106.056,102.639,109.165,10.344,1.106,112.881
4,20.301,10.087,108.597,101.235,113.44,1.108,107.279,107.498,10.146,95.282,108.872,97.77,1.095,94.71,101.307
1,20.983,118.215,106.51,107.827,112.896,10.552,1.129,103.288,104.501,106.874,104.844,98.805,10.524,1.09,109.756
4,21.503,9.713,96.925,112.171,111.05,1.02,97.133,103.975,9.542,95.808,97.884,100.993,0.995,94.666,115.189
2,21.548,0.977,9.501,1.078,11.391,109.687,100.449,0.991,1.142,10.831,1.022,11.236,102.398,112.536,1.07
2,22.198,1.063,9.823,0.982,11.394,97.756,107.035,0.97,1.12,11.069,0.953,11.318,96.297,108.556,1.011
3,22.303,9.741,1.121,97.417,104.138,110.975,1.135,1.062,10.668,1.031,109.25,101.256,110.982,1.028,1.069
2,22.452,1.046,10.878,0.952,9.72,106.403,108.695,1.053,1.027,10.038,0.955,11.374,101.563,108.925,1.085
1,22.601,106.571,110.129,116.348,108.456,10.629,0.97,112.66,105.415,101.968,102.619,96.246,10.911,0.973,109.585
2,23.318,1.079,11.025,1.078,11.075,110.265,104.287,0.978,0.986,11.039,1.015,10.883,110.738,111.411,0.981
3,23.515,9.588,1.109,107.397,113.438,105.253,0.964,1.003,10.16,1.15,101.654,104.989,105.2,1.123,1.063
1,23.827,111.601,114.726,110.236,97.595,10.516,1.072,108.876,111.897,106.488,113.724,108.26,10.227,1.098,111.18
1,24.316,103.523,103.556,113.735,95.658,11.139,1.122,100.524,111.938,115.654,105.895,100.735,10.117,1.029,110.424
2,24.442,1.123,10.282,1.098,9.794,101.682,107.155,0.95,1.075,10.064,1.016,9.661,95.991,111.171,0.973
1,24.445,102.199,119.237,104.103,99.064,10.449,1.091,111.994,115.905,112.505,101.579,99.182,10.92,1.073,104.439
3,25.147,10.0,1.141,99.483,106.314,102.172,0.99,0.998,9.349,1.137,100.343,108.008,100.973,0.968,0.914
3,25.285,10.944,1.091,105.643,110.638,101.848,1.063,0.985,9.707,1.169,109.143,96.045,100.812,1.013,1.081
2,25.631,1.017,10.445,0.94,10.135,98.088,114.606,0.952,1.003,10.242,1.072,10.545,100.426,103.826,0.942
2,25.966,1.009,11.078,1.086,10.554,104.281,98.258,0.963,0.97,10.778,1.057,9.673,97.838,111.149,0.917
4,26.209,9.471,105.989,97.031,104.297,1.048,104.202,104.191,10.167,106.06,104.015,105.183,1.007,92.68,103.997
3,26.829,9.625,1.052,109.858,102.628,109.892,1.118,0.948,10.061,1.002,97.751,102.106,103.073,1.012,1.027
4,27.085,10.667,99.64,108.59,115.27,0.987,100.837,108.217,9.795,100.368,98.07,113.283,1.035,98.686,108.855
4,27.112,10.757,93.873,100.192,111.177,1.117,97.88,99.772,10.127,94.744,97.013,111.218,1.058,101.001,108.97
3,27.999,9.478,0.986,96.096,96.334,106.026,0.981,1.004,10.705,1.114,95.384,109.278,100.172,1.041,1.039
3,28.035,10.262,1.145,104.424,105.91,99.049,0.989,0.978,9.421,1.09,103.248,98.728,102.625,0.999,0.983
