task_type_id,arrival_time,est_m1,est_m2,est_m3,est_m4,est_m5,est_m6,est_m7,est_m8,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1,ext_m5-1,ext_m6-1,ext_m7-1,ext_m8-1
4,0.049,104.16,1.03,10.08,10.94,10.38,105.84,103.57,0.94,101.79,1.09,10.2,10.39,10.59,100.48,104.67,0.96
1,0.108,104.26,1.09,10.52,10.88,11.19,105.54,99.88,1.11,111.83,0.99,10.99,10.14,10.02,112.92,103.0,1.01
1,0.537,99.14,1.09,10.48,10.99,10.14,108.43,114.48,1.08,114.22,0.94,10.46,9.96,10.19,102.0,99.87,1.09
2,0.583,99.76,0.96,10.28,9.77,11.5,103.23,96.26,1.02,103.44,1.02,10.01,10.9,9.85,107.16,93.71,1.11
3,0.747,113.67,1.01,10.79,11.04,10.19,108.19,118.8,1.08,112.96,1.02,10.41,9.95,9.64,110.26,112.09,1.11
2,0.891,104.48,1.04,9.93,10.47,11.0,111.44,98.59,1.08,103.08,1.04,10.7,10.01,10.81,108.9,101.97,1.0
4,1.943,106.96,1.0,10.13,10.28,10.28,112.57,101.29,1.07,111.59,1.0,10.88,10.8,10.65,108.66,99.14,1.0
2,2.441,99.38,0.94,9.77,10.32,10.47,106.58,107.49,1.0,93.59,0.98,9.55,10.13,10.65,102.72,93.62,1.03
1,2.446,115.42,0.95,11.53,10.24,10.3,101.23,103.09,1.05,114.18,1.07,11.46,10.81,10.55,100.0,100.05,1.14
2,2.468,102.28,0.94,10.26,9.96,11.27,110.28,106.7,1.0,99.69,0.96,10.45,11.06,10.68,110.87,98.6,1.1
2,2.59,106.15,1.04,10.56,10.88,10.44,103.58,108.87,1.02,99.69,1.0,10.35,9.74,10.54,109.18,102.47,1.03
3,2.639,104.1,1.07,11.46,10.38,10.69,114.2,103.5,1.08,112.68,1.02,11.48,11.27,9.61,106.06,108.88,0.98
4,3.0,102.98,0.96,9.56,10.29,10.47,114.38,107.88,0.99,103.48,1.06,10.46,10.78,10.01,117.91,93.23,1.06
4,3.007,105.9,1.11,10.7,10.41,10.71,116.24,104.54,0.99,96.92,1.03,10.26,9.9,11.03,104.23,104.34,0.96
1,3.383,116.45,1.02,10.81,11.26,11.06,111.37,101.69,1.11,109.15,1.07,9.93,11.03,11.76,113.2,103.93,1.14
2,3.728,104.06,1.06,10.94,9.84,10.7,110.55,100.74,1.06,110.41,0.93,10.14,10.12,9.88,104.09,99.95,1.1
3,4.505,102.72,0.99,11.61,10.45,10.8,99.46,117.47,1.0,116.0,1.1,11.17,10.99,10.58,110.84,105.08,1.02
3,4.513,111.85,1.1,11.67,10.54,10.54,106.4,116.84,1.1,115.85,0.99,11.47,11.02,11.15,102.3,114.92,1.07
4,5.275,107.06,0.99,10.78,10.26,10.98,107.33,100.22,1.06,106.75,0.95,10.35,10.35,10.0,102.75,109.04,1.02
4,5.395,104.73,0.99,10.59,10.02,11.06,109.88,107.39,1.02,103.33,0.96,9.65,9.8,11.05,101.01,102.05,0.97
4,5.752,101.4,1.04,9.82,10.64,9.73,114.97,106.26,1.02,99.51,0.99,9.82,10.76,10.33,109.25,93.51,1.03
