task_type_id,arrival_time,est_m1,est_m2,est_m3,est_m4,est_m5,est_m6,est_m7,est_m8,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1,ext_m5-1,ext_m6-1,ext_m7-1,ext_m8-1
4,0.16,107.21,0.97,10.42,10.54,10.59,117.91,99.35,1.09,94.64,1.0,11.04,10.66,10.07,107.43,100.59,1.08
2,0.297,108.28,1.01,9.9,10.48,11.36,107.36,105.83,1.03,101.05,1.05,10.74,11.34,10.33,108.41,96.72,0.95
1,0.807,105.25,1.05,10.3,11.4,11.54,96.8,105.03,1.12,110.32,0.97,9.87,11.28,10.71,113.04,99.28,1.09
4,0.913,96.26,0.99,10.75,9.89,10.18,115.38,98.07,1.08,111.45,0.98,10.73,10.36,9.85,102.67,92.48,1.05
1,1.312,100.94,1.03,10.02,9.98,11.14,111.83,112.65,0.99,109.32,0.96,11.0,10.47,10.73,111.84,100.79,1.01
1,1.361,101.28,0.97,9.88,10.73,10.07,100.2,113.85,1.14,100.97,1.09,10.05,11.45,11.32,95.85,107.71,0.99
2,1.448,110.19,1.02,9.89,11.06,11.32,113.65,98.6,0.96,105.36,0.98,10.82,9.92,11.27,109.51,101.73,1.11
4,1.594,100.08,1.01,9.75,10.37,9.95,117.66,106.84,1.03,97.76,1.07,10.33,10.98,10.32,114.13,108.79,0.99
4,1.651,95.92,1.11,10.13,10.91,9.94,110.74,101.3,0.94,105.01,1.01,9.78,9.83,10.13,119.12,104.38,0.99
3,1.91,106.15,1.0,10.3,10.23,10.28,99.55,109.18,1.11,101.94,1.02,10.79,10.7,9.57,104.3,112.62,1.02
3,1.987,111.17,1.06,9.87,10.05,10.52,106.82,114.83,0.98,106.26,0.99,10.61,10.03,10.58,114.1,110.14,1.12
1,2.107,105.61,1.03,10.32,10.44,10.97,113.24,113.99,1.05,101.2,1.07,10.71,11.69,10.92,96.59,112.09,1.04
1,2.273,113.39,1.02,10.39,11.08,10.24,105.73,114.9,1.04,108.76,0.97,10.99,10.48,11.09,108.86,108.71,1.14
4,2.336,102.75,0.95,10.64,9.99,10.9,108.31,105.65,0.98,101.58,0.97,10.27,10.49,10.02,112.34,96.94,1.03
2,2.538,105.73,0.97,10.06,10.68,9.84,105.9,103.46,1.08,105.83,0.93,9.45,11.18,10.11,107.1,103.28,1.09
1,2.966,108.9,0.97,11.53,9.96,10.56,111.99,111.05,1.08,99.18,0.95,11.02,11.51,11.29,110.56,114.85,1.14
1,3.262,117.23,0.99,10.06,11.05,10.42,111.56,110.78,1.14,115.34,0.93,10.5,9.86,10.19,99.5,103.53,0.99
4,3.984,95.36,1.05,10.17,11.4,10.01,103.31,106.57,0.96,103.81,1.05,11.09,10.56,9.68,111.16,103.95,0.93
2,4.039,107.59,0.98,10.97,11.11,10.66,107.79,98.17,0.96,103.34,1.04,10.15,11.21,11.02,101.65,95.16,1.07
1,4.045,113.8,0.96,10.61,10.89,10.37,111.49,103.46,1.1,112.71,0.98,11.41,11.05,11.73,98.83,98.93,1.14
4,4.234,94.46,0.99,10.82,11.06,10.57,109.02,99.75,1.06,106.7,1.01,10.24,10.26,10.42,117.91,98.75,0.97
3,4.24,105.34,1.05,11.53,10.42,9.63,101.05,106.2,0.96,109.54,1.04,10.65,10.55,10.57,108.32,111.18,1.03
3,4.814,113.4,1.03,10.31,10.65,9.66,112.95,106.82,0.94,113.14,1.05,10.47,10.13,9.76,101.35,118.73,1.02
1,4.84,109.77,1.01,9.94,10.44,10.02,110.52,112.65,1.14,117.0,1.05,11.65,9.98,11.1,105.42,99.25,1.1
4,4.918,105.87,1.06,9.5,11.03,11.21,103.09,107.8,1.02,108.03,0.96,10.5,10.14,10.44,101.21,107.88,0.95
3,4.951,113.47,0.98,10.82,11.3,10.78,101.14,117.63,1.11,111.16,1.09,10.93,10.29,10.72,113.43,112.12,0.99
1,5.096,107.98,1.05,11.54,11.57,10.58,113.02,112.9,1.08,113.47,1.02,11.23,10.13,10.94,108.41,103.26,0.97
1,5.19,116.17,0.95,11.49,11.17,10.16,112.42,112.58,1.0,105.38,0.96,10.13,11.24,10.17,103.9,103.34,1.13
4,5.653,95.81,1.07,10.04,11.1,10.25,102.56,98.7,0.97,110.59,1.0,9.6,10.5,10.31,116.59,102.19,1.07
1,5.791,100.94,0.94,10.84,10.49,10.75,110.0,102.55,1.1,103.62,1.04,10.38,10.15,10.6,109.49,110.32,0.98
2,5.796,108.47,0.96,10.7,10.52,9.92,105.49,106.87,1.12,98.8,1.04,9.81,11.0,10.68,96.01,93.79,0.99
3,5.808,99.64,1.09,10.74,10.97,11.12,106.32,101.64,1.09,107.12,1.09,10.38,9.89,9.79,104.3,109.04,1.04
4,5.983,99.65,1.11,10.4,10.53,10.17,113.46,93.07,1.02,95.61,0.98,9.62,9.85,10.29,109.4,101.16,1.08
2,6.237,102.69,0.97,9.82,9.99,11.01,98.34,105.18,0.96,102.91,0.95,10.58,10.94,11.02,99.1,99.81,1.05
2,6.726,108.89,0.95,9.6,10.87,11.2,109.46,105.18,1.01,104.94,0.99,10.04,10.28,10.15,107.09,98.34,1.0
1,7.275,103.63,1.07,10.31,11.71,10.5,98.17,102.49,0.99,99.42,1.04,11.56,11.6,10.76,109.48,101.4,1.1
4,7.431,97.93,1.05,10.59,9.85,9.48,108.1,100.39,0.98,103.2,0.98,9.74,9.94,9.59,105.29,98.54,1.05
3,7.644,103.2,1.15,10.4,9.93,11.08,115.92,107.53,0.96,106.09,1.15,11.07,10.58,9.89,109.18,119.37,1.1
2,8.086,93.89,0.98,10.42,11.32,9.88,113.23,94.91,0.98,103.68,1.0,10.36,10.28,11.52,109.57,104.25,0.98
3,8.215,100.46,1.05,11.16,11.13,9.75,114.28,103.07,0.96,102.56,1.12,11.5,10.09,11.08,105.08,106.72,0.94
