#, task_type_id, size, arrival_time,expected_time_cpu,expected_time_gpu,expected_time_CLOUD,execution_time_cpu,execution_time_gpu,execution_time_CLOUD
1,2,190.0,0.403,5.417,1.557,1.557,6.416,1.956,1.156
2,2,291.0,0.52,5.073,1.448,1.448,4.989,1.282,1.113
3,2,180.0,0.674,5.06,1.676,1.676,6.45,1.443,1.08
4,2,314.0,1.527,6.192,1.652,1.652,4.607,1.413,1.033
5,1,7.0,1.603,2.386,1.319,1.319,2.484,0.534,0.152
6,2,257.0,2.291,6.384,1.404,1.404,6.141,1.754,1.099
7,2,208.0,2.337,5.259,1.368,1.368,4.632,1.821,1.187
8,2,123.0,2.996,6.125,1.377,1.377,5.687,1.946,1.1
9,2,131.0,3.198,4.878,1.742,1.742,5.692,1.989,1.18
10,1,6.0,3.657,3.875,1.349,1.349,3.254,0.814,0.125
11,2,180.0,3.735,6.362,1.963,1.963,5.817,1.99,1.028
12,2,60.0,5.431,4.779,1.234,1.234,4.804,1.779,1.127
13,2,333.0,6.01,6.066,1.584,1.584,5.939,1.617,1.101
14,2,198.0,6.926,5.921,1.68,1.68,5.59,1.809,1.108
15,2,98.0,6.999,5.302,1.206,1.206,6.362,1.667,1.189
16,2,228.0,7.259,5.544,1.422,1.422,5.068,1.409,1.011
17,2,195.0,7.261,6.362,1.436,1.436,4.904,1.966,1.123
18,1,103.0,7.305,2.741,1.389,1.389,4.948,0.815,0.114
19,2,127.0,7.744,4.971,1.3,1.3,5.967,1.791,1.05
20,2,260.0,7.903,5.273,1.513,1.513,5.943,1.537,1.131
21,2,206.0,8.263,5.574,1.971,1.971,5.413,1.266,1.044
22,2,246.0,8.389,5.768,1.806,1.806,5.968,1.896,1.192
23,2,96.0,8.924,5.066,1.267,1.267,6.072,1.893,1.022
24,1,13.0,8.972,2.397,0.873,0.873,3.613,0.812,0.193
25,2,133.0,9.655,4.868,1.7,1.7,6.197,1.7,1.151
26,2,138.0,9.725,4.868,1.264,1.264,4.984,1.754,1.025
27,1,559.0,9.753,4.914,0.639,0.639,4.637,0.858,0.189
28,2,193.0,9.878,5.027,1.677,1.677,4.823,1.219,1.187
29,1,157.0,11.197,2.174,0.922,0.922,3.355,1.205,0.151
30,2,88.0,11.64,4.95,1.251,1.251,5.887,1.308,1.117
31,1,95.0,11.806,4.292,0.545,0.545,4.051,1.447,0.143
32,2,125.0,11.822,6.223,1.875,1.875,5.966,1.858,1.128
33,1,7.0,11.898,4.125,0.814,0.814,4.544,0.618,0.165
34,2,101.0,11.964,4.945,1.692,1.692,6.462,1.529,1.123
35,2,119.0,12.021,5.519,1.413,1.413,6.468,1.347,1.025
36,2,88.0,12.156,4.769,1.829,1.829,5.59,1.52,1.119
37,1,126.0,12.251,4.45,1.144,1.144,3.613,0.635,0.13
38,2,333.0,12.404,5.784,1.532,1.532,4.561,1.622,1.02
39,2,194.0,12.874,4.748,1.299,1.299,4.822,1.307,1.063
40,2,249.0,12.964,4.72,1.232,1.232,4.804,1.362,1.076
41,2,198.0,13.074,4.641,1.423,1.423,4.583,1.226,1.147
42,1,146.0,13.396,3.388,0.805,0.805,3.288,0.973,0.2
43,2,195.0,13.718,5.927,1.578,1.578,6.171,1.728,1.11
44,2,220.0,13.827,4.745,1.701,1.701,4.72,1.461,1.085
45,1,44.0,15.126,3.672,0.618,0.618,3.335,0.576,0.165
46,2,141.0,15.29,5.15,1.926,1.926,4.868,1.579,1.165
47,2,202.0,15.759,5.464,1.612,1.612,4.838,1.338,1.154
48,2,66.0,16.264,5.179,1.595,1.595,5.019,1.877,1.09
49,2,182.0,16.33,4.583,1.51,1.51,5.987,1.55,1.13
50,1,157.0,16.342,2.581,0.534,0.534,2.425,0.567,0.193
51,1,7.0,16.348,2.002,0.545,0.545,2.508,0.539,0.125
52,2,189.0,16.357,6.374,1.359,1.359,4.822,1.399,1.085
53,2,91.0,16.818,6.292,1.615,1.615,6.429,1.963,1.077
54,1,7.0,16.861,2.879,1.025,1.025,2.871,0.516,0.183
55,1,7.0,16.87,4.011,0.687,0.687,3.563,1.093,0.115
56,2,65.0,16.952,4.837,1.365,1.365,5.749,1.684,1.059
57,2,94.0,17.087,6.457,1.621,1.621,5.121,1.341,1.053
58,1,498.0,17.101,2.478,1.314,1.314,2.017,0.828,0.109
59,1,126.0,17.35,4.183,0.807,0.807,2.631,0.928,0.14
60,2,116.0,17.4,5.538,1.381,1.381,5.079,1.934,1.179
61,2,143.0,17.451,4.917,1.879,1.879,5.397,1.477,1.184
62,1,7.0,17.749,2.848,1.442,1.442,2.631,1.046,0.111
63,1,44.0,17.771,2.3,1.124,1.124,4.845,0.688,0.112
64,1,498.0,18.026,2.258,1.028,1.028,3.65,0.691,0.179
65,2,124.0,18.147,6.485,1.514,1.514,6.22,1.579,1.128
66,1,16.0,18.463,4.257,1.118,1.118,2.21,1.216,0.123
67,2,137.0,18.683,6.455,1.342,1.342,6.013,1.612,1.13
68,2,148.0,19.088,5.193,1.753,1.753,5.679,1.976,1.054
69,2,141.0,19.188,4.811,1.443,1.443,6.21,1.794,1.098
70,2,264.0,19.194,6.083,1.359,1.359,4.6,1.257,1.147
71,2,151.0,19.221,5.413,1.667,1.667,6.063,1.46,1.067
72,1,126.0,19.378,4.937,1.303,1.303,2.444,1.285,0.131
73,2,156.0,19.581,4.808,1.419,1.419,5.328,1.806,1.197
74,1,28.0,19.8,4.166,1.259,1.259,4.193,1.139,0.194
75,1,49.0,19.88,2.195,1.465,1.465,3.722,0.552,0.155
76,1,512.0,20.076,4.329,1.144,1.144,4.118,0.748,0.188
77,1,214.0,20.295,4.251,1.041,1.041,2.009,0.675,0.176
78,2,136.0,20.497,5.152,1.605,1.605,5.646,1.709,1.198
79,2,162.0,20.695,4.585,1.928,1.928,5.711,1.983,1.174
80,2,294.0,20.871,4.536,1.909,1.909,6.068,1.487,1.022
81,2,89.0,21.004,5.254,1.365,1.365,5.688,1.301,1.177
82,1,13.0,21.176,2.981,0.612,0.612,4.179,1.135,0.166
83,1,7.0,21.249,2.097,0.974,0.974,2.504,0.519,0.13
84,1,146.0,21.565,3.606,0.552,0.552,3.287,1.305,0.17
85,1,90.0,21.678,2.522,1.314,1.314,4.324,0.723,0.134
86,1,6.0,21.811,3.493,1.49,1.49,3.747,0.601,0.199
87,2,169.0,22.474,5.458,1.828,1.828,5.736,1.801,1.1
88,1,16.0,22.553,3.148,0.74,0.74,3.199,0.804,0.155
89,1,559.0,22.603,4.364,0.744,0.744,4.588,1.338,0.13
90,1,103.0,22.907,2.299,1.24,1.24,2.82,0.828,0.13
91,2,138.0,23.018,4.607,1.426,1.426,5.084,1.363,1.129
92,1,447.0,23.286,3.939,0.964,0.964,2.196,0.916,0.192
93,1,44.0,23.402,3.537,1.336,1.336,3.287,0.58,0.137
94,2,80.0,23.431,4.78,1.692,1.692,4.815,1.822,1.105
95,1,379.0,23.62,4.551,0.599,0.599,4.238,1.335,0.139
96,1,157.0,23.623,3.703,1.078,1.078,3.305,1.448,0.18
97,1,120.0,23.693,3.355,1.328,1.328,3.872,0.533,0.149
98,1,7.0,23.704,2.386,1.29,1.29,3.072,0.533,0.124
99,1,7.0,23.856,4.717,1.029,1.029,2.524,1.242,0.13
100,1,7.0,24.339,3.159,0.969,0.969,4.924,1.17,0.108
101,1,44.0,24.396,3.042,1.104,1.104,3.11,0.627,0.157
102,1,169.0,24.417,3.913,1.275,1.275,2.1,0.952,0.144
103,1,126.0,24.68,3.537,1.264,1.264,3.902,0.886,0.121
104,2,100.0,24.699,6.125,1.233,1.233,6.443,1.757,1.004
105,1,157.0,24.914,2.917,0.783,0.783,4.711,1.238,0.149
106,1,30.0,24.964,4.722,0.709,0.709,4.563,1.303,0.142
107,1,447.0,25.013,3.275,0.523,0.523,2.611,0.803,0.116
108,1,90.0,25.16,4.384,0.731,0.731,2.727,1.161,0.188
109,2,131.0,25.359,5.161,1.48,1.48,4.975,1.817,1.168
110,1,126.0,25.375,4.263,1.124,1.124,4.984,1.118,0.17
111,1,30.0,26.006,3.953,0.976,0.976,2.21,0.688,0.113
112,2,172.0,26.451,5.138,1.687,1.687,5.857,1.948,1.119
113,2,256.0,26.556,4.54,1.615,1.615,4.797,1.709,1.098
114,1,28.0,26.704,3.173,0.574,0.574,2.336,0.781,0.175
115,1,10.0,26.922,4.563,1.371,1.371,2.775,0.631,0.154
116,1,7.0,26.948,3.022,0.607,0.607,4.442,0.588,0.116
117,1,387.0,27.026,2.934,1.303,1.303,3.305,0.899,0.171
118,2,95.0,27.098,5.905,1.509,1.509,4.737,1.789,1.053
119,1,44.0,27.111,2.404,1.318,1.318,3.563,1.363,0.109
120,1,387.0,27.249,2.617,0.703,0.703,2.073,1.29,0.142
121,1,169.0,27.255,2.568,0.56,0.56,2.817,1.482,0.114
122,2,109.0,27.662,6.362,1.586,1.586,6.18,1.243,1.139
123,1,379.0,27.824,4.01,0.944,0.944,4.609,1.09,0.186
124,2,62.0,28.037,5.279,1.793,1.793,5.365,1.217,1.149
125,1,6.0,28.055,3.167,0.716,0.716,3.836,1.055,0.103
126,1,157.0,28.17,3.977,0.745,0.745,3.975,0.913,0.135
127,1,498.0,28.259,2.707,0.599,0.599,3.781,0.866,0.131
128,1,13.0,28.351,2.312,0.704,0.704,2.337,0.875,0.136
129,1,6.0,28.367,4.549,0.714,0.714,3.828,0.707,0.188
130,1,103.0,28.402,3.341,1.316,1.316,2.837,0.869,0.189
131,1,559.0,28.423,2.871,0.702,0.702,4.503,0.576,0.128
132,1,90.0,28.503,4.596,0.951,0.951,4.093,0.714,0.111
133,1,126.0,28.747,2.65,1.322,1.322,2.611,1.148,0.132
134,1,498.0,28.763,2.06,0.993,0.993,2.581,0.599,0.13
135,1,6.0,29.087,2.273,1.429,1.429,3.563,0.91,0.184
136,1,44.0,29.099,3.126,1.157,1.157,4.347,1.3,0.174
137,1,7.0,29.13,3.773,1.24,1.24,2.581,0.584,0.2
138,2,141.0,29.161,6.35,1.544,1.544,6.288,1.981,1.122
139,1,214.0,29.164,2.174,0.754,0.754,2.349,1.207,0.152
