task_type,arrival_time,est_m1,est_m2,est_m3,est_m4,est_m5,est_m6,est_m7,est_m8,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1,ext_m5-1,ext_m6-1,ext_m7-1,ext_m8-1
T7,0.048,110.52,107.84,110.71,11.19,1.1,103.74,164.82,1.05,108.07,103.29,105.64,11.08,1.11,112.5,159.45,1.08
T2,0.076,104.27,105.81,110.14,10.1,1.1,100.87,153.66,0.96,103.84,103.39,111.43,10.23,1.14,101.09,141.76,0.94
T5,0.111,113.35,109.01,99.55,9.37,1.01,100.11,148.37,0.96,100.07,113.29,94.83,10.61,1.13,104.7,149.18,0.98
T2,0.143,98.22,102.82,110.93,10.15,1.15,99.3,161.69,0.96,110.73,108.3,115.52,10.57,1.11,106.83,155.15,1.07
T2,0.208,101.78,108.19,115.52,9.97,1.16,109.47,163.03,1.09,110.23,100.92,104.41,10.46,1.01,113.16,152.05,0.96
T2,0.213,97.4,112.88,108.65,11.7,1.16,115.44,139.8,1.12,100.29,100.57,114.15,10.01,1.03,110.47,161.38,1.11
T1,0.852,106.71,103.78,111.99,10.16,1.06,103.79,158.62,1.04,97.26,103.09,115.28,10.14,1.08,109.98,165.75,0.99
T7,0.868,111.29,99.85,99.85,10.16,1.05,107.8,142.44,1.18,108.76,111.74,103.77,10.43,1.04,99.87,154.7,1.11
T2,0.933,99.66,102.52,102.27,10.46,1.08,109.72,163.43,1.0,109.7,112.4,105.92,10.4,1.0,106.54,152.02,0.95
T6,1.069,108.68,111.62,112.86,9.96,1.01,118.14,164.92,1.13,95.92,107.61,103.31,11.11,1.03,108.54,174.92,1.11
T9,1.216,101.7,110.46,115.4,10.41,1.14,100.02,171.19,0.95,111.53,104.57,102.69,10.29,1.0,113.78,160.68,0.99
T5,1.35,104.89,105.58,92.03,10.31,1.13,102.01,162.3,1.11,110.02,116.28,93.57,10.95,1.16,106.37,147.15,1.0
T6,1.556,105.26,108.05,113.7,9.8,0.99,105.89,170.99,1.0,101.06,111.92,112.39,9.55,1.01,106.56,168.82,0.95
T6,1.637,102.2,106.35,113.37,10.12,1.1,106.61,166.22,1.07,101.14,98.4,106.6,10.64,1.07,105.35,154.86,0.98
T7,1.689,114.08,95.26,101.4,11.73,1.04,104.84,168.24,1.1,106.74,96.7,112.72,10.66,1.03,98.54,148.4,1.11
T3,1.691,95.14,104.31,107.13,10.74,0.94,107.39,152.9,1.0,99.82,108.76,96.12,9.79,1.09,109.56,171.08,1.03
T7,2.155,109.55,106.01,102.16,10.75,1.01,102.82,156.1,1.04,102.22,107.09,104.45,10.47,0.98,113.24,157.16,1.01
T5,2.177,112.91,108.4,105.11,10.95,1.06,113.68,157.54,0.98,102.25,102.38,93.98,9.52,1.06,113.98,160.26,1.06
T1,2.27,103.0,105.44,116.79,10.12,1.02,94.76,160.81,1.01,94.59,111.82,100.68,11.42,1.0,94.33,160.34,1.13
T7,2.337,108.47,99.74,104.25,11.36,1.02,107.4,151.51,1.11,108.73,105.45,103.99,10.47,1.01,107.44,154.26,1.16
T6,2.518,105.96,100.18,98.3,10.94,0.98,106.1,170.5,1.12,108.4,98.65,114.11,10.43,1.07,100.39,153.52,0.99
T9,2.83,113.7,109.49,116.18,11.69,1.13,113.66,148.2,1.08,114.34,115.23,107.33,11.56,1.14,117.98,162.74,0.99
T3,2.862,100.09,109.84,97.93,10.62,1.09,97.52,171.08,0.93,95.95,99.04,95.88,11.17,1.08,107.42,159.37,1.0
T9,3.031,110.11,100.6,116.43,11.34,1.09,117.85,156.21,1.02,114.04,113.95,117.28,10.79,1.14,110.82,163.83,1.06
T1,3.108,108.14,106.85,117.7,10.79,1.1,101.67,150.11,1.12,93.1,104.13,115.29,10.92,1.09,105.6,168.24,1.06
T6,3.183,94.57,111.62,112.22,9.95,1.0,104.57,165.92,1.08,102.2,106.65,100.97,10.72,1.05,109.28,162.8,1.06
T2,3.424,104.89,102.84,105.43,11.71,1.0,101.27,147.02,1.03,105.84,106.36,115.24,11.17,1.0,115.92,143.81,1.1
T5,3.588,113.78,111.84,97.77,9.44,1.12,103.18,148.84,1.03,112.7,100.49,104.73,9.98,1.03,108.62,150.72,1.02
T4,3.626,107.72,99.45,103.0,10.86,0.96,92.34,150.53,0.95,113.43,109.11,102.39,10.23,1.12,102.88,167.18,0.94
T4,3.743,98.6,100.07,102.68,9.81,0.97,105.78,154.98,1.05,110.57,102.02,94.45,10.1,1.07,109.42,149.66,0.97
T1,3.845,104.38,117.31,109.62,11.47,1.0,95.51,148.88,1.04,107.74,109.53,105.26,10.18,1.06,107.77,156.08,0.99
T3,3.965,99.86,97.03,99.87,9.95,1.09,109.11,154.86,0.92,99.43,102.88,109.06,9.93,0.99,100.96,147.48,1.07
T10,3.971,97.65,109.44,112.8,9.66,1.04,108.52,156.88,1.14,94.94,110.16,111.86,9.49,0.98,95.85,164.79,0.98
T7,4.063,106.7,95.26,102.95,10.98,0.96,101.19,153.89,1.07,112.7,101.66,114.49,11.12,1.09,98.09,153.89,1.1
T5,4.177,117.77,115.71,106.41,9.66,1.06,97.94,145.4,1.07,101.57,103.94,107.3,9.99,1.16,101.92,142.04,1.11
T3,4.423,102.37,105.19,112.55,11.3,1.05,102.15,149.01,0.92,97.76,96.03,98.63,10.06,0.96,103.56,167.32,0.97
T6,4.599,99.66,104.8,106.21,9.78,1.08,113.39,150.23,1.03,101.61,97.86,98.83,9.98,1.11,112.29,173.6,1.06
T7,4.725,102.96,100.4,108.69,9.92,0.99,116.31,146.95,1.12,111.08,109.34,100.44,11.51,1.0,113.26,167.22,1.07
T7,4.732,101.12,103.32,103.05,10.38,0.94,109.18,162.12,1.03,110.9,107.7,98.03,10.42,1.02,102.28,149.93,1.14
T2,4.899,101.15,102.07,99.73,11.6,1.14,99.22,149.05,0.99,113.75,102.32,104.6,10.8,1.06,110.96,157.92,1.08
T3,5.492,96.3,109.46,108.46,11.42,0.98,97.79,151.24,0.92,103.56,100.22,106.91,9.75,0.94,107.6,170.45,0.92
