task_type_id,arrival_time,est_m1,est_m2,est_m3,est_m4,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1
2,0.152,2.308,1.886,4.894,0.744,1.892,1.898,4.886,0.866
2,0.49,2.177,2.084,4.446,0.949,2.078,1.78,4.33,0.924
2,2.054,2.421,1.678,4.995,0.747,2.005,2.007,5.131,0.764
2,5.405,2.088,1.757,3.785,1.008,1.883,1.828,4.135,0.982
2,6.982,2.391,1.539,3.635,0.984,1.9,1.667,4.52,0.869
2,7.811,2.541,1.811,4.622,0.949,2.601,1.516,3.936,0.852
2,8.265,2.573,1.554,4.079,0.926,2.285,1.62,3.772,0.899
2,11.035,2.145,1.743,5.124,0.999,2.54,2.13,4.039,0.881
2,11.784,2.209,1.667,3.622,0.747,2.342,1.941,4.65,0.738
2,12.998,2.631,2.111,5.114,0.972,2.172,1.736,3.751,0.79
2,13.732,2.34,1.917,4.365,0.843,2.529,1.609,3.985,0.92
2,14.043,2.523,2.112,4.299,0.843,2.136,1.799,3.936,0.769
2,14.518,2.028,1.914,4.187,0.898,2.509,1.636,4.226,1.007
2,18.24,2.185,2.133,4.394,0.819,2.316,1.926,4.893,0.805
2,19.551,1.912,2.107,3.702,0.861,1.972,2.108,4.673,0.938
2,22.289,2.176,1.733,4.675,0.759,2.059,1.655,4.784,0.88
2,22.341,2.615,2.133,4.833,0.866,2.34,1.801,3.779,0.985
2,22.425,2.242,1.591,4.368,0.97,2.324,1.949,4.999,0.771
2,22.673,2.592,1.64,4.661,0.957,2.247,1.665,4.495,0.799
2,23.449,2.241,1.906,4.112,0.845,1.97,1.991,4.987,0.836
2,23.454,2.361,2.026,4.162,0.969,2.348,1.858,4.137,0.995
2,23.569,2.122,1.659,4.999,0.863,2.122,2.03,4.578,0.778
2,24.376,2.541,1.517,4.739,0.726,1.971,1.836,4.673,0.968
2,24.712,2.483,2.007,4.258,0.823,2.258,2.046,4.836,0.813
2,25.902,1.983,1.688,4.331,0.795,2.099,1.834,4.931,0.921
2,27.578,2.118,1.856,4.721,0.843,2.179,1.869,4.623,0.973
2,30.086,2.394,1.92,3.737,0.904,1.912,2.101,3.77,0.809
2,31.112,2.182,1.989,4.629,0.726,2.094,1.519,4.175,0.719
2,33.498,2.509,1.824,4.677,0.867,2.163,1.887,5.025,0.811
2,34.596,2.001,1.512,4.252,0.78,2.644,1.517,4.398,0.925
2,35.554,1.891,1.873,4.595,0.885,2.283,1.739,4.044,0.945
2,35.923,2.537,1.757,4.686,0.886,2.039,1.984,3.789,0.753
2,36.011,2.505,2.007,3.912,0.952,1.871,1.697,4.7,0.873
2,36.314,1.904,1.948,5.046,0.833,2.544,1.9,4.228,1.002
2,36.6,2.121,1.626,5.121,0.917,2.391,2.084,3.894,0.848
2,36.917,1.912,1.868,4.001,0.964,2.095,1.571,3.785,0.776
2,40.719,2.4,1.794,4.465,0.833,2.361,1.916,3.639,0.867
2,41.56,1.9,1.863,4.933,1.015,2.263,1.664,4.572,0.998
2,43.129,2.592,2.027,5.083,0.722,2.026,2.105,4.285,0.855
2,43.976,1.905,1.512,3.93,0.938,2.43,2.113,4.456,0.768
2,45.034,2.332,1.596,4.838,0.772,1.872,2.104,3.954,0.847
2,46.047,2.523,1.743,4.213,0.773,2.005,2.127,4.477,0.808
2,46.127,2.207,1.924,4.418,0.996,2.552,2.078,4.265,0.747
2,48.212,2.121,1.733,4.37,0.984,2.264,1.822,4.614,0.91
2,50.612,2.401,1.655,3.795,0.953,2.209,1.839,3.631,0.837
2,50.735,2.169,1.637,3.701,1.016,2.166,1.722,3.807,0.748
2,51.217,2.606,1.864,3.911,0.944,2.469,1.543,3.978,0.961
2,52.062,2.506,1.823,4.48,0.85,2.007,1.966,4.37,0.886
2,52.122,2.277,1.904,3.926,0.808,2.548,1.736,4.695,0.793
2,52.332,2.197,1.802,4.384,0.732,1.94,2.015,4.962,0.999
2,54.664,2.279,1.799,5.001,1.006,2.421,2.122,4.784,0.94
2,55.175,2.542,1.561,3.835,0.899,2.09,1.888,4.466,0.759
2,55.259,2.498,1.533,5.124,0.769,2.003,1.65,4.236,0.869
2,55.576,2.062,1.562,4.007,0.981,2.131,1.823,4.266,0.977
2,56.786,2.37,2.022,4.418,0.832,2.321,1.776,4.37,0.964
2,59.191,2.361,2.07,4.495,0.722,2.295,1.971,4.332,0.998
2,59.457,2.16,1.889,4.37,0.878,1.929,1.884,4.351,0.752
2,60.847,2.631,2.04,4.331,0.738,2.196,2.042,4.727,0.759
2,61.231,2.48,1.609,3.652,0.959,2.01,1.959,3.804,0.926
2,61.289,2.297,1.705,3.93,0.771,1.989,1.833,5.013,0.76
2,61.415,2.001,2.133,4.195,0.865,1.951,1.616,4.243,0.934
2,61.899,2.056,2.07,3.997,0.758,1.883,1.55,3.624,0.923
2,62.706,2.134,1.947,4.321,1.006,2.218,1.662,3.714,0.813
2,63.681,2.438,1.989,4.269,0.885,2.409,2.005,4.119,0.916
2,63.802,2.373,1.824,4.946,0.916,1.893,1.82,4.958,0.964
2,64.208,2.137,1.56,3.82,0.82,2.622,2.071,3.831,0.82
2,67.441,2.03,1.862,4.081,0.746,1.872,1.533,4.444,0.892
2,67.571,2.477,1.588,4.251,0.776,2.055,1.571,3.803,0.903
2,67.8,2.215,1.973,3.915,0.75,1.912,2.032,4.522,0.999
2,68.232,2.523,1.92,4.311,0.771,2.243,1.986,3.648,0.997
2,68.652,2.2,1.541,3.712,0.744,2.631,1.801,4.729,0.8
2,69.21,2.462,1.697,3.768,0.908,2.097,1.725,4.625,1.015
2,69.351,2.633,2.095,4.75,1.013,2.308,1.841,4.995,0.91
2,70.691,2.545,1.716,4.039,0.756,2.592,1.598,4.642,0.788
2,71.005,2.021,1.819,3.659,0.91,2.534,1.716,4.321,0.718
2,73.898,2.246,2.049,4.14,0.969,2.554,2.039,3.876,0.805
2,74.602,2.137,1.721,3.985,0.747,2.506,1.588,4.24,0.988
2,75.611,2.042,2.063,4.813,0.821,2.277,1.601,4.357,0.824
2,75.664,2.43,1.846,4.002,0.771,2.008,1.959,4.079,0.808
2,75.775,2.192,2.081,3.82,0.74,2.377,1.68,4.605,0.803
2,76.327,2.364,1.747,4.365,0.938,2.343,1.789,4.873,0.766
2,76.389,2.622,1.649,4.592,0.732,2.272,1.612,4.96,0.916
2,76.541,1.984,1.841,4.98,0.956,2.257,2.057,4.245,0.848
2,76.837,2.044,1.794,4.256,0.878,2.482,1.699,4.919,0.97
2,79.047,2.615,1.576,4.962,0.74,2.623,1.718,4.788,0.821
2,80.46,1.898,1.582,4.187,0.984,2.293,1.605,3.731,0.765
2,80.874,2.008,2.111,4.72,0.807,2.373,1.555,4.452,0.877
2,81.004,1.912,1.716,5.109,0.864,2.625,1.902,4.731,0.997
2,81.011,2.278,1.806,3.662,0.87,2.016,1.643,4.219,0.772
2,82.874,2.115,1.946,4.85,0.816,2.283,1.587,4.464,0.732
2,83.368,2.545,1.716,3.756,0.983,2.54,1.76,4.719,0.741
2,86.223,2.585,1.966,3.992,1.007,2.361,2.057,4.962,0.744
2,91.244,2.554,1.743,4.383,0.833,2.544,1.679,4.874,0.864
2,91.852,2.218,1.858,4.944,1.015,2.622,2.059,4.014,0.774
2,92.781,2.258,1.787,3.662,0.85,2.019,1.585,4.041,0.841
2,94.495,2.401,1.513,3.756,0.961,2.0,2.036,5.021,0.766
2,95.476,2.632,1.622,4.975,0.785,1.969,2.095,4.06,0.857
2,95.489,2.132,1.852,4.179,0.764,2.215,1.836,4.394,0.749
2,96.8,2.046,2.014,3.95,0.727,2.059,2.117,4.767,0.92
2,97.032,2.631,1.863,5.056,0.766,2.043,1.938,5.074,0.995
2,98.473,2.106,1.906,4.592,0.815,2.403,1.532,4.275,0.904
2,101.267,2.098,1.986,3.734,0.738,2.051,1.966,3.77,1.015
2,103.168,1.91,1.852,3.75,0.91,2.48,1.563,4.269,0.969
2,103.339,2.256,1.815,4.039,0.975,2.016,1.591,4.837,0.736
2,103.907,1.97,1.614,5.063,0.957,2.181,1.726,4.841,0.813
2,104.287,2.481,1.716,3.79,0.924,2.465,1.723,4.308,1.007
2,105.218,2.383,1.95,4.01,0.837,1.89,2.057,3.675,0.845
2,105.502,2.176,1.984,4.596,0.998,2.554,1.681,4.144,0.745
2,106.126,2.398,1.836,3.973,0.928,2.471,2.064,4.25,0.818
2,106.569,2.604,1.773,4.312,0.804,2.644,1.897,4.285,0.75
2,107.315,2.571,1.563,4.268,0.941,1.865,2.144,3.885,0.967
2,107.765,1.906,1.655,5.005,0.843,2.603,1.801,4.83,0.719
2,109.083,1.946,1.862,3.992,0.758,1.956,1.547,3.726,0.749
2,109.883,2.343,1.671,4.584,0.982,2.362,1.622,4.595,0.995
2,112.717,1.912,1.532,3.68,0.842,2.26,1.956,4.317,1.004
2,113.052,2.422,1.626,4.581,0.833,2.027,1.525,4.666,0.841
2,114.269,2.565,2.122,4.821,0.975,1.97,1.863,4.007,0.868
2,116.682,2.631,2.026,4.768,0.817,1.972,1.553,5.005,0.817
2,116.974,2.197,1.664,3.785,0.981,1.867,2.039,3.983,0.753
2,118.414,2.27,1.917,5.043,0.839,2.629,1.752,3.892,0.816
2,124.161,2.14,1.77,4.772,0.85,2.137,1.889,5.025,0.995
2,124.641,2.138,1.526,4.2,0.899,2.58,1.966,4.584,0.858
2,124.742,2.591,1.928,3.869,0.792,2.202,1.658,4.383,1.002
2,125.415,2.379,1.918,4.383,0.844,2.409,1.643,4.961,0.899
2,125.708,2.201,1.773,3.637,0.88,2.633,1.907,4.111,0.795
2,126.793,2.565,1.769,4.187,0.943,2.061,1.92,4.571,0.916
2,127.339,2.13,1.7,4.331,0.719,1.915,1.723,3.789,0.975
2,127.715,1.925,1.692,4.395,0.87,1.883,1.776,4.032,0.842
2,128.34,2.285,2.073,3.775,0.777,2.197,1.963,4.498,0.81
2,129.366,2.554,1.546,3.782,0.74,2.103,2.027,4.501,0.838
2,130.606,1.882,1.574,3.653,0.908,2.295,1.97,3.973,0.956
2,132.897,2.056,1.917,3.692,0.819,2.262,2.12,4.332,0.998
2,133.426,2.422,1.596,4.692,0.87,2.614,2.033,3.701,0.79
2,134.556,2.182,2.067,4.123,0.998,2.447,1.6,4.848,0.72
2,136.484,2.34,2.047,4.119,0.903,1.935,2.051,3.782,0.841
2,136.64,2.102,1.694,4.087,0.949,2.514,1.821,4.965,0.914
2,139.254,1.866,1.588,4.174,0.719,2.185,2.015,4.936,0.971
2,141.605,2.259,1.664,3.642,0.878,2.417,1.88,4.052,1.002
2,142.442,1.904,1.852,4.24,0.791,2.639,1.992,3.984,1.002
2,142.848,2.348,2.098,4.495,0.986,1.971,1.739,3.827,1.003
2,144.837,2.526,1.656,3.679,0.843,2.314,1.716,4.521,1.002
2,146.037,2.38,1.721,3.936,0.839,1.87,2.049,4.14,0.803
2,146.251,2.054,1.538,4.768,0.765,2.262,1.803,4.821,0.739
2,146.34,2.505,1.795,4.886,0.878,2.394,1.538,4.58,0.92
2,149.84,1.926,1.767,4.965,0.821,2.11,1.716,4.258,0.975
2,150.645,2.206,1.949,3.946,0.919,2.466,1.644,4.174,0.992
2,152.505,2.045,1.52,4.331,0.725,2.554,1.579,4.266,0.993
2,152.59,2.308,1.676,4.275,0.81,1.898,1.936,3.886,0.924
2,152.797,1.943,2.141,4.592,1.015,2.294,1.974,5.037,0.962
2,152.899,2.22,2.132,3.934,0.788,2.048,2.104,4.622,0.801
2,152.979,1.945,1.676,3.855,0.856,2.592,2.005,3.978,0.852
2,153.826,2.138,1.765,3.683,0.91,2.117,1.548,3.96,0.803
2,154.237,2.639,1.701,3.892,0.745,1.911,1.865,4.331,0.965
2,155.654,2.368,2.069,3.654,1.0,2.623,1.889,3.681,0.94
2,156.383,1.893,1.878,4.52,0.972,2.066,1.966,4.549,0.808
2,157.391,2.213,1.804,3.692,0.826,2.361,1.828,3.626,0.944
2,157.976,2.381,1.886,4.062,0.773,2.556,1.959,4.764,0.732
2,159.573,2.549,1.529,4.447,0.936,2.207,1.519,4.702,0.867
2,162.508,1.882,1.903,4.905,0.72,1.993,1.834,5.047,0.91
2,162.647,2.024,1.525,4.245,0.904,2.544,1.978,3.904,0.987
2,163.87,2.059,1.808,4.999,1.011,2.255,2.059,4.469,0.83
2,164.573,2.484,1.866,4.64,0.85,2.177,1.617,4.332,0.951
2,165.929,2.218,1.57,3.681,0.72,2.223,1.595,4.112,0.886
2,166.131,2.643,1.945,4.266,0.871,2.537,1.715,4.631,0.888
2,167.749,2.224,1.964,4.374,0.801,2.381,2.09,4.836,0.727
2,168.318,2.266,1.861,3.691,0.862,2.386,1.676,4.372,0.869
2,168.801,2.482,2.04,4.312,0.928,2.577,2.04,3.624,0.946
2,170.258,2.086,1.695,4.95,0.89,2.08,2.126,3.658,0.848
2,171.106,2.011,1.797,3.8,0.821,2.024,1.74,4.287,0.847
2,171.519,2.552,1.979,4.983,0.829,2.403,1.794,5.074,0.89
2,174.586,2.277,2.095,3.782,0.907,2.628,1.932,4.555,0.947
2,174.968,2.085,1.764,3.679,0.969,1.865,1.792,4.472,0.938
2,175.238,2.215,1.947,4.674,0.742,2.498,1.52,3.744,0.966
2,176.232,2.097,1.749,4.268,0.911,2.348,1.765,4.379,0.933
2,176.774,2.039,1.598,4.292,0.865,2.164,1.932,4.805,0.783
