task_type,arrival_time,est_m1,est_m2,est_m3,est_m4,est_m5,est_m6,est_m7,est_m8,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1,ext_m5-1,ext_m6-1,ext_m7-1,ext_m8-1
T7,0.101,113.97,1.0,10.64,11.2,27.52,147.85,106.28,5.5,101.69,1.05,10.48,10.67,25.68,162.6,103.89,5.42
T7,0.152,116.2,0.96,11.25,10.01,27.83,152.83,115.38,4.88,100.74,1.05,11.19,10.86,26.76,144.63,102.76,5.31
T5,0.494,101.89,1.02,10.2,11.55,27.14,149.93,110.12,5.14,102.38,0.99,11.72,10.91,24.74,159.96,107.49,5.3
T7,0.925,100.58,1.04,10.84,10.1,26.69,160.84,103.54,5.12,110.7,1.09,9.76,10.3,25.93,158.45,104.02,5.56
T2,1.082,98.97,1.03,10.68,10.21,24.81,143.5,92.2,5.81,109.67,1.1,10.21,10.98,24.75,163.27,98.02,5.09
T2,5.374,97.13,0.98,10.73,10.18,24.26,163.03,106.91,5.04,108.99,1.06,10.31,10.49,25.08,164.36,108.74,5.65
T6,5.527,108.02,1.06,10.2,11.08,25.6,174.35,103.81,5.17,110.54,1.02,11.55,11.68,26.83,156.25,106.7,4.78
T3,5.829,104.12,1.03,10.3,10.5,27.02,175.1,115.33,5.45,106.94,1.04,10.62,9.51,24.19,152.9,111.24,5.86
T1,6.155,106.84,1.03,10.3,10.87,29.27,157.08,108.53,5.09,99.46,1.05,11.7,9.53,27.08,147.55,112.78,5.19
T6,6.313,106.73,1.02,9.9,10.46,26.86,155.89,103.94,5.18,113.3,1.07,11.05,11.77,24.19,163.36,95.67,4.9
T4,7.467,100.51,1.07,11.5,10.24,27.15,167.08,107.81,5.49,114.69,1.02,10.32,11.12,24.67,147.06,112.58,5.06
T3,8.912,115.04,1.12,10.72,10.2,23.97,151.16,102.02,5.76,113.6,1.09,11.22,10.27,23.58,156.45,104.55,5.38
T6,9.094,102.13,1.02,11.04,10.44,25.01,157.5,106.13,4.7,107.91,1.02,10.72,10.52,25.14,165.64,104.76,5.34
T1,13.45,106.05,1.08,11.55,10.74,26.52,156.66,116.1,4.95,110.57,1.0,11.79,10.23,27.84,161.31,112.35,5.48
T5,19.434,93.69,0.98,10.69,11.51,25.38,148.71,109.47,4.71,103.1,0.98,10.26,10.91,23.84,158.01,107.13,5.43
T1,20.028,95.35,0.98,11.32,10.65,27.35,142.71,111.54,4.8,106.91,1.06,10.45,10.54,26.91,151.62,102.17,5.18
T3,24.406,101.92,1.09,11.22,11.02,26.47,150.48,100.9,5.04,114.0,1.0,10.82,9.72,25.4,163.02,113.87,5.8
T2,24.458,112.6,1.03,10.72,11.06,27.31,140.92,102.34,5.39,114.04,1.15,10.12,10.46,27.17,154.06,94.4,5.14
T3,24.681,109.95,0.99,9.98,10.66,24.52,154.82,108.6,5.09,101.63,1.02,10.51,10.48,25.47,168.74,99.78,5.85
T3,25.898,115.19,0.98,10.16,10.55,26.43,165.92,100.55,5.72,101.38,1.0,9.54,10.18,23.85,155.49,115.52,5.11
T4,26.389,115.0,1.12,10.16,10.48,26.52,158.68,111.05,4.94,108.61,0.99,11.44,11.48,28.14,141.78,106.96,4.94
T7,27.183,103.82,1.06,10.12,10.39,29.02,143.4,112.51,5.69,106.69,0.96,10.74,9.93,26.45,148.78,100.56,5.24
T6,28.113,105.37,0.96,11.53,10.85,25.34,167.46,98.46,5.4,109.88,0.93,11.02,11.19,25.07,161.57,98.12,5.47
