task_type,m1_1,m2_1,m3_1,m4_1
T2,29.507,61.11,115.02,123.973
T2,33.679,57.25,121.742,132.954
T2,33.036,65.452,123.422,115.929
T1,27.432,49.11,112.838,112.392
T2,30.886,61.293,128.705,130.903
T4,41.344,69.02,151.21,162.674
T3,32.637,72.822,127.699,137.23
T4,36.448,69.599,145.772,162.299
T2,29.256,61.497,122.012,117.115
T2,31.142,63.557,127.774,122.996
T3,34.398,69.716,135.697,147.571
T2,30.072,61.672,131.729,119.288
T1,26.482,49.302,101.964,107.846
T1,27.659,54.234,108.307,106.719
T1,28.729,53.638,109.386,115.689
T4,36.337,73.622,156.353,140.034
T4,37.023,77.286,137.517,151.254
T2,32.293,59.471,121.666,133.75
T4,36.15,71.909,160.067,152.696
T2,31.208,57.479,114.423,129.411
T3,35.87,62.404,134.062,128.201
T3,32.421,63.548,146.506,144.992
T4,39.153,79.607,159.456,145.062
T1,28.855,55.302,98.679,104.628
T3,36.061,67.187,130.197,133.356
T1,27.813,51.132,114.652,102.957
T4,41.674,69.458,154.707,142.956
T3,36.767,64.153,144.18,127.972
T3,34.631,64.464,145.324,136.831
T1,29.237,52.38,109.72,98.465
T2,30.923,60.115,131.505,115.433
T3,37.333,72.302,145.14,140.315
T3,32.985,71.726,143.063,130.911
T2,32.997,65.028,115.374,124.296
T1,28.969,48.298,101.848,98.581
T1,27.25,50.449,102.898,110.377
T3,37.447,62.153,134.733,138.258
T2,33.395,58.691,119.687,118.19
T4,39.074,73.111,148.849,148.912
T4,38.464,80.274,144.464,145.841
T2,29.442,61.512,123.145,132.31
T3,36.641,72.27,125.841,147.489
T4,38.46,69.583,159.759,155.869
T4,38.31,76.762,150.623,150.744
T2,32.789,64.093,125.424,129.412
T4,37.461,68.998,141.498,153.08
T3,33.655,69.234,130.948,138.57
T2,30.276,56.335,117.895,122.747
T3,37.654,64.438,135.162,136.763
T2,34.389,64.815,131.212,127.526
T1,28.063,51.226,104.547,99.866
T4,36.323,69.471,145.021,151.761
T3,37.391,69.812,142.991,134.812
T1,27.988,54.608,98.16,97.899
T2,31.355,61.035,133.673,115.007
T3,32.942,69.946,149.457,128.433
T3,37.004,67.984,149.438,147.358
T4,35.918,70.547,159.335,160.575
T3,37.251,65.475,127.207,133.376
T4,40.591,78.264,159.794,160.484
T4,38.223,78.206,158.621,138.986
T2,29.203,59.698,121.296,120.069
T1,27.385,48.549,115.775,111.328
T1,27.037,56.547,100.848,115.573
T2,32.349,61.788,130.876,115.316
T1,27.701,48.869,105.581,111.573
T2,33.727,65.476,120.572,118.619
T4,35.312,72.411,153.937,160.461
T4,36.0,73.019,156.953,137.778
T4,38.121,71.379,153.611,148.692
T4,38.167,76.785,137.265,155.813
T2,29.884,61.256,125.129,124.633
T3,36.056,62.734,130.716,141.937
T1,25.239,51.464,106.214,115.2
T3,35.043,64.923,134.914,129.01
T2,30.226,57.735,113.718,114.491
T2,31.834,56.411,114.463,117.123
T4,39.776,68.898,154.073,158.115
T3,37.219,68.969,141.978,143.115
T3,35.809,68.21,132.25,129.894
T2,32.273,58.836,125.228,113.587
T2,34.392,62.531,125.745,115.09
T3,35.852,67.34,148.774,144.546
T3,38.231,72.233,148.656,142.994
T3,37.585,73.522,142.09,141.86
T4,36.666,71.175,155.83,156.006
T3,32.894,73.661,128.7,130.89
T3,33.742,71.609,126.436,142.817
T4,35.62,69.334,161.676,146.011
T2,30.262,60.94,116.104,125.522
T3,34.738,67.2,144.644,144.666
T3,37.352,64.972,142.936,147.679
T1,27.062,48.535,106.848,101.353
T4,41.487,75.174,154.391,160.708
T1,25.68,49.14,108.431,106.524
T4,40.733,74.903,141.174,154.127
T4,38.7,68.735,138.988,162.659
T3,32.698,62.206,132.104,133.56
T4,41.056,75.779,141.339,162.014
T3,35.032,71.075,147.438,140.203
T2,34.389,61.122,114.279,120.868
T3,36.035,71.903,144.132,138.111
T3,32.668,68.867,143.128,134.686
T2,32.893,65.304,126.657,129.148
T2,31.959,66.09,122.536,121.07
T3,34.855,71.417,149.306,147.295
T1,28.637,54.911,109.673,113.322
T2,32.882,66.024,117.256,120.027
T2,30.969,65.14,125.642,112.967
T2,30.895,61.01,115.612,131.405
T3,35.275,67.014,126.396,145.139
T4,39.133,67.792,146.702,143.246
T1,28.84,54.355,110.628,115.625
T1,27.308,57.236,112.497,99.443
T2,33.978,63.69,121.028,117.6
T3,34.778,70.18,147.57,145.699
T2,29.821,60.11,124.696,126.262
T4,36.639,76.035,137.315,153.62
T2,31.511,61.673,113.644,124.978
T1,25.62,54.54,108.343,113.021
T3,34.755,68.743,128.469,148.388
T1,28.164,51.875,115.293,111.517
T1,25.932,48.303,101.463,112.174
T2,30.374,64.011,122.768,114.495
T1,25.415,56.157,105.177,99.78
T1,29.246,50.75,108.249,98.814
T1,25.671,48.738,105.312,111.228
T4,40.73,69.108,139.456,151.944
T4,35.496,75.216,149.057,137.612
T1,28.54,48.379,112.23,102.218
T4,41.716,77.553,141.454,142.812
T1,26.858,51.873,107.934,108.545
T1,26.715,53.448,110.402,112.665
T1,26.681,49.696,105.569,115.236
T4,38.328,77.107,142.343,151.802
T2,33.388,56.038,125.386,129.629
T1,27.067,48.372,114.756,116.01
T1,29.12,50.114,97.739,107.001
T3,36.99,62.371,146.062,144.831
T1,26.903,53.401,114.316,107.175
T2,30.504,63.298,126.61,128.471
T1,25.971,50.776,98.828,108.083
T1,25.73,55.886,102.461,114.035
T4,35.513,74.153,161.662,162.024
T4,40.845,70.77,155.634,148.289
T3,35.027,70.957,145.655,126.507
T2,29.421,58.527,113.082,130.246
T1,29.445,49.294,112.746,110.283
T1,25.882,51.053,103.293,108.806
T2,31.646,65.816,118.41,117.081
T4,37.405,68.799,142.048,151.69
T3,35.815,66.075,135.894,136.028
T3,34.569,72.457,149.338,135.909
T2,32.22,61.784,124.128,131.097
T1,25.68,51.804,97.564,112.261
T2,32.692,57.843,120.285,127.121
T3,32.642,68.747,128.233,128.318
T2,29.922,56.938,126.414,125.006
T2,33.865,57.369,121.281,117.161
T3,33.023,63.658,136.84,128.975
T2,30.202,57.178,121.781,119.073
T4,39.786,68.092,141.915,138.75
T4,39.137,70.933,139.42,159.471
T4,36.401,69.793,141.454,159.42
T4,39.112,72.455,150.546,137.421
T3,32.37,65.847,147.111,145.869
T3,34.664,64.589,126.192,140.132
T3,34.479,63.616,144.358,140.19
T3,34.956,73.665,125.743,139.18
T2,29.822,59.286,133.322,129.526
T4,35.696,75.46,154.111,149.554
T3,35.108,70.776,142.932,133.829
T3,35.05,62.313,136.358,130.872
T2,34.282,59.914,113.532,124.864
T1,26.306,53.493,114.123,108.038
T4,36.09,75.263,149.994,149.898
T3,38.085,73.08,146.041,136.147
T2,30.889,57.424,119.952,115.116
T1,29.509,52.928,110.259,100.011
T3,33.087,70.423,148.78,143.537
T3,34.703,68.533,128.127,137.711
T1,29.728,55.806,111.329,97.661
T4,37.576,79.759,146.168,137.074
T2,32.153,63.851,122.27,128.493
T4,39.05,69.107,154.37,147.078
T4,40.768,73.948,139.431,156.763
T3,34.993,65.444,141.301,130.074
T2,29.203,57.125,133.986,125.85
T1,25.684,49.015,108.483,98.116
T2,31.645,60.679,119.623,124.754
T4,38.684,79.589,149.92,137.972
T3,33.554,65.406,132.078,130.646
T3,37.454,72.14,135.21,140.192
T4,38.572,80.286,144.909,139.514
T3,37.681,71.557,145.827,146.691
T4,37.582,69.079,148.321,160.276
T2,31.602,62.211,128.342,118.972
T4,39.536,69.941,157.933,162.512
T3,34.591,70.177,131.627,147.204
T2,31.447,61.701,120.739,125.695
T3,38.044,71.066,147.493,148.596
T4,40.807,79.457,145.115,154.777
T3,35.406,69.079,131.999,135.523
T4,38.908,74.876,160.896,147.435
T3,38.19,67.546,147.283,127.189
T3,36.066,67.859,130.078,143.981
T3,38.185,63.827,127.206,149.08
