task_type_id,arrival_time,est_cpu,est_gpu,ext_cpu-1,ext_gpu-1
1,0.211,1.935,0.905,1.321,1.119
2,1.171,6.086,1.692,4.055,2.249
2,2.338,13.011,1.295,5.064,1.333
1,2.807,1.234,0.629,1.514,0.952
2,3.31,12.036,1.787,6.492,0.903
2,6.412,3.943,1.399,3.815,0.699
2,7.016,11.51,2.972,5.146,3.009
2,7.081,2.573,1.086,3.52,1.646
2,7.875,11.077,2.384,6.41,1.215
1,8.15,1.273,0.84,1.488,0.615
2,9.516,13.287,1.58,2.54,3.203
2,10.268,5.649,1.456,4.684,0.987
2,10.377,6.772,2.705,4.612,2.843
1,11.132,1.791,1.261,2.025,0.611
1,11.283,1.093,0.967,2.459,1.597
2,12.171,9.069,1.717,8.022,1.435
1,12.31,1.757,0.619,1.079,1.332
2,12.956,3.756,0.656,3.966,1.066
2,13.067,2.742,1.172,1.408,1.744
1,13.39,1.467,0.822,1.514,0.905
2,14.781,4.195,1.961,2.662,1.499
1,14.866,2.305,1.054,0.948,1.088
1,16.282,1.198,1.22,1.33,0.935
2,17.232,7.706,0.567,11.765,0.699
2,18.094,7.573,0.837,4.516,0.968
2,18.467,13.39,3.141,7.403,1.201
1,19.761,1.217,1.405,1.406,1.339
1,20.95,1.13,1.235,1.795,1.219
2,21.498,5.059,1.085,5.089,0.836
2,21.503,1.962,1.363,2.634,1.53
1,21.86,1.337,1.094,1.798,1.16
1,22.387,2.019,1.173,0.989,0.626
2,25.418,4.174,1.851,1.191,1.506
1,27.566,1.289,0.865,1.799,1.444
1,27.979,2.446,1.26,1.318,0.855
1,28.364,1.224,0.9,1.108,0.727
1,29.31,1.117,0.92,1.336,0.617
1,30.412,1.29,1.084,1.467,0.933
2,30.826,2.063,2.84,4.32,0.827
2,31.025,8.71,3.335,7.372,0.825
2,32.086,4.113,1.324,12.1,2.84
1,32.342,1.341,0.727,1.816,1.21
2,33.446,7.758,1.263,4.935,1.217
1,34.353,1.401,1.449,1.102,0.619
2,35.387,2.878,1.606,3.485,2.896
2,35.43,3.845,1.036,2.289,1.065
2,35.986,12.36,0.787,5.698,0.96
1,36.447,1.025,0.94,1.501,0.855
1,38.663,2.044,1.29,1.422,0.692
1,38.707,1.289,1.123,1.303,1.239
1,39.328,1.213,1.084,1.016,1.084
1,39.63,1.272,0.903,1.318,0.764
2,39.962,4.779,0.884,3.653,0.84
2,41.563,4.174,0.885,5.376,1.247
1,41.865,1.777,0.632,1.019,0.613
1,41.924,1.351,0.624,1.002,1.096
1,42.624,1.321,0.898,1.389,0.867
1,42.73,1.522,0.729,1.454,1.086
2,42.76,4.24,0.591,5.184,1.209
2,43.206,3.917,0.689,11.794,1.194
