task_type_id,arrival_time,est_cpu,est_gpu,ext_cpu-1,ext_gpu-1
1,0.212,1.791,0.87,1.765,0.734
1,0.751,1.426,1.346,1.249,0.621
2,1.54,2.923,0.557,4.811,0.738
1,1.92,1.217,0.869,1.275,0.638
1,1.965,1.253,0.982,1.442,1.105
2,2.875,5.487,1.312,3.645,1.447
1,2.895,2.059,0.884,1.288,0.879
1,3.637,1.363,0.94,1.539,0.637
1,5.263,1.556,0.903,1.994,0.902
2,7.086,5.386,0.611,5.649,1.755
1,7.356,1.299,0.887,1.314,0.947
1,7.381,1.966,0.879,2.305,0.587
1,8.282,1.219,0.868,2.121,1.044
2,9.98,3.134,1.028,3.943,1.163
2,10.238,4.779,0.764,5.43,0.673
1,10.369,1.299,1.203,1.29,0.92
1,10.643,1.006,1.245,1.505,0.812
2,12.068,4.166,1.011,13.9,1.222
2,12.222,3.47,0.564,6.07,2.717
2,14.027,1.926,0.916,7.59,1.217
1,14.246,1.066,0.677,1.414,0.945
1,15.081,1.291,1.444,2.176,1.522
2,15.192,4.028,1.089,4.137,1.025
2,16.074,3.133,2.845,5.214,0.657
2,16.802,6.608,1.295,3.654,1.124
1,19.674,2.435,1.178,2.103,0.875
2,21.69,3.004,1.849,7.431,1.211
2,22.664,5.585,1.336,5.61,2.854
1,23.261,0.964,0.858,1.277,1.264
1,24.005,1.035,0.725,0.987,0.923
2,24.51,8.408,3.142,7.266,1.564
2,24.984,3.923,1.243,3.855,1.215
2,26.239,5.146,2.873,9.839,2.766
2,26.546,4.58,1.787,5.094,2.405
1,26.913,1.096,0.627,1.941,0.901
2,27.682,8.036,1.446,7.287,1.559
2,28.128,7.542,1.107,1.969,1.484
1,30.722,1.109,0.895,1.512,0.87
1,31.02,2.023,0.613,1.318,0.789
1,32.378,1.197,0.903,1.894,0.943
1,32.676,1.436,0.588,1.07,1.096
2,34.691,4.735,0.972,2.395,1.663
2,36.183,13.827,0.905,2.64,0.588
1,36.905,1.115,0.905,1.816,0.86
1,37.425,1.433,1.199,1.439,0.642
1,37.592,0.948,1.213,1.108,0.614
2,38.188,1.703,1.966,1.683,1.744
2,38.579,1.689,0.66,5.685,2.574
1,39.485,1.501,1.151,1.237,0.627
1,39.879,1.51,0.877,1.817,0.878
2,40.63,3.133,1.087,3.652,1.915
2,40.743,2.457,1.215,3.774,2.669
2,41.121,6.948,1.092,5.812,2.601
2,41.839,5.671,0.627,8.055,0.973
1,42.528,1.237,0.993,1.794,0.884
2,42.601,5.814,1.011,2.924,1.813
1,44.792,1.027,0.885,1.208,1.132
2,46.589,3.653,0.973,3.509,1.043
2,46.959,1.616,0.617,3.028,0.9
1,47.177,1.923,1.457,0.966,1.177
1,47.747,1.246,0.929,0.954,1.144
2,48.452,2.952,1.262,8.012,1.9
1,48.611,2.059,0.587,1.223,1.228
1,48.801,2.006,0.887,2.124,1.254
1,49.071,1.154,1.342,1.515,0.617
2,50.14,12.035,3.151,4.516,0.885
2,52.721,4.825,0.824,7.266,2.039
2,53.59,6.188,0.726,8.71,3.162
2,54.931,6.979,2.213,13.021,1.057
2,55.076,9.3,1.253,1.962,0.971
1,55.856,1.292,0.646,1.073,0.893
1,56.4,1.124,1.434,1.314,0.878
1,56.554,2.34,1.143,1.301,0.817
2,57.478,6.769,0.564,7.853,1.671
1,60.663,1.294,0.864,1.336,0.844
1,60.991,1.259,1.12,1.772,1.242
2,64.661,3.297,1.168,5.97,2.167
1,65.402,1.346,0.785,1.326,0.618
2,65.814,5.7,0.666,2.689,1.302
1,66.872,2.147,0.919,2.122,0.87
1,67.301,2.252,0.776,1.299,0.781
1,67.567,1.541,0.905,1.316,0.898
2,68.383,5.603,0.946,7.24,1.273
2,68.688,2.977,1.415,6.553,1.169
2,69.007,6.287,1.76,2.304,0.983
1,70.019,1.785,1.105,1.444,0.872
2,70.676,8.478,0.656,2.402,1.061
2,71.276,10.867,1.107,5.927,1.176
1,71.782,1.243,0.787,1.405,0.615
2,73.494,7.883,0.884,4.735,1.309
2,73.761,3.698,0.946,2.457,0.812
1,74.131,1.25,0.619,1.478,1.217
2,74.313,3.234,2.811,2.271,2.405
2,74.895,4.935,1.728,3.299,2.561
2,76.018,6.769,1.273,3.943,2.016
1,76.447,1.002,0.652,1.556,1.005
2,76.848,2.567,1.26,3.649,0.733
1,77.192,0.936,0.837,1.871,1.396
1,77.767,2.091,0.959,1.213,0.836
1,78.112,1.456,1.1,1.961,0.912
1,80.519,2.01,1.258,1.233,0.873
1,81.444,1.088,1.08,1.212,0.872
2,81.897,5.388,3.037,4.12,1.216
2,82.287,6.126,2.84,8.402,3.11
2,82.694,10.367,2.908,7.125,0.683
1,82.892,1.094,0.811,1.126,0.618
2,83.558,2.313,1.791,2.902,0.846
1,84.124,1.497,0.835,0.955,0.607
2,85.205,12.106,0.68,7.338,1.133
2,85.81,1.417,1.675,2.567,1.085
2,86.081,1.977,1.432,5.824,1.826
1,86.128,1.102,0.597,1.227,1.191
1,86.578,1.016,0.977,1.792,0.872
1,86.904,1.418,1.22,1.035,0.621
1,88.553,1.249,1.151,1.316,0.818
1,91.681,1.239,0.998,1.2,0.63
2,92.096,5.487,0.954,11.94,2.989
1,92.752,1.959,0.914,1.213,1.451
1,92.863,0.979,1.392,1.031,0.911
2,93.018,11.132,1.958,3.299,0.779
2,95.075,5.624,1.098,1.484,0.747
1,95.394,1.252,0.91,1.423,0.673
1,95.587,1.826,0.924,1.566,0.85
1,95.802,2.145,0.612,1.287,1.082
1,96.269,0.94,0.626,1.29,0.854
2,96.396,4.899,1.535,3.923,2.292
1,96.629,1.293,1.246,1.24,0.607
2,96.821,6.796,0.697,4.735,3.113
1,97.432,1.533,1.417,1.294,0.877
2,97.929,5.89,2.56,9.016,1.257
2,99.411,5.97,1.598,6.188,1.212
1,102.555,1.29,0.895,2.012,1.173
2,105.489,11.134,1.14,9.122,0.983
1,106.128,1.096,1.339,1.258,1.002
1,107.542,2.006,1.235,1.23,1.088
1,108.687,1.437,1.231,1.51,1.227
1,108.707,1.497,1.241,1.232,0.875
2,109.424,2.881,0.715,4.456,1.329
1,110.421,2.097,0.96,1.817,0.861
1,111.779,1.2,1.236,1.764,0.861
1,111.97,1.292,0.619,1.218,1.238
2,112.351,11.813,1.116,1.679,1.438
2,112.909,5.018,1.991,7.987,0.71
2,113.837,9.861,0.689,3.109,2.292
1,114.093,1.269,0.911,2.007,0.969
1,115.143,2.097,0.818,2.046,1.53
2,116.079,12.1,2.396,11.284,1.124
1,116.331,0.948,0.935,1.812,1.393
1,116.399,1.41,0.82,1.315,0.92
1,116.734,1.13,0.884,1.197,0.876
1,117.345,1.414,0.621,1.259,0.866
2,117.775,11.71,1.124,3.815,2.379
1,117.883,1.019,0.845,2.091,0.996
2,118.617,4.899,1.273,12.36,2.229
2,119.335,2.024,0.541,7.543,1.605
2,119.556,2.924,1.365,4.179,1.426
2,119.774,5.89,1.926,3.766,1.319
1,119.806,1.232,1.228,1.097,0.895
1,121.835,1.411,0.892,0.996,0.873
2,121.837,1.44,1.584,6.372,3.422
1,123.625,1.267,0.986,2.333,1.228
2,126.855,7.019,1.236,4.081,0.699
1,128.125,2.074,1.209,0.964,0.903
1,128.479,1.351,1.158,1.006,1.227
2,128.807,9.897,1.025,11.458,0.822
1,129.624,1.295,1.228,1.294,1.114
1,129.826,1.228,1.245,1.418,0.883
1,130.485,2.18,0.922,2.06,0.787
1,131.187,1.234,0.919,2.116,0.894
2,131.372,8.991,2.396,8.05,2.392
1,132.733,2.305,1.134,1.523,1.437
2,134.365,11.718,1.693,2.742,0.819
