task_type,m1_1,m2_1,m3_1,m4_1
T2,1.205,11.808,37.139,59.216
T2,1.375,11.062,39.31,63.506
T2,1.349,12.647,39.852,55.374
T1,0.039,0.329,1.261,1.858
T2,1.261,11.843,41.558,62.526
T4,3.534,27.921,102.218,162.674
T3,1.948,20.566,60.267,95.806
T4,3.115,28.155,98.542,162.299
T2,1.195,11.883,39.397,55.941
T2,1.272,12.281,41.257,58.75
T3,2.053,19.689,64.042,103.026
T2,1.228,11.917,42.535,56.979
T1,0.037,0.33,1.14,1.783
T1,0.039,0.363,1.211,1.765
T1,0.041,0.359,1.223,1.913
T4,3.106,29.782,105.694,140.034
T4,3.165,31.264,92.961,151.254
T2,1.319,11.491,39.285,63.886
T4,3.09,29.089,108.205,152.696
T2,1.274,11.106,36.946,61.814
T3,2.141,17.624,63.27,89.503
T3,1.935,17.947,69.143,101.226
T4,3.347,32.203,107.792,145.062
T1,0.041,0.37,1.103,1.73
T3,2.152,18.975,61.446,93.102
T1,0.039,0.342,1.282,1.702
T4,3.562,28.098,104.582,142.956
T3,2.194,18.118,68.045,89.343
T3,2.067,18.206,68.585,95.528
T1,0.041,0.35,1.226,1.628
T2,1.263,11.616,42.462,55.137
T3,2.228,20.419,68.498,97.96
T3,1.968,20.257,67.518,91.395
T2,1.347,12.565,37.254,59.371
T1,0.041,0.323,1.138,1.63
T1,0.038,0.337,1.15,1.825
T3,2.235,17.553,63.587,96.524
T2,1.364,11.341,38.646,56.454
T4,3.34,29.576,100.622,148.912
T4,3.288,32.473,97.658,145.841
T2,1.202,11.886,39.763,63.199
T3,2.187,20.411,59.39,102.969
T4,3.287,28.149,107.997,155.869
T4,3.275,31.053,101.821,150.744
T2,1.339,12.384,40.499,61.814
T4,3.202,27.912,95.653,153.08
T3,2.008,19.553,61.8,96.742
T2,1.236,10.885,38.068,58.631
T3,2.247,18.199,63.789,95.48
T2,1.404,12.524,42.368,60.913
T1,0.04,0.343,1.169,1.651
T4,3.105,28.103,98.034,151.761
T3,2.231,19.716,67.484,94.119
T1,0.04,0.365,1.097,1.619
T2,1.28,11.794,43.162,54.934
T3,1.966,19.754,70.536,89.665
T3,2.208,19.2,70.527,102.877
T4,3.07,28.538,107.711,160.575
T3,2.223,18.492,60.035,93.116
T4,3.47,31.66,108.021,160.484
T4,3.267,31.637,107.228,138.986
T2,1.192,11.535,39.166,57.352
T1,0.039,0.325,1.294,1.841
T1,0.038,0.378,1.127,1.911
T2,1.321,11.939,42.259,55.081
T1,0.039,0.327,1.18,1.845
T2,1.377,12.652,38.932,56.659
T4,3.018,29.292,104.062,160.461
T4,3.077,29.538,106.1,137.778
T4,3.258,28.875,103.841,148.692
T4,3.262,31.062,92.791,155.813
T2,1.22,11.836,40.404,59.532
T3,2.152,17.718,61.691,99.092
T1,0.036,0.344,1.187,1.905
T3,2.091,18.336,63.672,90.068
T2,1.234,11.156,36.719,54.687
T2,1.3,10.9,36.96,55.945
T4,3.4,27.871,104.153,158.115
T3,2.221,19.478,67.006,99.915
T3,2.137,19.264,62.415,90.685
T2,1.318,11.369,40.436,54.255
T2,1.404,12.083,40.602,54.973
T3,2.14,19.018,70.213,100.914
T3,2.281,20.4,70.157,99.831
T3,2.243,20.764,67.059,99.039
T4,3.134,28.792,105.341,156.006
T3,1.963,20.803,60.74,91.38
T3,2.014,20.224,59.671,99.707
T4,3.045,28.048,109.293,146.011
T2,1.236,11.775,37.489,59.956
T3,2.073,18.979,68.264,100.998
T3,2.229,18.349,67.458,103.101
T1,0.038,0.325,1.194,1.676
T4,3.546,30.41,104.368,160.708
T1,0.036,0.329,1.212,1.761
T4,3.482,30.3,95.434,154.127
T4,3.308,27.805,93.956,162.659
T3,1.951,17.568,62.346,93.244
T4,3.509,30.655,95.545,162.014
T3,2.091,20.073,69.583,97.882
T2,1.404,11.81,36.9,57.733
T3,2.15,20.307,68.022,96.422
T3,1.949,19.449,67.549,94.03
T2,1.343,12.618,40.897,61.688
T2,1.305,12.77,39.566,57.83
T3,2.08,20.17,70.464,102.833
