task_type,m1_1,m2_1,m3_1,m4_1
T2,0.267,0.973,7.829,13.117
T2,0.305,0.912,8.286,14.067
T2,0.299,1.043,8.4,12.266
T1,0.013,0.041,0.4,0.619
T2,0.279,0.976,8.76,13.85
T4,1.178,3.464,32.424,54.225
T3,0.346,1.36,10.188,17.019
T4,1.038,3.493,31.258,54.1
T2,0.265,0.98,8.304,12.391
T2,0.282,1.012,8.697,13.014
T3,0.365,1.302,10.826,18.302
T2,0.272,0.982,8.966,12.621
T1,0.012,0.041,0.362,0.594
T1,0.013,0.045,0.384,0.588
T1,0.014,0.044,0.388,0.638
T4,1.035,3.695,33.526,46.678
T4,1.055,3.878,29.488,50.418
T2,0.292,0.947,8.281,14.151
T4,1.03,3.609,34.323,50.899
T2,0.282,0.916,7.788,13.692
T3,0.38,1.165,10.696,15.9
T3,0.344,1.187,11.688,17.982
T4,1.116,3.995,34.192,48.354
T1,0.014,0.046,0.35,0.577
T3,0.382,1.254,10.387,16.539
T1,0.013,0.042,0.407,0.567
T4,1.187,3.486,33.174,47.652
T3,0.39,1.198,11.503,15.871
T3,0.367,1.204,11.594,16.97
T1,0.014,0.043,0.389,0.543
T2,0.28,0.958,8.951,12.213
T3,0.396,1.35,11.579,17.402
T3,0.35,1.339,11.414,16.236
T2,0.298,1.036,7.853,13.151
T1,0.014,0.04,0.361,0.543
T1,0.013,0.042,0.365,0.608
T3,0.397,1.161,10.749,17.147
T2,0.302,0.935,8.146,12.505
T4,1.113,3.669,31.918,49.637
T4,1.096,4.028,30.977,48.614
T2,0.266,0.98,8.382,13.999
T3,0.388,1.349,10.04,18.292
T4,1.096,3.492,34.257,51.956
T4,1.091,3.852,32.298,50.248
T2,0.297,1.021,8.537,13.692
T4,1.067,3.463,30.341,51.027
T3,0.357,1.293,10.447,17.186
T2,0.274,0.897,8.024,12.987
T3,0.399,1.203,10.783,16.961
T2,0.311,1.032,8.931,13.493
T1,0.013,0.042,0.371,0.55
T4,1.035,3.486,31.097,50.587
T3,0.396,1.304,11.408,16.72
T1,0.013,0.045,0.348,0.54
T2,0.284,0.972,9.098,12.168
