task_type_id,arrival_time,est_cpu,est_gpu,ext_cpu-1,ext_gpu-1
1,1.384,1.966,1.191,2.038,0.612
1,1.498,2.155,0.997,1.242,1.005
2,2.046,1.526,0.74,3.929,1.273
1,2.404,1.772,0.886,1.288,1.618
2,3.469,5.212,0.601,8.387,1.172
1,4.613,1.456,0.996,1.294,0.87
2,4.828,10.867,1.133,3.758,2.755
2,5.006,2.46,1.822,3.643,3.239
2,5.298,5.734,1.212,7.24,0.588
1,5.482,1.51,0.781,1.255,1.439
2,6.689,2.496,0.983,8.062,1.156
2,8.714,13.39,2.458,5.512,0.934
2,8.835,6.086,1.557,4.373,0.939
1,13.194,1.303,0.613,1.257,1.057
1,14.401,1.753,1.24,1.411,1.222
1,15.886,1.242,1.441,1.019,0.928
1,16.73,2.01,0.746,2.032,0.908
2,17.571,2.757,0.531,1.969,3.139
1,18.409,1.26,0.848,1.499,0.91
2,18.432,1.48,1.549,6.16,1.646
2,18.645,4.422,2.445,12.036,1.504
2,18.757,3.297,1.46,6.153,3.064
1,18.942,1.41,1.153,1.263,1.096
2,24.203,6.63,1.014,4.107,1.531
1,24.598,1.801,1.264,0.957,0.972
2,25.789,5.214,2.945,2.864,1.934
1,26.645,1.782,0.879,1.235,0.621
1,26.749,1.259,1.53,1.235,1.386
2,28.042,5.806,2.4,3.368,2.006
2,29.857,7.584,1.86,3.074,1.701
1,30.489,1.274,1.337,0.933,0.634
2,32.61,4.488,1.484,3.858,1.009
1,33.741,1.035,0.789,0.964,0.79
2,37.325,4.548,1.229,2.446,1.061
2,37.982,5.466,1.222,9.016,0.917
1,38.61,1.005,0.936,1.242,0.953
2,41.179,11.812,0.764,9.003,1.086
1,41.223,1.154,0.629,1.178,0.828
1,41.312,1.094,0.638,1.907,0.882
1,42.618,1.447,1.128,1.82,0.688
1,43.195,1.327,1.329,1.82,0.841
1,43.532,1.093,1.441,1.448,0.626
2,43.675,3.75,0.935,4.129,0.656
1,44.431,2.088,0.811,2.069,0.884
1,47.131,1.091,1.555,0.976,0.614
1,47.169,1.268,1.335,1.206,1.458
1,47.699,1.429,0.929,1.22,0.946
1,49.746,1.312,0.986,1.491,0.844
1,49.995,2.436,0.822,1.819,1.555
2,50.116,1.969,0.699,4.041,3.424
1,51.775,1.288,0.952,1.935,0.812
2,53.24,1.807,2.23,2.207,0.673
1,55.692,1.308,1.264,1.283,0.912
2,57.376,5.603,1.76,13.021,1.471
1,57.435,1.935,1.134,1.941,0.877
2,57.832,3.969,0.837,3.873,1.293
1,58.31,1.094,1.166,1.005,0.906
2,61.392,4.129,3.465,13.287,1.587
1,62.221,1.205,1.148,2.416,0.619
2,62.636,9.02,0.737,3.501,3.579
1,63.988,1.514,0.914,2.179,0.94
2,63.989,4.12,1.163,3.923,0.607
2,65.042,2.172,1.301,4.174,2.038
1,65.788,2.34,0.877,2.412,0.948
1,65.944,1.303,1.181,1.243,1.245
1,68.675,1.758,0.92,1.237,0.591
2,68.714,3.21,1.043,4.379,0.727
2,69.547,4.776,0.812,5.059,1.124
2,70.008,2.997,3.424,2.304,1.504
1,71.321,1.216,1.447,1.098,0.725
1,73.259,2.01,1.228,1.154,0.991
1,73.263,1.959,0.727,1.822,0.867
1,75.326,1.251,0.623,1.388,0.865
2,75.824,4.041,1.957,1.532,0.656
1,75.956,1.262,0.884,1.01,0.742
2,76.936,10.061,1.154,2.924,0.614
1,77.502,1.442,0.834,1.277,1.332
1,78.402,1.487,1.044,1.388,0.907
2,79.507,6.228,1.335,4.825,2.843
1,80.639,1.825,0.862,1.335,0.995
1,81.4,1.198,1.131,1.217,0.857
2,81.939,3.786,1.208,7.115,1.597
1,82.644,1.437,0.587,1.797,0.948
1,82.678,1.318,1.143,0.945,0.954
2,84.571,4.028,0.999,5.69,1.036
2,88.093,3.368,0.999,2.135,2.609
1,88.715,1.339,1.458,1.331,0.886
2,88.935,7.13,1.7,3.219,2.416
2,89.319,4.2,0.617,8.715,1.32
2,89.666,3.492,1.062,5.062,0.924
1,90.626,0.935,1.119,1.77,1.447
1,93.851,1.009,0.789,1.801,1.041
2,93.853,7.584,1.061,2.313,1.178
1,99.661,2.144,0.955,0.943,0.958
2,100.732,6.225,1.857,11.765,0.968
2,102.574,1.95,1.209,2.156,2.717
2,102.836,2.819,0.611,4.098,1.976
2,104.414,2.449,1.107,11.284,2.05
1,104.614,1.269,0.95,1.219,1.109
2,104.719,2.119,0.543,2.819,1.522
2,107.785,3.643,2.755,3.851,1.428
2,108.0,5.824,0.781,7.429,2.939
2,108.732,1.689,3.23,2.997,0.804
2,109.194,5.734,1.236,13.409,0.805
1,112.033,1.959,0.818,1.269,1.086
2,112.584,8.879,1.14,2.584,1.791
2,114.791,7.372,1.557,5.653,1.58
1,114.913,1.223,1.094,1.284,0.912
2,115.826,7.853,1.455,6.873,3.335
1,115.871,1.292,0.896,2.046,0.79
1,116.449,1.277,1.231,1.065,1.082
2,116.578,2.195,1.319,5.746,1.091
2,120.408,4.146,3.142,2.156,1.522
2,121.996,4.166,1.924,9.897,0.842
2,122.169,6.126,1.956,2.46,0.952
1,122.198,2.056,0.794,1.424,0.945
2,122.977,4.779,0.71,1.926,0.689
2,123.718,2.395,3.064,8.164,2.379
1,127.426,1.304,0.654,1.126,1.377
1,129.191,2.103,0.917,1.433,1.238
1,129.727,1.389,0.615,1.007,0.895
2,129.882,6.348,0.961,5.7,1.454
2,130.614,5.263,1.991,6.07,1.241
2,131.08,10.607,0.767,2.365,1.201
1,131.56,1.337,0.867,1.227,0.853
2,131.568,6.047,1.548,3.139,2.039
2,132.94,1.748,1.791,3.273,1.091
2,133.54,3.209,1.721,3.861,2.298
2,135.107,4.016,1.133,1.191,1.926
2,137.006,2.796,1.723,5.83,1.296
2,137.476,4.454,1.21,3.176,0.842
1,137.952,1.256,1.231,1.15,1.254
2,138.571,2.31,1.744,4.634,0.617
1,139.748,1.757,0.929,1.09,0.935
1,140.041,1.536,1.189,1.244,0.892
2,140.659,3.88,2.199,3.654,0.699
2,141.193,1.818,2.199,10.779,0.766
2,143.188,9.635,1.597,11.518,1.522
2,147.335,8.402,2.843,3.652,1.106
1,147.475,1.295,0.585,1.286,0.839
