task_type_id,arrival_time,est_cpu,est_gpu,ext_cpu-1,ext_gpu-1
1,0.273,1.22,0.726,2.371,1.09
2,1.364,2.015,1.061,4.115,2.59
2,1.439,4.2,0.939,5.775,1.389
1,1.83,1.244,1.191,1.556,0.95
1,3.044,1.26,0.812,1.291,0.63
2,4.286,6.07,0.918,4.013,0.914
2,5.746,6.188,1.293,4.312,1.53
1,6.625,1.185,0.882,1.258,0.876
1,8.335,1.154,0.869,1.255,1.245
1,9.79,1.934,0.821,1.01,1.115
1,10.479,2.204,1.228,1.005,1.213
2,11.324,3.273,1.215,4.776,1.662
1,12.073,1.956,0.868,1.267,0.873
1,12.346,1.344,1.342,2.34,0.883
1,12.833,1.261,0.869,1.03,0.903
2,12.891,2.687,2.561,6.873,1.552
1,14.678,1.223,1.199,1.935,1.182
2,14.969,1.973,0.701,2.515,1.241
2,18.629,7.115,1.826,11.812,2.755
1,19.625,1.295,0.591,1.328,1.522
2,20.307,3.757,0.611,4.456,1.425
2,21.145,2.449,2.392,3.337,0.66
2,21.465,2.638,0.873,2.45,2.213
1,21.73,1.515,1.086,1.478,0.839
1,21.859,1.235,0.783,1.941,0.94
1,23.1,1.219,1.405,1.083,0.959
1,24.595,1.813,0.884,1.273,0.957
1,24.706,1.272,0.86,1.224,0.597
1,25.356,1.791,0.671,1.935,0.811
1,27.519,1.001,0.616,2.128,0.87
1,28.708,1.423,1.335,1.278,0.593
1,29.635,1.798,0.832,1.273,0.91
2,31.5,8.437,0.701,2.688,1.721
2,31.519,1.743,1.776,6.553,1.128
2,33.407,12.422,1.494,9.861,2.292
2,33.665,5.106,1.541,8.728,1.324
1,35.531,1.221,0.954,0.962,1.264
1,36.071,1.966,0.841,1.23,1.041
1,36.107,1.002,0.621,1.799,1.151
1,37.143,1.185,1.203,1.239,0.94
1,37.544,1.025,0.857,1.318,0.865
2,37.622,7.08,2.236,13.059,1.273
1,37.715,1.525,0.618,1.821,1.002
2,41.832,2.634,2.574,3.382,0.774
2,43.701,5.715,1.42,4.507,2.766
1,43.935,0.964,0.95,1.959,0.93
1,44.219,1.42,1.135,1.075,0.788
2,44.394,3.163,2.59,2.15,0.567
1,44.506,1.2,1.082,1.3,0.957
2,45.226,4.612,1.502,6.153,0.72
1,45.68,2.121,0.893,1.239,0.863
1,46.042,1.303,0.93,1.046,0.91
