task_type_id,arrival_time,est_cpu,est_gpu,ext_cpu-1,ext_gpu-1
2,0.128,6.63,1.667,11.548,2.335
1,3.345,1.183,0.912,1.38,0.995
2,3.74,1.926,2.173,6.779,1.849
1,4.585,1.456,0.991,1.78,1.128
1,4.916,1.414,1.233,2.126,0.947
2,5.006,6.145,0.959,7.084,0.715
2,5.013,6.07,1.989,3.382,3.415
2,7.386,11.972,0.952,5.594,3.259
2,8.208,7.141,0.865,3.263,0.533
1,8.558,0.935,0.617,1.261,0.894
1,12.491,1.802,0.901,1.019,0.869
2,13.368,2.304,0.608,7.67,0.999
2,14.762,3.923,1.206,7.431,0.992
1,15.449,1.282,0.957,1.098,0.788
1,17.951,1.316,0.919,1.267,1.506
1,23.375,1.475,0.844,2.039,0.615
1,23.707,1.008,0.617,1.934,0.948
1,24.486,1.255,1.123,1.814,0.918
2,25.109,5.685,1.213,11.794,1.639
1,26.043,1.966,0.992,1.437,0.873
2,26.306,6.188,1.559,3.028,0.667
2,26.904,8.478,3.579,2.486,0.914
1,27.134,1.294,0.961,1.784,0.991
2,30.99,2.0,0.941,2.296,1.262
1,32.499,1.751,0.922,1.252,0.621
2,33.421,3.219,2.458,12.463,3.58
2,34.465,2.567,1.009,9.602,3.051
2,34.823,3.297,1.744,3.357,1.69
1,36.754,1.011,0.834,2.048,0.903
1,38.885,1.789,0.692,1.032,1.342
2,39.131,2.928,1.934,1.75,2.873
1,39.163,1.201,0.756,1.074,0.903
2,39.564,3.21,1.791,4.041,0.663
1,41.041,2.179,0.884,1.791,1.377
2,42.919,7.011,1.853,4.115,0.812
1,44.33,1.5,0.873,1.065,1.392
2,45.703,3.219,2.998,5.685,3.137
2,50.03,9.003,0.939,4.028,1.564
2,51.692,11.641,0.733,4.634,2.416
2,52.968,3.649,1.551,7.883,1.432
2,53.318,10.464,2.989,10.841,1.164
2,54.438,10.636,0.879,4.111,0.528
2,54.538,3.074,1.754,3.263,1.152
1,56.58,1.019,0.742,1.436,0.856
1,57.417,1.038,1.245,1.501,0.873
2,58.915,7.377,1.693,7.403,0.656
2,59.099,5.212,0.796,5.736,0.787
1,62.193,0.954,0.666,1.019,0.951
1,62.543,2.121,0.986,1.287,0.788
2,62.583,12.982,1.159,4.825,1.857
2,63.043,3.787,1.644,1.818,1.818
1,63.978,1.277,1.261,2.162,0.978
1,64.214,1.24,0.964,1.98,0.591
1,64.583,1.514,1.457,1.25,1.223
1,65.352,2.13,1.07,2.103,0.619
2,69.427,2.662,1.551,7.507,1.42
2,70.326,3.0,0.542,9.144,2.998
1,70.54,1.454,0.986,1.18,1.117
1,70.864,1.439,0.879,2.074,0.929
1,74.84,1.417,1.171,1.216,0.827
2,75.132,6.04,0.855,4.013,2.292
2,75.512,6.093,0.71,5.685,2.292
1,76.031,1.038,0.867,1.237,1.027
2,79.974,2.997,1.605,9.53,0.967
1,80.069,1.198,1.135,1.328,0.961
2,80.524,8.387,1.222,8.766,0.685
1,82.005,2.114,1.229,0.981,0.92
1,83.645,1.017,0.906,1.299,0.63
2,84.221,3.029,1.212,3.213,1.253
1,84.49,1.325,1.342,1.814,0.884
2,85.497,1.602,2.776,3.188,0.781
1,85.633,1.053,0.811,1.059,0.871
1,86.283,1.11,0.92,1.437,0.824
2,86.428,5.47,1.776,7.156,0.699
1,86.584,2.099,0.618,1.499,0.908
1,89.141,1.008,0.929,1.478,0.753
1,90.072,1.429,0.879,1.18,1.245
2,90.186,6.195,2.952,4.051,0.636
1,90.233,1.438,0.632,1.802,1.239
1,92.554,1.78,1.446,1.004,1.224
1,93.45,1.263,1.132,1.267,0.925
1,95.656,1.094,1.483,1.216,0.874
2,96.005,9.692,1.236,12.385,1.275
2,96.395,4.488,2.669,2.638,0.665
1,97.284,1.117,0.949,1.204,0.929
1,97.572,2.088,0.988,1.78,0.788
1,97.844,1.059,0.614,1.111,0.858
1,98.177,2.106,0.999,2.023,1.128
2,98.597,4.179,1.429,1.812,1.164
1,99.148,1.237,0.917,1.221,0.847
1,99.733,1.305,0.993,1.418,0.952
1,101.953,1.907,0.94,0.993,0.904
1,102.205,1.11,1.434,1.223,1.344
2,102.927,7.463,2.989,2.802,1.352
1,103.191,1.407,1.377,1.236,0.923
1,103.314,1.328,0.841,1.315,0.789
2,103.513,5.327,2.546,4.933,1.188
2,103.55,6.145,0.699,12.172,1.436
2,104.31,6.126,1.594,7.141,0.476
2,105.18,4.548,2.508,3.903,2.113
1,105.703,1.424,0.865,1.328,0.922
2,106.544,8.402,1.937,2.64,1.771
1,106.875,1.5,0.611,1.328,0.88
2,108.816,3.626,1.618,4.041,0.947
2,110.178,1.594,2.71,2.923,2.825
2,111.306,2.143,1.217,4.041,1.499
1,112.361,2.179,0.947,1.435,0.905
2,112.388,2.346,1.273,3.145,1.512
1,113.189,1.275,0.893,1.524,0.864
2,113.937,5.585,0.932,12.424,0.699
1,114.782,1.541,0.91,2.119,1.222
1,115.777,1.275,0.873,1.093,0.994
2,117.182,4.99,0.939,2.939,0.825
2,122.864,3.028,0.992,6.287,1.642
1,123.275,1.435,0.661,1.751,0.946
1,124.146,1.269,0.873,1.204,0.889
1,124.81,1.097,1.401,1.346,0.692
1,125.163,1.248,1.393,2.124,0.905
2,126.152,5.985,0.747,2.567,1.535
2,127.005,9.122,1.594,5.279,0.781
2,128.766,6.228,1.432,4.841,1.131
