task_type_id,arrival_time,est_m1,est_m2,est_m3,est_m4,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1
4,0.18,2.056,1.599,4.652,0.922,1.907,1.859,3.916,0.922
2,0.254,2.554,1.737,4.656,0.836,2.579,1.757,5.134,0.868
1,0.432,1.986,1.68,5.049,0.755,2.387,1.943,4.923,0.715
2,0.457,2.295,1.773,3.835,0.806,1.898,1.684,4.866,1.018
1,0.914,1.889,1.647,4.515,0.684,2.037,1.885,3.958,0.679
3,1.248,2.278,1.318,5.399,0.882,2.069,1.64,4.507,0.837
3,1.65,2.321,1.375,4.901,0.866,2.095,1.624,4.554,0.862
2,2.26,2.416,1.585,4.33,0.863,2.38,1.735,4.255,0.804
3,3.127,2.245,1.781,4.579,0.815,2.288,1.392,4.938,0.969
1,3.137,2.078,1.476,4.169,0.762,2.346,1.963,3.805,0.675
3,3.141,1.842,1.624,4.52,0.884,2.215,1.329,4.881,0.802
1,3.164,2.476,1.738,4.205,0.667,2.597,1.579,4.954,0.808
1,3.589,2.364,1.967,4.689,0.642,2.098,1.868,4.249,0.854
3,4.186,1.99,1.467,5.278,0.914,2.209,1.326,5.589,0.906
2,4.489,2.122,1.971,4.137,0.9,2.421,1.643,4.64,0.907
2,5.244,2.163,2.056,4.604,0.867,1.928,1.516,5.111,0.729
4,5.246,2.301,1.89,4.03,1.053,1.767,1.861,4.673,0.786
3,5.709,1.724,1.758,4.502,0.869,1.827,1.702,4.423,0.837
4,5.778,2.101,1.564,3.721,0.86,2.082,1.728,4.146,0.974
3,6.109,2.17,1.495,4.66,0.738,2.095,1.301,4.824,0.741
3,7.249,2.41,1.734,4.881,0.827,2.027,1.632,4.59,0.719
4,7.256,2.055,1.588,5.057,1.052,2.0,1.577,4.205,0.899
4,7.36,1.807,1.51,3.706,0.972,2.102,1.534,3.874,0.973
3,7.655,2.218,1.556,4.359,0.886,1.721,1.557,4.452,0.836
2,7.967,2.442,1.541,4.549,0.97,2.109,1.753,3.782,0.8
4,8.079,1.771,1.766,3.955,0.911,1.732,1.825,3.846,0.899
3,8.245,2.148,1.495,5.245,0.772,1.773,1.271,4.447,0.884
1,8.299,1.916,1.804,4.003,0.822,2.493,1.516,3.797,0.757
4,8.325,2.059,1.694,3.763,1.066,2.063,1.348,3.633,0.991
4,8.441,2.429,1.347,4.045,0.913,1.866,1.529,4.043,0.799
3,8.451,2.227,1.471,4.555,0.821,2.139,1.69,5.835,0.984
2,8.504,2.388,1.698,4.312,0.759,2.464,2.002,4.364,0.822
3,8.531,2.378,1.305,5.294,0.931,1.957,1.581,4.938,0.824
