task_type_id,arrival_time,est_m1,est_m2,est_m3,est_m4,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1
2,0.839,2.301,1.63,3.75,0.945,2.571,1.689,3.975,0.759
2,1.384,2.086,1.957,4.088,0.887,1.952,2.022,3.911,0.89
2,1.634,2.176,1.591,5.025,0.848,2.426,1.659,3.819,0.904
2,2.982,2.082,2.054,3.653,0.8,2.59,1.979,3.726,0.744
1,4.647,2.346,1.92,3.693,0.645,2.453,1.762,4.479,0.839
2,4.903,2.184,1.767,4.085,0.774,1.989,2.03,4.613,0.803
2,5.071,2.361,2.094,4.351,0.936,2.439,1.773,3.776,0.969
2,5.779,2.011,1.548,4.589,0.994,2.201,1.982,5.084,0.921
1,6.612,1.976,1.801,4.108,0.854,2.49,1.848,4.491,0.757
2,7.278,2.485,1.78,5.068,1.011,2.046,1.909,3.67,1.0
2,8.83,2.626,2.022,4.37,0.985,2.398,1.77,4.535,0.747
2,9.287,1.915,1.575,3.893,1.006,2.243,1.609,4.622,0.839
2,9.742,2.342,1.598,4.107,0.734,2.231,1.887,4.269,0.797
1,11.88,2.074,1.956,3.888,0.612,2.522,1.69,4.631,0.784
2,15.94,2.312,1.862,4.094,0.959,1.923,1.848,4.765,0.839
2,16.025,2.558,1.964,3.951,0.931,2.345,2.079,5.127,0.777
1,16.828,2.318,1.737,3.691,0.678,1.902,1.885,3.839,0.734
2,20.958,2.447,1.651,3.675,0.776,2.631,1.537,5.05,0.917
1,21.445,1.961,1.548,4.891,0.612,2.581,1.782,4.43,0.807
2,22.839,2.103,1.547,4.002,0.94,2.607,1.749,3.64,1.002
2,25.491,2.045,1.702,4.83,0.89,2.278,1.565,4.815,0.821
2,26.333,1.898,1.635,4.838,0.851,2.126,1.69,4.767,0.988
1,27.596,2.286,1.623,4.746,0.758,2.412,1.786,3.875,0.701
2,28.198,2.606,1.791,4.996,0.746,2.339,2.098,4.312,0.993
1,29.368,1.871,1.812,4.479,0.683,2.009,1.682,5.072,0.862
2,30.356,2.592,2.126,4.275,0.837,1.99,2.007,4.919,0.809
1,31.649,2.197,1.52,4.427,0.632,2.334,1.793,3.904,0.659
2,32.508,2.629,2.002,4.256,0.844,2.486,1.864,4.978,0.816
2,34.352,1.937,1.753,4.719,0.769,2.098,2.13,4.444,0.743
2,34.449,2.57,1.92,4.626,0.742,2.14,1.654,4.125,0.89
2,34.607,2.099,1.63,4.629,0.798,1.966,1.565,3.939,0.852
2,35.499,1.881,2.111,4.805,0.841,2.51,1.868,4.283,0.816
2,35.819,1.907,1.825,5.056,0.744,2.103,1.862,4.087,0.947
2,36.194,2.434,1.722,4.715,0.833,1.937,1.644,4.311,0.919
2,36.324,2.061,2.111,3.637,0.852,1.89,1.967,4.245,0.792
1,36.444,1.958,1.682,4.919,0.754,2.029,1.855,4.206,0.825
2,37.854,1.989,1.949,4.111,0.863,2.011,1.795,4.62,0.733
2,38.537,2.616,1.889,5.06,0.838,2.172,2.01,3.95,0.744
1,40.538,1.902,1.505,5.099,0.664,2.197,1.689,4.564,0.633
1,40.785,1.964,1.785,4.241,0.76,2.242,1.69,5.086,0.809
2,41.196,2.475,1.726,3.819,0.91,2.38,1.61,4.466,1.004
2,42.72,2.059,1.658,3.954,0.791,1.91,1.82,3.82,0.954
2,43.089,2.132,1.542,3.637,0.899,2.183,1.59,4.312,0.934
2,45.411,2.121,1.598,3.893,0.728,2.063,2.058,5.052,0.839
2,46.709,2.479,1.749,5.116,0.785,2.494,1.833,4.929,0.748
2,47.654,2.135,1.823,4.765,0.917,2.466,1.919,3.886,0.929
2,47.83,2.226,1.628,3.95,0.77,2.403,1.927,4.361,0.746
2,48.627,2.115,1.542,3.675,0.964,2.072,1.863,5.053,0.91
2,49.209,2.51,1.656,3.792,0.832,2.541,1.886,3.837,0.779
2,51.596,1.865,1.917,4.307,0.997,2.475,2.058,4.007,0.805
2,51.985,1.959,1.616,4.191,0.91,2.316,1.895,4.798,0.951
2,53.444,1.994,1.862,4.338,0.877,1.929,2.039,4.795,0.751
1,53.753,2.282,1.838,4.138,0.726,2.215,1.582,3.696,0.629
2,54.412,2.386,1.618,3.636,1.001,2.039,1.677,4.972,0.946
2,56.051,2.361,1.644,3.744,0.89,2.218,2.12,4.933,0.813
1,58.142,2.44,1.636,5.043,0.843,2.223,1.661,4.433,0.677
2,58.196,2.633,1.978,4.521,0.815,2.475,1.671,4.191,0.847
2,59.46,2.01,2.03,3.987,0.995,2.443,1.949,3.893,0.727
2,59.724,2.263,1.585,4.597,0.962,2.632,2.053,4.176,0.844
2,59.944,2.382,1.943,4.063,0.779,2.544,2.013,4.398,1.015
1,60.771,2.158,1.873,4.999,0.706,2.466,1.851,4.373,0.644
2,60.878,2.488,1.617,3.714,0.883,2.333,2.03,3.648,0.911
1,61.059,2.211,1.644,4.231,0.714,2.109,1.79,4.148,0.814
1,64.461,2.6,1.566,4.339,0.854,2.273,1.893,4.061,0.861
2,67.38,2.264,2.099,4.935,0.954,2.293,2.029,4.64,0.987
1,68.889,1.949,1.801,4.719,0.623,2.409,1.558,3.981,0.765
2,69.382,2.127,1.884,4.051,0.754,1.937,1.648,3.873,0.845
1,71.098,2.622,1.603,4.674,0.633,2.6,1.44,4.756,0.623
2,72.125,2.437,2.122,4.247,1.01,2.186,1.929,4.596,0.727
2,72.421,2.417,1.96,4.712,0.996,2.013,2.032,4.821,0.987
2,73.581,2.194,2.057,4.49,0.845,1.943,1.619,4.701,0.72
2,73.717,2.61,1.875,5.116,0.887,2.45,1.722,5.134,0.899
2,79.702,2.597,1.67,4.541,0.753,1.946,1.626,4.441,0.918
1,80.425,2.333,1.554,4.609,0.706,1.9,1.719,4.234,0.808
2,80.802,2.481,1.596,5.111,0.941,2.001,1.526,4.447,0.861
2,80.862,2.008,1.614,4.611,0.736,2.585,1.648,5.127,1.011
1,81.948,2.538,1.931,5.078,0.675,2.451,1.516,3.676,0.802
2,81.96,2.014,1.673,3.859,0.93,2.43,1.656,3.793,0.988
2,82.916,2.155,1.64,3.628,0.983,2.614,1.581,3.63,0.982
1,84.33,2.301,1.565,3.775,0.642,2.063,1.784,4.81,0.832
2,86.811,2.048,1.609,3.837,0.918,1.902,1.757,4.816,0.979
2,88.918,2.439,1.821,4.541,0.744,2.119,1.533,5.085,0.975
1,89.667,2.334,1.893,4.343,0.685,2.312,1.642,4.974,0.834
2,90.087,1.997,1.898,4.235,0.963,2.35,2.064,4.222,0.76
2,93.129,2.577,1.83,4.983,0.966,2.127,1.866,4.501,1.0
2,93.73,2.439,1.548,4.65,0.749,2.285,2.065,3.77,0.933
2,96.736,1.912,2.124,4.584,0.789,2.218,1.841,4.625,0.831
2,97.763,2.046,1.536,4.501,0.842,2.45,1.792,4.119,0.748
2,99.283,1.971,1.581,3.709,0.808,2.613,1.887,5.034,0.774
1,99.937,2.414,1.569,4.326,0.829,2.581,1.966,3.684,0.66
1,100.061,1.873,1.605,4.905,0.799,2.528,1.704,4.76,0.84
2,104.334,2.221,1.593,4.37,0.765,1.868,1.864,3.714,0.914
2,104.407,2.517,1.916,3.954,1.014,1.979,1.571,3.8,0.892
2,106.747,2.008,2.01,4.364,0.98,1.883,1.82,3.984,0.846
2,107.992,1.98,2.065,5.087,0.76,2.296,1.512,4.767,0.926
2,108.975,2.368,1.747,3.873,0.891,2.046,2.104,4.311,0.805
2,109.964,2.474,1.806,3.997,0.953,2.606,1.956,3.642,0.821
1,111.034,2.48,1.598,4.505,0.828,2.192,1.532,3.724,0.755
2,111.77,2.021,1.794,3.744,0.956,1.906,1.975,4.37,0.885
1,114.768,1.996,1.86,4.62,0.686,1.986,1.88,4.177,0.717
2,115.189,2.011,1.615,4.128,0.745,2.169,1.987,4.626,0.851
2,115.614,2.223,1.824,4.978,0.771,2.301,1.628,4.085,0.722
1,116.507,2.334,1.543,4.261,0.811,2.12,1.859,3.64,0.837
2,118.545,2.281,1.845,4.965,0.72,2.341,1.9,4.897,0.759
2,120.167,2.398,1.557,4.987,0.914,2.37,1.889,4.143,0.969
2,121.449,2.491,2.047,4.465,0.737,1.905,1.688,5.111,0.837
2,121.582,2.263,1.659,4.841,0.863,2.615,2.088,4.3,0.797
2,122.503,2.49,2.026,4.927,0.961,2.545,1.583,4.125,0.98
2,123.231,2.084,1.655,4.821,0.74,2.285,2.13,4.125,0.9
2,124.105,1.971,1.887,4.98,0.934,2.269,1.862,4.83,0.914
2,128.508,2.308,1.687,5.034,0.92,2.584,2.121,4.805,0.844
2,128.648,2.52,1.553,4.978,0.852,1.923,1.591,3.992,0.777
2,130.331,2.541,1.578,4.029,0.813,2.574,2.022,4.259,0.87
2,132.566,2.329,1.546,4.658,0.869,1.983,2.065,4.863,0.995
1,132.71,1.937,1.441,3.652,0.849,2.124,1.585,3.64,0.702
2,132.794,2.416,2.068,4.038,0.955,2.438,1.989,3.834,0.721
2,134.31,2.401,2.081,3.925,0.958,2.443,1.978,4.044,0.883
2,134.318,1.972,1.793,3.807,0.727,1.912,1.604,4.222,1.007
2,134.929,2.01,1.953,4.256,0.833,2.141,2.065,5.002,0.916
1,135.33,2.466,1.597,3.961,0.653,2.475,1.423,5.004,0.668
2,135.358,1.961,1.702,4.346,0.729,2.228,1.97,4.957,0.951
2,135.57,1.905,1.699,4.344,0.965,2.322,1.622,4.394,0.941
1,139.099,2.142,1.565,4.331,0.695,2.198,1.854,5.11,0.723
1,143.284,2.421,1.474,4.517,0.785,1.958,1.621,3.734,0.843
2,145.336,2.491,1.519,3.827,0.844,2.316,1.866,5.053,1.016
1,147.184,2.251,1.815,3.944,0.845,1.938,1.613,4.219,0.664
2,147.467,2.293,1.681,3.714,0.933,2.06,2.037,4.209,0.886
2,147.49,2.103,1.705,4.569,1.009,2.277,1.67,4.542,0.998
2,147.997,2.388,1.673,4.836,0.988,2.088,1.561,4.191,0.86
1,150.855,1.95,1.969,3.978,0.851,2.171,1.408,5.043,0.672
2,153.741,2.257,1.667,4.222,1.0,2.382,1.929,4.51,0.719
2,154.089,2.321,2.084,4.677,0.839,2.427,2.095,4.97,0.972
2,154.999,2.172,1.985,4.078,0.729,2.582,1.861,4.119,0.914
2,156.573,2.569,1.889,4.543,0.911,1.9,1.605,5.029,0.746
2,157.397,2.348,1.565,4.813,0.83,2.052,1.626,4.152,0.965
2,157.466,1.937,1.907,3.912,0.839,2.321,1.956,5.083,0.725
