task_type,m1_1,m2_1,m3_1,m4_1
T2,1.871,6.032,26.365,28.418
T2,2.136,5.651,27.906,30.476
T2,2.095,6.461,28.292,26.574
T1,1.454,4.053,21.625,21.54
T2,1.959,6.05,29.502,30.006
T4,3.812,9.908,50.403,54.225
T3,2.483,8.623,35.114,37.735
T4,3.361,9.991,48.591,54.1
T2,1.855,6.071,27.968,26.846
T2,1.975,6.274,29.289,28.194
T3,2.617,8.255,37.313,40.578
T2,1.907,6.088,30.196,27.344
T1,1.404,4.069,19.541,20.668
T1,1.466,4.476,20.757,20.453
T1,1.523,4.427,20.964,22.172
T4,3.351,10.568,52.118,46.678
T4,3.414,11.094,45.839,50.418
T2,2.048,5.871,27.889,30.659
T4,3.333,10.322,53.356,50.899
T2,1.979,5.674,26.229,29.664
T3,2.728,7.39,36.863,35.252
T3,2.466,7.525,40.285,39.869
T4,3.61,11.427,53.152,48.354
T1,1.53,4.564,18.912,20.052
T3,2.743,7.956,35.801,36.67
T1,1.475,4.22,21.973,19.732
T4,3.843,9.971,51.569,47.652
T3,2.797,7.597,39.646,35.189
T3,2.634,7.633,39.96,37.625
T1,1.55,4.323,21.028,18.871
T2,1.961,5.934,30.144,26.46
T3,2.84,8.562,39.91,38.583
T3,2.509,8.493,39.339,35.997
T2,2.092,6.419,26.447,28.492
T1,1.536,3.986,19.519,18.893
T1,1.445,4.164,19.72,21.154
T3,2.848,7.36,37.048,38.017
T2,2.118,5.794,27.435,27.092
T4,3.603,10.495,49.616,49.637
T4,3.547,11.523,48.155,48.614
T2,1.867,6.072,28.228,30.329
T3,2.787,8.558,34.603,40.556
T4,3.546,9.989,53.253,51.956
T4,3.533,11.019,50.208,50.248
T2,2.079,6.327,28.75,29.664
T4,3.454,9.905,47.166,51.027
T3,2.56,8.198,36.007,38.103
T2,1.92,5.561,27.025,28.137
T3,2.864,7.63,37.166,37.606
T2,2.181,6.398,30.077,29.232
T1,1.488,4.228,20.036,19.139
T4,3.349,9.972,48.34,50.587
T3,2.844,8.267,39.319,37.07
T1,1.484,4.507,18.812,18.762
T2,1.988,6.025,30.641,26.362
T3,2.506,8.283,41.097,35.316
T3,2.815,8.05,41.091,40.52
T4,3.312,10.127,53.112,53.525
T3,2.834,7.753,34.979,36.675
T4,3.743,11.235,53.265,53.495
T4,3.525,11.226,52.874,46.329
T2,1.852,5.893,27.804,27.523
T1,1.452,4.007,22.188,21.336
T1,1.433,4.667,19.327,22.149
T2,2.051,6.099,30.0,26.433
T1,1.469,4.033,20.235,21.383
T2,2.139,6.463,27.638,27.19
T4,3.256,10.394,51.312,53.487
T4,3.32,10.482,52.318,45.926
T4,3.515,10.246,51.204,49.564
T4,3.519,11.022,45.755,51.938
T2,1.895,6.047,28.683,28.569
T3,2.743,7.429,35.943,39.029
T1,1.338,4.247,20.356,22.078
T3,2.666,7.688,37.098,35.474
T2,1.917,5.699,26.067,26.244
T2,2.019,5.569,26.238,26.848
T4,3.668,9.89,51.358,52.705
T3,2.831,8.167,39.04,39.353
T3,2.724,8.077,36.365,35.717
T2,2.046,5.808,28.705,26.037
T2,2.181,6.173,28.824,26.381
T3,2.727,7.974,40.909,39.746
T3,2.908,8.554,40.876,39.32
T3,2.859,8.706,39.071,39.008
T4,3.381,10.217,51.943,52.002
T3,2.502,8.723,35.389,35.991
T3,2.567,8.48,34.767,39.271
T4,3.285,9.953,53.892,48.67
T2,1.919,6.016,26.614,28.773
T3,2.642,7.957,39.773,39.779
T3,2.841,7.694,39.304,40.608
T1,1.435,4.006,20.477,19.424
T4,3.826,10.791,51.464,53.569
T1,1.361,4.056,20.781,20.415
T4,3.756,10.752,47.058,51.376
T4,3.569,9.867,46.329,54.22
T3,2.487,7.366,36.325,36.726
T4,3.786,10.878,47.113,54.005
T3,2.665,8.416,40.542,38.552
T2,2.181,6.034,26.196,27.706
T3,2.741,8.514,39.632,37.977
T3,2.485,8.155,39.357,37.035
T2,2.086,6.446,29.033,29.604
T2,2.027,6.524,28.088,27.752
T3,2.651,8.457,41.055,40.502
T1,1.518,4.532,21.019,21.718
T2,2.085,6.517,26.878,27.513
T2,1.964,6.43,28.8,25.895
T2,1.959,6.023,26.501,30.121
T3,2.683,7.935,34.756,39.909
T4,3.609,9.731,48.901,47.749
T1,1.529,4.486,21.202,22.159
T1,1.448,4.724,21.56,19.058
T2,2.155,6.287,27.743,26.957
T3,2.645,8.31,40.578,40.063
T2,1.891,5.934,28.584,28.942
T4,3.379,10.915,45.772,51.207
T2,1.998,6.088,26.05,28.648
T1,1.358,4.501,20.764,21.66
T3,2.644,8.14,35.326,40.803
T1,1.493,4.281,22.096,21.372
T1,1.375,3.987,19.445,21.498
T2,1.926,6.319,28.142,26.245
T1,1.347,4.635,20.157,19.123
T1,1.551,4.189,20.746,18.938
T1,1.361,4.022,20.183,21.317
T4,3.756,9.92,46.485,50.648
T4,3.273,10.797,49.686,45.871
T1,1.513,3.993,21.509,19.59
T4,3.847,11.133,47.151,47.604
T1,1.424,4.281,20.685,20.802
T1,1.416,4.411,21.158,21.592
T1,1.415,4.101,20.232,22.085
T4,3.534,11.069,47.448,50.601
T2,2.117,5.532,28.742,29.714
T1,1.435,3.992,21.993,22.233
T1,1.544,4.136,18.731,20.507
T3,2.814,7.386,40.163,39.825
T1,1.426,4.407,21.909,20.54
T2,1.934,6.248,29.022,29.449
T1,1.377,4.191,18.94,20.714
T1,1.364,4.612,19.636,21.855
T4,3.275,10.645,53.887,54.008
T4,3.766,10.159,51.878,49.43
T3,2.664,8.402,40.051,34.786
T2,1.866,5.777,25.921,29.856
T1,1.561,4.068,21.608,21.136
T1,1.372,4.213,19.796,20.852
T2,2.007,6.497,27.143,26.838
T4,3.449,9.876,47.349,50.563
T3,2.724,7.824,37.367,37.404
T3,2.63,8.58,41.064,37.371
T2,2.043,6.099,28.453,30.051
T1,1.362,4.275,18.698,21.515
T2,2.073,5.71,27.572,29.139
T3,2.483,8.141,35.261,35.284
T2,1.897,5.621,28.977,28.655
T2,2.147,5.663,27.801,26.856
T3,2.512,7.538,37.627,35.465
T2,1.915,5.644,27.915,27.295
T4,3.669,9.774,47.305,46.25
T4,3.609,10.182,46.473,53.157
T4,3.357,10.019,47.151,53.14
T4,3.607,10.401,50.182,45.807
T3,2.462,7.797,40.452,40.11
T3,2.637,7.648,34.699,38.533
T3,2.623,7.533,39.695,38.549
T3,2.659,8.723,34.576,38.271
T2,1.891,5.852,30.561,29.691
T4,3.292,10.832,51.37,49.851
T3,2.671,8.381,39.303,36.799
T3,2.666,7.379,37.495,35.986
T2,2.174,5.914,26.024,28.622
T1,1.395,4.415,21.871,20.705
T4,3.328,10.804,49.998,49.966
T3,2.897,8.654,40.157,37.437
T2,1.959,5.669,27.496,26.388
T1,1.564,4.368,21.131,19.167
T3,2.517,8.339,40.911,39.469
T3,2.64,8.115,35.232,37.867
T1,1.576,4.606,21.336,18.717
T4,3.465,11.449,48.723,45.691
T2,2.039,6.303,28.027,29.454
T4,3.601,9.92,51.457,49.026
T4,3.759,10.615,46.477,52.254
T3,2.662,7.749,38.854,35.767
T2,1.852,5.639,30.713,28.848
T1,1.362,4.045,20.791,18.804
T2,2.007,5.99,27.421,28.597
T4,3.567,11.425,49.973,45.991
T3,2.552,7.745,36.318,35.924
T3,2.849,8.542,37.179,38.549
T4,3.557,11.525,48.303,46.505
T3,2.866,8.473,40.099,40.336
T4,3.465,9.916,49.44,53.425
T2,2.004,6.141,29.419,27.271
T4,3.646,10.04,52.644,54.171
T3,2.631,8.31,36.194,40.477
T2,1.994,6.091,27.676,28.812
T3,2.894,8.415,40.557,40.86
T4,3.763,11.406,48.372,51.592
T3,2.693,8.18,36.296,37.265
T4,3.588,10.748,53.632,49.145
T3,2.905,7.998,40.499,34.973
T3,2.743,8.036,35.768,39.591
T3,2.905,7.558,34.978,40.993
T4,3.34,9.962,49.991,49.847
T4,3.657,10.827,52.999,53.424
T2,1.924,6.429,28.542,30.322
T1,1.51,4.424,21.141,21.334
T3,2.583,7.576,36.085,37.072
T2,1.84,5.875,30.437,27.263
T2,1.895,5.911,27.983,28.168
T4,3.484,11.01,46.883,53.927
T4,3.252,11.069,51.916,50.753
T1,1.578,4.663,19.492,22.187
T1,1.43,4.527,20.711,19.317
T2,2.117,5.987,29.865,26.619
T3,2.772,7.437,38.548,37.032
T3,2.499,7.798,38.479,36.086
T1,1.436,4.142,21.25,21.759
T3,2.633,8.199,38.227,37.659
T1,1.536,4.263,22.124,22.086
T1,1.484,4.42,20.004,21.892
T2,2.012,5.757,26.17,29.698
T2,2.156,5.504,30.158,26.776
T3,2.514,7.528,40.677,35.153
T3,2.571,7.875,40.305,36.528
T2,2.032,6.525,26.403,28.216
T3,2.661,8.551,37.572,39.661
T4,3.635,10.267,47.637,48.21
T1,1.359,4.413,19.787,20.655
T3,2.515,8.085,37.071,38.936
T2,1.892,5.62,30.561,26.208
T2,1.989,5.941,26.915,27.495
T3,2.902,8.295,40.148,39.721
T4,3.693,10.749,54.162,50.412
T1,1.518,4.727,20.333,21.5
T2,2.027,5.598,28.78,26.922
T2,1.985,5.936,28.805,28.5
T1,1.495,4.038,20.907,21.608
T2,1.878,5.964,30.536,30.052
T4,3.847,11.266,49.615,50.061
T2,1.85,5.522,29.343,29.395
T3,2.612,7.887,38.145,40.161
T2,1.854,6.391,25.909,26.58
T1,1.496,4.446,20.86,21.584
T3,2.768,7.412,37.849,37.506
T2,2.179,5.588,29.429,26.865
T1,1.499,4.126,19.631,19.735
T4,3.728,11.553,51.507,47.596
T4,3.416,10.319,47.802,50.674
T1,1.461,4.516,20.616,21.145
T4,3.78,11.433,54.203,48.49
T1,1.342,4.004,22.067,19.838
T2,2.146,6.002,26.114,26.466
T4,3.39,10.279,49.586,48.703
T1,1.569,4.48,21.219,20.668
T3,2.708,7.615,40.766,36.245
T4,3.414,10.319,49.925,46.555
T2,1.859,6.446,30.43,30.154
T1,1.331,4.203,19.702,21.356
T2,2.169,5.777,27.084,27.088
T2,1.87,6.038,27.648,28.998
T4,3.615,10.531,46.968,46.303
T2,1.874,6.088,28.756,27.959
T1,1.339,4.633,21.319,21.637
T2,2.146,6.387,28.397,28.26
T2,2.115,6.154,30.449,29.449
T3,2.725,7.958,41.112,41.04
T4,3.468,10.045,50.605,49.877
T3,2.794,7.445,40.911,38.86
T2,2.167,5.638,28.462,29.184
T2,2.076,6.358,27.687,26.101
T2,1.87,6.36,28.219,29.509
T2,1.872,6.431,27.277,27.299
T3,2.844,8.409,37.454,34.948
T4,3.301,11.484,50.459,52.528
T3,2.594,7.892,36.672,38.834
T1,1.477,4.346,22.187,20.74
T4,3.844,10.437,50.113,52.522
T2,1.856,6.164,30.451,26.794
T1,1.511,4.541,18.948,19.076
T3,2.513,8.448,37.326,35.691
T3,2.778,7.791,36.025,39.697
T3,2.876,8.384,36.074,37.097
T2,1.85,6.346,29.833,28.311
T2,2.014,6.51,27.473,26.894
T1,1.555,4.0,19.136,21.743
T4,3.796,10.936,48.951,52.314
T3,2.577,8.274,36.76,38.795
T1,1.543,4.437,18.951,18.965
T3,2.795,7.66,36.236,37.052
T1,1.429,4.094,21.347,19.855
T2,2.063,6.019,28.856,30.249
T1,1.523,4.165,21.126,20.251
T1,1.523,4.481,19.475,20.111
T1,1.378,4.033,21.391,21.61
T1,1.375,4.264,21.907,21.236
T2,1.947,5.667,29.388,28.701
T2,1.95,6.403,26.343,27.358
T4,3.634,11.095,46.81,52.537
T1,1.49,4.034,18.819,21.547
T3,2.824,8.065,38.149,36.726
T2,2.147,6.375,30.287,28.08
T1,1.401,4.238,20.595,18.704
T3,2.706,7.832,38.725,34.587
T1,1.507,4.571,19.449,20.71
T1,1.554,4.699,20.882,20.861
T3,2.894,7.849,38.729,37.502
T4,3.675,10.677,52.51,54.082
T4,3.256,11.294,47.272,50.291
T4,3.515,10.44,46.184,47.049
T2,2.004,6.517,29.836,27.458
T2,1.969,6.187,30.247,26.413
T4,3.846,10.189,53.877,46.914
T3,2.743,7.923,38.094,40.649
T3,2.526,7.674,37.154,38.448
T4,3.841,9.9,52.354,49.55
T1,1.484,4.48,21.254,19.231
T2,2.037,5.53,30.535,28.695
T2,2.047,5.692,29.07,30.734
T3,2.881,8.179,34.818,41.04
T2,1.86,6.536,29.213,26.691
T2,2.058,5.527,30.647,28.081
T3,2.54,7.979,40.147,40.622
T4,3.689,10.968,47.066,54.142
T4,3.738,11.38,50.728,48.257
T2,2.051,6.029,28.376,30.078
T2,1.97,6.524,27.483,28.207
T2,2.045,5.592,29.133,30.37
T3,2.865,8.604,39.669,40.865
T4,3.78,10.07,53.897,49.358
T1,1.485,4.281,20.191,19.327
T3,2.639,8.465,40.891,36.464
T4,3.74,10.138,45.779,53.587
T3,2.898,8.694,35.137,39.789
T3,2.859,8.669,37.011,39.673
T1,1.397,4.53,20.882,21.446
T2,2.084,5.838,27.069,27.921
T4,3.748,11.301,50.527,46.626
T1,1.391,4.404,18.776,21.881
T3,2.509,7.989,34.583,39.268
T2,1.902,6.194,26.104,27.359
T2,2.126,5.79,29.933,28.311
T3,2.677,8.314,37.677,41.11
T1,1.33,4.416,19.289,20.485
T4,3.397,10.903,51.682,47.634
T3,2.529,7.43,34.93,40.277
T2,2.03,6.398,30.685,30.05
T4,3.624,10.388,46.407,51.89
T2,2.023,6.149,27.551,26.852
T4,3.485,11.567,49.903,53.927
T1,1.524,4.002,22.165,20.627
T4,3.407,10.858,51.724,52.401
T1,1.526,4.278,21.269,19.083
T2,2.02,6.446,30.507,27.332
T4,3.548,10.086,50.297,49.581
T1,1.386,4.568,21.32,20.205
T2,2.141,5.551,27.488,29.449
T3,2.817,8.743,35.632,37.09
T4,3.698,10.665,53.015,46.523
T1,1.35,4.383,19.784,19.592
T4,3.441,10.554,49.825,53.015
T2,2.11,6.045,26.162,26.098
T2,2.104,6.152,29.915,26.618
T4,3.439,9.748,49.041,51.303
T1,1.45,4.022,21.744,22.174
T4,3.77,10.363,48.139,51.235
T1,1.543,4.336,20.756,20.628
T1,1.456,4.522,21.688,21.014
T2,2.181,6.273,26.469,26.347
T3,2.832,8.111,36.297,35.134
T1,1.471,4.262,22.1,21.427
T4,3.82,10.602,49.837,51.566
T2,1.883,6.146,27.634,30.548
T4,3.71,10.571,49.315,47.25
T2,2.169,6.428,30.466,26.371
T4,3.534,9.961,52.674,50.545
T1,1.49,4.424,20.286,19.178
T1,1.421,4.123,21.21,21.129
T2,2.031,6.442,27.665,26.139
T2,2.153,5.812,28.828,30.19
T2,1.988,6.135,30.228,27.213
T3,2.746,7.6,40.084,36.401
T1,1.546,4.107,19.347,21.734
T2,1.972,6.207,28.624,30.006
T1,1.518,4.028,19.767,21.173
T2,1.852,6.368,29.671,30.388
T3,2.757,7.513,39.082,35.632
T2,2.032,6.473,27.581,29.914
T1,1.562,3.985,18.955,19.916
T3,2.79,8.068,38.771,36.679
T4,3.811,10.66,50.663,48.258
T2,2.108,5.935,27.443,27.748
T4,3.837,10.132,51.148,52.669
T3,2.511,7.665,36.997,40.983
T2,1.982,6.537,27.813,28.8
T2,2.084,6.158,30.478,30.503
T3,2.525,8.438,40.586,40.725
T1,1.555,4.453,20.26,21.879
T4,3.349,10.057,51.121,50.949
T3,2.744,8.267,40.178,40.85
T1,1.342,4.462,19.013,20.446
T2,1.86,6.012,26.249,28.346
T3,2.555,8.284,36.295,39.173
T4,3.447,10.784,46.851,53.658
T2,2.113,5.566,27.519,30.412
T4,3.429,9.948,54.272,49.564
T3,2.457,7.919,35.455,40.2
T4,3.537,11.104,47.487,50.886
T4,3.632,9.83,48.592,49.967
T4,3.479,10.555,50.729,50.254
T1,1.446,4.588,21.021,19.165
T1,1.39,4.167,18.851,21.696
T3,2.659,8.551,34.992,37.39
T2,2.041,5.872,28.756,27.036
T1,1.465,4.238,21.07,19.745
T4,3.357,11.363,50.343,49.116
T1,1.576,4.294,19.576,19.668
T4,3.597,10.894,47.473,53.312
T1,1.423,4.596,22.101,20.278
T1,1.344,4.284,19.729,19.592
T2,2.026,5.858,27.161,26.3
T1,1.403,4.472,21.684,20.013
T3,2.496,8.625,38.872,40.712
T1,1.507,4.155,21.353,21.669
T2,2.043,5.732,26.261,29.364
T2,1.974,6.056,25.911,26.72
T2,1.856,6.098,26.629,29.556
T4,3.445,11.437,53.272,47.45
T2,2.158,5.917,29.982,30.466
T1,1.49,4.565,21.881,20.356
