task_type,arrival_time,est_m1,est_m2,est_m3,est_m4,est_m5,est_m6,est_m7,est_m8,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1,ext_m5-1,ext_m6-1,ext_m7-1,ext_m8-1
T2,0.05,11.0,100.43,100.12,112.02,10.43,103.55,1.13,1.03,10.05,109.78,96.78,111.44,10.72,104.28,1.1,1.02
T1,0.199,10.71,101.48,99.98,107.68,9.46,104.1,1.0,0.99,10.18,99.51,105.44,111.95,9.41,108.63,1.11,1.0
T4,0.205,10.09,106.88,109.8,104.55,11.08,100.48,1.1,0.99,10.91,99.84,94.58,97.4,10.68,99.77,1.05,1.1
T1,0.218,10.1,113.59,113.46,110.4,10.97,103.76,1.05,1.06,10.61,106.76,100.05,104.11,9.39,113.93,0.96,0.99
T3,0.289,10.84,110.64,107.88,110.58,10.56,102.21,1.17,1.03,11.17,112.87,110.02,112.56,11.13,96.97,1.01,1.16
T3,0.336,10.05,100.76,110.75,101.86,10.29,100.71,1.01,1.1,9.81,104.78,104.4,112.72,10.18,108.63,1.15,1.15
T2,0.391,11.55,111.33,104.71,110.56,11.01,103.7,1.17,1.0,10.85,97.23,111.07,104.5,10.39,103.35,1.09,1.02
T4,0.694,9.92,98.62,100.6,97.43,11.37,112.7,1.02,1.05,9.88,99.71,96.25,106.63,10.29,109.19,1.02,0.99
T1,0.841,9.63,99.07,99.04,99.9,10.14,104.44,1.1,0.98,10.66,107.25,98.68,100.58,10.63,103.11,1.0,1.03
T3,1.466,9.7,101.01,97.85,108.32,10.37,106.92,1.12,1.02,11.22,105.89,103.08,114.67,11.19,102.95,1.06,1.13
T3,1.51,9.76,102.11,110.99,107.06,10.56,109.3,1.17,1.11,10.73,97.9,102.23,99.77,11.29,103.73,1.13,1.0
T3,1.634,10.09,106.96,113.02,112.24,9.78,98.23,1.04,1.03,10.62,100.19,101.6,107.5,10.22,101.11,1.12,1.0
T2,1.668,10.35,104.1,106.05,113.99,9.57,111.43,1.17,1.04,11.49,101.63,103.68,100.39,10.55,101.5,1.08,1.1
T2,1.689,10.81,109.34,107.94,111.95,11.04,106.22,1.08,1.06,10.9,100.37,111.21,98.08,10.09,105.26,1.17,1.03
T2,1.92,11.18,104.93,100.39,99.48,10.96,119.37,1.07,1.06,11.02,98.73,108.08,102.06,10.73,102.15,1.08,1.09
T2,1.972,10.69,101.84,103.07,104.61,9.68,112.84,1.12,1.1,10.94,98.49,99.88,108.86,10.12,104.17,1.06,1.03
T1,2.131,9.84,98.87,114.55,107.82,10.23,102.78,1.07,1.02,10.82,99.82,108.21,101.01,10.3,99.7,1.0,1.02
T2,2.332,9.84,111.16,101.34,109.99,9.84,108.0,0.99,1.09,11.56,108.59,98.71,113.43,11.01,107.24,1.11,1.04
T4,2.477,10.27,108.57,110.92,107.44,11.7,100.76,1.12,1.0,10.8,98.28,95.95,96.87,10.23,110.54,1.07,0.96
T3,2.56,11.25,110.21,109.86,108.16,11.43,99.85,1.16,1.07,11.09,100.96,111.41,99.24,9.76,104.66,1.05,1.07
T1,2.676,10.29,105.67,114.32,107.23,9.71,117.88,1.04,0.95,10.93,108.45,98.22,108.45,10.23,108.94,1.13,0.98
T4,2.699,11.06,107.22,107.94,112.44,11.64,112.58,1.14,0.98,9.81,92.44,104.06,111.64,11.22,106.04,1.17,1.01
T3,2.772,9.59,97.79,111.08,115.39,10.57,111.35,1.12,1.15,10.03,104.44,109.24,104.89,10.23,107.82,1.1,1.13
T1,3.341,9.93,103.93,101.42,100.75,10.45,100.54,1.12,1.03,10.68,109.41,108.13,104.84,10.15,103.11,0.98,1.1
T1,3.354,10.24,109.86,112.3,114.77,10.52,110.54,1.08,1.09,10.17,105.75,99.85,110.63,10.28,116.71,1.09,0.96
T2,3.422,10.82,103.18,112.74,112.53,10.21,106.93,1.14,0.99,10.74,107.44,96.92,110.2,10.88,102.57,1.05,1.0
