task_type_id,arrival_time,est_cpu,est_gpu,ext_cpu-1,ext_gpu-1
2,0.795,2.248,1.668,4.179,0.677
1,0.87,2.159,0.764,1.273,0.971
2,0.927,3.357,1.337,3.194,0.865
2,1.342,6.372,0.743,6.475,1.838
1,1.98,1.243,0.841,1.242,0.856
2,2.423,3.649,0.699,8.036,2.943
1,2.553,1.262,0.864,1.778,0.905
1,2.609,1.232,0.885,0.961,1.184
2,3.7,2.684,0.766,2.055,0.946
1,4.243,1.437,0.93,1.091,0.976
2,5.197,5.748,0.741,12.216,0.955
1,5.51,0.976,0.943,1.324,1.252
1,5.52,1.217,0.626,1.469,0.587
2,6.035,3.821,1.638,6.156,1.5
2,6.343,11.813,1.536,9.144,1.95
1,6.498,1.249,0.88,1.005,1.235
1,6.678,1.337,0.982,1.447,1.244
1,6.699,1.87,1.113,1.26,0.85
1,7.933,1.491,0.618,1.259,0.616
2,8.653,7.304,1.317,3.029,0.738
1,8.918,1.87,0.824,1.267,0.931
1,9.592,1.218,1.047,1.102,0.903
1,9.684,1.074,1.088,1.932,0.92
1,10.504,1.497,0.874,1.253,0.946
2,10.594,2.289,1.499,3.282,2.23
1,10.752,1.293,1.258,1.016,0.843
1,10.845,2.008,0.892,2.108,1.458
2,10.871,2.03,0.856,7.011,0.914
1,11.073,1.208,0.615,2.023,0.823
1,11.407,1.019,0.615,1.233,0.855
2,11.414,1.743,0.743,8.766,1.169
1,11.577,1.154,0.673,1.232,0.611
1,11.675,1.543,1.228,1.987,0.957
2,11.779,8.387,0.6,11.268,0.767
2,12.072,2.023,3.579,10.22,0.753
2,12.491,11.718,0.771,4.537,2.038
1,12.727,1.025,1.244,1.582,0.818
1,13.513,1.499,1.337,1.363,0.797
2,13.703,3.984,1.364,7.67,2.998
1,14.509,1.331,1.53,1.959,1.11
1,14.627,1.002,0.835,1.218,0.734
1,14.93,2.051,0.666,1.98,0.961
2,15.095,4.781,1.036,8.022,3.037
2,15.368,5.386,0.729,3.626,1.209
2,15.561,3.88,2.221,5.512,1.062
1,16.306,1.26,0.942,1.2,1.231
2,16.761,5.018,1.093,4.79,2.166
2,16.971,2.677,1.098,11.641,1.436
2,17.245,10.397,2.221,2.241,3.142
1,17.347,1.749,1.21,1.241,0.996
2,17.572,2.638,0.697,1.417,1.512
2,18.214,3.756,1.891,1.9,1.89
1,19.293,1.11,1.177,2.333,1.245
1,19.646,1.214,1.4,1.28,0.655
1,19.908,2.412,0.991,1.181,0.629
1,20.005,1.435,0.623,1.002,0.597
1,20.854,2.151,1.12,1.104,0.878
2,20.909,6.16,1.262,6.779,1.401
1,21.261,2.023,1.119,2.028,1.12
1,21.318,1.426,0.616,1.501,0.855
2,21.862,9.635,0.955,2.268,2.007
1,22.247,1.435,0.73,1.22,0.948
1,22.366,2.114,0.855,1.227,0.671
1,22.923,2.147,0.933,1.518,0.804
1,23.006,1.3,0.611,1.292,0.983
1,23.347,1.934,0.927,1.381,1.527
2,23.535,9.84,1.159,8.464,2.048
2,23.808,3.969,0.972,2.268,0.753
1,23.915,1.065,0.614,1.926,0.994
1,24.087,1.323,0.935,1.774,0.996
2,24.442,8.012,0.819,3.653,1.771
1,24.677,1.305,0.903,1.401,0.875
1,24.905,1.227,0.835,1.248,0.947
2,25.325,10.22,0.942,1.872,0.731
2,25.361,2.952,1.256,1.794,1.548
2,25.365,8.1,1.642,11.381,0.476
1,25.582,2.119,1.436,1.756,1.174
1,25.734,1.13,0.932,1.55,0.92
2,26.524,5.585,1.976,7.326,1.825
1,27.255,1.983,1.184,1.26,0.998
2,27.279,2.939,2.427,4.507,1.018
1,27.294,1.346,0.869,1.301,0.926
1,27.44,2.073,0.94,1.5,0.788
2,27.849,8.337,1.21,1.973,2.589
1,27.971,2.067,0.893,1.213,0.75
1,28.695,2.144,1.085,1.764,1.184
1,28.742,2.126,0.729,1.812,0.843
2,28.786,2.207,1.563,2.738,1.128
1,28.883,2.049,0.868,2.025,0.619
1,29.081,1.185,0.824,1.327,0.872
2,29.457,4.016,1.131,3.923,2.469
2,29.552,3.787,0.657,4.341,0.784
2,29.559,2.923,2.751,3.0,0.941
1,29.815,0.935,0.729,1.019,0.986
1,30.066,2.252,0.883,0.991,0.898
1,30.362,1.5,0.611,0.944,0.789
2,32.498,2.023,1.813,4.111,3.239
1,33.119,1.301,1.123,1.765,0.901
