task_type,m1_1,m2_1,m3_1,m4_1
T2,0.064,0.095,2.402,4.351
T2,0.073,0.089,2.542,4.667
T2,0.072,0.102,2.578,4.069
T1,0.009,0.012,0.37,0.619
T2,0.067,0.095,2.688,4.595
T4,0.854,1.02,29.989,54.225
T3,0.149,0.239,5.611,10.134
T4,0.753,1.029,28.91,54.1
T2,0.064,0.096,2.548,4.111
T2,0.068,0.099,2.668,4.317
T3,0.157,0.228,5.962,10.898
T2,0.065,0.096,2.751,4.187
T1,0.009,0.012,0.334,0.594
T1,0.009,0.013,0.355,0.588
T1,0.01,0.013,0.359,0.638
T4,0.751,1.088,31.009,46.678
T4,0.765,1.142,27.273,50.418
T2,0.07,0.093,2.541,4.695
T4,0.747,1.063,31.745,50.899
T2,0.068,0.089,2.39,4.542
T3,0.164,0.204,5.89,9.467
T3,0.148,0.208,6.437,10.707
T4,0.809,1.177,31.624,48.354
T1,0.01,0.014,0.324,0.577
T3,0.165,0.22,5.72,9.848
T1,0.01,0.012,0.376,0.567
T4,0.861,1.027,30.682,47.652
T3,0.168,0.21,6.335,9.45
T3,0.158,0.211,6.385,10.104
T1,0.01,0.013,0.36,0.543
T2,0.067,0.094,2.746,4.052
T3,0.171,0.237,6.377,10.362
T3,0.151,0.235,6.286,9.667
T2,0.072,0.101,2.409,4.363
T1,0.01,0.012,0.334,0.543
T1,0.009,0.012,0.337,0.608
T3,0.171,0.204,5.92,10.21
T2,0.073,0.091,2.5,4.148
T4,0.807,1.081,29.521,49.637
T4,0.795,1.187,28.651,48.614
T2,0.064,0.096,2.572,4.644
T3,0.168,0.237,5.529,10.892
T4,0.794,1.029,31.684,51.956
T4,0.791,1.135,29.872,50.248
T2,0.071,0.1,2.619,4.542
T4,0.774,1.02,28.063,51.027
T3,0.154,0.227,5.753,10.233
T2,0.066,0.088,2.462,4.308
T3,0.172,0.211,5.939,10.099
T2,0.075,0.101,2.74,4.476
T1,0.01,0.013,0.343,0.55
T4,0.75,1.027,28.762,50.587
T3,0.171,0.229,6.283,9.955
T1,0.01,0.013,0.322,0.54
T2,0.068,0.095,2.792,4.037
T3,0.151,0.229,6.567,9.484
T3,0.169,0.223,6.566,10.882
T4,0.742,1.043,31.6,53.525
T3,0.17,0.214,5.589,9.849
T4,0.839,1.157,31.691,53.495
T4,0.79,1.156,31.459,46.329
T2,0.064,0.093,2.533,4.214
T1,0.009,0.012,0.38,0.614
T1,0.009,0.014,0.331,0.637
T2,0.07,0.096,2.733,4.048
T1,0.01,0.012,0.346,0.615
T2,0.073,0.102,2.518,4.163
T4,0.729,1.07,30.53,53.487
T4,0.744,1.079,31.128,45.926
T4,0.788,1.055,30.465,49.564
T4,0.788,1.135,27.223,51.938
T2,0.065,0.095,2.613,4.375
T3,0.165,0.205,5.743,10.482
T1,0.009,0.013,0.348,0.635
T3,0.16,0.213,5.928,9.527
T2,0.066,0.09,2.375,4.019
T2,0.069,0.088,2.39,4.111
T4,0.822,1.018,30.557,52.705
T3,0.17,0.226,6.238,10.569
T3,0.164,0.223,5.811,9.592
T2,0.07,0.092,2.615,3.987
T2,0.075,0.097,2.626,4.04
T3,0.164,0.221,6.537,10.674
T3,0.175,0.237,6.531,10.56
T3,0.172,0.241,6.243,10.476
T4,0.757,1.052,30.905,52.002
T3,0.151,0.241,5.655,9.666
T3,0.154,0.235,5.555,10.547
T4,0.736,1.025,32.065,48.67
T2,0.066,0.095,2.425,4.406
T3,0.159,0.22,6.355,10.683
T3,0.171,0.213,6.28,10.906
T1,0.009,0.012,0.35,0.559
T4,0.857,1.111,30.62,53.569
T1,0.009,0.012,0.356,0.587
T4,0.841,1.107,27.999,51.376
T4,0.799,1.016,27.565,54.22
T3,0.15,0.204,5.804,9.863
T4,0.848,1.12,28.031,54.005
T3,0.16,0.233,6.478,10.354
T2,0.075,0.095,2.387,4.242
T3,0.165,0.235,6.333,10.199
T3,0.149,0.226,6.289,9.946
T2,0.072,0.102,2.645,4.533
T2,0.07,0.103,2.559,4.249
T3,0.159,0.234,6.56,10.877
T1,0.01,0.013,0.36,0.625
T2,0.072,0.103,2.449,4.213
T2,0.067,0.101,2.624,3.965
T2,0.067,0.095,2.414,4.612
T3,0.161,0.219,5.553,10.718
T4,0.808,1.002,29.095,47.749
T1,0.01,0.013,0.363,0.637
T1,0.009,0.014,0.369,0.548
T2,0.074,0.099,2.528,4.128
T3,0.159,0.23,6.484,10.759
