task_type_id,arrival_time,est_m1,est_m2,est_m3,est_m4,est_m5,est_m6,est_m7,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1,ext_m5-1,ext_m6-1,ext_m7-1
4,0.416,111.343,9.904,96.803,9.267,1.04,101.107,97.157,111.867,10.979,93.643,9.964,0.938,113.749,100.144
1,1.435,115.827,110.453,0.988,102.427,10.347,112.72,104.337,113.038,103.552,1.07,117.887,10.717,101.921,96.507
4,1.601,105.69,10.918,107.636,10.643,1.031,118.055,103.668,106.645,10.053,109.407,10.783,0.944,113.034,107.727
4,1.69,105.732,10.459,103.353,9.934,1.02,106.614,112.54,110.754,10.526,107.686,9.964,1.031,113.529,102.142
3,1.788,1.073,108.73,1.02,9.659,106.274,106.797,1.159,1.117,105.593,1.052,10.29,98.741,97.391,1.104
3,2.143,0.987,105.593,0.956,10.537,99.764,112.55,1.056,1.075,96.346,0.958,11.372,99.894,106.868,1.029
2,2.275,103.817,98.11,111.658,99.302,98.321,109.62,105.375,115.851,109.861,97.324,108.174,96.089,115.437,109.728
3,2.611,0.968,104.704,1.012,11.238,102.152,112.345,1.088,1.039,92.297,1.052,10.444,108.239,101.251,1.058
4,4.052,100.823,10.227,104.19,10.041,0.974,118.092,112.637,102.113,10.887,97.595,10.333,1.065,102.978,99.144
3,4.189,1.067,95.688,1.1,9.981,100.217,110.078,1.151,0.965,92.297,1.049,11.007,108.996,102.352,1.12
4,5.306,104.03,10.145,104.922,9.413,1.035,112.784,100.563,97.447,9.837,103.717,9.292,1.079,105.388,109.049
3,5.452,1.063,92.614,1.026,11.216,100.705,104.521,1.153,1.139,102.213,0.987,11.047,98.561,101.099,1.143
4,5.668,113.571,10.778,109.579,9.55,0.934,108.222,103.513,101.361,10.732,109.459,9.92,0.986,116.897,103.56
3,5.788,1.041,92.701,0.999,10.338,95.612,96.244,1.027,1.038,95.809,0.95,11.143,110.505,105.887,1.153
2,6.673,98.465,115.283,99.997,101.563,108.195,112.009,115.461,99.269,112.878,110.933,107.745,98.427,107.413,112.441
1,6.774,113.52,105.145,0.96,113.148,10.277,98.894,102.919,118.445,107.066,1.053,105.977,10.849,104.428,101.352
2,7.557,100.783,111.879,98.489,104.888,108.759,107.678,109.593,109.544,112.249,110.772,103.821,94.94,104.423,102.304
1,7.613,116.239,107.575,1.053,106.546,10.058,101.3,93.445,101.201,97.26,1.059,100.148,9.701,101.037,96.689
3,8.094,0.997,103.712,0.972,10.008,104.394,106.983,1.14,0.986,100.215,1.104,9.831,101.749,108.247,1.152
3,8.701,1.129,93.967,1.038,9.987,103.31,112.515,1.125,1.068,92.686,0.945,10.925,108.499,102.352,1.084
3,8.766,1.134,93.407,1.05,11.074,108.499,97.982,1.059,1.128,106.494,1.037,10.145,94.956,112.345,1.094
1,9.64,117.281,109.229,0.975,106.14,10.441,112.81,97.118,106.901,104.488,0.96,113.537,10.008,99.836,108.76
3,9.751,0.961,93.588,1.051,10.562,97.3,105.216,1.154,0.999,107.587,1.003,10.952,94.889,97.058,1.086
1,9.813,101.152,97.865,0.948,100.501,11.131,105.057,102.487,102.529,100.69,0.987,99.603,10.256,103.835,105.217
4,9.976,100.408,9.733,109.948,9.678,0.973,109.595,101.111,104.663,9.686,99.056,9.666,0.982,112.449,112.239
3,10.193,1.083,101.157,0.98,9.865,106.847,109.741,1.155,1.116,99.081,1.005,11.039,93.098,111.692,1.036
1,10.195,104.902,112.504,1.047,111.254,9.917,99.586,98.168,113.574,113.836,1.078,107.218,10.791,99.762,94.172
3,10.318,1.088,98.917,1.007,10.848,109.676,112.681,1.025,1.109,106.101,1.046,10.567,95.799,107.826,1.002
3,10.603,1.035,96.378,1.003,10.463,97.654,114.094,1.062,1.065,103.031,0.979,9.781,100.688,105.42,1.098
1,10.958,112.198,109.681,1.021,102.234,10.81,99.868,96.645,101.844,99.194,1.021,105.344,10.211,112.81,103.015
2,11.234,103.393,99.99,103.978,107.616,98.524,112.362,102.414,112.304,116.135,100.384,103.052,92.791,107.32,99.986
3,11.902,1.134,105.836,1.058,9.62,101.952,112.64,1.113,1.04,94.644,1.071,11.378,102.954,100.052,1.13
4,12.14,102.739,10.516,107.667,10.252,1.052,104.308,106.057,112.475,10.332,95.926,10.545,1.082,111.551,96.152
2,12.183,101.173,104.901,111.733,100.447,104.44,117.108,106.56,103.905,99.124,108.419,105.429,91.877,115.079,103.962
3,12.868,1.013,101.061,0.977,10.768,109.173,110.203,0.998,1.067,99.759,0.944,11.127,100.273,108.512,1.062
1,13.055,110.677,101.634,1.077,112.094,11.337,97.609,92.125,115.734,99.906,1.029,107.569,11.243,98.656,92.589
4,13.097,110.232,11.102,100.178,10.731,1.105,108.457,100.611,99.574,10.296,108.32,9.288,0.988,117.421,105.615
4,13.184,108.984,10.238,99.658,9.45,1.06,104.187,97.837,108.147,11.143,93.128,9.697,1.092,107.627,112.35
