task_type,m1_1,m2_1,m3_1,m4_1
T2,14.301,37.885,99.792,107.56
T2,16.323,35.492,105.624,115.353
T2,16.011,40.576,107.083,100.581
T1,12.275,28.109,90.387,90.03
T2,14.969,37.998,111.666,113.573
T4,23.096,49.318,151.21,162.674
T3,17.018,48.571,119.2,128.096
T4,20.36,49.732,145.772,162.299
T2,14.179,38.125,105.859,101.611
T2,15.094,39.402,110.858,106.713
T3,17.937,46.499,126.665,137.749
T2,14.575,38.233,114.29,103.496
T1,11.85,28.219,81.677,86.388
T1,12.377,31.042,86.758,85.486
T1,12.855,30.701,87.622,92.671
T4,20.299,52.606,156.353,140.034
T4,20.682,55.224,137.517,151.254
T2,15.651,36.868,105.559,116.043
T4,20.194,51.382,160.067,152.696
T2,15.125,35.634,99.274,112.278
T3,18.704,41.623,125.138,119.668
T3,16.905,42.385,136.755,135.342
T4,21.872,56.883,159.456,145.062
T1,12.912,31.654,79.045,83.811
T3,18.804,44.812,121.531,124.48
T1,12.445,29.267,91.84,82.472
T4,23.28,49.631,154.707,142.956
T3,19.172,42.789,134.584,119.454
T3,18.058,42.996,135.652,127.723
T1,13.083,29.981,87.89,78.874
T2,14.987,37.268,114.095,100.151
T3,19.467,48.224,135.479,130.975
T3,17.2,47.84,133.541,122.197
T2,15.993,40.314,100.1,107.841
T1,12.963,27.645,81.584,78.967
T1,12.193,28.875,82.425,88.416
T3,19.526,41.455,125.765,129.055
T2,16.185,36.385,103.842,102.543
T4,21.828,52.241,148.849,148.912
T4,21.487,57.359,144.464,145.841
T2,14.269,38.134,106.842,114.794
T3,19.106,48.203,117.465,137.672
T4,21.484,49.72,159.759,155.869
T4,21.4,54.85,150.623,150.744
T2,15.892,39.734,108.819,112.279
T4,20.926,49.302,141.498,153.08
T3,17.549,46.178,122.232,129.346
T2,14.674,34.925,102.287,106.496
T3,19.634,42.979,126.166,127.66
T2,16.667,40.182,113.841,110.643
T1,12.557,29.32,83.746,79.997
T4,20.291,49.64,145.021,151.761
T3,19.497,46.563,133.473,125.839
T1,12.524,31.256,78.63,78.421
T2,15.197,37.838,115.976,99.781
