task_type,arrival_time,est_m1,est_m2,est_m3,est_m4,est_m5,est_m6,est_m7,est_m8,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1,ext_m5-1,ext_m6-1,ext_m7-1,ext_m8-1
T3,0.211,11.09,101.97,1.0,0.93,102.08,1.05,9.66,105.14,10.99,102.16,0.98,0.96,104.29,1.0,10.13,111.49
T3,0.363,10.09,108.52,1.05,1.01,108.68,1.15,10.39,99.93,10.79,100.28,1.09,0.97,112.89,1.01,11.05,107.16
T1,0.748,10.59,109.89,1.16,1.06,104.16,0.96,11.45,110.0,10.34,109.28,1.06,0.99,113.78,1.08,11.57,108.27
T3,1.647,10.36,107.68,1.1,1.04,114.53,1.07,11.14,113.54,10.36,99.21,0.99,0.99,104.94,1.15,10.08,102.16
T2,1.734,11.51,97.24,1.06,1.12,96.09,1.13,10.22,99.85,10.08,94.01,1.07,1.02,103.85,1.03,11.63,107.18
T2,2.278,11.37,103.46,1.01,1.09,107.88,1.0,9.99,107.62,11.49,97.62,1.16,0.97,107.04,1.17,10.05,97.68
T1,2.508,11.67,114.88,1.06,1.07,114.68,1.01,11.13,113.81,10.92,108.06,1.02,1.03,110.94,1.0,10.01,98.73
T4,2.712,9.18,109.48,1.04,1.0,104.27,1.1,10.78,105.98,9.51,98.89,1.01,1.02,106.97,1.16,11.24,100.62
T4,3.176,10.02,114.18,0.96,0.96,103.46,1.06,10.65,111.77,9.51,106.29,1.01,1.06,106.53,1.11,10.9,106.47
T3,3.651,11.05,109.3,0.96,1.03,103.63,1.16,10.29,98.61,10.72,107.64,1.08,1.07,100.63,1.05,10.95,104.94
T3,3.923,9.97,110.24,1.04,1.03,98.02,1.15,10.64,110.75,10.04,111.13,1.01,1.01,110.91,1.13,10.08,108.87
T3,4.264,10.88,103.86,0.98,0.93,113.37,1.1,11.18,111.45,10.36,99.99,1.06,0.96,99.7,1.15,10.99,104.89
T1,4.536,10.8,110.21,1.12,0.98,116.44,1.07,10.98,101.94,10.24,106.55,1.03,0.99,117.5,1.01,11.28,115.74
T2,4.558,9.88,93.55,1.17,1.12,96.93,1.04,11.42,108.04,10.81,105.52,1.01,1.09,108.86,1.16,9.99,102.26
T1,4.806,10.2,112.98,1.14,1.01,115.65,1.07,10.19,98.56,11.11,105.01,1.11,0.99,112.7,1.06,10.03,103.68
T2,4.809,11.32,96.95,1.11,1.14,98.19,1.12,10.6,104.18,10.72,96.55,1.17,1.15,94.85,1.04,10.43,92.59
T3,5.262,10.15,101.24,1.08,1.05,106.17,1.13,9.74,106.85,11.0,110.48,1.03,1.01,103.77,1.0,10.38,111.57
T1,5.872,10.28,103.42,1.07,1.0,117.5,1.03,10.3,108.36,10.02,103.21,1.04,1.0,99.96,1.05,10.66,108.74
T3,6.313,10.81,101.65,1.11,0.97,101.36,1.0,10.7,112.58,10.74,110.5,1.09,0.95,109.96,1.08,11.12,98.21
T1,6.362,10.38,108.6,1.12,1.0,100.65,0.92,11.03,108.61,10.68,104.05,1.0,1.06,102.53,1.04,11.17,106.04
T3,6.69,9.51,103.86,1.02,0.98,100.77,1.06,11.16,105.88,10.86,112.68,1.08,1.03,99.44,1.09,9.46,113.87
T4,7.049,10.34,110.19,1.1,0.97,96.98,1.06,10.61,117.63,10.12,105.65,1.04,1.06,103.08,1.06,10.2,111.98
T1,7.947,10.2,100.2,1.08,1.02,108.22,0.98,10.87,107.66,11.38,98.62,1.08,1.0,116.56,0.93,10.55,113.99
T2,8.257,11.57,97.78,1.05,1.0,94.24,1.07,11.54,93.0,10.75,105.95,1.01,1.11,92.83,1.02,10.53,102.11
T1,8.373,10.19,106.75,1.09,0.97,115.14,0.95,10.18,112.52,11.59,103.97,1.08,1.0,109.77,0.95,9.85,101.75
T1,8.577,9.99,109.43,0.99,0.94,112.14,0.96,9.9,106.44,10.83,102.15,1.12,1.0,117.1,0.96,10.86,111.32
T4,8.622,9.35,100.18,1.08,1.01,105.6,1.08,11.58,117.05,10.27,107.29,1.12,1.04,106.38,1.15,10.81,105.17
T1,8.669,10.07,106.29,1.03,0.96,104.97,1.08,10.01,112.81,10.96,115.85,1.08,0.96,109.22,1.08,10.95,101.59
T4,8.804,10.49,108.09,1.05,0.92,97.68,1.1,11.5,102.89,10.31,105.91,1.02,0.96,103.15,1.15,11.72,102.11
T1,8.829,11.2,101.0,1.03,0.99,107.57,0.96,10.43,110.74,10.17,109.33,1.01,0.99,114.88,1.08,10.98,114.78
T1,8.859,11.19,106.7,1.09,0.94,108.81,1.04,11.58,112.2,11.66,111.81,1.0,1.01,107.13,0.96,11.6,113.98
T2,9.045,11.1,102.45,1.13,1.0,96.74,1.16,10.23,97.67,11.61,99.26,1.04,1.08,96.74,1.02,10.1,104.72
T4,9.08,9.77,101.71,1.07,1.03,104.5,1.05,10.96,115.48,10.87,103.39,1.12,1.01,96.5,1.11,10.7,112.01
T1,9.391,11.49,113.74,1.06,1.03,102.98,1.0,11.31,114.46,11.01,112.49,1.16,1.08,116.56,1.05,10.52,101.14
T4,9.858,9.59,110.0,0.95,0.98,101.76,1.13,10.99,112.41,10.46,100.43,0.98,1.03,108.52,1.14,10.43,111.37
T3,10.56,10.98,109.98,1.02,1.02,111.49,1.15,9.61,106.9,11.22,97.55,1.0,0.99,102.92,1.08,10.31,105.8
T2,10.817,10.45,102.1,1.16,1.04,96.64,1.0,11.16,92.44,11.44,98.9,1.04,1.07,104.4,1.01,11.3,102.6
T1,10.951,10.61,102.15,1.11,1.1,100.7,0.97,10.14,98.1,10.39,100.85,1.07,1.03,101.85,0.97,11.28,103.81
T4,11.04,10.76,114.63,1.08,1.05,105.09,1.09,11.04,109.28,10.06,103.88,0.99,1.07,97.95,1.19,11.2,106.79
T4,11.124,9.46,100.69,1.03,1.0,100.87,1.18,10.64,117.94,9.95,111.88,0.98,1.05,112.07,1.19,11.01,114.84
T1,11.395,11.06,112.65,1.08,1.04,113.07,1.02,11.09,103.36,9.98,106.55,1.08,1.1,112.69,0.95,11.24,111.79
T4,11.6,10.22,108.58,1.12,0.92,104.34,1.12,11.46,110.4,9.2,102.41,0.99,0.96,104.93,1.14,10.63,108.28
T3,11.988,9.94,112.53,0.96,0.96,105.36,1.09,10.67,97.12,9.91,111.04,1.04,1.05,103.24,1.16,10.2,110.75
T1,12.023,10.89,109.11,1.02,0.94,116.03,1.08,11.42,106.62,10.06,102.74,1.15,1.04,109.26,0.96,10.21,99.92
T3,12.362,10.51,97.63,1.05,1.02,97.68,1.02,10.19,97.9,10.13,95.96,0.95,0.92,107.08,1.11,9.68,106.45
T3,12.829,10.21,101.27,0.95,0.99,96.94,1.15,10.26,112.32,9.76,106.41,1.0,0.94,108.64,1.14,9.46,105.29
T4,12.844,10.23,109.68,1.06,1.03,94.79,1.04,11.03,116.38,9.76,114.07,1.1,1.01,103.39,1.04,10.29,116.45
T4,13.479,9.44,110.18,1.0,0.96,106.51,1.05,10.46,101.98,9.18,116.46,0.99,1.01,101.44,1.2,10.31,108.09
T2,13.595,9.92,95.3,1.07,1.08,94.16,1.09,11.56,105.4,9.8,100.43,1.02,1.12,95.98,1.03,11.05,93.1
T3,14.137,9.47,109.58,0.94,1.02,103.0,1.07,10.2,97.81,11.26,96.14,0.95,0.98,108.63,1.1,10.0,103.5
T4,15.126,9.41,104.16,1.01,0.95,111.07,1.14,10.33,117.43,9.35,100.14,1.0,0.99,108.14,1.01,10.82,112.44
T1,15.254,11.56,112.35,1.02,1.06,117.56,1.04,10.0,100.08,11.31,108.02,1.07,0.99,117.9,0.97,10.95,104.78
T3,15.469,9.94,97.7,0.97,1.05,105.74,1.12,9.82,105.81,9.79,111.3,0.95,1.07,102.29,1.01,10.56,112.01
T2,15.547,10.37,91.85,1.06,1.11,96.47,1.12,10.27,99.52,11.12,100.97,1.13,1.02,94.72,1.12,9.88,99.76
T3,15.614,10.32,107.15,1.1,0.99,102.08,1.01,10.27,104.74,9.52,113.12,1.11,1.04,111.2,1.16,10.03,111.06
T4,15.875,9.32,114.36,1.06,0.99,107.72,1.03,10.5,100.22,10.35,102.85,1.13,1.08,104.1,1.11,11.54,117.91
T3,15.991,9.9,101.1,1.01,1.07,99.5,1.12,10.09,107.8,10.8,107.17,1.08,0.94,106.97,1.0,10.08,98.86
T2,16.252,9.83,107.23,1.13,1.07,94.7,1.02,9.96,102.35,10.41,96.46,1.05,1.12,103.72,1.12,10.93,106.84
T3,16.764,9.7,105.67,1.12,1.03,109.01,1.16,9.63,96.08,9.53,101.98,0.99,0.94,109.01,1.06,9.48,101.35
T3,16.792,11.19,99.8,1.07,1.03,107.37,1.15,10.84,102.94,10.04,99.81,0.97,0.97,108.3,1.08,10.59,109.22
T1,16.954,10.69,99.68,1.09,1.06,105.42,0.99,10.3,106.3,11.57,110.08,1.04,0.93,109.9,1.04,9.85,104.72
T3,17.158,11.13,98.75,0.97,1.06,106.15,1.04,10.69,112.89,11.25,97.29,1.01,0.96,106.17,1.07,11.04,102.75
T2,17.602,10.85,105.45,1.09,1.04,94.38,1.0,11.58,105.04,11.2,94.36,1.12,1.12,94.18,1.0,11.6,107.82
