task_type,arrival_time,est_m1,est_m2,est_m3,est_m4,est_m5,est_m6,est_m7,est_m8,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1,ext_m5-1,ext_m6-1,ext_m7-1,ext_m8-1
T1,0.012,25.25,151.87,112.38,116.06,96.55,11.8,1.07,11.03,28.17,176.43,107.24,112.76,105.96,10.87,1.1,11.35
T9,0.022,28.88,165.64,103.84,97.46,102.29,10.03,1.13,9.86,26.76,159.69,109.58,103.72,100.77,9.93,1.03,10.66
T1,0.023,25.27,160.66,97.01,117.31,111.46,11.42,0.97,10.09,26.0,171.61,97.16,114.31,110.53,10.53,1.06,11.12
T3,0.028,24.59,167.09,108.54,99.26,107.83,9.77,1.08,10.97,28.0,162.97,104.96,100.9,110.79,10.72,1.03,10.05
T5,0.038,25.94,153.17,101.66,109.64,95.78,11.44,1.06,10.01,25.08,141.99,95.45,99.64,96.53,11.59,0.99,10.02
T3,0.047,27.85,168.03,98.1,110.87,104.64,11.39,1.08,10.37,26.05,160.11,110.86,94.5,113.26,9.65,0.96,10.57
T7,0.055,28.62,149.7,102.25,115.06,106.48,11.13,0.98,11.64,28.7,166.94,104.08,111.27,99.36,9.95,1.02,10.89
T9,0.057,25.06,153.28,110.16,98.45,110.0,10.94,1.1,11.37,28.13,177.77,105.68,96.98,109.21,10.22,1.0,9.98
T5,0.065,27.58,144.33,103.61,99.34,112.24,11.39,1.06,11.14,27.76,143.4,101.79,102.78,109.4,10.35,1.0,10.92
T5,0.098,24.75,155.67,111.74,107.96,97.63,11.48,0.94,9.75,26.44,150.09,110.75,111.09,103.8,10.65,1.07,11.3
T10,0.105,27.7,159.87,107.06,95.95,114.15,10.95,1.12,10.55,28.69,157.52,110.5,104.89,110.86,11.16,1.16,10.01
T3,0.109,27.63,157.45,104.16,96.37,115.18,9.66,1.06,10.29,26.08,153.79,111.51,100.05,104.54,11.33,0.98,11.67
T5,0.113,24.82,157.63,97.14,109.47,103.83,11.44,1.07,11.0,25.04,141.44,102.64,101.04,95.33,11.13,0.95,10.12
T9,0.121,27.72,169.6,107.3,111.14,97.58,10.22,1.03,10.45,27.06,171.65,98.04,97.42,102.05,10.02,1.16,11.07
T3,0.123,25.45,157.21,106.48,102.83,98.34,10.06,1.03,11.73,25.51,149.52,105.4,99.4,101.21,10.49,1.1,11.09
T10,0.125,25.09,148.82,112.43,97.5,117.17,10.63,1.14,10.07,28.36,159.84,106.56,104.06,104.07,10.56,1.08,10.22
T1,0.133,26.92,173.73,100.5,115.04,102.64,11.03,0.96,10.1,26.85,154.61,101.36,110.94,100.09,10.95,0.98,10.4
T5,0.138,24.24,152.26,94.43,105.14,103.06,10.55,1.02,10.08,24.6,156.8,97.26,104.56,107.8,11.54,1.08,9.92
T7,0.144,26.48,153.54,113.96,99.42,99.14,10.31,1.04,10.57,28.54,155.6,110.71,109.55,101.38,9.78,1.03,11.16
T5,0.147,26.93,143.77,98.53,113.31,103.14,10.79,1.09,10.42,25.42,164.48,95.37,105.4,107.11,11.36,1.09,10.18
T3,0.165,25.65,151.36,107.15,93.72,104.34,9.59,1.06,10.96,27.99,170.84,111.05,108.44,99.39,10.16,1.08,11.06
T10,0.185,27.19,158.89,98.13,107.33,114.7,10.39,1.17,9.95,27.16,163.62,107.87,109.54,100.09,11.31,1.04,10.12
T3,0.219,24.7,152.24,99.34,104.77,103.68,10.39,1.03,11.11,25.89,150.72,105.32,103.89,101.07,9.6,1.0,10.32
T4,0.245,25.84,160.15,93.91,102.97,102.32,10.13,0.96,9.72,26.76,150.77,98.19,97.46,95.04,10.36,1.02,9.86
T9,0.246,25.82,161.36,108.44,106.57,111.84,11.08,1.02,10.32,27.71,177.34,94.56,112.48,100.16,11.17,1.02,11.17
T10,0.259,28.26,163.78,97.23,109.04,102.92,9.99,1.11,10.28,26.72,157.37,112.39,102.53,105.96,11.08,1.06,9.78
T2,0.261,25.17,140.21,111.26,104.73,103.55,9.98,1.04,11.68,28.45,164.21,97.84,108.53,101.99,11.08,1.11,11.15
T10,0.262,26.5,157.66,101.69,109.4,104.59,11.44,1.16,10.46,26.59,172.37,111.35,99.7,115.41,11.28,1.1,10.87
T10,0.27,28.0,159.45,100.2,98.73,100.21,11.17,1.06,10.99,29.16,170.2,107.07,100.2,107.74,11.45,1.06,9.74
T1,0.298,28.62,162.97,102.91,108.47,104.66,10.88,1.1,11.15,25.4,156.94,96.42,102.22,96.62,10.74,1.1,10.31
T1,0.305,25.84,179.24,101.82,100.93,100.91,10.56,1.06,11.18,28.71,160.21,109.84,105.7,101.23,11.68,1.0,10.61
T9,0.307,27.26,154.11,104.83,109.43,102.99,10.28,1.16,10.51,27.48,159.19,106.96,97.34,111.87,9.82,1.05,10.29
T10,0.311,25.8,152.45,98.88,106.23,107.74,10.36,1.01,10.03,26.17,167.87,111.34,95.98,108.84,10.45,1.09,10.82
T2,0.318,27.86,151.22,98.07,109.0,107.99,9.99,1.06,11.27,28.2,150.37,113.1,108.83,103.61,11.14,1.11,11.14
T1,0.321,27.14,174.82,102.32,115.94,110.05,10.34,1.11,11.07,25.44,174.69,96.42,101.85,96.47,10.89,0.95,10.76
T3,0.322,26.94,147.01,101.4,101.78,112.3,10.07,1.03,11.76,25.09,160.95,111.64,104.06,115.45,10.57,0.96,10.04
T4,0.345,25.65,172.01,99.7,108.59,106.43,11.1,1.07,9.61,27.96,149.11,100.49,103.04,104.91,10.07,1.09,10.62
T9,0.349,26.2,159.75,108.59,107.76,100.12,11.52,1.09,10.97,27.15,159.81,101.43,109.53,109.36,10.46,1.14,10.6
T9,0.371,27.26,172.52,107.66,98.25,106.08,10.23,1.13,10.36,26.59,176.35,95.76,102.74,100.07,10.44,1.1,11.11
T2,0.377,25.53,150.7,101.1,103.97,105.68,9.54,1.09,9.98,27.41,145.08,108.38,108.51,115.16,11.12,1.1,10.82
T6,0.397,27.31,150.04,98.05,96.42,96.21,9.98,0.98,11.08,23.58,153.36,98.47,99.92,107.46,10.47,0.96,10.42
T9,0.398,26.06,162.51,105.54,103.3,98.3,10.86,0.99,11.59,28.81,169.82,94.56,113.75,97.68,10.8,1.01,10.26
T4,0.416,27.1,151.37,109.43,107.12,96.5,10.21,0.99,9.39,26.18,160.51,102.62,94.22,108.42,9.65,1.07,9.72
T2,0.416,26.39,155.35,103.87,93.78,110.22,10.76,0.96,11.04,25.67,161.99,108.58,107.0,104.34,9.84,1.08,11.5
T4,0.421,25.31,164.05,110.98,94.74,105.38,11.23,1.03,9.81,25.72,162.56,100.99,104.65,108.08,9.69,1.06,9.42
T4,0.425,27.72,158.86,100.67,108.35,94.91,10.83,0.94,10.19,25.17,156.11,101.2,92.25,107.78,11.39,1.03,10.1
T5,0.432,26.75,146.89,97.15,99.66,106.66,10.39,1.0,10.02,24.42,150.26,108.63,105.67,104.81,10.4,0.97,11.53
T7,0.454,24.34,176.74,111.84,106.32,107.12,10.11,1.0,10.48,26.7,176.45,100.0,99.36,97.38,9.85,0.99,9.98
T7,0.46,26.19,157.22,114.78,108.16,103.01,10.03,1.08,10.89,27.32,169.58,100.1,99.35,111.18,10.23,1.04,11.76
T8,0.461,26.13,144.4,107.78,96.88,107.5,10.92,1.02,9.64,25.9,145.13,109.25,110.44,111.12,11.28,1.05,11.06
T5,0.487,23.59,161.93,103.38,100.7,96.44,10.13,1.06,10.72,27.39,160.84,94.29,110.69,104.82,10.39,1.06,10.27
T9,0.498,27.01,168.27,111.32,103.54,97.48,10.12,1.11,10.49,25.36,174.47,100.0,98.62,98.95,11.05,1.12,11.07
T9,0.511,25.71,176.12,106.99,112.05,108.89,10.23,1.02,11.39,25.64,157.01,111.31,106.31,98.28,11.3,1.0,11.42
T8,0.514,26.17,144.02,109.03,102.29,106.51,11.21,1.07,10.12,24.06,145.85,100.1,107.78,105.18,11.4,1.0,9.7
T10,0.523,27.88,167.81,114.46,99.26,114.55,10.89,1.05,9.68,27.58,171.19,114.1,93.86,113.37,10.71,1.03,9.55
T4,0.558,26.95,149.66,103.54,98.97,94.15,10.34,0.98,9.34,25.34,173.55,107.85,108.26,97.31,10.85,0.94,9.26
T6,0.569,23.84,147.7,109.4,109.57,96.37,10.22,0.96,10.88,23.58,169.33,108.08,111.52,103.45,9.97,1.06,11.15
T7,0.581,28.74,167.5,115.13,98.78,111.01,10.69,1.09,10.69,27.03,172.9,111.01,101.08,111.72,10.54,1.1,11.1
T3,0.587,24.62,159.95,97.81,105.71,103.0,9.76,1.06,11.74,27.8,165.82,112.44,97.89,104.25,10.69,1.0,10.05
