task_type_id,arrival_time,est_cpu,est_gpu,ext_cpu-1,ext_gpu-1
1,0.226,1.815,1.449,1.765,0.948
1,0.28,1.232,1.166,1.328,1.245
1,0.753,2.048,0.928,1.336,1.549
2,1.019,3.145,3.084,6.394,0.699
2,1.424,5.184,1.663,1.504,1.35
2,1.729,2.864,1.254,2.882,1.414
1,1.78,1.328,0.627,1.301,1.131
2,1.865,6.145,1.69,7.115,0.918
2,2.062,2.015,0.959,3.903,0.929
2,2.349,1.848,0.767,2.794,1.273
2,2.818,4.195,3.105,5.105,1.484
1,2.907,1.324,0.919,1.461,0.959
2,3.089,5.603,0.865,8.1,1.541
1,3.147,1.343,0.616,1.766,1.332
1,3.38,1.291,1.246,1.183,0.617
2,3.659,4.055,1.261,9.082,0.929
1,3.672,1.791,0.947,1.799,0.865
2,3.686,2.571,0.819,9.48,2.992
2,4.043,2.504,1.444,2.195,1.279
1,4.258,1.798,1.446,1.48,1.244
1,4.424,2.069,0.957,2.204,1.223
2,4.425,13.016,2.811,10.331,2.213
1,5.332,1.258,0.779,1.002,0.97
2,5.437,2.296,2.182,3.538,1.101
2,5.68,5.059,2.952,4.919,2.002
2,5.952,3.077,2.366,2.023,1.35
2,6.009,3.077,1.1,2.843,1.639
1,6.024,1.349,1.228,1.205,0.858
1,6.21,1.277,1.129,1.288,0.616
1,6.525,2.123,1.111,1.247,0.617
2,6.825,4.132,1.124,5.141,2.007
2,6.963,2.864,2.954,11.42,2.908
2,7.116,11.42,1.694,2.478,0.835
2,7.123,9.321,2.843,6.601,1.253
2,7.255,3.032,2.416,5.973,3.422
2,7.499,2.843,1.363,3.73,3.127
2,7.616,8.507,0.787,2.055,2.653
2,7.963,8.012,1.428,9.3,0.934
1,8.019,1.747,0.965,1.32,1.085
1,8.194,2.116,0.94,1.126,1.149
1,8.299,1.499,1.086,1.78,1.115
2,8.811,2.634,1.54,4.507,1.631
1,9.093,1.351,1.348,2.06,0.867
2,9.166,13.827,1.319,3.21,1.436
1,9.182,2.162,0.935,1.15,1.348
2,9.358,1.993,1.194,3.337,1.96
2,9.41,3.144,1.093,4.919,1.242
2,9.497,3.443,1.626,5.973,0.89
1,9.756,1.189,0.993,1.514,1.09
1,9.993,1.223,0.811,1.228,1.09
1,10.113,1.093,0.867,1.437,0.885
1,10.325,2.073,0.993,1.29,1.4
2,10.383,1.73,2.038,1.191,1.639
1,10.785,2.151,0.642,1.18,0.876
2,10.826,6.492,3.422,4.501,2.705
1,10.934,1.959,1.21,1.275,0.879
1,10.943,1.002,0.998,1.243,0.898
2,11.095,2.043,2.56,2.055,1.17
2,11.109,2.767,1.215,2.086,1.723
2,11.143,4.081,1.989,8.437,1.998
2,11.196,2.248,1.37,2.794,0.9
2,11.235,4.369,0.944,2.997,1.093
1,11.265,1.305,0.85,2.193,0.898
1,11.434,1.193,1.444,2.155,0.94
2,11.575,1.939,0.607,13.827,1.086
2,11.603,6.948,0.753,1.955,1.107
1,11.862,1.864,0.929,1.286,0.779
2,12.271,9.058,2.295,10.021,0.685
1,12.376,1.304,0.951,1.98,0.619
1,12.56,2.036,0.964,0.94,0.833
1,12.694,1.516,1.386,1.241,0.903
2,12.915,1.191,0.941,2.172,0.865
2,13.491,3.139,1.241,4.554,1.388
2,13.777,2.153,1.26,4.429,1.915
2,13.938,1.75,1.454,3.923,0.601
2,13.957,12.444,1.25,4.972,3.415
1,13.976,1.18,0.847,0.979,0.835
1,14.069,1.812,0.874,2.116,0.9
1,14.241,1.461,0.884,2.024,0.997
1,14.365,1.051,1.178,1.328,1.151
2,14.387,2.024,1.168,5.089,0.844
2,14.422,4.113,1.09,3.077,3.015
2,14.491,3.929,2.182,4.074,2.447
2,15.124,9.897,0.733,4.454,1.301
1,15.216,1.511,0.96,2.03,0.968
1,15.669,1.487,0.928,2.027,0.86
2,15.723,1.962,1.74,4.373,0.93
1,15.751,1.232,0.902,1.102,1.088
2,15.823,5.624,0.691,4.195,1.636
1,15.872,1.516,0.9,1.344,0.924
1,15.997,1.15,0.917,1.202,0.931
2,16.074,3.766,1.428,3.176,2.048
2,16.219,8.906,1.135,8.991,2.405
1,16.311,1.224,1.44,1.237,1.401
2,16.403,5.89,0.747,6.145,0.89
2,16.547,2.227,1.504,3.234,1.693
2,16.772,2.432,2.603,2.567,0.833
2,16.884,3.845,1.32,4.933,1.564
2,16.925,5.064,0.924,3.21,2.291
2,17.535,9.02,1.001,4.312,1.197
1,17.747,1.408,1.073,1.407,0.615
1,17.865,1.065,0.726,1.417,1.238
1,18.187,0.935,1.583,2.155,0.619
1,18.239,2.007,0.94,1.277,0.958
2,18.291,3.902,2.067,6.475,2.519
1,18.442,1.062,1.342,1.437,0.617
1,18.458,1.227,0.914,1.256,0.929
2,18.577,11.548,2.546,3.75,1.086
1,18.727,1.227,1.228,1.923,0.929
2,18.767,10.607,0.741,12.348,2.405
2,19.179,7.714,2.199,5.97,1.124
2,19.523,3.1,1.562,6.133,1.107
1,19.777,1.221,0.756,1.778,0.936
2,20.144,2.313,0.737,3.1,3.259
1,20.32,1.319,0.836,1.232,1.041
1,20.501,1.959,0.82,1.083,1.128
1,20.818,2.426,1.451,1.245,0.997
1,21.294,1.423,0.621,1.205,0.824
1,21.377,2.044,0.825,1.44,1.143
1,21.476,1.28,0.889,1.291,1.027
1,21.633,1.337,0.731,1.51,1.111
2,22.198,5.7,0.844,7.67,1.163
2,22.572,4.111,1.093,1.848,1.336
1,22.621,1.51,0.62,0.999,0.91
1,22.665,1.098,0.911,2.18,0.947
2,22.713,3.917,1.485,6.312,1.825
1,22.927,1.237,0.619,1.246,0.936
2,23.0,9.3,1.295,2.253,1.822
1,23.68,1.29,1.434,1.406,0.86
1,23.687,0.989,0.863,2.036,0.971
1,24.324,0.954,0.994,1.304,0.993
1,24.503,1.248,1.444,1.514,0.837
1,24.537,1.438,0.855,2.162,0.627
1,24.569,2.069,1.237,1.336,0.927
1,24.697,1.428,0.935,1.323,0.831
1,24.935,1.216,0.896,1.258,1.189
2,24.986,2.485,2.84,6.779,3.488
2,25.096,1.898,3.132,1.807,0.814
1,25.254,1.389,0.616,2.146,1.396
2,25.328,2.268,0.541,11.493,1.695
1,25.544,2.014,0.937,1.791,1.332
1,25.603,1.267,0.905,1.029,1.164
2,25.61,4.454,1.667,3.382,2.609
2,25.729,2.797,2.221,3.787,0.747
1,26.059,0.966,0.615,2.179,0.896
2,26.132,2.234,1.065,13.326,0.932
2,26.186,6.047,0.818,6.791,1.091
2,26.68,9.082,1.09,7.031,0.656
2,26.781,3.109,1.98,4.615,0.747
1,26.931,1.281,0.845,1.967,1.115
2,27.077,5.444,1.671,6.492,0.68
1,27.216,0.961,0.624,1.448,0.967
1,27.456,1.807,1.227,1.228,0.998
2,27.793,4.369,0.912,7.59,0.761
2,27.834,3.509,1.087,2.794,1.807
2,28.037,3.873,3.425,2.727,0.947
1,28.077,1.213,1.078,1.752,1.248
1,28.087,0.991,1.439,1.24,1.093
1,28.267,1.223,0.97,1.336,0.873
2,28.338,5.62,2.929,6.195,2.173
2,28.47,6.312,0.553,11.941,1.211
