task_type,arrival_time,est_m1,est_m2,est_m3,est_m4,est_m5,est_m6,est_m7,est_m8,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1,ext_m5-1,ext_m6-1,ext_m7-1,ext_m8-1
T1,0.026,105.1,1.13,101.64,1.01,9.61,9.8,1.03,1.0,108.86,1.09,110.87,1.0,10.84,10.74,1.05,0.97
T2,0.733,92.6,1.09,107.76,1.1,10.7,9.86,1.0,1.18,104.98,1.12,117.07,1.07,10.75,10.38,1.08,1.06
T1,0.874,96.45,1.08,109.05,1.12,9.77,10.12,1.09,0.98,106.46,1.08,106.0,1.17,10.12,10.88,1.1,1.14
T2,1.456,109.32,1.16,109.01,1.1,10.59,11.54,0.97,1.15,94.11,1.12,111.1,1.14,11.04,10.12,1.03,1.11
T1,1.552,107.25,1.07,101.01,1.13,10.16,9.97,1.1,1.11,93.62,1.02,107.97,1.01,10.32,10.83,1.04,1.1
T3,1.575,102.35,1.11,103.38,0.99,9.6,11.44,1.15,1.07,108.26,1.11,94.7,1.07,9.61,11.81,1.11,1.11
T2,1.639,102.85,1.12,117.05,1.15,10.94,11.05,1.1,1.13,109.35,1.08,106.91,1.13,10.59,11.52,1.04,1.08
T3,1.873,100.53,1.08,105.09,1.07,9.65,10.79,1.0,1.07,118.05,1.03,109.16,1.05,9.7,11.5,1.08,1.13
T3,2.194,118.45,1.14,108.51,1.02,10.26,10.77,1.0,1.13,109.28,1.04,109.47,1.02,10.72,10.53,1.04,1.03
T3,2.251,105.84,1.06,109.15,1.02,10.69,10.95,1.13,1.15,112.96,0.99,99.81,1.12,11.06,10.86,1.14,1.01
T2,2.383,100.66,1.07,111.08,1.15,9.51,10.44,0.98,1.1,98.82,1.12,109.76,1.0,9.6,10.48,0.96,1.17
T3,2.451,105.52,1.08,96.8,1.1,10.75,10.76,0.99,1.14,118.61,1.11,98.93,1.09,9.6,10.96,1.01,1.06
T2,2.626,94.44,1.03,104.92,1.08,9.94,10.19,1.0,1.15,108.1,1.16,112.14,1.06,9.77,11.21,0.98,1.01
T1,2.75,95.72,1.13,102.45,1.11,9.75,10.24,0.96,1.13,98.34,1.16,116.47,1.05,10.4,10.59,1.05,1.1
T1,2.78,99.48,1.04,99.32,0.99,10.6,10.85,0.96,1.07,109.25,1.11,112.88,1.0,9.5,10.38,1.05,1.02
T4,3.074,102.68,1.09,105.06,1.05,10.29,10.19,1.0,1.06,109.36,1.05,104.06,1.0,11.19,10.05,1.03,0.99
T2,3.086,101.78,1.13,110.14,1.06,9.47,10.32,0.99,1.03,101.2,1.05,110.86,1.01,10.54,9.88,1.02,1.07
T1,3.21,96.18,1.11,102.88,1.1,11.14,10.92,0.96,0.98,93.13,1.14,99.35,1.02,9.8,9.53,1.01,0.97
T3,3.39,117.58,0.99,103.8,1.01,10.96,10.9,1.07,1.15,111.89,1.14,105.44,0.99,11.21,10.3,0.99,0.99
T3,3.45,105.27,1.03,110.54,0.99,10.3,11.19,1.11,1.11,105.93,1.12,110.82,1.02,9.81,11.57,1.16,0.99
T4,3.669,107.99,1.03,98.02,0.94,10.21,10.2,1.02,0.98,107.04,1.0,100.86,1.06,11.0,10.7,1.01,0.96
T3,3.755,103.53,1.1,102.16,1.15,9.62,11.76,1.07,1.16,115.45,1.07,103.86,1.11,9.64,10.24,1.03,1.08
T1,3.781,109.13,1.11,109.47,1.14,10.83,10.98,0.96,1.12,101.72,1.01,106.58,1.06,9.65,10.16,1.08,0.98
T1,4.047,103.13,1.06,104.37,1.12,11.03,10.56,1.01,1.1,100.21,1.05,102.59,1.07,10.23,10.76,1.08,1.0
T1,4.06,95.14,1.05,112.55,1.12,10.36,10.63,0.97,1.02,96.87,1.07,101.59,1.04,9.68,10.1,1.06,0.97
T1,4.121,100.69,1.02,101.64,1.03,10.68,10.24,1.12,1.1,98.71,1.05,110.33,1.01,10.92,10.18,1.01,1.04
T4,4.214,101.85,1.01,104.44,1.08,11.36,11.14,1.08,1.02,115.22,1.02,94.77,1.09,11.44,10.46,1.09,1.03
T1,4.355,99.48,1.16,113.28,1.1,11.24,10.01,1.09,1.07,99.34,1.06,108.43,1.08,10.0,10.3,1.09,1.11
T4,4.405,112.73,0.96,102.08,1.1,11.66,10.62,1.1,1.04,103.67,0.94,99.81,1.02,11.15,9.88,1.12,1.0
T3,4.426,113.2,1.02,105.6,1.14,10.0,10.29,1.17,1.13,115.66,0.99,102.87,1.14,9.74,11.65,1.06,1.09
T4,4.431,102.64,1.06,108.63,1.03,10.4,11.53,0.99,0.92,117.13,1.1,107.0,0.95,10.81,10.15,1.05,0.95
T2,4.612,105.14,1.11,101.04,0.99,10.83,11.24,0.97,1.17,109.46,1.04,104.63,1.04,11.12,11.29,1.03,1.1
T1,4.63,101.47,1.1,100.72,1.01,9.66,10.82,1.06,1.03,106.99,1.13,101.78,1.09,10.21,10.36,1.05,0.99
T4,4.882,108.4,1.08,110.32,0.93,10.07,10.55,1.01,0.97,112.41,1.07,105.0,0.95,10.0,9.9,1.1,1.0
T1,4.917,92.71,1.09,115.3,1.07,10.18,10.59,1.14,1.04,102.07,1.14,114.24,1.12,10.62,10.03,1.05,1.02
T3,4.974,113.28,1.07,95.12,1.0,10.01,11.83,0.99,1.17,118.6,0.98,103.95,1.03,10.85,10.87,1.13,1.17
T3,5.325,104.03,1.0,109.66,0.97,9.63,11.64,1.14,1.14,111.76,1.12,106.29,1.15,11.08,11.48,1.02,1.03
T3,5.501,117.44,1.13,93.88,1.12,10.6,10.15,1.16,1.08,103.54,1.04,103.91,1.0,10.94,11.51,0.99,1.16
T2,5.59,92.66,1.15,106.72,1.06,10.81,10.28,1.1,1.1,105.07,1.06,114.97,1.16,9.7,10.08,1.05,1.18
T4,6.071,117.4,1.08,110.59,1.04,11.7,10.71,1.17,1.0,112.22,1.08,105.83,0.97,10.49,10.2,1.02,1.02
T1,6.665,94.18,1.14,104.9,1.14,9.68,9.55,0.97,1.06,109.89,1.16,99.47,1.15,9.51,10.01,1.05,1.07
T3,6.744,100.55,1.08,97.15,1.0,10.36,10.9,1.0,1.1,115.0,1.14,108.38,1.14,10.15,11.78,1.16,1.17
T4,7.252,108.55,1.07,93.43,0.98,11.21,10.15,1.0,0.98,109.29,1.06,93.47,0.97,10.22,11.25,1.08,0.93
T4,7.281,108.19,0.95,104.71,0.94,10.83,9.88,1.09,1.09,103.24,0.96,97.37,0.98,10.66,10.21,1.03,0.96
T3,7.318,108.64,1.0,108.46,1.13,10.24,11.57,1.03,1.02,110.49,1.08,103.61,1.06,11.03,11.16,1.16,1.0
T4,7.398,105.2,1.03,105.03,1.0,10.66,10.62,1.0,0.99,104.18,1.11,99.65,1.09,10.0,10.87,1.07,1.02
T4,7.422,116.23,0.97,106.26,1.11,10.28,11.11,1.13,1.08,100.01,1.02,107.37,1.01,11.09,11.2,1.14,0.95
T2,7.816,105.7,1.02,109.82,1.06,11.02,10.92,1.12,1.16,106.15,1.06,110.82,1.03,11.0,11.45,0.96,1.11
T4,7.85,111.34,1.03,109.39,1.05,9.93,11.39,1.02,1.06,102.04,0.94,94.43,0.94,10.48,11.1,1.0,0.97
T2,7.892,109.46,1.08,115.86,1.09,11.02,10.25,1.05,1.14,100.53,1.07,104.94,1.13,10.07,11.03,0.96,1.12
T4,7.925,114.43,0.95,109.08,1.1,11.69,11.16,1.1,1.0,107.41,1.03,100.86,1.05,11.11,9.79,1.01,0.95
T4,8.031,114.51,0.94,109.12,1.01,10.84,11.14,1.08,1.02,113.17,0.94,106.64,1.08,11.35,10.55,1.04,0.98
T1,8.095,109.58,1.0,103.9,1.12,9.71,10.01,1.11,1.06,109.37,1.1,99.95,1.0,9.59,10.55,1.12,1.06
T2,8.164,96.84,1.0,111.68,1.0,10.77,11.31,1.12,1.16,96.42,1.09,101.49,1.08,10.23,10.27,1.08,1.17
T1,8.165,109.04,1.09,103.01,1.1,9.74,9.75,1.06,0.98,101.01,1.08,113.2,1.12,10.2,9.93,1.12,1.01
T2,8.289,102.99,1.11,110.86,1.12,10.52,11.27,1.0,1.13,95.69,1.13,103.04,1.04,9.8,10.82,1.0,1.08
T2,8.326,108.09,1.04,99.78,1.16,9.86,11.27,1.0,1.07,97.9,1.02,114.42,1.17,10.16,9.98,1.01,1.0
T2,8.53,106.0,1.05,112.16,1.06,10.86,11.63,1.03,1.01,97.9,1.0,113.15,1.03,11.17,9.88,1.06,1.15
T3,8.622,118.05,1.0,101.99,0.97,11.39,10.85,1.05,1.12,103.16,0.99,110.2,0.97,10.19,10.84,1.0,1.11
T4,8.68,114.7,1.03,97.48,1.1,10.57,10.8,1.0,0.98,118.12,1.01,110.47,1.1,10.67,10.35,1.08,0.98
T3,8.684,103.88,1.07,99.78,1.07,10.8,11.84,1.06,1.03,119.3,1.09,110.08,1.08,10.79,11.87,1.11,1.01
T4,8.89,114.57,1.09,104.97,1.04,10.65,10.56,1.15,0.97,102.63,1.01,97.21,1.0,10.66,9.86,1.05,0.92
T4,8.946,116.06,0.96,101.25,1.0,10.9,10.98,1.13,0.92,112.32,1.01,103.07,1.02,9.94,10.82,1.14,0.99
T2,9.163,99.84,1.14,107.76,1.0,11.02,10.44,1.06,1.02,103.89,1.09,112.04,1.15,10.79,11.44,0.99,1.0
T3,9.211,109.52,1.08,98.66,1.13,10.6,11.62,1.09,1.0,115.8,0.98,96.62,1.09,10.32,10.99,1.05,1.16
T4,9.491,117.11,1.08,105.58,1.06,10.93,10.35,1.08,1.04,109.62,1.0,110.14,0.94,10.12,11.0,1.15,1.06
T2,9.613,106.77,1.15,115.5,1.17,10.63,11.45,0.98,1.17,104.38,0.99,98.42,1.06,10.06,11.28,1.08,1.08
T1,9.698,96.4,1.04,109.04,1.06,10.53,9.52,1.02,1.01,100.29,1.13,110.15,1.0,10.39,11.04,1.11,1.1
T3,9.849,101.21,1.1,109.69,1.0,10.9,11.26,1.1,1.06,107.07,1.05,109.19,1.15,10.65,10.18,1.1,1.01
T3,9.903,118.21,1.12,97.39,1.08,11.29,10.29,1.05,1.16,102.58,1.08,103.41,0.97,9.68,10.69,1.15,1.01
T3,10.054,102.08,1.06,109.82,1.0,10.14,10.1,1.08,1.15,106.74,1.01,95.93,1.01,9.63,10.7,1.09,1.14
T2,10.095,96.82,1.04,115.04,1.11,11.01,10.26,1.05,1.18,100.62,1.1,101.04,1.07,9.8,9.88,0.99,1.07
T4,10.641,113.22,0.95,106.36,1.06,11.29,11.07,1.04,1.03,113.68,0.98,100.25,1.06,10.1,11.42,1.01,1.04
T1,10.672,92.71,0.99,104.59,1.13,9.54,10.37,1.01,1.11,100.57,1.1,108.0,1.01,10.07,10.91,1.12,0.96
