task_type,m1_1,m2_1,m3_1,m4_1
T2,7.045,21.87,84.059,90.602
T2,8.041,20.489,88.971,97.166
T2,7.887,23.424,90.2,84.723
T1,5.603,15.035,70.544,70.265
T2,7.374,21.936,94.06,95.666
T4,13.507,33.799,151.21,162.674
T3,9.096,30.424,108.947,117.078
T4,11.907,34.083,145.772,162.299
T2,6.985,22.008,89.169,85.59
T2,7.435,22.746,93.38,89.888
T3,9.587,29.126,115.771,125.901
T2,7.18,22.071,96.27,87.178
T1,5.409,15.094,63.745,67.423
T1,5.649,16.604,67.711,66.718
T1,5.867,16.421,68.385,72.326
T4,11.871,36.053,156.353,140.034
T4,12.095,37.847,137.517,151.254
T2,7.71,21.283,88.916,97.747
T4,11.81,35.214,160.067,152.696
T2,7.451,20.571,83.622,94.576
T3,9.997,26.072,114.375,109.375
T3,9.036,26.55,124.993,123.701
T4,12.791,38.983,159.456,145.062
T1,5.893,16.931,61.691,65.411
T3,10.051,28.07,111.078,113.774
T1,5.68,15.654,71.678,64.366
T4,13.614,34.014,154.707,142.956
T3,10.248,26.803,123.008,109.18
T3,9.652,26.932,123.984,116.738
T1,5.971,16.036,68.594,61.558
T2,7.383,21.514,96.107,84.361
T3,10.405,30.207,123.827,119.71
T3,9.193,29.966,122.055,111.687
T2,7.878,23.272,84.318,90.838
T1,5.917,14.786,63.673,61.63
T1,5.565,15.445,64.329,69.005
T3,10.437,25.967,114.948,117.955
T2,7.973,21.005,87.469,86.376
T4,12.765,35.802,148.849,148.912
T4,12.566,39.31,144.464,145.841
T2,7.029,22.014,89.997,96.695
T3,10.212,30.193,107.362,125.831
T4,12.564,34.075,159.759,155.869
T4,12.515,37.59,150.623,150.744
T2,7.828,22.938,91.662,94.577
T4,12.238,33.788,141.498,153.08
T3,9.38,28.925,111.719,118.221
T2,7.228,20.161,86.16,89.706
T3,10.495,26.921,115.314,116.68
T2,8.211,23.196,95.892,93.198
T1,5.731,15.683,65.361,62.434
T4,11.866,34.02,145.021,151.761
T3,10.421,29.167,121.993,115.016
T1,5.716,16.718,61.368,61.204
T2,7.486,21.843,97.691,84.049
T3,9.182,29.222,127.51,109.573
T3,10.313,28.403,127.494,125.719
T4,11.734,34.547,159.335,160.575
T3,10.383,27.355,108.527,113.79
T4,13.261,38.326,159.794,160.484
T4,12.487,38.298,158.621,138.986
T2,6.972,21.365,88.645,87.749
T1,5.593,14.863,72.38,69.599
T1,5.522,17.312,63.048,72.254
T2,7.723,22.113,95.647,84.275
T1,5.658,14.961,66.007,69.753
T2,8.052,23.433,88.117,86.689
T4,11.536,35.46,153.937,160.461
T4,11.761,35.757,156.953,137.778
T4,12.454,34.954,153.611,148.692
T4,12.469,37.601,137.265,155.813
T2,7.135,21.922,91.447,91.084
T3,10.049,26.21,111.521,121.094
T1,5.155,15.756,66.402,72.02
T3,9.767,27.124,115.103,110.065
T2,7.216,20.662,83.107,83.672
T2,7.6,20.188,83.652,85.596
T4,12.994,33.739,154.073,158.115
T3,10.373,28.814,121.13,122.099
T3,9.98,28.497,112.83,110.82
T2,7.705,21.056,91.519,83.012
T2,8.211,22.379,91.897,84.11
T3,9.993,28.134,126.927,123.32
T3,10.656,30.178,126.826,121.996
T3,10.475,30.717,121.225,121.028
T4,11.978,34.854,155.83,156.006
T3,9.168,30.775,109.801,111.67
T3,9.405,29.917,107.87,121.845
T4,11.637,33.953,161.676,146.011
T2,7.225,21.809,84.851,91.734
T3,9.682,28.075,123.403,123.422
T3,10.411,27.145,121.947,125.993
T1,5.527,14.859,66.799,63.363
T4,13.553,36.813,154.391,160.708
T1,5.245,15.044,67.788,66.597
T4,13.307,36.68,141.174,154.127
T4,12.643,33.659,138.988,162.659
T3,9.113,25.989,112.705,113.948
T4,13.412,37.109,141.339,162.014
T3,9.764,29.694,125.787,119.615
T2,8.211,21.874,83.518,88.333
T3,10.044,30.04,122.967,117.83
T3,9.105,28.772,122.111,114.908
T2,7.853,23.371,92.564,94.384
T2,7.63,23.653,89.552,88.48
T3,9.715,29.837,127.381,125.665
T1,5.849,16.811,68.565,70.846
T2,7.851,23.629,85.693,87.718
T2,7.394,23.312,91.822,82.559
T2,7.376,21.834,84.491,96.034
T3,9.832,27.998,107.836,123.826
T4,12.784,33.198,146.702,143.246
T1,5.89,16.641,69.162,72.286
T1,5.577,17.523,70.331,62.169
T2,8.112,22.793,88.45,85.945
T3,9.693,29.321,125.9,124.304
T2,7.12,21.512,91.131,92.275
T4,11.969,37.234,137.315,153.62
T2,7.523,22.072,83.054,91.336
T1,5.233,16.697,67.733,70.658
T3,9.687,28.72,109.604,126.598
T1,5.752,15.881,72.078,69.718
T1,5.296,14.788,63.432,70.129
T2,7.252,22.908,89.722,83.675
T1,5.191,17.192,65.754,62.38
T1,5.973,15.537,67.675,61.776
T1,5.243,14.921,65.839,69.537
T4,13.306,33.842,139.456,151.944
T4,11.596,36.833,149.057,137.612
T1,5.829,14.811,70.164,63.904
T4,13.628,37.978,141.454,142.812
T1,5.486,15.881,67.477,67.86
T1,5.456,16.363,69.021,70.436
T1,5.449,15.214,65.999,72.043
T4,12.521,37.759,142.343,151.802
T2,7.971,20.055,91.635,94.735
T1,5.528,14.809,71.743,72.527
T1,5.947,15.342,61.104,66.894
T3,10.31,26.058,124.613,123.563
T1,5.495,16.349,71.468,67.003
T2,7.283,22.653,92.529,93.889
T1,5.304,15.545,61.785,67.571
T1,5.255,17.109,64.056,71.292
T4,11.602,36.313,161.662,162.024
T4,13.343,34.656,155.634,148.289
T3,9.763,29.645,124.266,107.93
T2,7.024,20.946,82.642,95.187
T1,6.014,15.091,70.486,68.946
T1,5.286,15.63,64.576,68.023
T2,7.556,23.554,86.537,85.565
T4,12.22,33.691,142.048,151.69
T3,9.982,27.605,115.939,116.053
T3,9.635,30.272,127.409,115.951
T2,7.693,22.111,90.715,95.808
T1,5.245,15.86,60.995,70.183
T2,7.805,20.701,87.907,92.903
T3,9.098,28.722,109.403,109.475
T2,7.144,20.377,92.386,91.357
T2,8.085,20.531,88.635,85.623
T3,9.204,26.596,116.746,110.036
T2,7.211,20.463,89.0,87.021
T4,12.998,33.344,141.915,138.75
T4,12.786,34.736,139.42,159.471
T4,11.892,34.177,141.454,159.42
T4,12.777,35.481,150.546,137.421
T3,9.022,27.51,125.509,124.449
T3,9.661,26.985,107.661,119.555
T3,9.61,26.578,123.16,119.604
T3,9.743,30.776,107.279,118.742
T2,7.12,21.217,97.435,94.66
T4,11.661,36.953,154.111,149.554
T3,9.785,29.569,121.943,114.177
T3,9.769,26.034,116.335,111.655
T2,8.185,21.442,82.972,91.253
T1,5.373,16.377,71.347,67.543
T4,11.79,36.856,149.994,149.898
T3,10.615,30.532,124.595,116.154
T2,7.375,20.551,87.664,84.129
T1,6.027,16.204,68.931,62.525
T3,9.222,29.422,126.932,122.46
T3,9.672,28.632,109.312,117.489
