task_type,arrival_time
T2,34.261
T1,36.337
T4,66.742
T3,73.297
T4,93.321
T1,164.921
T4,224.181
T3,265.163
T4,295.048
T3,334.968
T3,338.634
T2,344.356
T4,363.425
T2,383.524
T4,405.62
T1,412.464
T1,425.719
T4,432.385
T4,443.541
T2,450.8
T1,503.344
T1,503.639
T1,584.082
T3,593.379
T2,660.583
T1,671.8
T3,691.321
T3,719.052
T3,776.21
T1,791.141
T3,805.973
T2,822.803
T1,858.244
T3,869.656
T3,897.11
T3,910.701
T1,967.982
T3,990.769
T3,991.573
T4,1003.535
T1,1038.022
T1,1040.064
T4,1108.955
T4,1109.376
T4,1122.001
T1,1137.577
T4,1156.229
T1,1178.716
T2,1410.551
T1,1442.393
T2,1452.826
T3,1521.867
T4,1582.71
T3,1607.484
T3,1612.61
T4,1630.078
T1,1630.234
T4,1648.261
T1,1693.544
T1,1747.106
T4,1750.461
T2,1765.505
T4,1792.962
T1,1816.68
T3,1823.96
T4,1846.695
T2,1887.267
T4,1904.746
T3,1908.553
T4,1930.597
T3,1937.124
T1,1946.943
T3,1957.266
T1,1962.213
T3,2058.835
T3,2076.612
T4,2110.893
T1,2162.105
T4,2165.614
T2,2168.002
T4,2189.301
T2,2204.0
T3,2216.225
T4,2258.695
T2,2297.318
T2,2371.353
T1,2393.326
T3,2402.779
T2,2585.416
T2,2592.9
T1,2618.91
T2,2628.826
T4,2638.656
T2,2641.555
T1,2659.247
T1,2667.914
T1,2668.37
T2,2669.902
T2,2671.945
T2,2681.565
T2,2693.479
T4,2762.998
T2,2769.982
T1,2774.534
T4,2828.545
T1,2837.275
T3,2879.792
T2,2881.05
T3,2894.018
T2,2981.089
T3,3034.626
T4,3080.645
T1,3091.813
T3,3131.761
T4,3141.136
T4,3171.659
T4,3263.248
T4,3271.828
T3,3280.993
T4,3418.946
T1,3420.704
T1,3487.735
T1,3536.294
T3,3563.491
T4,3565.97
T4,3567.476
T2,3577.964
T2,3592.277
T1,3674.796
T4,3726.24
T1,3755.388
T2,3813.384
T1,3849.099
T4,3852.732
T3,3890.529
T1,3930.407
T4,3975.274
T4,4114.304
T3,4166.372
T4,4170.003
T2,4205.695
T4,4233.456
T4,4281.019
T2,4334.396
T1,4388.378
T2,4440.059
T3,4443.81
T4,4461.975
T2,4508.559
T3,4512.996
T1,4516.034
T3,4561.004
T3,4604.714
T2,4612.677
T1,4617.417
T4,4638.313
T3,4652.483
T2,4678.7
T3,4685.856
T3,4723.772
T4,4788.127
T4,4795.962
T2,4830.171
T2,4834.244
T1,4841.213
T4,4850.169
T3,4897.032
T2,4918.819
T2,4922.445
T4,4945.461
T4,4955.206
T1,5011.919
T2,5016.113
T1,5023.938
T3,5059.761
T4,5062.906
T1,5086.116
T4,5124.241
T4,5148.707
T2,5237.484
T2,5245.02
T4,5263.62
T1,5288.629
T2,5306.467
T2,5325.471
T2,5344.355
T3,5350.094
T4,5353.908
T3,5378.72
T4,5412.177
T2,5421.91
T3,5423.824
T2,5432.422
T4,5432.736
T4,5443.017
T4,5470.346
T2,5506.562
T1,5512.058
T4,5514.326
T4,5584.598
T1,5608.146
T2,5674.479
T1,5683.711
T1,5734.127
T3,5770.568
T3,5772.592
T2,5813.528
T1,5832.808
T3,5851.712
T3,5875.079
T3,5952.783
T2,5986.299
T3,6012.488
T4,6012.68
T4,6028.9
T2,6076.211
T4,6097.031
T3,6102.41
T4,6129.944
T4,6187.591
T3,6197.209
T3,6244.83
T2,6261.458
T2,6276.755
T1,6283.052
T4,6312.513
T1,6354.293
T3,6385.496
T1,6412.016
T4,6445.103
T4,6466.204
T3,6471.979
T3,6491.603
T1,6646.239
T1,6661.735
T2,6666.785
T4,6699.298
T3,6705.272
T1,6709.884
T4,6710.47
T2,6711.765
T4,6715.076
T2,6737.326
T3,6741.838
T1,6742.022
T1,6749.531
T2,6758.876
T1,6760.702
T2,6787.505
T3,6853.456
T3,6887.498
T3,6958.441
T1,6962.145
T1,6967.414
T2,6990.486
T1,7000.898
T2,7004.617
T2,7041.641
T4,7065.641
T1,7067.908
T4,7111.125
T4,7139.863
T2,7144.472
T3,7170.666
T3,7173.905
T1,7186.025
T4,7206.3
T1,7249.543
T2,7312.212
T3,7349.661
T1,7361.903
T2,7371.298
T4,7385.264
T4,7407.624
T3,7441.839
T3,7453.977
T1,7480.395
T1,7491.565
T2,7493.649
T3,7495.897
T2,7508.739
T1,7512.021
T2,7542.233
T4,7550.985
T3,7564.579
T3,7587.059
T3,7592.394
T1,7595.4
T1,7620.546
T1,7622.396
T3,7684.244
T1,7689.4
T3,7801.616
T1,7840.607
T3,7843.744
T4,7850.243
T3,7860.068
T2,7945.54
T4,7960.793
T2,7990.733
T3,7993.967
T1,8077.634
T4,8083.015
T4,8090.561
T2,8108.121
T3,8150.555
T4,8171.434
T1,8182.838
T1,8196.253
T4,8203.493
T4,8226.608
T1,8261.84
T3,8290.637
T2,8316.211
T1,8316.788
T2,8324.524
T1,8336.593
T2,8336.996
T1,8379.93
T4,8421.243
T2,8444.702
T3,8465.414
T2,8473.58
T1,8509.824
T2,8536.025
T2,8539.486
T2,8572.921
T4,8574.16
T3,8583.873
T4,8612.693
T4,8661.56
T4,8718.225
T3,8747.255
T4,8762.215
T2,8808.823
T2,8867.11
T2,8898.289
T4,8912.332
T1,8914.826
T3,9001.904
T1,9097.938
T2,9103.063
T2,9135.368
T1,9185.328
T3,9204.776
T4,9221.309
