task_type,arrival_time
T1,6.352
T1,8.771
T4,13.184
T1,30.247
T3,55.344
T1,57.814
T3,65.884
T4,96.764
T3,164.742
T2,176.896
T4,194.717
T3,203.596
T4,208.248
T4,248.44
T3,255.716
T3,265.465
T1,285.902
T4,368.881
T1,391.088
T4,391.914
T1,405.195
T2,410.259
T2,500.731
T4,516.05
T2,516.911
T4,562.198
T1,585.819
T1,597.337
T2,614.377
T2,620.239
T3,661.908
T3,667.384
T3,684.525
T3,736.456
T3,738.893
T2,747.513
T2,752.007
T2,753.09
T4,778.803
T2,818.246
T4,829.641
T4,832.269
T3,866.69
T2,879.966
T1,883.805
T3,884.115
T3,904.941
T1,925.897
T2,964.34
T3,971.281
T4,985.18
T2,1015.338
T2,1028.063
T2,1031.812
T1,1045.846
T3,1054.31
T2,1089.802
T4,1120.282
T2,1174.018
T4,1178.885
T3,1204.154
T1,1289.794
T2,1316.053
T1,1324.469
T4,1374.594
T4,1387.758
T3,1417.685
T2,1418.126
T2,1435.357
T4,1438.149
T4,1451.049
T4,1459.163
T2,1504.888
T1,1507.353
T3,1522.02
T2,1535.168
T4,1553.36
T2,1577.807
T2,1583.79
T1,1589.532
T4,1590.355
T3,1604.99
T1,1609.571
T4,1612.855
T3,1705.257
T1,1710.696
T3,1712.256
T4,1733.449
T1,1765.782
T3,1772.971
T4,1817.803
T4,1832.949
T1,1846.918
T3,1873.277
T2,1986.625
T4,2006.362
T2,2008.034
T2,2008.646
T2,2014.251
T1,2039.352
T4,2115.162
T3,2157.905
T3,2190.382
T2,2195.32
T2,2195.575
T3,2216.851
T1,2226.736
T1,2256.853
T1,2261.546
T4,2378.919
T4,2435.987
T3,2437.617
T2,2471.75
T3,2509.36
T2,2524.199
T3,2525.446
T3,2557.751
T2,2615.363
T1,2615.888
T2,2639.253
T1,2647.296
T1,2649.043
T3,2650.693
T3,2665.229
T3,2676.781
T3,2689.919
T2,2740.427
T1,2753.702
T2,2762.046
T4,2763.447
T1,2785.503
T3,2804.045
T3,2805.304
T3,2825.118
T2,2839.135
T4,2856.284
T3,2915.271
T1,2952.536
T3,3015.053
T3,3025.36
T3,3027.503
T1,3058.333
T4,3063.395
T4,3075.865
T3,3083.645
T2,3091.165
T4,3111.297
T3,3129.136
T3,3144.377
T3,3148.755
T3,3148.914
T2,3170.334
T3,3185.592
T1,3201.756
T4,3234.852
T1,3237.599
T4,3340.342
T4,3369.478
T3,3386.265
T2,3398.556
T3,3453.247
T1,3483.083
T3,3727.662
T4,3800.643
T4,3847.923
